GEO_ID,B23002C_001E,B23002C_001M,B23002C_002E,B23002C_002M,B23002C_003E,B23002C_003M,B23002C_004E,B23002C_004M,B23002C_005E,B23002C_005M,B23002C_006E,B23002C_006M,B23002C_007E,B23002C_007M,B23002C_008E,B23002C_008M,B23002C_009E,B23002C_009M,B23002C_010E,B23002C_010M,B23002C_011E,B23002C_011M,B23002C_012E,B23002C_012M,B23002C_013E,B23002C_013M,B23002C_014E,B23002C_014M,B23002C_015E,B23002C_015M,B23002C_016E,B23002C_016M,B23002C_017E,B23002C_017M,B23002C_018E,B23002C_018M,B23002C_019E,B23002C_019M,B23002C_020E,B23002C_020M,B23002C_021E,B23002C_021M,B23002C_022E,B23002C_022M,B23002C_023E,B23002C_023M,B23002C_024E,B23002C_024M,B23002C_025E,B23002C_025M,B23002C_026E,B23002C_026M,B23002C_027E,B23002C_027M,B23002C_028E,B23002C_028M,B23002C_029E,B23002C_029M,B23002C_030E,B23002C_030M,B23002C_031E,B23002C_031M,B23002C_032E,B23002C_032M,B23002C_033E,B23002C_033M,B23002C_034E,B23002C_034M,B23002C_035E,B23002C_035M,B23002C_036E,B23002C_036M,B23002C_037E,B23002C_037M,B23002C_038E,B23002C_038M,B23002C_039E,B23002C_039M,B23002C_040E,B23002C_040M,B23002C_041E,B23002C_041M,B23002C_042E,B23002C_042M,B23002C_043E,B23002C_043M,B23002C_044E,B23002C_044M,B23002C_045E,B23002C_045M,B23002C_046E,B23002C_046M,B23002C_047E,B23002C_047M,B23002C_048E,B23002C_048M,B23002C_049E,B23002C_049M,B23002C_050E,B23002C_050M,B23002C_051E,B23002C_051M,B23002C_052E,B23002C_052M,B23002C_053E,B23002C_053M,B23002C_054E,B23002C_054M,B23002C_055E,B23002C_055M,B23002C_056E,B23002C_056M,B23002C_057E,B23002C_057M,B23002C_058E,B23002C_058M,B23002C_059E,B23002C_059M,B23002C_060E,B23002C_060M,B23002C_061E,B23002C_061M,B23002C_062E,B23002C_062M,B23002C_063E,B23002C_063M,B23002C_064E,B23002C_064M,B23002C_065E,B23002C_065M,B23002C_066E,B23002C_066M,B23002C_067E,B23002C_067M,B23002C_068E,B23002C_068M,B23002C_069E,B23002C_069M,B23002C_070E,B23002C_070M,B23002C_071E,B23002C_071M,B23002C_072E,B23002C_072M,B23002C_073E,B23002C_073M,B23002C_074E,B23002C_074M,B23002C_075E,B23002C_075M,B23002C_076E,B23002C_076M,B23002C_077E,B23002C_077M,B23002C_078E,B23002C_078M,B23002C_079E,B23002C_079M,NAME,B23002C_001EA,B23002C_001MA,B23002C_002EA,B23002C_002MA,B23002C_003MA,B23002C_003EA,B23002C_004EA,B23002C_004MA,B23002C_005MA,B23002C_005EA,B23002C_006EA,B23002C_006MA,B23002C_007EA,B23002C_007MA,B23002C_008EA,B23002C_008MA,B23002C_009EA,B23002C_009MA,B23002C_010MA,B23002C_010EA,B23002C_011MA,B23002C_011EA,B23002C_012EA,B23002C_012MA,B23002C_013EA,B23002C_013MA,B23002C_014MA,B23002C_014EA,B23002C_015EA,B23002C_015MA,B23002C_016MA,B23002C_016EA,B23002C_017EA,B23002C_017MA,B23002C_018EA,B23002C_018MA,B23002C_019MA,B23002C_019EA,B23002C_020EA,B23002C_020MA,B23002C_021MA,B23002C_021EA,B23002C_022MA,B23002C_022EA,B23002C_023EA,B23002C_023MA,B23002C_024EA,B23002C_024MA,B23002C_025MA,B23002C_025EA,B23002C_026EA,B23002C_026MA,B23002C_027MA,B23002C_027EA,B23002C_028EA,B23002C_028MA,B23002C_029EA,B23002C_029MA,B23002C_030MA,B23002C_030EA,B23002C_031EA,B23002C_031MA,B23002C_032EA,B23002C_032MA,B23002C_033EA,B23002C_033MA,B23002C_034MA,B23002C_034EA,B23002C_035EA,B23002C_035MA,B23002C_036MA,B23002C_036EA,B23002C_037EA,B23002C_037MA,B23002C_038EA,B23002C_038MA,B23002C_039EA,B23002C_039MA,B23002C_040EA,B23002C_040MA,B23002C_041EA,B23002C_041MA,B23002C_042MA,B23002C_042EA,B23002C_043MA,B23002C_043EA,B23002C_044EA,B23002C_044MA,B23002C_045EA,B23002C_045MA,B23002C_046EA,B23002C_046MA,B23002C_047MA,B23002C_047EA,B23002C_048MA,B23002C_048EA,B23002C_049EA,B23002C_049MA,B23002C_050EA,B23002C_050MA,B23002C_051EA,B23002C_051MA,B23002C_052EA,B23002C_052MA,B23002C_053MA,B23002C_053EA,B23002C_054EA,B23002C_054MA,B23002C_055MA,B23002C_055EA,B23002C_056EA,B23002C_056MA,B23002C_057EA,B23002C_057MA,B23002C_058MA,B23002C_058EA,B23002C_059EA,B23002C_059MA,B23002C_060MA,B23002C_060EA,B23002C_061EA,B23002C_061MA,B23002C_062EA,B23002C_062MA,B23002C_063EA,B23002C_063MA,B23002C_064EA,B23002C_064MA,B23002C_065MA,B23002C_065EA,B23002C_066MA,B23002C_066EA,B23002C_067EA,B23002C_067MA,B23002C_068EA,B23002C_068MA,B23002C_069MA,B23002C_069EA,B23002C_070EA,B23002C_070MA,B23002C_071MA,B23002C_071EA,B23002C_072EA,B23002C_072MA,B23002C_073EA,B23002C_073MA,B23002C_074MA,B23002C_074EA,B23002C_075EA,B23002C_075MA,B23002C_076MA,B23002C_076EA,B23002C_077MA,B23002C_077EA,B23002C_078EA,B23002C_078MA,B23002C_079EA,B23002C_079MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,74798,2430,39135,1479,3401,532,1255,393,0,149,1255,393,815,268,440,293,2146,415,5679,811,3811,726,0,149,3811,726,2261,572,1550,497,1868,601,20897,1266,14986,1270,361,476,14625,1203,11317,1149,3308,675,5911,713,5138,557,2806,621,0,149,2806,621,2305,630,501,147,2332,584,1269,393,445,249,402,246,43,69,824,323,2751,423,174,75,163,73,11,18,2577,435,35663,1592,3643,510,1296,381,0,149,1296,381,930,379,366,211,2347,405,4554,585,2935,578,0,149,2935,578,2429,546,506,248,1619,394,18596,1168,13107,1265,0,149,13107,1265,11255,1244,1852,398,5489,820,4738,511,2510,430,0,149,2510,430,2190,387,320,213,2228,404,1470,385,321,155,321,155,0,149,1149,331,2662,431,265,225,256,224,9,15,2397,379,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,207367,4070,100199,2796,10194,1331,2599,878,0,229,2599,878,1047,544,1552,742,7595,888,14697,1222,8948,1344,0,229,8948,1344,6780,1263,2168,735,5749,1041,55379,2364,37409,2549,15,25,37394,2550,27091,2292,10303,2034,17970,1810,10471,879,5308,792,0,229,5308,792,4668,796,640,291,5163,1024,2822,775,720,455,691,452,29,37,2102,612,6636,892,614,477,614,477,0,229,6022,868,107168,2330,11009,1052,1983,682,0,229,1983,682,1114,490,869,415,9026,1244,14369,998,8124,1086,17,29,8107,1080,5464,955,2643,836,6245,1005,57455,1750,38932,2486,15,26,38917,2487,31988,2601,6929,1542,18523,1844,12180,601,6389,813,0,229,6389,813,6144,823,245,191,5791,920,4129,691,1065,420,1065,420,0,229,3064,595,8026,633,437,358,405,353,32,53,7589,659,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,225247,10419,111935,5904,10861,1293,3598,913,209,312,3389,788,1390,531,1999,741,7263,1264,12434,1858,8231,1710,347,316,7884,1645,5747,1456,2137,757,4203,1076,62857,4261,46871,3505,720,438,46151,3453,38858,3087,7293,1512,15986,2249,15176,1936,9346,1497,0,208,9346,1497,7939,1322,1407,584,5830,1208,4149,914,1140,439,1076,432,64,74,3009,818,6458,1189,753,378,691,324,62,132,5705,1123,113312,6122,8157,1616,3194,1149,0,208,3194,1149,1692,696,1502,834,4963,1010,10793,1779,6736,1305,49,59,6687,1298,5472,1122,1215,498,4057,1104,61923,4452,41312,3715,44,71,41268,3719,34385,3440,6883,1446,20611,2351,17293,1834,8112,1318,0,208,8112,1318,6750,1120,1362,642,9181,1430,4945,1026,1688,817,1467,753,221,284,3257,733,10201,1500,580,270,488,281,92,132,9621,1479,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,38917,3336,20098,2232,2306,725,498,277,0,201,498,277,396,257,102,150,1808,746,2439,774,1997,717,0,201,1997,717,1503,604,494,365,442,304,10935,1631,8202,1436,133,212,8069,1416,7049,1349,1020,498,2733,802,2949,732,1422,463,0,201,1422,463,1348,429,74,115,1527,605,385,267,317,252,317,252,0,201,68,90,1084,410,139,169,33,71,106,156,945,382,18819,2006,1731,676,753,465,0,201,753,465,637,443,116,159,978,452,2490,774,1903,783,113,128,1790,778,1777,777,13,30,587,379,10921,1392,7755,1307,0,201,7755,1307,6805,1281,950,477,3166,792,2341,702,1236,479,0,201,1236,479,923,480,313,222,1105,453,707,355,391,264,391,264,0,201,316,258,629,272,33,57,33,57,0,201,596,268,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,50817,5011,25336,3438,3369,1340,945,767,0,238,945,767,358,410,587,618,2424,1048,2323,897,1767,742,21,41,1746,741,1389,760,357,308,556,453,14447,2428,11601,2148,0,238,11601,2148,9516,2209,2085,912,2846,1239,2554,886,1331,590,0,238,1331,590,1074,559,257,229,1223,629,1210,573,649,521,649,521,0,238,561,309,1433,816,0,238,0,238,0,238,1433,816,25481,2603,2457,818,903,897,0,238,903,897,832,896,71,90,1554,808,1855,945,551,355,40,79,511,335,420,316,91,155,1304,848,13798,2011,9308,1711,0,238,9308,1711,8120,1686,1188,613,4490,1207,3653,1155,1918,732,0,238,1918,732,1589,661,329,287,1735,754,927,600,298,434,298,434,0,238,629,387,2791,1174,4,8,0,238,4,8,2787,1173,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
