GEO_ID,B10051C_001E,B10051C_001M,B10051C_002E,B10051C_002M,B10051C_003E,B10051C_003M,B10051C_004E,B10051C_004M,B10051C_005E,B10051C_005M,B10051C_006E,B10051C_006M,B10051C_007E,B10051C_007M,NAME,B10051C_001EA,B10051C_001MA,B10051C_002EA,B10051C_002MA,B10051C_003EA,B10051C_003MA,B10051C_004EA,B10051C_004MA,B10051C_005EA,B10051C_005MA,B10051C_006EA,B10051C_006MA,B10051C_007EA,B10051C_007MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6126,1012,3182,761,1726,410,1456,590,2944,766,1497,585,1447,473,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,17060,2106,9054,1443,5805,1287,3249,820,8006,1743,5366,1533,2640,704,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11309,2025,4214,1176,2332,867,1882,768,7095,1637,3949,1204,3146,1206,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1161,468,844,425,720,413,124,127,317,249,278,248,39,37,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1531,596,926,540,678,460,248,246,605,361,168,173,437,318,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,638,322,257,215,223,202,34,66,381,220,215,154,166,150,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1253,566,707,410,185,168,522,384,546,370,484,366,62,75,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1291,576,911,486,638,411,273,307,380,315,305,259,75,95,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1323,427,841,355,699,338,142,133,482,230,317,205,165,133,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2852,737,1432,490,922,386,510,267,1420,612,1174,608,246,139,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4273,982,2625,669,1757,556,868,282,1648,628,815,432,833,416,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,780,317,457,223,321,208,136,90,323,255,177,145,146,201,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,786,374,566,306,211,146,355,247,220,191,142,129,78,109,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,10516,1699,5103,1195,3215,970,1888,505,5413,1308,3117,1178,2296,606,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1563,630,622,370,337,214,285,292,941,465,498,388,443,304,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6370,1486,3405,1056,2179,846,1226,657,2965,990,1629,908,1336,592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1569,556,954,318,687,282,267,163,615,416,208,182,407,371,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,8497,1281,4547,934,2867,719,1680,520,3950,898,2409,683,1541,507,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2075,791,914,421,853,419,61,74,1161,702,991,660,170,244,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4911,1025,3019,684,1492,410,1527,568,1892,958,898,636,994,628,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4282,1360,2755,1124,2362,1065,393,309,1527,719,469,387,1058,546,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1184,509,743,480,618,448,125,190,441,259,214,157,227,198,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3185,719,1431,551,899,478,532,304,1754,527,987,392,767,365,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1778,436,942,301,690,285,252,147,836,365,429,329,407,262,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,727,334,462,320,263,271,199,148,265,136,118,108,147,100,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
