GEO_ID,C15010B_001E,C15010B_001M,C15010B_002E,C15010B_002M,C15010B_003E,C15010B_003M,C15010B_004E,C15010B_004M,C15010B_005E,C15010B_005M,C15010B_006E,C15010B_006M,NAME,C15010B_001MA,C15010B_001EA,C15010B_002EA,C15010B_002MA,C15010B_003EA,C15010B_003MA,C15010B_004MA,C15010B_004EA,C15010B_005MA,C15010B_005EA,C15010B_006MA,C15010B_006EA,state
0400000US01,111282,5524,27369,2413,12549,2305,25949,2501,22452,2461,22963,2696,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,2805,1030,628,417,389,408,997,640,649,602,142,209,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,32885,3212,11553,2325,3707,1237,6944,1485,3434,906,7247,1388,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41211,3734,10172,2157,4084,1177,9316,1920,9767,1637,7872,1623,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,319680,10686,109168,6976,28812,3397,72370,6013,25745,2917,83585,4723,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31500,3346,11975,2166,3302,1227,7139,1576,3500,1768,5584,1347,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40314,3276,14776,2045,4037,994,8778,1433,4516,1328,8207,1468,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20855,2427,6132,1260,960,485,6433,1639,2770,959,4560,1257,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,46913,3409,17143,1897,2966,798,10298,1397,4512,973,11994,1777,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,292276,13194,77870,5838,39500,4281,70655,5481,45873,4710,58378,4860,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,378163,11936,117875,6934,36134,3585,101224,7673,48822,4336,74108,6081,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,4017,1071,1050,396,454,332,1242,637,121,137,1150,633,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1467,730,562,454,31,60,497,477,50,78,327,261,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,213765,6766,59951,4320,20323,2832,51296,3791,31058,2662,51137,4697,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,51700,3688,11976,1817,6220,1412,14025,2424,5871,1183,13608,1972,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,7552,1484,3076,1207,289,281,1549,527,856,409,1782,717,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18930,2182,5829,1404,1392,633,5905,1324,1874,615,3930,1260,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,33734,3381,8938,1826,3440,980,7667,1691,5788,1277,7901,1643,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,109314,6319,25575,2527,11324,2156,22393,2788,25912,2831,24110,2815,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,293447,9638,97319,5564,28769,2760,68740,4649,37137,3761,61482,4655,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,62343,4534,21395,2539,7597,1664,13612,2468,5394,1320,14345,1864,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,136281,4563,39169,2946,13366,1711,31672,2861,19591,1993,32483,2993,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,26053,3013,10281,1644,2423,736,5785,1415,2082,594,5482,1123,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,91813,5701,21118,2411,8817,1725,18193,2466,23998,2626,19687,2803,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,69024,4718,20379,2198,4900,1208,17099,2346,11001,1662,15645,2342,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9110,1574,2745,833,432,273,2736,879,1254,473,1943,766,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22927,3631,8025,2661,1464,666,4960,1607,2682,921,5796,1674,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3395,939,1982,655,180,220,597,416,35,68,601,553,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,158707,7515,51656,3663,14586,2480,35923,3694,16776,2304,39766,4002,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6015,1434,1304,577,231,313,1541,675,1554,974,1385,770,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,396760,9483,126241,5102,49619,3826,89716,4782,38772,3063,92412,5447,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219153,10033,65871,4936,17290,2688,53719,5370,36073,3275,46200,4496,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,124313,6212,36458,3203,10191,2127,32490,3173,17818,2306,27356,2871,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,29767,2988,8113,1477,1985,663,7776,1303,5524,1179,6369,1502,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,8186,1584,2707,905,106,121,1947,827,579,336,2847,1080,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,123328,4907,39032,2863,10919,1818,29247,2609,16435,2136,27695,3029,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6132,1309,2066,645,535,414,1584,643,771,383,1176,552,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,105363,6578,30230,3344,8274,1726,28527,3677,18789,2748,19543,2743,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,113802,6398,35655,3937,11138,2443,28530,3306,18173,2665,20306,2656,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,370499,13955,114580,7726,36462,3954,97957,7060,48133,4584,73367,5849,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2292,784,311,324,258,304,1170,595,190,175,363,300,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,199718,7997,69757,4471,15341,1867,48143,4068,23667,2189,42810,3919,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,30910,3536,9838,1770,1746,705,6491,1508,4175,1349,8660,2074,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5793,1326,1712,744,339,279,1194,535,755,303,1793,705,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,23112,2745,7235,1512,2073,591,5123,1064,3153,964,5528,1407,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,36733,3376,9256,1784,3334,885,9877,1801,7851,1309,6415,1329,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
