GEO_ID,B21001F_001E,B21001F_001M,B21001F_002E,B21001F_002M,B21001F_003E,B21001F_003M,B21001F_004E,B21001F_004M,B21001F_005E,B21001F_005M,B21001F_006E,B21001F_006M,B21001F_007E,B21001F_007M,B21001F_008E,B21001F_008M,B21001F_009E,B21001F_009M,B21001F_010E,B21001F_010M,B21001F_011E,B21001F_011M,B21001F_012E,B21001F_012M,B21001F_013E,B21001F_013M,B21001F_014E,B21001F_014M,B21001F_015E,B21001F_015M,B21001F_016E,B21001F_016M,B21001F_017E,B21001F_017M,B21001F_018E,B21001F_018M,B21001F_019E,B21001F_019M,B21001F_020E,B21001F_020M,B21001F_021E,B21001F_021M,B21001F_022E,B21001F_022M,B21001F_023E,B21001F_023M,B21001F_024E,B21001F_024M,B21001F_025E,B21001F_025M,B21001F_026E,B21001F_026M,B21001F_027E,B21001F_027M,B21001F_028E,B21001F_028M,B21001F_029E,B21001F_029M,B21001F_030E,B21001F_030M,B21001F_031E,B21001F_031M,B21001F_032E,B21001F_032M,B21001F_033E,B21001F_033M,NAME,B21001F_001EA,B21001F_001MA,B21001F_002EA,B21001F_002MA,B21001F_003MA,B21001F_003EA,B21001F_004MA,B21001F_004EA,B21001F_005EA,B21001F_005MA,B21001F_006EA,B21001F_006MA,B21001F_007EA,B21001F_007MA,B21001F_008EA,B21001F_008MA,B21001F_009MA,B21001F_009EA,B21001F_010MA,B21001F_010EA,B21001F_011EA,B21001F_011MA,B21001F_012EA,B21001F_012MA,B21001F_013EA,B21001F_013MA,B21001F_014MA,B21001F_014EA,B21001F_015MA,B21001F_015EA,B21001F_016MA,B21001F_016EA,B21001F_017EA,B21001F_017MA,B21001F_018EA,B21001F_018MA,B21001F_019EA,B21001F_019MA,B21001F_020MA,B21001F_020EA,B21001F_021MA,B21001F_021EA,B21001F_022EA,B21001F_022MA,B21001F_023EA,B21001F_023MA,B21001F_024EA,B21001F_024MA,B21001F_025MA,B21001F_025EA,B21001F_026EA,B21001F_026MA,B21001F_027MA,B21001F_027EA,B21001F_028EA,B21001F_028MA,B21001F_029EA,B21001F_029MA,B21001F_030MA,B21001F_030EA,B21001F_031EA,B21001F_031MA,B21001F_032MA,B21001F_032EA,B21001F_033EA,B21001F_033MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,266036,13790,142325,8342,63253,5662,3030,2397,60223,5648,57899,4266,4223,1278,53676,3984,11400,1936,2623,1007,8777,1719,6254,1466,1223,472,5031,1446,3519,1056,1405,683,2114,859,123711,7405,53586,5162,87,128,53499,5175,46016,4042,173,183,45843,4038,12877,1875,430,524,12447,1787,7650,1519,0,229,7650,1519,3582,1021,0,229,3582,1021,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3242516,42455,1660503,26154,763730,16647,15310,2620,748420,16605,651162,12257,20713,2460,630449,12494,153239,5652,12245,1646,140994,5639,58191,3475,6873,1489,51318,3347,34181,2905,7610,1400,26571,2649,1582013,20846,681683,13240,2185,875,679498,13327,626854,11603,2270,978,624584,11405,153303,5599,352,228,152951,5602,68968,3939,110,184,68858,3958,51205,3186,125,125,51080,3171,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,147789,9761,76774,5722,32497,3298,325,263,32172,3309,30706,2841,1744,692,28962,2673,7372,1206,2611,853,4761,954,4470,980,2234,788,2236,750,1729,832,671,359,1058,776,71015,5301,29986,3369,116,192,29870,3391,27165,2537,497,435,26668,2557,7587,1029,92,119,7495,1040,3590,820,0,201,3590,820,2687,801,221,318,2466,815,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,134787,7003,69907,4359,33478,2773,287,226,33191,2714,28338,2141,1002,602,27336,2201,5202,1041,981,627,4221,1007,1842,590,315,349,1527,569,1047,512,290,315,757,463,64880,3820,28022,2425,0,198,28022,2425,27258,2256,38,61,27220,2250,6164,1142,0,198,6164,1142,2395,659,0,198,2395,659,1041,429,0,198,1041,429,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,363822,19461,189796,11314,91353,8173,1917,1034,89436,8266,73526,6152,3923,1297,69603,5939,14946,2597,2160,1131,12786,2279,5439,1464,303,215,5136,1466,4532,1396,900,599,3632,1283,174026,11628,69526,5927,465,348,69061,5908,71427,6466,957,760,70470,6570,18146,3035,144,222,18002,3015,8920,1755,0,238,8920,1755,6007,1629,0,238,6007,1629,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,177219,12266,100301,7319,53180,4923,481,407,52699,5028,41640,4284,2947,2249,38693,4094,4050,1112,156,182,3894,1110,946,561,139,232,807,522,485,403,409,391,76,105,76918,7222,38081,5331,371,404,37710,5330,31694,3470,549,524,31145,3486,4628,1312,197,245,4431,1352,2165,933,0,225,2165,933,350,465,0,225,350,465,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,12492,2447,6177,1409,2123,1098,482,357,1641,1080,2554,757,152,150,2402,735,623,387,91,105,532,372,698,268,239,184,459,268,179,150,134,132,45,77,6315,1643,2721,924,108,183,2613,904,2025,1018,91,143,1934,1022,746,465,0,187,746,465,630,427,66,115,564,396,193,152,0,187,193,152,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,510920,18075,267642,10822,128807,6972,1280,714,127527,7007,106562,5674,2164,924,104398,5673,20912,2345,1211,585,19701,2241,8222,1501,702,403,7520,1462,3139,885,881,584,2258,765,243278,9237,108778,5322,145,207,108633,5341,98766,4632,89,125,98677,4606,20901,2156,44,74,20857,2167,9994,1748,68,110,9926,1756,4839,1104,0,189,4839,1104,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
