GEO_ID,B20005B_001E,B20005B_001M,B20005B_002E,B20005B_002M,B20005B_003E,B20005B_003M,B20005B_004E,B20005B_004M,B20005B_005E,B20005B_005M,B20005B_006E,B20005B_006M,B20005B_007E,B20005B_007M,B20005B_008E,B20005B_008M,B20005B_009E,B20005B_009M,B20005B_010E,B20005B_010M,B20005B_011E,B20005B_011M,B20005B_012E,B20005B_012M,B20005B_013E,B20005B_013M,B20005B_014E,B20005B_014M,B20005B_015E,B20005B_015M,B20005B_016E,B20005B_016M,B20005B_017E,B20005B_017M,B20005B_018E,B20005B_018M,B20005B_019E,B20005B_019M,B20005B_020E,B20005B_020M,B20005B_021E,B20005B_021M,B20005B_022E,B20005B_022M,B20005B_023E,B20005B_023M,B20005B_024E,B20005B_024M,B20005B_025E,B20005B_025M,B20005B_026E,B20005B_026M,B20005B_027E,B20005B_027M,B20005B_028E,B20005B_028M,B20005B_029E,B20005B_029M,B20005B_030E,B20005B_030M,B20005B_031E,B20005B_031M,B20005B_032E,B20005B_032M,B20005B_033E,B20005B_033M,B20005B_034E,B20005B_034M,B20005B_035E,B20005B_035M,B20005B_036E,B20005B_036M,B20005B_037E,B20005B_037M,B20005B_038E,B20005B_038M,B20005B_039E,B20005B_039M,B20005B_040E,B20005B_040M,B20005B_041E,B20005B_041M,B20005B_042E,B20005B_042M,B20005B_043E,B20005B_043M,B20005B_044E,B20005B_044M,B20005B_045E,B20005B_045M,B20005B_046E,B20005B_046M,B20005B_047E,B20005B_047M,B20005B_048E,B20005B_048M,B20005B_049E,B20005B_049M,B20005B_050E,B20005B_050M,B20005B_051E,B20005B_051M,B20005B_052E,B20005B_052M,B20005B_053E,B20005B_053M,B20005B_054E,B20005B_054M,B20005B_055E,B20005B_055M,B20005B_056E,B20005B_056M,B20005B_057E,B20005B_057M,B20005B_058E,B20005B_058M,B20005B_059E,B20005B_059M,B20005B_060E,B20005B_060M,B20005B_061E,B20005B_061M,B20005B_062E,B20005B_062M,B20005B_063E,B20005B_063M,B20005B_064E,B20005B_064M,B20005B_065E,B20005B_065M,B20005B_066E,B20005B_066M,B20005B_067E,B20005B_067M,B20005B_068E,B20005B_068M,B20005B_069E,B20005B_069M,B20005B_070E,B20005B_070M,B20005B_071E,B20005B_071M,B20005B_072E,B20005B_072M,B20005B_073E,B20005B_073M,B20005B_074E,B20005B_074M,B20005B_075E,B20005B_075M,B20005B_076E,B20005B_076M,B20005B_077E,B20005B_077M,B20005B_078E,B20005B_078M,B20005B_079E,B20005B_079M,B20005B_080E,B20005B_080M,B20005B_081E,B20005B_081M,B20005B_082E,B20005B_082M,B20005B_083E,B20005B_083M,B20005B_084E,B20005B_084M,B20005B_085E,B20005B_085M,B20005B_086E,B20005B_086M,B20005B_087E,B20005B_087M,B20005B_088E,B20005B_088M,B20005B_089E,B20005B_089M,B20005B_090E,B20005B_090M,B20005B_091E,B20005B_091M,B20005B_092E,B20005B_092M,B20005B_093E,B20005B_093M,B20005B_094E,B20005B_094M,B20005B_095E,B20005B_095M,NAME,B20005B_001EA,B20005B_001MA,B20005B_002EA,B20005B_002MA,B20005B_003EA,B20005B_003MA,B20005B_004EA,B20005B_004MA,B20005B_005MA,B20005B_005EA,B20005B_006MA,B20005B_006EA,B20005B_007EA,B20005B_007MA,B20005B_008EA,B20005B_008MA,B20005B_009EA,B20005B_009MA,B20005B_010MA,B20005B_010EA,B20005B_011MA,B20005B_011EA,B20005B_012EA,B20005B_012MA,B20005B_013EA,B20005B_013MA,B20005B_014EA,B20005B_014MA,B20005B_015EA,B20005B_015MA,B20005B_016MA,B20005B_016EA,B20005B_017MA,B20005B_017EA,B20005B_018EA,B20005B_018MA,B20005B_019EA,B20005B_019MA,B20005B_020EA,B20005B_020MA,B20005B_021MA,B20005B_021EA,B20005B_022MA,B20005B_022EA,B20005B_023EA,B20005B_023MA,B20005B_024EA,B20005B_024MA,B20005B_025MA,B20005B_025EA,B20005B_026MA,B20005B_026EA,B20005B_027MA,B20005B_027EA,B20005B_028MA,B20005B_028EA,B20005B_029EA,B20005B_029MA,B20005B_030MA,B20005B_030EA,B20005B_031EA,B20005B_031MA,B20005B_032MA,B20005B_032EA,B20005B_033EA,B20005B_033MA,B20005B_034MA,B20005B_034EA,B20005B_035MA,B20005B_035EA,B20005B_036MA,B20005B_036EA,B20005B_037EA,B20005B_037MA,B20005B_038MA,B20005B_038EA,B20005B_039MA,B20005B_039EA,B20005B_040MA,B20005B_040EA,B20005B_041EA,B20005B_041MA,B20005B_042EA,B20005B_042MA,B20005B_043EA,B20005B_043MA,B20005B_044EA,B20005B_044MA,B20005B_045MA,B20005B_045EA,B20005B_046EA,B20005B_046MA,B20005B_047EA,B20005B_047MA,B20005B_048EA,B20005B_048MA,B20005B_049EA,B20005B_049MA,B20005B_050MA,B20005B_050EA,B20005B_051EA,B20005B_051MA,B20005B_052EA,B20005B_052MA,B20005B_053EA,B20005B_053MA,B20005B_054EA,B20005B_054MA,B20005B_055EA,B20005B_055MA,B20005B_056EA,B20005B_056MA,B20005B_057EA,B20005B_057MA,B20005B_058EA,B20005B_058MA,B20005B_059EA,B20005B_059MA,B20005B_060MA,B20005B_060EA,B20005B_061MA,B20005B_061EA,B20005B_062EA,B20005B_062MA,B20005B_063EA,B20005B_063MA,B20005B_064EA,B20005B_064MA,B20005B_065MA,B20005B_065EA,B20005B_066MA,B20005B_066EA,B20005B_067EA,B20005B_067MA,B20005B_068EA,B20005B_068MA,B20005B_069EA,B20005B_069MA,B20005B_070EA,B20005B_070MA,B20005B_071MA,B20005B_071EA,B20005B_072MA,B20005B_072EA,B20005B_073EA,B20005B_073MA,B20005B_074EA,B20005B_074MA,B20005B_075EA,B20005B_075MA,B20005B_076MA,B20005B_076EA,B20005B_077MA,B20005B_077EA,B20005B_078EA,B20005B_078MA,B20005B_079EA,B20005B_079MA,B20005B_080MA,B20005B_080EA,B20005B_081EA,B20005B_081MA,B20005B_082MA,B20005B_082EA,B20005B_083MA,B20005B_083EA,B20005B_084MA,B20005B_084EA,B20005B_085MA,B20005B_085EA,B20005B_086EA,B20005B_086MA,B20005B_087MA,B20005B_087EA,B20005B_088EA,B20005B_088MA,B20005B_089MA,B20005B_089EA,B20005B_090EA,B20005B_090MA,B20005B_091EA,B20005B_091MA,B20005B_092EA,B20005B_092MA,B20005B_093EA,B20005B_093MA,B20005B_094MA,B20005B_094EA,B20005B_095MA,B20005B_095EA,state
0400000US01,976716,3776,442320,3181,153372,5463,0,190,153372,5463,329,210,395,232,1411,644,1672,565,4695,1067,4113,1044,8123,1578,8280,1575,11302,2113,6966,1421,18393,2690,16095,2045,10541,1840,12616,1814,8105,1377,9243,1800,11649,1978,7275,1507,8532,1577,3637,894,288948,6001,198771,5139,90177,4373,22079,1942,13852,1954,10818,1453,8338,1629,8953,1595,4830,1294,3214,952,2601,919,2918,930,1002,538,3065,897,2406,877,1177,598,1471,653,1281,647,561,309,586,348,325,256,345,252,355,312,534396,2788,176022,5216,0,190,176022,5216,87,102,730,512,2264,990,3380,786,10518,1825,8882,1705,12145,2143,13077,2052,13648,1916,10568,1749,20457,2236,20217,2568,11403,1911,11262,1967,7205,1489,10659,1827,7799,1408,5382,1205,3333,744,3006,879,358374,6227,230405,5408,127969,5204,24895,2720,19952,2299,15893,2067,14616,2350,14324,1967,9098,1772,8719,1430,3948,1110,4367,1095,2529,730,3402,886,2091,787,910,446,842,428,689,471,172,146,599,423,336,214,299,268,288,281,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,198375,4609,105771,3414,38366,3141,0,229,38366,3141,141,154,114,182,1089,661,1428,979,389,250,1642,1053,2708,1151,1263,694,1069,461,1517,758,2878,838,2612,1206,5016,1510,2160,885,3278,1158,1611,912,2910,1012,2406,932,2189,1046,1946,699,67405,4178,41695,3628,25710,3257,6396,1944,2809,1108,3758,1259,1350,806,1622,630,1686,727,1202,492,1464,881,1152,892,793,621,310,300,1946,880,371,335,368,373,0,229,104,120,0,229,180,296,95,172,104,165,92604,2918,34913,4112,0,229,34913,4112,0,229,0,229,217,200,0,229,1624,1213,1728,1587,829,477,2256,1336,903,813,908,586,4676,1611,6023,2340,2361,1046,4297,1497,1050,667,2019,911,2522,1058,1785,778,466,258,1249,839,57691,4050,36981,3217,20710,3134,4226,1250,1809,795,2082,1012,2131,812,3026,1519,1018,590,1513,843,971,585,1108,797,424,450,1284,1017,343,275,28,46,56,92,211,201,200,289,0,229,200,270,80,149,0,229,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,340946,3280,159235,2457,51473,3130,0,192,51473,3130,149,132,55,85,735,447,380,259,3253,1339,2251,1050,2476,743,1714,796,3738,1348,2725,1122,6897,1567,5373,1284,4150,1050,3517,1355,1469,625,2811,992,3557,984,2292,740,2204,860,1727,921,107762,3850,69128,3514,38634,3261,8949,1768,3934,948,6874,1876,3621,1345,4051,1319,2064,782,1724,771,1280,606,1910,1053,601,527,1326,878,890,520,26,46,170,163,392,374,281,252,211,203,44,69,130,151,156,221,181711,2221,62387,3566,0,192,62387,3566,54,79,474,351,1543,694,1178,517,2649,823,2689,887,3309,820,3983,1013,5500,1381,4283,1134,8567,1899,8216,1583,4969,1150,3915,1032,2531,864,1996,862,1557,898,1994,883,2108,808,872,432,119324,3812,75349,3188,43975,3332,8508,1624,7093,1490,4573,1237,4182,1298,5024,1024,2773,1047,3477,1353,1035,570,1934,729,700,456,1384,535,1049,534,426,329,180,120,519,301,608,386,130,121,0,192,213,304,167,145,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1777067,11426,869725,7587,297657,8310,0,208,297657,8310,903,487,1129,1001,2214,732,2643,1152,5874,1464,3287,1146,6538,1523,7838,1797,10932,1939,7886,1932,19178,2488,26997,3245,21416,3235,20639,2849,18548,2917,19216,2505,29288,3472,20113,3163,37955,3431,35063,3734,572068,10090,385677,8789,186391,7363,35146,3070,23680,2276,20019,2905,11490,2229,20556,2830,8510,1762,8864,1836,6672,1669,9338,1747,3190,1041,7758,1900,7650,1566,4322,1509,4350,1276,1729,805,2848,1188,3045,899,2419,783,2816,998,1989,799,907342,6995,291895,8306,0,208,291895,8306,899,609,784,479,3831,908,2918,960,6424,1383,6460,1625,9146,1829,6197,1330,11971,2156,10932,2080,22679,3347,24698,2621,19242,2439,25482,3268,22776,3467,18636,2679,31018,3309,22331,3099,26341,2802,19130,2706,615447,8615,407584,9217,207863,7460,38104,2969,22652,3042,22411,2737,18507,2798,20317,2363,9888,1885,12914,2112,6103,1805,8430,1799,5164,1270,9737,1981,6509,1251,3791,869,5336,1192,2661,917,2526,997,2781,832,4002,1214,3800,981,2230,765,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,157396,3196,84201,2394,31426,2976,0,201,31426,2976,248,246,142,175,198,275,330,382,545,318,420,596,348,335,1345,614,1389,601,1052,530,2622,931,3026,1274,3349,1235,1807,683,1102,496,1852,745,3609,1245,2119,871,3441,1180,2482,899,52775,3384,28026,2700,24749,2733,4747,1175,3770,1184,1816,857,2045,865,2448,1064,1143,734,1337,701,266,200,1475,812,482,346,1313,718,564,350,149,160,323,369,318,262,124,168,572,510,815,1004,634,828,408,396,73195,2218,25948,2759,0,201,25948,2759,11,25,0,201,372,451,408,348,623,405,311,307,1864,1208,649,326,2155,854,978,532,1470,658,2242,1041,3503,1149,1483,641,2561,1218,1657,956,1854,847,1336,651,1073,530,1398,927,47247,3294,26644,2312,20603,2319,3617,903,2473,920,3048,1181,894,508,3056,1013,1271,801,1413,588,785,572,521,348,327,253,953,584,1468,998,304,218,319,417,92,116,0,201,62,109,0,201,0,201,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,273441,3890,128014,2492,47916,3072,0,198,47916,3072,132,124,327,292,255,284,43,81,1284,688,448,443,588,441,655,399,1412,651,1598,761,4105,1251,5306,1358,3583,1129,4056,1020,2252,774,3419,1114,5569,1320,4164,1031,5397,1469,3323,961,80098,3292,44717,2694,35381,2803,6525,1261,3072,975,4088,1399,2537,940,3328,1199,1835,744,3049,1082,1167,619,2167,920,373,316,1686,719,1710,836,802,589,764,480,366,402,423,291,164,175,334,333,688,543,303,201,145427,2451,53690,2922,0,198,53690,2922,0,198,131,171,107,112,628,475,1155,659,927,506,972,568,1691,693,2097,868,1220,588,4729,1035,7151,1429,6079,1216,3279,984,4769,1319,4930,1281,3627,1055,4821,1184,3239,859,2138,699,91737,3912,51495,3252,40242,3044,7124,1482,4925,1094,4456,1030,2900,857,3427,1086,1928,810,2639,850,978,356,2523,933,1243,531,2099,741,1416,619,1291,674,332,269,372,345,420,356,651,391,399,402,570,353,549,436,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,147407,1862,68179,1113,27163,1719,0,192,27163,1719,0,192,0,192,61,102,97,98,144,173,105,123,531,332,858,504,683,370,1086,525,2235,978,2031,620,2810,1128,2705,983,1429,637,2280,786,2973,808,3168,1355,2652,1043,1315,516,41016,2094,25518,2433,15498,1993,2308,935,2166,710,2096,855,1972,690,1172,790,560,372,629,476,530,345,891,552,440,321,829,454,400,281,213,225,134,149,130,151,104,179,346,294,327,392,33,55,218,192,79228,1498,32055,2410,0,192,32055,2410,60,101,0,192,1379,924,667,481,1028,535,412,417,819,435,1091,632,1452,587,583,338,2905,1168,4650,1121,4039,1008,1355,626,2917,1043,1751,748,3034,1131,1372,635,1702,714,839,453,47173,2575,28756,2237,18417,1890,3144,667,3004,792,2269,798,1907,717,953,549,1169,567,896,529,349,252,1120,604,689,504,549,301,787,586,299,255,422,339,169,216,353,432,116,143,84,129,131,205,7,11,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250706,1726,110306,1229,38942,2432,0,200,38942,2432,0,200,228,191,217,239,478,309,1289,969,155,136,389,269,714,387,1950,642,1826,785,2016,655,3438,993,2974,861,3203,792,1891,811,2195,649,2456,767,3726,1208,4795,1003,5002,961,71364,2492,48121,2434,23243,2411,5158,1056,2408,819,2426,725,1291,660,1175,449,1453,531,1331,555,837,545,1102,604,345,357,679,313,1551,646,697,398,371,242,835,503,243,268,485,433,634,388,88,107,134,169,140400,1163,48605,3004,0,200,48605,3004,256,275,192,195,100,123,286,330,1384,667,374,255,992,475,1334,560,1094,762,1319,592,3277,974,4253,895,3354,855,3858,1189,3251,1006,2615,807,5603,1250,3991,932,5960,1253,5112,1108,91795,3085,62048,3357,29747,2503,7111,1482,3922,906,3069,686,2126,728,2775,978,1130,536,1061,575,759,397,1306,680,999,550,1355,497,1317,536,708,338,286,216,448,479,470,268,237,179,121,119,175,123,372,237,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2306206,14134,1088243,8511,370992,10179,0,238,370992,10179,496,318,469,326,4298,1529,4101,1051,13363,2417,9397,1963,19796,2701,14931,2488,28888,4004,19650,2836,42866,4657,39283,4147,29599,3416,30176,3635,17684,2870,23889,3484,23901,3927,14075,2224,19394,2762,14736,3099,717251,11360,469555,10559,247696,10672,49409,4004,30376,3555,29127,3946,22348,3220,28584,3734,13007,2206,13343,2865,7969,1698,10464,2230,3444,1145,12459,2683,7417,1750,3376,1244,3424,1232,3144,1315,2478,1103,2682,1024,679,558,2109,944,1857,897,1217963,8314,441077,9776,0,238,441077,9776,571,400,712,487,5461,1641,6265,1644,20831,2954,13519,2621,28237,3081,21911,2453,34912,3945,27428,3197,62899,4719,48473,4712,37674,3574,33470,3581,20613,2885,13538,2352,24132,2816,16727,3121,15747,2584,7957,1821,776886,10961,482323,9347,294563,10826,51495,4859,34213,3521,33516,3752,27783,2599,38654,4399,20113,3026,21458,3127,11468,1805,10011,2162,5685,1220,10882,2108,8041,1862,5415,1430,5640,1380,2928,1042,2325,891,1860,1000,877,473,1481,910,718,403,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
