GEO_ID,C17001B_001E,C17001B_001M,C17001B_002E,C17001B_002M,C17001B_003E,C17001B_003M,C17001B_004E,C17001B_004M,C17001B_005E,C17001B_005M,C17001B_006E,C17001B_006M,C17001B_007E,C17001B_007M,C17001B_008E,C17001B_008M,C17001B_009E,C17001B_009M,C17001B_010E,C17001B_010M,C17001B_011E,C17001B_011M,C17001B_012E,C17001B_012M,C17001B_013E,C17001B_013M,C17001B_014E,C17001B_014M,C17001B_015E,C17001B_015M,C17001B_016E,C17001B_016M,C17001B_017E,C17001B_017M,C17001B_018E,C17001B_018M,C17001B_019E,C17001B_019M,NAME,C17001B_001MA,C17001B_001EA,C17001B_002EA,C17001B_002MA,C17001B_003EA,C17001B_003MA,C17001B_004EA,C17001B_004MA,C17001B_005MA,C17001B_005EA,C17001B_006MA,C17001B_006EA,C17001B_007MA,C17001B_007EA,C17001B_008EA,C17001B_008MA,C17001B_009EA,C17001B_009MA,C17001B_010EA,C17001B_010MA,C17001B_011EA,C17001B_011MA,C17001B_012MA,C17001B_012EA,C17001B_013EA,C17001B_013MA,C17001B_014EA,C17001B_014MA,C17001B_015EA,C17001B_015MA,C17001B_016EA,C17001B_016MA,C17001B_017MA,C17001B_017EA,C17001B_018MA,C17001B_018EA,C17001B_019EA,C17001B_019MA,state
0400000US01,1238796,5344,400999,15082,168136,7337,80957,4725,80076,4235,7103,981,232863,9735,76765,4864,137768,6174,18330,1434,837797,15154,399784,7905,94753,4403,266961,5039,38070,1284,438013,9710,92101,5263,291506,5519,54406,1862,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21776,2068,3799,1581,1793,876,557,527,1236,659,0,149,2006,1096,642,615,1186,678,178,254,17977,2476,9338,1478,2001,836,7029,994,308,262,8639,1587,2769,911,5361,996,509,304,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,251084,8083,57778,8855,27759,4435,11191,2840,15226,2468,1342,568,30019,5431,9733,2688,18795,3824,1491,525,193306,10854,101429,6459,30656,4187,64214,3245,6559,912,91877,6894,25504,3684,57898,4087,8475,736,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,442375,4791,146010,10817,63714,5839,31863,3575,28959,3181,2892,669,82296,6572,29681,3823,46768,3895,5847,805,296365,10903,143687,6159,38566,3842,93987,3527,11134,832,152678,6442,35567,3648,100152,3888,16959,1024,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2147462,16189,537757,18786,238088,9264,90941,5474,137930,6282,9217,1458,299669,13146,91901,6453,188582,8735,19186,1697,1609705,20887,793346,13109,182374,7631,526216,9493,84756,1996,816359,13434,167705,6649,538821,8880,109833,2224,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,191005,4973,52182,7183,23896,3945,8653,2301,14169,2454,1074,527,28286,4262,9814,2194,16422,2632,2050,782,138823,7201,73821,4467,16231,2770,51754,2884,5836,650,65002,4059,15331,2417,43434,2531,6237,880,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,343943,5814,78883,8808,33189,4870,16332,3315,15450,2487,1407,516,45694,4882,16528,2567,26858,3060,2308,692,265060,8051,127832,4701,32697,2938,85223,3225,9912,787,137228,4341,30971,2412,90871,2900,15386,915,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,184484,3120,37173,5225,15755,2962,7119,2011,7718,1781,918,507,21418,3229,6678,1544,12987,1852,1753,547,147311,5914,69902,3427,18914,2333,45071,1928,5917,535,77409,3561,18542,2075,50602,2126,8265,703,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,297909,3403,82745,7488,35663,3445,15039,2191,18212,2165,2412,633,47082,4731,13842,1989,29015,3206,4225,713,215164,7747,98715,3968,19129,2239,66521,2607,13065,703,116449,4820,18857,1937,75474,3452,22118,857,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2928947,20050,866761,26287,387621,15587,173468,8843,194239,9312,19914,2303,479140,15170,167373,8491,275990,9253,35777,3540,2062186,30335,982986,17212,246769,9116,649867,11896,86350,3196,1079200,17302,239891,10326,722292,10832,117017,3769,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
