GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001EA,B21001B_001MA,B21001B_002MA,B21001B_002EA,B21001B_003EA,B21001B_003MA,B21001B_004EA,B21001B_004MA,B21001B_005MA,B21001B_005EA,B21001B_006EA,B21001B_006MA,B21001B_007MA,B21001B_007EA,B21001B_008EA,B21001B_008MA,B21001B_009EA,B21001B_009MA,B21001B_010MA,B21001B_010EA,B21001B_011EA,B21001B_011MA,B21001B_012EA,B21001B_012MA,B21001B_013MA,B21001B_013EA,B21001B_014EA,B21001B_014MA,B21001B_015EA,B21001B_015MA,B21001B_016MA,B21001B_016EA,B21001B_017EA,B21001B_017MA,B21001B_018MA,B21001B_018EA,B21001B_019EA,B21001B_019MA,B21001B_020EA,B21001B_020MA,B21001B_021MA,B21001B_021EA,B21001B_022EA,B21001B_022MA,B21001B_023EA,B21001B_023MA,B21001B_024MA,B21001B_024EA,B21001B_025MA,B21001B_025EA,B21001B_026MA,B21001B_026EA,B21001B_027EA,B21001B_027MA,B21001B_028EA,B21001B_028MA,B21001B_029MA,B21001B_029EA,B21001B_030MA,B21001B_030EA,B21001B_031MA,B21001B_031EA,B21001B_032MA,B21001B_032EA,B21001B_033EA,B21001B_033MA,state
0400000US01,929668,3042,418525,2403,155392,2138,5567,1410,149825,2520,152681,2116,27211,2775,125470,3328,63765,1181,21827,1729,41938,1788,29022,1231,8274,1024,20748,1449,17665,1112,8484,1183,9181,1025,511143,2006,175440,2447,4046,1227,171394,2656,182929,1769,6253,1324,176676,2229,77886,994,2590,1064,75296,1324,40017,956,273,279,39744,982,34871,913,209,126,34662,928,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15748,1392,8724,865,4512,1005,1453,874,3059,625,2661,1023,529,389,2132,979,1172,314,866,374,306,223,0,149,0,149,0,149,379,280,279,254,100,177,7024,934,2822,1082,529,489,2293,1022,2471,703,382,401,2089,630,1037,333,89,150,948,305,351,334,0,149,351,334,343,191,0,149,343,191,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,186756,3950,98715,2825,41680,2227,3215,1492,38465,2670,37271,1995,8140,1871,29131,2102,11753,661,4977,795,6776,917,5541,642,2636,666,2905,693,2470,442,1330,467,1140,487,88041,2566,33993,2260,2465,1585,31528,2342,31687,1320,1349,661,30338,1462,12183,1041,605,480,11578,1067,6210,490,113,142,6097,463,3968,263,0,229,3968,263,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,326053,2888,151263,2003,59225,2500,3123,1145,56102,2766,53860,1927,9252,1577,44608,2400,23205,1104,5611,999,17594,1376,9668,761,2477,587,7191,747,5305,678,2142,623,3163,573,174790,1896,61374,1491,1234,634,60140,1477,64276,1447,2237,989,62039,1644,25586,906,392,302,25194,959,12329,802,86,112,12243,815,11225,754,115,134,11110,765,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1696806,10989,823610,7153,285172,5436,12735,2042,272437,5304,320288,4116,52073,4315,268215,5721,120789,1775,38832,2417,81957,2829,60047,1652,26873,1856,33174,2205,37314,1027,23759,1485,13555,1401,873196,6485,280794,4262,2463,1146,278331,4415,326018,3498,9978,1728,316040,4117,132134,2080,3415,898,128719,2163,75326,1233,1011,495,74315,1359,58924,1042,821,364,58103,1072,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,149115,3459,79529,2703,29617,2057,2511,910,27106,2100,32928,1526,10138,1637,22790,1825,10028,736,5078,1010,4950,874,4844,496,2611,636,2233,616,2112,375,1508,409,604,287,69586,2137,24635,1932,533,391,24102,1972,26301,1363,1414,790,24887,1510,9864,610,206,187,9658,624,5168,432,40,65,5128,435,3618,354,137,164,3481,367,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,261394,3654,121596,2186,45703,1476,566,431,45137,1464,48758,1284,5409,1316,43349,1745,15152,658,2466,686,12686,823,7434,467,2262,605,5172,689,4549,368,1369,475,3180,571,139798,2301,47081,1729,320,374,46761,1805,54308,1257,469,331,53839,1266,19238,692,606,732,18632,1145,11019,544,0,198,11019,544,8152,420,55,91,8097,433,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,139854,1802,64116,1013,22783,812,967,690,21816,889,25044,740,5797,1268,19247,1378,9130,199,3338,682,5792,726,5244,283,2197,486,3047,492,1915,272,1170,361,745,355,75738,1326,24430,933,775,623,23655,1121,29240,865,839,487,28401,970,11576,292,174,160,11402,314,6050,420,165,194,5885,470,4442,525,0,192,4442,525,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242464,1337,106539,978,34866,760,1212,705,33654,1103,38055,377,4005,1122,34050,1171,17535,234,3830,613,13705,629,9148,208,2813,597,6335,606,6935,87,4112,619,2823,620,135925,954,42140,616,68,113,42072,631,44220,543,962,482,43258,684,22198,258,606,348,21592,428,13078,228,220,234,12858,317,14289,165,81,88,14208,176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2197688,13568,1028808,8021,402445,5641,14561,2734,387884,5943,381217,4746,59252,4617,321965,5823,134633,2474,31542,2492,103091,3495,69956,2297,15413,1682,54543,2670,40557,1752,12697,1747,27860,2081,1168880,7734,418253,5590,3622,1116,414631,5512,431271,4555,12090,2325,419181,4820,160887,2631,4520,1018,156367,2936,89498,2659,290,197,89208,2676,68971,2316,329,221,68642,2352,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2165399,8723,984159,6298,375799,4857,15218,2732,360581,5285,387051,4734,74927,4911,312124,6650,132309,1969,38659,2761,93650,3097,61845,2338,19765,2071,42080,2499,27155,1736,11211,1534,15944,1474,1181240,5203,411063,4502,8499,1617,402564,4383,464439,4325,22582,2899,441857,4341,165786,1854,5981,1377,159805,2198,81897,2077,585,341,81312,2127,58055,2286,472,290,57583,2277,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
