GEO_ID,B17001C_001E,B17001C_001M,B17001C_002E,B17001C_002M,B17001C_003E,B17001C_003M,B17001C_004E,B17001C_004M,B17001C_005E,B17001C_005M,B17001C_006E,B17001C_006M,B17001C_007E,B17001C_007M,B17001C_008E,B17001C_008M,B17001C_009E,B17001C_009M,B17001C_010E,B17001C_010M,B17001C_011E,B17001C_011M,B17001C_012E,B17001C_012M,B17001C_013E,B17001C_013M,B17001C_014E,B17001C_014M,B17001C_015E,B17001C_015M,B17001C_016E,B17001C_016M,B17001C_017E,B17001C_017M,B17001C_018E,B17001C_018M,B17001C_019E,B17001C_019M,B17001C_020E,B17001C_020M,B17001C_021E,B17001C_021M,B17001C_022E,B17001C_022M,B17001C_023E,B17001C_023M,B17001C_024E,B17001C_024M,B17001C_025E,B17001C_025M,B17001C_026E,B17001C_026M,B17001C_027E,B17001C_027M,B17001C_028E,B17001C_028M,B17001C_029E,B17001C_029M,B17001C_030E,B17001C_030M,B17001C_031E,B17001C_031M,B17001C_032E,B17001C_032M,B17001C_033E,B17001C_033M,B17001C_034E,B17001C_034M,B17001C_035E,B17001C_035M,B17001C_036E,B17001C_036M,B17001C_037E,B17001C_037M,B17001C_038E,B17001C_038M,B17001C_039E,B17001C_039M,B17001C_040E,B17001C_040M,B17001C_041E,B17001C_041M,B17001C_042E,B17001C_042M,B17001C_043E,B17001C_043M,B17001C_044E,B17001C_044M,B17001C_045E,B17001C_045M,B17001C_046E,B17001C_046M,B17001C_047E,B17001C_047M,B17001C_048E,B17001C_048M,B17001C_049E,B17001C_049M,B17001C_050E,B17001C_050M,B17001C_051E,B17001C_051M,B17001C_052E,B17001C_052M,B17001C_053E,B17001C_053M,B17001C_054E,B17001C_054M,B17001C_055E,B17001C_055M,B17001C_056E,B17001C_056M,B17001C_057E,B17001C_057M,B17001C_058E,B17001C_058M,B17001C_059E,B17001C_059M,NAME,B17001C_001MA,B17001C_001EA,B17001C_002EA,B17001C_002MA,B17001C_003EA,B17001C_003MA,B17001C_004EA,B17001C_004MA,B17001C_005MA,B17001C_005EA,B17001C_006EA,B17001C_006MA,B17001C_007EA,B17001C_007MA,B17001C_008MA,B17001C_008EA,B17001C_009MA,B17001C_009EA,B17001C_010EA,B17001C_010MA,B17001C_011EA,B17001C_011MA,B17001C_012EA,B17001C_012MA,B17001C_013MA,B17001C_013EA,B17001C_014MA,B17001C_014EA,B17001C_015EA,B17001C_015MA,B17001C_016EA,B17001C_016MA,B17001C_017EA,B17001C_017MA,B17001C_018EA,B17001C_018MA,B17001C_019MA,B17001C_019EA,B17001C_020EA,B17001C_020MA,B17001C_021EA,B17001C_021MA,B17001C_022EA,B17001C_022MA,B17001C_023EA,B17001C_023MA,B17001C_024MA,B17001C_024EA,B17001C_025EA,B17001C_025MA,B17001C_026MA,B17001C_026EA,B17001C_027EA,B17001C_027MA,B17001C_028EA,B17001C_028MA,B17001C_029EA,B17001C_029MA,B17001C_030EA,B17001C_030MA,B17001C_031MA,B17001C_031EA,B17001C_032EA,B17001C_032MA,B17001C_033EA,B17001C_033MA,B17001C_034EA,B17001C_034MA,B17001C_035EA,B17001C_035MA,B17001C_036EA,B17001C_036MA,B17001C_037MA,B17001C_037EA,B17001C_038EA,B17001C_038MA,B17001C_039EA,B17001C_039MA,B17001C_040MA,B17001C_040EA,B17001C_041EA,B17001C_041MA,B17001C_042MA,B17001C_042EA,B17001C_043EA,B17001C_043MA,B17001C_044EA,B17001C_044MA,B17001C_045MA,B17001C_045EA,B17001C_046EA,B17001C_046MA,B17001C_047EA,B17001C_047MA,B17001C_048EA,B17001C_048MA,B17001C_049MA,B17001C_049EA,B17001C_050MA,B17001C_050EA,B17001C_051MA,B17001C_051EA,B17001C_052EA,B17001C_052MA,B17001C_053EA,B17001C_053MA,B17001C_054EA,B17001C_054MA,B17001C_055EA,B17001C_055MA,B17001C_056EA,B17001C_056MA,B17001C_057MA,B17001C_057EA,B17001C_058MA,B17001C_058EA,B17001C_059MA,B17001C_059EA,state
0400000US01,23916,2210,4891,1275,1924,814,169,159,0,190,227,255,35,57,0,190,205,213,370,407,227,201,63,54,221,284,352,314,0,190,55,95,2967,843,86,139,0,190,485,367,280,201,0,190,0,190,139,118,643,470,339,274,281,276,468,447,109,123,137,125,19025,2298,9725,1575,220,147,14,23,438,289,1187,582,73,125,628,377,903,402,1329,746,957,457,1893,692,1466,529,545,279,72,88,9300,1305,125,149,13,26,797,362,641,324,0,190,274,202,401,259,1813,724,1101,515,2021,706,1236,403,361,190,517,258,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,99861,3738,21772,1946,10380,1033,1506,266,220,111,1285,360,488,130,283,192,431,215,1329,239,1157,306,1113,313,1136,248,1041,391,180,78,211,136,11392,1255,1644,381,251,78,1195,200,756,288,130,75,519,270,1878,437,1502,360,1316,413,948,249,920,305,190,87,143,46,78089,3863,41265,2343,2902,503,742,280,3921,812,2483,579,568,133,1269,302,5663,772,6185,915,4536,710,5458,660,4089,521,2433,593,1016,216,36824,2183,2878,574,564,191,3103,615,1570,267,685,254,999,206,4646,796,4645,793,4357,862,5771,650,3818,520,2617,415,1171,188,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,281175,5004,113120,8242,54428,4580,7529,1214,1221,495,7183,1243,3589,629,1146,449,2263,611,7368,1473,7164,1494,5701,1200,5219,950,3692,820,1576,602,777,243,58692,4309,6323,1098,779,277,7868,1155,3395,873,1460,511,1766,530,8967,1482,8508,1283,6398,1069,5440,708,3744,729,2342,566,1702,413,168055,8929,80849,4998,5552,1198,893,336,6926,1286,4917,979,1275,386,2359,451,11708,1637,11284,1401,11103,1265,11261,1087,6654,892,4174,789,2743,552,87206,5242,6805,1100,1128,507,8198,1153,3010,885,731,278,3828,790,10287,1314,12797,1448,10865,1368,13026,1161,8436,802,5282,634,2813,518,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16524,2400,4830,1575,2462,971,138,154,22,41,344,379,308,191,90,96,0,192,536,411,107,183,631,352,0,192,150,167,19,35,117,211,2368,866,75,98,138,154,139,92,256,158,68,127,84,97,216,190,119,109,514,368,441,338,318,322,0,192,0,192,11694,2060,6415,1318,181,210,53,124,257,138,331,285,52,94,100,143,619,440,1364,680,790,523,441,276,925,533,796,415,506,354,5279,1231,359,302,14,30,498,439,202,230,81,108,254,251,492,333,361,243,684,668,942,512,650,413,544,269,198,151,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,279623,13783,71373,7419,31995,3947,2815,730,673,403,5036,1294,1772,887,745,407,1206,577,4182,1063,3010,867,3977,949,5031,1337,2572,780,613,306,363,239,39378,4501,3156,928,1093,496,5266,1282,2407,809,969,463,984,478,5234,1327,5658,1262,4936,1313,4582,1146,3275,845,928,467,890,443,208250,10935,104985,6594,5257,1129,1794,556,7404,1747,4359,1269,1617,572,4478,1140,11513,1859,15950,2213,13038,2166,17966,2228,12126,1700,6534,1102,2949,650,103265,6110,5248,1113,999,513,6401,1479,4040,1037,1311,579,2253,610,10357,1773,14139,2183,15329,2394,16483,2079,13953,1761,7706,1226,5046,1154,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,48647,4830,13711,2977,6745,1672,729,452,251,232,1016,551,730,529,68,101,329,280,805,647,949,558,493,343,517,311,521,353,56,87,281,242,6966,1821,640,412,137,188,1364,764,313,254,138,226,186,194,738,367,1389,497,783,477,364,225,798,371,48,63,68,76,34936,4772,17819,3046,1051,545,382,287,1627,651,614,315,270,287,764,439,2338,727,2719,999,2276,625,2714,790,2084,543,466,283,514,285,17117,2505,1064,510,177,194,1417,764,321,274,267,270,525,375,2498,901,2891,1006,2619,715,2575,666,1543,599,742,355,478,282,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,61038,6237,15617,4475,7804,2792,468,631,155,183,859,705,92,133,524,384,689,932,874,678,1543,1370,1051,697,929,560,336,382,73,109,211,326,7813,2204,516,344,112,125,257,250,220,319,371,379,141,183,660,617,973,500,745,583,1749,857,1153,649,78,93,838,808,45421,5005,23355,3576,2210,1057,71,82,1278,520,1201,587,253,317,1080,705,2715,1084,3458,1247,2990,1174,3718,1052,2022,731,1984,898,375,312,22066,2819,854,407,372,519,1177,676,1002,743,178,220,592,405,2557,949,3422,949,4122,1439,2510,924,2500,805,1483,768,1297,709,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
