GEO_ID,B23002D_001E,B23002D_001M,B23002D_002E,B23002D_002M,B23002D_003E,B23002D_003M,B23002D_004E,B23002D_004M,B23002D_005E,B23002D_005M,B23002D_006E,B23002D_006M,B23002D_007E,B23002D_007M,B23002D_008E,B23002D_008M,B23002D_009E,B23002D_009M,B23002D_010E,B23002D_010M,B23002D_011E,B23002D_011M,B23002D_012E,B23002D_012M,B23002D_013E,B23002D_013M,B23002D_014E,B23002D_014M,B23002D_015E,B23002D_015M,B23002D_016E,B23002D_016M,B23002D_017E,B23002D_017M,B23002D_018E,B23002D_018M,B23002D_019E,B23002D_019M,B23002D_020E,B23002D_020M,B23002D_021E,B23002D_021M,B23002D_022E,B23002D_022M,B23002D_023E,B23002D_023M,B23002D_024E,B23002D_024M,B23002D_025E,B23002D_025M,B23002D_026E,B23002D_026M,B23002D_027E,B23002D_027M,B23002D_028E,B23002D_028M,B23002D_029E,B23002D_029M,B23002D_030E,B23002D_030M,B23002D_031E,B23002D_031M,B23002D_032E,B23002D_032M,B23002D_033E,B23002D_033M,B23002D_034E,B23002D_034M,B23002D_035E,B23002D_035M,B23002D_036E,B23002D_036M,B23002D_037E,B23002D_037M,B23002D_038E,B23002D_038M,B23002D_039E,B23002D_039M,B23002D_040E,B23002D_040M,B23002D_041E,B23002D_041M,B23002D_042E,B23002D_042M,B23002D_043E,B23002D_043M,B23002D_044E,B23002D_044M,B23002D_045E,B23002D_045M,B23002D_046E,B23002D_046M,B23002D_047E,B23002D_047M,B23002D_048E,B23002D_048M,B23002D_049E,B23002D_049M,B23002D_050E,B23002D_050M,B23002D_051E,B23002D_051M,B23002D_052E,B23002D_052M,B23002D_053E,B23002D_053M,B23002D_054E,B23002D_054M,B23002D_055E,B23002D_055M,B23002D_056E,B23002D_056M,B23002D_057E,B23002D_057M,B23002D_058E,B23002D_058M,B23002D_059E,B23002D_059M,B23002D_060E,B23002D_060M,B23002D_061E,B23002D_061M,B23002D_062E,B23002D_062M,B23002D_063E,B23002D_063M,B23002D_064E,B23002D_064M,B23002D_065E,B23002D_065M,B23002D_066E,B23002D_066M,B23002D_067E,B23002D_067M,B23002D_068E,B23002D_068M,B23002D_069E,B23002D_069M,B23002D_070E,B23002D_070M,B23002D_071E,B23002D_071M,B23002D_072E,B23002D_072M,B23002D_073E,B23002D_073M,B23002D_074E,B23002D_074M,B23002D_075E,B23002D_075M,B23002D_076E,B23002D_076M,B23002D_077E,B23002D_077M,B23002D_078E,B23002D_078M,B23002D_079E,B23002D_079M,NAME,B23002D_001MA,B23002D_001EA,B23002D_002EA,B23002D_002MA,B23002D_003EA,B23002D_003MA,B23002D_004EA,B23002D_004MA,B23002D_005MA,B23002D_005EA,B23002D_006MA,B23002D_006EA,B23002D_007EA,B23002D_007MA,B23002D_008EA,B23002D_008MA,B23002D_009EA,B23002D_009MA,B23002D_010MA,B23002D_010EA,B23002D_011MA,B23002D_011EA,B23002D_012MA,B23002D_012EA,B23002D_013EA,B23002D_013MA,B23002D_014EA,B23002D_014MA,B23002D_015MA,B23002D_015EA,B23002D_016EA,B23002D_016MA,B23002D_017MA,B23002D_017EA,B23002D_018EA,B23002D_018MA,B23002D_019EA,B23002D_019MA,B23002D_020MA,B23002D_020EA,B23002D_021EA,B23002D_021MA,B23002D_022MA,B23002D_022EA,B23002D_023MA,B23002D_023EA,B23002D_024EA,B23002D_024MA,B23002D_025MA,B23002D_025EA,B23002D_026EA,B23002D_026MA,B23002D_027EA,B23002D_027MA,B23002D_028MA,B23002D_028EA,B23002D_029EA,B23002D_029MA,B23002D_030EA,B23002D_030MA,B23002D_031MA,B23002D_031EA,B23002D_032EA,B23002D_032MA,B23002D_033MA,B23002D_033EA,B23002D_034MA,B23002D_034EA,B23002D_035EA,B23002D_035MA,B23002D_036MA,B23002D_036EA,B23002D_037EA,B23002D_037MA,B23002D_038EA,B23002D_038MA,B23002D_039MA,B23002D_039EA,B23002D_040EA,B23002D_040MA,B23002D_041MA,B23002D_041EA,B23002D_042MA,B23002D_042EA,B23002D_043EA,B23002D_043MA,B23002D_044MA,B23002D_044EA,B23002D_045EA,B23002D_045MA,B23002D_046MA,B23002D_046EA,B23002D_047MA,B23002D_047EA,B23002D_048EA,B23002D_048MA,B23002D_049EA,B23002D_049MA,B23002D_050EA,B23002D_050MA,B23002D_051EA,B23002D_051MA,B23002D_052EA,B23002D_052MA,B23002D_053MA,B23002D_053EA,B23002D_054MA,B23002D_054EA,B23002D_055MA,B23002D_055EA,B23002D_056EA,B23002D_056MA,B23002D_057EA,B23002D_057MA,B23002D_058MA,B23002D_058EA,B23002D_059MA,B23002D_059EA,B23002D_060MA,B23002D_060EA,B23002D_061MA,B23002D_061EA,B23002D_062EA,B23002D_062MA,B23002D_063EA,B23002D_063MA,B23002D_064EA,B23002D_064MA,B23002D_065MA,B23002D_065EA,B23002D_066MA,B23002D_066EA,B23002D_067MA,B23002D_067EA,B23002D_068EA,B23002D_068MA,B23002D_069EA,B23002D_069MA,B23002D_070MA,B23002D_070EA,B23002D_071EA,B23002D_071MA,B23002D_072MA,B23002D_072EA,B23002D_073EA,B23002D_073MA,B23002D_074EA,B23002D_074MA,B23002D_075MA,B23002D_075EA,B23002D_076EA,B23002D_076MA,B23002D_077MA,B23002D_077EA,B23002D_078MA,B23002D_078EA,B23002D_079EA,B23002D_079MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30599,1227,13181,814,1243,507,456,345,0,149,456,345,142,136,314,333,787,445,1280,419,1168,416,99,111,1069,440,1004,412,65,98,112,152,7500,530,6853,683,455,240,6398,683,5794,668,604,398,647,427,2157,393,1599,523,0,149,1599,523,1599,523,0,149,558,365,312,227,207,160,207,160,0,149,105,163,689,247,279,185,279,185,0,149,410,211,17418,958,1073,458,419,250,0,149,419,250,291,195,128,112,654,408,1267,289,977,345,0,149,977,345,959,349,18,31,290,229,9713,985,8182,1017,97,161,8085,1043,7983,1061,102,91,1531,464,2802,466,1980,492,0,149,1980,492,1914,471,66,105,822,393,579,386,224,188,224,188,0,149,355,309,1984,632,706,615,706,615,0,149,1278,303,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,144882,3580,65558,2294,4978,1056,1271,836,0,229,1271,836,1090,809,181,176,3707,1021,6898,726,3582,836,314,217,3268,826,2884,856,384,291,3316,918,40398,1692,36893,2016,82,136,36811,2028,34939,2084,1872,846,3505,1262,7154,631,5621,681,0,229,5621,681,5079,754,542,289,1533,580,2070,695,702,395,702,395,0,229,1368,694,4060,572,286,241,286,241,0,229,3774,552,79324,2203,4491,798,1041,597,0,229,1041,597,942,602,99,146,3450,954,5205,1013,3597,953,0,229,3597,953,3227,922,370,349,1608,784,47600,1756,34286,2432,0,229,34286,2432,31610,2447,2676,817,13314,2007,11768,925,5484,794,0,229,5484,794,5248,781,236,193,6284,948,3756,803,890,557,890,557,0,229,2866,792,6504,1148,651,469,651,469,0,229,5853,1042,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4095276,13406,1906420,8161,125427,3512,23326,2473,389,261,22937,2428,14547,1773,8390,1495,102101,3752,182356,3762,101102,4697,1695,726,99407,4781,79097,4669,20310,2378,81254,4332,1074537,5546,961019,7535,4844,1232,956175,7484,876857,7830,79318,5359,113518,5628,268999,2606,200899,3909,0,208,200899,3909,182439,3799,18460,1987,68100,3469,85395,2861,29852,1890,26660,1813,3192,966,55543,2670,169706,3104,15801,1698,14653,1585,1148,476,153905,3327,2188856,8472,117382,3568,23427,2204,0,208,23427,2204,16117,1823,7310,1467,93955,3879,176911,3590,101407,4419,426,332,100981,4392,86624,4127,14357,2005,75504,4376,1217965,5587,917617,9532,688,405,916929,9551,843466,9605,73463,4917,300348,7998,332318,2133,202042,4680,0,208,202042,4680,183561,4637,18481,2312,130276,4628,102812,3306,24123,1969,21850,1881,2273,669,78689,3263,241468,3782,10830,1387,10301,1353,529,282,230638,3582,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,111221,2747,49194,1725,3953,988,1151,564,172,220,979,505,562,370,417,319,2802,807,4742,817,3601,888,114,133,3487,884,3184,845,303,235,1141,498,30824,1441,28163,1941,670,449,27493,1931,25446,1942,2047,989,2661,1123,4864,656,3825,636,0,201,3825,636,3434,589,391,297,1039,471,1444,453,504,290,504,290,0,201,940,419,3367,755,528,261,420,241,108,129,2839,652,62027,1800,3007,688,713,347,0,201,713,347,532,301,181,184,2294,623,5684,775,4028,702,0,201,4028,702,3221,781,807,549,1656,565,38451,1527,27284,2597,157,199,27127,2573,24769,2429,2358,873,11167,2045,8111,876,5525,957,0,201,5525,957,5017,945,508,365,2586,676,1891,497,360,254,282,209,78,121,1531,476,4883,730,249,193,173,148,76,130,4634,716,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,108280,1902,50210,1306,4272,753,899,418,58,131,841,388,565,334,276,217,3373,732,4034,677,2637,762,0,198,2637,762,2077,658,560,363,1397,566,33149,1085,30312,1358,111,150,30201,1363,29005,1485,1196,530,2837,903,5242,668,4604,679,0,198,4604,679,4094,607,510,487,638,368,1628,492,704,325,704,325,0,198,924,371,1885,438,159,134,159,134,0,198,1726,456,58070,1550,4910,800,1844,571,0,198,1844,571,1616,543,228,206,3066,620,4301,821,2534,757,0,198,2534,757,2358,746,176,200,1767,552,37874,1077,27502,1495,0,198,27502,1495,25503,1499,1999,715,10372,1426,6362,311,4321,695,0,198,4321,695,3958,714,363,266,2041,686,1614,506,373,276,373,276,0,198,1241,533,3009,453,676,442,515,475,161,207,2333,484,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,382246,6117,173960,4183,11517,2073,1994,865,0,238,1994,865,1539,735,455,382,9523,1692,18653,2197,11839,2076,450,382,11389,2026,9553,1778,1836,971,6814,1523,100481,3200,92449,3408,947,527,91502,3348,85231,3033,6271,1531,8032,1833,23758,1624,18586,2002,106,193,18480,1987,16207,1992,2273,810,5172,1397,6571,1323,2785,863,2559,790,226,257,3786,1027,12980,1537,2073,725,1836,678,237,237,10907,1400,208286,4325,12927,2015,2893,1066,0,238,2893,1066,2650,1020,243,257,10034,1916,17041,1985,10180,2127,71,97,10109,2138,8644,2046,1465,868,6861,1197,120245,3374,93989,3883,203,264,93786,3913,87344,3784,6442,1562,26256,2741,30129,1734,17486,2061,0,238,17486,2061,16090,2027,1396,673,12643,1576,12418,1949,2317,913,2257,929,60,97,10101,2019,15526,2092,558,349,558,349,0,238,14968,2033,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
