GEO_ID,C20005B_001E,C20005B_001M,C20005B_002E,C20005B_002M,C20005B_003E,C20005B_003M,C20005B_004E,C20005B_004M,C20005B_005E,C20005B_005M,C20005B_006E,C20005B_006M,C20005B_007E,C20005B_007M,C20005B_008E,C20005B_008M,C20005B_009E,C20005B_009M,C20005B_010E,C20005B_010M,C20005B_011E,C20005B_011M,C20005B_012E,C20005B_012M,C20005B_013E,C20005B_013M,C20005B_014E,C20005B_014M,C20005B_015E,C20005B_015M,C20005B_016E,C20005B_016M,C20005B_017E,C20005B_017M,C20005B_018E,C20005B_018M,C20005B_019E,C20005B_019M,C20005B_020E,C20005B_020M,C20005B_021E,C20005B_021M,C20005B_022E,C20005B_022M,C20005B_023E,C20005B_023M,C20005B_024E,C20005B_024M,C20005B_025E,C20005B_025M,C20005B_026E,C20005B_026M,C20005B_027E,C20005B_027M,C20005B_028E,C20005B_028M,C20005B_029E,C20005B_029M,C20005B_030E,C20005B_030M,C20005B_031E,C20005B_031M,C20005B_032E,C20005B_032M,C20005B_033E,C20005B_033M,C20005B_034E,C20005B_034M,C20005B_035E,C20005B_035M,C20005B_036E,C20005B_036M,C20005B_037E,C20005B_037M,C20005B_038E,C20005B_038M,C20005B_039E,C20005B_039M,NAME,C20005B_001EA,C20005B_001MA,C20005B_002MA,C20005B_002EA,C20005B_003EA,C20005B_003MA,C20005B_004MA,C20005B_004EA,C20005B_005MA,C20005B_005EA,C20005B_006EA,C20005B_006MA,C20005B_007EA,C20005B_007MA,C20005B_008EA,C20005B_008MA,C20005B_009MA,C20005B_009EA,C20005B_010MA,C20005B_010EA,C20005B_011MA,C20005B_011EA,C20005B_012EA,C20005B_012MA,C20005B_013MA,C20005B_013EA,C20005B_014EA,C20005B_014MA,C20005B_015MA,C20005B_015EA,C20005B_016MA,C20005B_016EA,C20005B_017EA,C20005B_017MA,C20005B_018EA,C20005B_018MA,C20005B_019EA,C20005B_019MA,C20005B_020MA,C20005B_020EA,C20005B_021MA,C20005B_021EA,C20005B_022MA,C20005B_022EA,C20005B_023EA,C20005B_023MA,C20005B_024MA,C20005B_024EA,C20005B_025EA,C20005B_025MA,C20005B_026MA,C20005B_026EA,C20005B_027EA,C20005B_027MA,C20005B_028EA,C20005B_028MA,C20005B_029MA,C20005B_029EA,C20005B_030EA,C20005B_030MA,C20005B_031MA,C20005B_031EA,C20005B_032EA,C20005B_032MA,C20005B_033EA,C20005B_033MA,C20005B_034EA,C20005B_034MA,C20005B_035MA,C20005B_035EA,C20005B_036EA,C20005B_036MA,C20005B_037MA,C20005B_037EA,C20005B_038EA,C20005B_038MA,C20005B_039EA,C20005B_039MA,state
0400000US01,976716,3776,442320,3181,153372,5463,0,190,153372,5463,3807,768,25211,2387,36661,3143,47357,3460,28167,3173,12169,1856,288948,6001,198771,5139,90177,4373,55087,3001,19598,2186,6985,1404,6335,1512,1472,558,700,480,534396,2788,176022,5216,0,190,176022,5216,6461,1424,44622,3773,44673,2822,50087,4000,23840,2304,6339,1187,358374,6227,230405,5408,127969,5204,75356,3887,36089,3282,10298,1503,4532,1176,1107,526,587,408,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17472,1339,9761,870,5390,866,0,149,5390,866,354,294,110,146,1205,561,2246,867,1009,528,466,429,4371,1001,1102,540,3269,890,486,266,1614,819,573,397,579,499,0,149,17,36,7711,845,4783,952,0,149,4783,952,484,473,448,459,794,562,2193,890,421,344,443,398,2928,771,1892,770,1036,483,463,387,391,300,16,29,87,147,0,149,79,141,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,198375,4609,105771,3414,38366,3141,0,229,38366,3141,2772,1108,6002,1526,5464,1260,13066,2529,6927,1527,4135,1209,67405,4178,41695,3628,25710,3257,14313,2820,5974,1307,2255,1080,2685,992,284,318,199,238,92604,2918,34913,4112,0,229,34913,4112,217,200,6437,2227,6487,1682,13731,3232,6326,1515,1715,911,57691,4050,36981,3217,20710,3134,10248,1927,6528,2069,2816,1258,638,385,400,397,80,149,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,340946,3280,159235,2457,51473,3130,0,192,51473,3130,1319,547,9694,1685,13360,2247,14509,2097,8660,1528,3931,1216,107762,3850,69128,3514,38634,3261,23378,2699,9119,1844,3837,1609,1478,654,536,342,286,272,181711,2221,62387,3566,0,192,62387,3566,3249,818,12630,1962,18350,2203,19631,2173,5547,1480,2980,925,119324,3812,75349,3188,43975,3332,24356,2830,12309,2115,4018,1029,2174,618,738,393,380,334,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1777067,11426,869725,7587,297657,8310,0,208,297657,8310,6889,1840,23537,2996,37996,3450,87600,5759,68617,4932,73018,4937,572068,10090,385677,8789,186391,7363,90335,5591,44602,4179,20286,2846,18051,2724,8312,1582,4805,1247,907342,6995,291895,8306,0,208,291895,8306,8432,1589,28227,3159,45582,4495,92198,5005,71985,4797,45471,4028,615447,8615,407584,9217,207863,7460,101674,5231,49222,3896,23331,2724,18297,2246,9309,1924,6030,1380,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,157396,3196,84201,2394,31426,2976,0,201,31426,2976,918,572,2658,1024,5063,1030,9284,2101,7580,1762,5923,1393,52775,3384,28026,2700,24749,2733,12378,2101,5194,1508,3270,1008,1354,611,1511,1262,1042,934,73195,2218,25948,2759,0,201,25948,2759,791,633,3447,1262,4603,1151,9789,1887,4847,1208,2471,1031,47247,3294,26644,2312,20603,2319,10032,1753,6525,1397,1801,697,2183,1106,62,109,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,273441,3890,128014,2492,47916,3072,0,198,47916,3072,757,411,2975,948,7115,1486,15197,2439,13152,1851,8720,1566,80098,3292,44717,2694,35381,2803,16222,1993,9379,1713,4226,1151,3642,1209,921,515,991,566,145427,2451,53690,2922,0,198,53690,2922,866,548,4745,1240,8046,1363,21278,2411,13378,2013,5377,1193,91737,3912,51495,3252,40242,3044,19405,1907,8972,1703,5865,1101,3411,1047,1470,683,1119,610,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,147407,1862,68179,1113,27163,1719,0,192,27163,1719,158,143,1638,578,4004,1273,8975,1587,8421,1655,3967,1150,41016,2094,25518,2433,15498,1993,8542,1362,2891,1076,2160,705,877,444,777,536,251,204,79228,1498,32055,2410,0,192,32055,2410,2106,1026,3350,987,4940,1394,12961,1690,6157,1402,2541,876,47173,2575,28756,2237,18417,1890,10324,1324,3367,1004,2358,794,1677,738,553,467,138,205,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250706,1726,110306,1229,38942,2432,0,200,38942,2432,923,448,2547,1109,5792,1037,11506,1602,8377,1588,9797,1472,71364,2492,48121,2434,23243,2411,11283,1684,4796,975,2126,755,3454,1032,1362,657,222,204,140400,1163,48605,3004,0,200,48605,3004,834,522,4084,996,5690,1380,14716,1995,12209,1829,11072,1522,91795,3085,62048,3357,29747,2503,16228,1850,5725,1344,3660,899,2759,789,828,345,547,262,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2306206,14134,1088243,8511,370992,10179,0,238,370992,10179,9364,1860,57487,5179,91404,7208,116742,6628,61865,5380,34130,4596,717251,11360,469555,10559,247696,10672,131260,6801,62903,5791,26367,3533,17361,2953,5839,1407,3966,1188,1217963,8314,441077,9776,0,238,441077,9776,13009,2428,84498,5354,125239,6994,140230,7549,54397,4426,23704,3116,776886,10961,482323,9347,294563,10826,147007,6999,91693,5864,26578,3215,22024,2761,5062,1576,2199,1053,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
