GEO_ID,C15010F_001E,C15010F_001M,C15010F_002E,C15010F_002M,C15010F_003E,C15010F_003M,C15010F_004E,C15010F_004M,C15010F_005E,C15010F_005M,C15010F_006E,C15010F_006M,NAME,C15010F_001EA,C15010F_001MA,C15010F_002EA,C15010F_002MA,C15010F_003MA,C15010F_003EA,C15010F_004MA,C15010F_004EA,C15010F_005EA,C15010F_005MA,C15010F_006EA,C15010F_006MA,state
0400000US01,1466,703,162,161,247,400,432,271,195,220,430,321,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,19058,2978,6358,1877,1383,621,5032,1619,3319,1189,2966,1027,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,217743,9304,72676,4793,16417,2472,52233,4273,18940,2457,57477,5208,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,9409,1779,3763,983,773,504,1914,738,1064,529,1895,752,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,11069,2291,4812,1560,703,503,3087,985,1071,582,1396,579,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,3416,1099,1876,890,180,159,165,148,0,200,1195,696,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40372,5290,11883,2382,5538,1774,9787,2160,4272,1389,8892,1991,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,11990,2394,3642,1330,1432,674,4203,1547,873,536,1840,843,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3035,1366,1059,606,44,92,576,492,302,342,1054,653,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,32615,4151,10944,2261,2537,1186,7711,1905,4946,1575,6477,1492,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6810,1465,1954,699,1350,506,1043,573,1268,753,1195,608,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3089,1022,1090,531,254,233,978,386,478,350,289,313,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2408,915,1384,747,31,58,562,408,216,212,215,211,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3796,1437,1654,846,156,116,686,439,850,657,450,265,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,12622,2189,5301,1361,1145,720,2813,1041,1154,726,2209,949,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,17091,2945,4970,1227,1564,823,5007,1560,1453,471,4097,1187,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6829,1220,2296,726,713,362,1174,645,962,415,1684,703,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3856,1103,1403,699,106,127,655,400,207,183,1485,788,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3356,1009,1128,441,337,269,618,385,251,203,1022,654,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1553,681,590,521,204,202,424,280,117,150,218,186,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,6817,2079,1676,857,813,514,1399,929,1657,1085,1272,665,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,37256,3764,11431,2042,2621,782,10593,1955,4623,1201,7988,1632,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,13174,2268,3911,1083,512,312,2028,786,2969,1102,3754,1251,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,120967,6535,39888,4154,11731,2070,29779,3079,14958,2235,24611,2284,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8493,1885,2881,1144,956,697,2202,1064,846,544,1608,794,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5281,1347,1955,767,172,154,1493,741,393,285,1268,586,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3235,1067,844,413,352,307,915,648,552,347,572,306,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,5618,1737,2322,992,429,334,1249,1160,936,689,682,438,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11322,2391,3953,1249,1446,755,2401,862,1334,483,2188,977,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,2946,1019,507,401,188,211,1148,630,205,338,898,529,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,416,275,163,122,33,30,4,20,171,226,45,42,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5132,1665,2073,896,266,270,1168,928,382,433,1243,643,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,84529,7324,29198,3426,8432,2282,22934,3373,8399,1581,15566,3199,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,6521,2094,2114,1060,164,166,1768,937,980,606,1495,720,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,17898,2684,6737,1677,1305,906,5149,1605,1032,548,3675,1184,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,8617,1884,4258,1362,847,549,1002,573,837,506,1673,561,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4369,1208,1548,676,211,172,931,460,813,518,866,434,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,46583,3926,11943,1902,4291,1089,15396,2276,8721,1464,6232,1335,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
