GEO_ID,B17001D_001E,B17001D_001M,B17001D_002E,B17001D_002M,B17001D_003E,B17001D_003M,B17001D_004E,B17001D_004M,B17001D_005E,B17001D_005M,B17001D_006E,B17001D_006M,B17001D_007E,B17001D_007M,B17001D_008E,B17001D_008M,B17001D_009E,B17001D_009M,B17001D_010E,B17001D_010M,B17001D_011E,B17001D_011M,B17001D_012E,B17001D_012M,B17001D_013E,B17001D_013M,B17001D_014E,B17001D_014M,B17001D_015E,B17001D_015M,B17001D_016E,B17001D_016M,B17001D_017E,B17001D_017M,B17001D_018E,B17001D_018M,B17001D_019E,B17001D_019M,B17001D_020E,B17001D_020M,B17001D_021E,B17001D_021M,B17001D_022E,B17001D_022M,B17001D_023E,B17001D_023M,B17001D_024E,B17001D_024M,B17001D_025E,B17001D_025M,B17001D_026E,B17001D_026M,B17001D_027E,B17001D_027M,B17001D_028E,B17001D_028M,B17001D_029E,B17001D_029M,B17001D_030E,B17001D_030M,B17001D_031E,B17001D_031M,B17001D_032E,B17001D_032M,B17001D_033E,B17001D_033M,B17001D_034E,B17001D_034M,B17001D_035E,B17001D_035M,B17001D_036E,B17001D_036M,B17001D_037E,B17001D_037M,B17001D_038E,B17001D_038M,B17001D_039E,B17001D_039M,B17001D_040E,B17001D_040M,B17001D_041E,B17001D_041M,B17001D_042E,B17001D_042M,B17001D_043E,B17001D_043M,B17001D_044E,B17001D_044M,B17001D_045E,B17001D_045M,B17001D_046E,B17001D_046M,B17001D_047E,B17001D_047M,B17001D_048E,B17001D_048M,B17001D_049E,B17001D_049M,B17001D_050E,B17001D_050M,B17001D_051E,B17001D_051M,B17001D_052E,B17001D_052M,B17001D_053E,B17001D_053M,B17001D_054E,B17001D_054M,B17001D_055E,B17001D_055M,B17001D_056E,B17001D_056M,B17001D_057E,B17001D_057M,B17001D_058E,B17001D_058M,B17001D_059E,B17001D_059M,NAME,B17001D_001EA,B17001D_001MA,B17001D_002MA,B17001D_002EA,B17001D_003MA,B17001D_003EA,B17001D_004MA,B17001D_004EA,B17001D_005EA,B17001D_005MA,B17001D_006EA,B17001D_006MA,B17001D_007EA,B17001D_007MA,B17001D_008EA,B17001D_008MA,B17001D_009MA,B17001D_009EA,B17001D_010EA,B17001D_010MA,B17001D_011EA,B17001D_011MA,B17001D_012MA,B17001D_012EA,B17001D_013MA,B17001D_013EA,B17001D_014MA,B17001D_014EA,B17001D_015EA,B17001D_015MA,B17001D_016EA,B17001D_016MA,B17001D_017EA,B17001D_017MA,B17001D_018EA,B17001D_018MA,B17001D_019EA,B17001D_019MA,B17001D_020EA,B17001D_020MA,B17001D_021EA,B17001D_021MA,B17001D_022MA,B17001D_022EA,B17001D_023MA,B17001D_023EA,B17001D_024MA,B17001D_024EA,B17001D_025MA,B17001D_025EA,B17001D_026MA,B17001D_026EA,B17001D_027EA,B17001D_027MA,B17001D_028EA,B17001D_028MA,B17001D_029EA,B17001D_029MA,B17001D_030EA,B17001D_030MA,B17001D_031MA,B17001D_031EA,B17001D_032EA,B17001D_032MA,B17001D_033EA,B17001D_033MA,B17001D_034EA,B17001D_034MA,B17001D_035MA,B17001D_035EA,B17001D_036MA,B17001D_036EA,B17001D_037EA,B17001D_037MA,B17001D_038EA,B17001D_038MA,B17001D_039EA,B17001D_039MA,B17001D_040EA,B17001D_040MA,B17001D_041EA,B17001D_041MA,B17001D_042EA,B17001D_042MA,B17001D_043EA,B17001D_043MA,B17001D_044EA,B17001D_044MA,B17001D_045MA,B17001D_045EA,B17001D_046MA,B17001D_046EA,B17001D_047EA,B17001D_047MA,B17001D_048EA,B17001D_048MA,B17001D_049EA,B17001D_049MA,B17001D_050EA,B17001D_050MA,B17001D_051EA,B17001D_051MA,B17001D_052EA,B17001D_052MA,B17001D_053MA,B17001D_053EA,B17001D_054EA,B17001D_054MA,B17001D_055EA,B17001D_055MA,B17001D_056EA,B17001D_056MA,B17001D_057MA,B17001D_057EA,B17001D_058MA,B17001D_058EA,B17001D_059MA,B17001D_059EA,state
0400000US08,176483,5272,17234,3268,6734,1644,339,270,53,87,543,473,382,277,34,59,67,122,1494,596,1356,868,873,581,800,449,102,118,539,354,152,138,10500,2322,656,493,0,204,581,365,273,353,183,269,189,360,2486,1061,1814,728,1204,687,1149,476,696,327,810,435,459,399,159249,5989,71319,3825,4131,1029,590,382,5802,1193,2725,815,638,345,1491,562,5594,1083,14067,1316,12852,1123,10331,877,6265,722,4848,628,1985,424,87930,3400,4167,810,968,407,4688,773,4258,885,1242,430,2126,572,6117,969,17066,1333,14769,1305,12870,1205,9962,728,7188,835,2509,626,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,145133,5550,25918,5564,14247,3208,971,563,22,50,1395,1018,324,381,412,405,0,198,5942,1354,2151,881,1475,872,708,348,552,420,118,152,177,296,11671,2837,850,691,51,80,1554,1000,438,342,413,391,170,182,2900,873,2545,1226,733,663,393,281,958,461,481,339,185,227,119215,7605,56193,4642,4067,1076,856,410,3977,1013,2213,926,755,476,1306,897,5199,1546,12352,1639,8538,1358,8653,1239,4444,1143,2338,626,1495,621,63022,4241,2656,851,664,352,5067,1434,2402,813,877,566,1010,463,4849,1306,12037,1895,11706,1543,10529,1339,4731,933,4651,1031,1843,549,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,63749,3374,8117,2748,3981,1405,190,183,0,197,296,232,118,124,0,197,75,96,1341,538,362,318,300,212,1129,710,76,107,94,113,0,197,4136,1726,117,101,160,240,404,322,240,241,226,244,171,178,213,199,770,591,996,547,471,488,99,113,269,257,0,197,55632,3525,25290,2068,1972,695,281,179,2086,549,1111,503,461,305,494,275,1927,657,5036,961,4524,990,3519,788,2061,443,1509,599,309,164,30342,2452,1505,557,0,197,2022,642,1852,638,891,537,517,384,3007,950,5415,982,5154,1137,4694,1086,2525,756,1577,623,1183,448,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74863,3099,9484,2274,5025,1466,72,119,0,217,169,127,107,108,50,73,314,397,1507,723,1520,679,308,313,220,192,544,435,156,149,58,70,4459,1204,311,312,0,217,91,80,99,99,14,26,65,117,907,518,1119,575,759,546,340,296,418,278,269,231,67,113,65379,3641,31717,2376,1384,510,552,399,2220,660,1801,608,125,151,1085,387,2956,1072,5953,1122,4275,890,4977,1242,3430,779,1888,649,1071,466,33662,2112,1728,670,377,294,1705,624,1092,463,461,276,726,401,2569,777,5361,910,6495,1007,5146,860,3821,749,2836,868,1345,640,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,705078,6585,82741,6992,38082,4118,1463,609,208,211,3113,827,1071,522,517,357,491,285,10729,2013,7377,1695,3133,962,2680,787,1811,631,2682,856,2807,1103,44659,4142,1208,590,334,217,2541,774,570,365,397,261,735,359,12112,1638,7750,1653,4197,957,4043,1331,3355,1106,3866,1097,3551,990,622337,8224,299862,5636,15877,1359,3133,850,23360,1946,9935,1397,3357,710,6605,945,20710,2034,54568,2600,54042,1758,41801,1562,32311,1566,23257,1257,10906,1167,322475,5134,15564,1417,3476,900,22703,1839,10309,1394,4060,736,7297,973,18083,1878,56435,2059,58137,1884,46275,1870,37177,1404,26748,1517,16211,1188,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,77818,3062,11257,2622,5374,1475,71,102,0,163,103,153,60,102,0,163,184,195,2806,783,1043,615,223,232,164,202,656,485,0,163,64,141,5883,1420,54,96,0,163,317,334,354,339,0,163,0,163,3073,802,741,442,396,288,362,310,77,129,509,512,0,163,66561,3752,31246,2259,2172,539,157,102,2581,859,1791,760,493,353,538,321,3410,970,6490,1256,6134,1204,4320,945,2085,645,619,387,456,286,35315,2493,1887,726,474,390,2577,801,986,429,625,368,1541,552,2117,821,6419,1121,7602,1185,5140,994,2673,592,1653,579,1621,606,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,34550,2276,4031,1498,2163,790,0,192,0,192,106,128,58,102,50,76,0,192,816,337,790,444,45,80,107,175,8,18,0,192,183,303,1868,1116,0,192,0,192,531,564,0,192,0,192,0,192,530,510,454,392,231,236,0,192,8,17,67,110,47,86,30519,2294,12307,1366,555,310,100,169,1093,471,267,232,247,215,231,203,629,403,2249,597,2546,789,2262,486,1533,590,473,362,122,189,18212,1571,1134,636,165,141,1609,477,1055,479,205,139,518,397,846,414,3371,976,3503,727,2415,484,2116,507,535,331,740,235,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,46691,2559,7099,2480,2372,1210,130,233,125,165,288,355,119,107,0,201,59,61,221,339,647,448,152,189,186,284,445,362,0,201,0,201,4727,1574,167,138,85,94,371,300,426,386,308,304,153,216,1013,572,1311,727,331,311,239,203,0,201,323,351,0,201,39592,3458,19140,2492,652,383,321,324,1212,553,626,577,320,353,213,212,2739,1207,3486,1156,3246,800,2816,940,2374,746,823,382,312,309,20452,1939,1272,493,0,201,1784,677,610,420,30,45,539,477,1500,713,4326,1080,3422,860,2867,850,2384,685,1380,584,338,301,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,38894,1593,4484,2104,1906,931,53,88,48,79,127,195,78,90,0,200,32,55,350,298,686,563,36,63,41,72,425,350,30,58,0,200,2578,1380,176,233,0,200,126,162,0,200,153,241,0,200,625,393,639,439,258,234,325,365,162,198,54,94,60,103,34410,2348,16134,1070,1217,169,255,193,1092,282,574,321,28,50,326,266,940,371,2534,685,3855,420,2036,466,1484,408,1061,357,732,336,18276,1626,856,284,110,159,1435,460,921,452,338,270,378,333,1121,354,3234,532,3342,564,2220,559,1921,355,1699,409,701,364,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,266899,4449,34389,5061,16502,2544,1249,517,163,129,1935,740,1104,450,503,285,772,345,2817,725,2608,845,1999,646,1202,484,1160,519,368,298,622,329,17887,3112,1430,540,190,137,2816,1101,806,391,270,211,607,404,4172,1016,2465,639,2174,743,859,374,729,345,718,391,651,355,232510,5770,113781,3499,8312,867,2111,648,10749,1154,5101,977,1239,476,3611,735,11303,1468,26160,1418,17939,1027,13682,972,7376,741,4292,642,1906,466,118729,3583,8525,939,1773,607,9647,1413,4383,967,1730,533,2788,644,9443,1165,26680,1154,21114,1366,15237,1092,8996,915,5571,923,2842,628,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
