GEO_ID,B20005F_001E,B20005F_001M,B20005F_002E,B20005F_002M,B20005F_003E,B20005F_003M,B20005F_004E,B20005F_004M,B20005F_005E,B20005F_005M,B20005F_006E,B20005F_006M,B20005F_007E,B20005F_007M,B20005F_008E,B20005F_008M,B20005F_009E,B20005F_009M,B20005F_010E,B20005F_010M,B20005F_011E,B20005F_011M,B20005F_012E,B20005F_012M,B20005F_013E,B20005F_013M,B20005F_014E,B20005F_014M,B20005F_015E,B20005F_015M,B20005F_016E,B20005F_016M,B20005F_017E,B20005F_017M,B20005F_018E,B20005F_018M,B20005F_019E,B20005F_019M,B20005F_020E,B20005F_020M,B20005F_021E,B20005F_021M,B20005F_022E,B20005F_022M,B20005F_023E,B20005F_023M,B20005F_024E,B20005F_024M,B20005F_025E,B20005F_025M,B20005F_026E,B20005F_026M,B20005F_027E,B20005F_027M,B20005F_028E,B20005F_028M,B20005F_029E,B20005F_029M,B20005F_030E,B20005F_030M,B20005F_031E,B20005F_031M,B20005F_032E,B20005F_032M,B20005F_033E,B20005F_033M,B20005F_034E,B20005F_034M,B20005F_035E,B20005F_035M,B20005F_036E,B20005F_036M,B20005F_037E,B20005F_037M,B20005F_038E,B20005F_038M,B20005F_039E,B20005F_039M,B20005F_040E,B20005F_040M,B20005F_041E,B20005F_041M,B20005F_042E,B20005F_042M,B20005F_043E,B20005F_043M,B20005F_044E,B20005F_044M,B20005F_045E,B20005F_045M,B20005F_046E,B20005F_046M,B20005F_047E,B20005F_047M,B20005F_048E,B20005F_048M,B20005F_049E,B20005F_049M,B20005F_050E,B20005F_050M,B20005F_051E,B20005F_051M,B20005F_052E,B20005F_052M,B20005F_053E,B20005F_053M,B20005F_054E,B20005F_054M,B20005F_055E,B20005F_055M,B20005F_056E,B20005F_056M,B20005F_057E,B20005F_057M,B20005F_058E,B20005F_058M,B20005F_059E,B20005F_059M,B20005F_060E,B20005F_060M,B20005F_061E,B20005F_061M,B20005F_062E,B20005F_062M,B20005F_063E,B20005F_063M,B20005F_064E,B20005F_064M,B20005F_065E,B20005F_065M,B20005F_066E,B20005F_066M,B20005F_067E,B20005F_067M,B20005F_068E,B20005F_068M,B20005F_069E,B20005F_069M,B20005F_070E,B20005F_070M,B20005F_071E,B20005F_071M,B20005F_072E,B20005F_072M,B20005F_073E,B20005F_073M,B20005F_074E,B20005F_074M,B20005F_075E,B20005F_075M,B20005F_076E,B20005F_076M,B20005F_077E,B20005F_077M,B20005F_078E,B20005F_078M,B20005F_079E,B20005F_079M,B20005F_080E,B20005F_080M,B20005F_081E,B20005F_081M,B20005F_082E,B20005F_082M,B20005F_083E,B20005F_083M,B20005F_084E,B20005F_084M,B20005F_085E,B20005F_085M,B20005F_086E,B20005F_086M,B20005F_087E,B20005F_087M,B20005F_088E,B20005F_088M,B20005F_089E,B20005F_089M,B20005F_090E,B20005F_090M,B20005F_091E,B20005F_091M,B20005F_092E,B20005F_092M,B20005F_093E,B20005F_093M,B20005F_094E,B20005F_094M,B20005F_095E,B20005F_095M,NAME,B20005F_001MA,B20005F_001EA,B20005F_002MA,B20005F_002EA,B20005F_003MA,B20005F_003EA,B20005F_004EA,B20005F_004MA,B20005F_005MA,B20005F_005EA,B20005F_006MA,B20005F_006EA,B20005F_007EA,B20005F_007MA,B20005F_008EA,B20005F_008MA,B20005F_009EA,B20005F_009MA,B20005F_010EA,B20005F_010MA,B20005F_011EA,B20005F_011MA,B20005F_012MA,B20005F_012EA,B20005F_013MA,B20005F_013EA,B20005F_014MA,B20005F_014EA,B20005F_015EA,B20005F_015MA,B20005F_016MA,B20005F_016EA,B20005F_017MA,B20005F_017EA,B20005F_018MA,B20005F_018EA,B20005F_019MA,B20005F_019EA,B20005F_020EA,B20005F_020MA,B20005F_021EA,B20005F_021MA,B20005F_022MA,B20005F_022EA,B20005F_023MA,B20005F_023EA,B20005F_024MA,B20005F_024EA,B20005F_025MA,B20005F_025EA,B20005F_026EA,B20005F_026MA,B20005F_027MA,B20005F_027EA,B20005F_028MA,B20005F_028EA,B20005F_029MA,B20005F_029EA,B20005F_030EA,B20005F_030MA,B20005F_031EA,B20005F_031MA,B20005F_032MA,B20005F_032EA,B20005F_033MA,B20005F_033EA,B20005F_034MA,B20005F_034EA,B20005F_035MA,B20005F_035EA,B20005F_036MA,B20005F_036EA,B20005F_037EA,B20005F_037MA,B20005F_038MA,B20005F_038EA,B20005F_039MA,B20005F_039EA,B20005F_040MA,B20005F_040EA,B20005F_041MA,B20005F_041EA,B20005F_042EA,B20005F_042MA,B20005F_043EA,B20005F_043MA,B20005F_044EA,B20005F_044MA,B20005F_045MA,B20005F_045EA,B20005F_046MA,B20005F_046EA,B20005F_047MA,B20005F_047EA,B20005F_048EA,B20005F_048MA,B20005F_049MA,B20005F_049EA,B20005F_050MA,B20005F_050EA,B20005F_051MA,B20005F_051EA,B20005F_052EA,B20005F_052MA,B20005F_053EA,B20005F_053MA,B20005F_054EA,B20005F_054MA,B20005F_055MA,B20005F_055EA,B20005F_056MA,B20005F_056EA,B20005F_057MA,B20005F_057EA,B20005F_058MA,B20005F_058EA,B20005F_059EA,B20005F_059MA,B20005F_060MA,B20005F_060EA,B20005F_061MA,B20005F_061EA,B20005F_062MA,B20005F_062EA,B20005F_063MA,B20005F_063EA,B20005F_064MA,B20005F_064EA,B20005F_065EA,B20005F_065MA,B20005F_066EA,B20005F_066MA,B20005F_067MA,B20005F_067EA,B20005F_068MA,B20005F_068EA,B20005F_069MA,B20005F_069EA,B20005F_070EA,B20005F_070MA,B20005F_071MA,B20005F_071EA,B20005F_072MA,B20005F_072EA,B20005F_073MA,B20005F_073EA,B20005F_074MA,B20005F_074EA,B20005F_075EA,B20005F_075MA,B20005F_076EA,B20005F_076MA,B20005F_077MA,B20005F_077EA,B20005F_078MA,B20005F_078EA,B20005F_079MA,B20005F_079EA,B20005F_080MA,B20005F_080EA,B20005F_081EA,B20005F_081MA,B20005F_082MA,B20005F_082EA,B20005F_083MA,B20005F_083EA,B20005F_084MA,B20005F_084EA,B20005F_085MA,B20005F_085EA,B20005F_086MA,B20005F_086EA,B20005F_087EA,B20005F_087MA,B20005F_088EA,B20005F_088MA,B20005F_089EA,B20005F_089MA,B20005F_090MA,B20005F_090EA,B20005F_091MA,B20005F_091EA,B20005F_092EA,B20005F_092MA,B20005F_093MA,B20005F_093EA,B20005F_094MA,B20005F_094EA,B20005F_095MA,B20005F_095EA,state
0400000US08,154644,10315,80777,6174,46857,4594,0,204,46857,4594,213,252,113,140,90,100,53,95,1001,607,879,601,1785,963,528,414,1719,749,1233,725,4340,1698,4337,1181,5683,1333,3331,1163,2921,1043,6559,1710,2997,1020,4493,1268,2614,1026,1968,845,33920,3589,16300,2245,17620,2915,1856,696,1231,667,1770,750,1034,524,1555,959,435,390,899,558,1045,685,1225,796,961,761,1561,770,1262,560,948,552,833,542,62,78,345,291,149,222,120,145,284,227,45,83,73867,5793,27675,3310,0,204,27675,3310,74,124,0,204,50,87,207,194,262,227,119,184,867,453,1703,671,2497,1010,1358,751,3226,1160,4172,1399,3651,1193,2033,762,1106,551,1070,499,1335,717,1188,681,2121,573,636,385,46192,4128,25267,2747,20925,3017,2956,1054,1767,854,2337,1166,1590,712,2169,932,860,633,2209,1083,525,446,1408,717,754,639,1577,776,491,346,451,331,243,355,271,225,409,274,333,350,145,184,264,343,166,158,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,114590,7766,59464,4657,35597,3471,0,198,35597,3471,23,39,171,215,0,198,1042,855,848,544,258,253,651,511,477,565,2478,882,1064,758,3555,1135,6295,1586,2350,912,3433,1429,1618,817,2716,876,4034,1387,1765,917,1812,672,1007,659,23867,3041,9611,1638,14256,2722,1175,565,1548,718,1125,714,830,731,2614,922,568,345,1159,583,210,258,1010,660,154,234,420,396,365,371,941,579,463,400,636,495,419,362,338,294,132,136,0,198,149,201,55126,3935,19245,2042,0,198,19245,2042,53,92,31,51,38,60,482,423,1084,557,509,422,1778,785,260,199,2596,1026,1011,580,2514,861,2567,807,1408,720,1629,699,907,584,786,550,294,189,517,425,490,498,291,317,35881,3675,19998,2587,15883,2503,3480,1522,1919,774,1562,601,1002,594,2125,906,857,527,808,604,1037,730,863,550,201,310,838,534,234,240,96,124,199,280,91,108,0,198,0,198,447,411,67,112,57,93,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,524506,17755,268824,10236,160989,6365,0,190,160989,6365,0,190,755,506,1223,557,471,342,3405,1222,2561,919,6734,1858,3833,1335,12056,2520,4663,1321,17418,2666,17865,2394,17617,2809,14056,1848,10743,2005,11452,2037,9400,1914,6680,1659,13066,2266,6991,1682,107835,6895,49085,4033,58750,4726,7299,1685,2891,875,2914,1049,3755,1000,6896,1558,2133,833,3274,1077,3128,1226,6662,1340,1573,964,3667,1181,4147,1431,1646,707,2056,679,1329,672,1628,635,1027,812,1068,643,970,630,687,336,255682,9766,98875,5792,0,190,98875,5792,61,102,0,190,1114,545,532,381,1341,784,1575,896,4235,1401,5049,1270,12847,2364,5545,1368,12273,1776,14261,2254,8427,1868,7636,1746,3778,1257,4767,1332,6147,1466,4764,1471,3593,1015,930,424,156807,7582,90199,5617,66608,5372,11090,2132,6915,1865,6109,1434,4753,1133,9491,2170,3253,1184,6774,1538,2830,932,3182,1040,1256,506,3512,1034,2883,1029,1456,661,785,517,670,510,74,88,725,506,514,369,171,202,165,188,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,71479,5402,39202,3692,25021,2631,0,147,25021,2631,25,51,17,35,104,115,17,22,764,620,432,426,752,412,661,348,745,460,132,158,3853,1473,3237,1261,3311,1021,1918,842,1658,668,2521,889,2757,1005,1000,389,588,415,529,297,14181,2195,6216,1410,7965,1379,1315,410,764,395,1216,560,167,160,690,447,616,400,315,215,119,112,865,424,66,103,1181,732,184,177,0,147,42,55,0,147,72,113,92,142,0,147,244,229,17,27,32277,2950,12770,1936,0,147,12770,1936,0,147,0,147,85,97,75,125,274,182,413,392,877,581,596,499,1734,756,412,352,1569,513,1533,643,2089,766,1106,572,666,423,98,115,320,320,268,208,452,451,203,194,19507,2256,9521,1499,9986,1618,989,512,1458,604,727,323,989,543,1626,769,658,501,833,638,206,322,589,397,338,294,689,389,256,210,265,235,63,99,46,79,40,87,97,121,52,88,65,107,0,147,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
