GEO_ID,B24010G_001E,B24010G_001M,B24010G_002E,B24010G_002M,B24010G_003E,B24010G_003M,B24010G_004E,B24010G_004M,B24010G_005E,B24010G_005M,B24010G_006E,B24010G_006M,B24010G_007E,B24010G_007M,B24010G_008E,B24010G_008M,B24010G_009E,B24010G_009M,B24010G_010E,B24010G_010M,B24010G_011E,B24010G_011M,B24010G_012E,B24010G_012M,B24010G_013E,B24010G_013M,B24010G_014E,B24010G_014M,B24010G_015E,B24010G_015M,B24010G_016E,B24010G_016M,B24010G_017E,B24010G_017M,B24010G_018E,B24010G_018M,B24010G_019E,B24010G_019M,B24010G_020E,B24010G_020M,B24010G_021E,B24010G_021M,B24010G_022E,B24010G_022M,B24010G_023E,B24010G_023M,B24010G_024E,B24010G_024M,B24010G_025E,B24010G_025M,B24010G_026E,B24010G_026M,B24010G_027E,B24010G_027M,B24010G_028E,B24010G_028M,B24010G_029E,B24010G_029M,B24010G_030E,B24010G_030M,B24010G_031E,B24010G_031M,B24010G_032E,B24010G_032M,B24010G_033E,B24010G_033M,B24010G_034E,B24010G_034M,B24010G_035E,B24010G_035M,B24010G_036E,B24010G_036M,B24010G_037E,B24010G_037M,B24010G_038E,B24010G_038M,B24010G_039E,B24010G_039M,B24010G_040E,B24010G_040M,B24010G_041E,B24010G_041M,B24010G_042E,B24010G_042M,B24010G_043E,B24010G_043M,B24010G_044E,B24010G_044M,B24010G_045E,B24010G_045M,B24010G_046E,B24010G_046M,B24010G_047E,B24010G_047M,B24010G_048E,B24010G_048M,B24010G_049E,B24010G_049M,B24010G_050E,B24010G_050M,B24010G_051E,B24010G_051M,B24010G_052E,B24010G_052M,B24010G_053E,B24010G_053M,B24010G_054E,B24010G_054M,B24010G_055E,B24010G_055M,B24010G_056E,B24010G_056M,B24010G_057E,B24010G_057M,B24010G_058E,B24010G_058M,B24010G_059E,B24010G_059M,B24010G_060E,B24010G_060M,B24010G_061E,B24010G_061M,B24010G_062E,B24010G_062M,B24010G_063E,B24010G_063M,B24010G_064E,B24010G_064M,B24010G_065E,B24010G_065M,B24010G_066E,B24010G_066M,B24010G_067E,B24010G_067M,B24010G_068E,B24010G_068M,B24010G_069E,B24010G_069M,B24010G_070E,B24010G_070M,B24010G_071E,B24010G_071M,B24010G_072E,B24010G_072M,B24010G_073E,B24010G_073M,NAME,B24010G_001EA,B24010G_001MA,B24010G_002EA,B24010G_002MA,B24010G_003EA,B24010G_003MA,B24010G_004EA,B24010G_004MA,B24010G_005MA,B24010G_005EA,B24010G_006EA,B24010G_006MA,B24010G_007MA,B24010G_007EA,B24010G_008EA,B24010G_008MA,B24010G_009EA,B24010G_009MA,B24010G_010EA,B24010G_010MA,B24010G_011EA,B24010G_011MA,B24010G_012EA,B24010G_012MA,B24010G_013EA,B24010G_013MA,B24010G_014EA,B24010G_014MA,B24010G_015MA,B24010G_015EA,B24010G_016MA,B24010G_016EA,B24010G_017EA,B24010G_017MA,B24010G_018MA,B24010G_018EA,B24010G_019MA,B24010G_019EA,B24010G_020EA,B24010G_020MA,B24010G_021EA,B24010G_021MA,B24010G_022EA,B24010G_022MA,B24010G_023EA,B24010G_023MA,B24010G_024EA,B24010G_024MA,B24010G_025EA,B24010G_025MA,B24010G_026EA,B24010G_026MA,B24010G_027EA,B24010G_027MA,B24010G_028EA,B24010G_028MA,B24010G_029MA,B24010G_029EA,B24010G_030EA,B24010G_030MA,B24010G_031EA,B24010G_031MA,B24010G_032EA,B24010G_032MA,B24010G_033EA,B24010G_033MA,B24010G_034EA,B24010G_034MA,B24010G_035EA,B24010G_035MA,B24010G_036EA,B24010G_036MA,B24010G_037EA,B24010G_037MA,B24010G_038MA,B24010G_038EA,B24010G_039EA,B24010G_039MA,B24010G_040EA,B24010G_040MA,B24010G_041EA,B24010G_041MA,B24010G_042EA,B24010G_042MA,B24010G_043EA,B24010G_043MA,B24010G_044EA,B24010G_044MA,B24010G_045EA,B24010G_045MA,B24010G_046EA,B24010G_046MA,B24010G_047EA,B24010G_047MA,B24010G_048EA,B24010G_048MA,B24010G_049EA,B24010G_049MA,B24010G_050EA,B24010G_050MA,B24010G_051MA,B24010G_051EA,B24010G_052MA,B24010G_052EA,B24010G_053EA,B24010G_053MA,B24010G_054EA,B24010G_054MA,B24010G_055EA,B24010G_055MA,B24010G_056EA,B24010G_056MA,B24010G_057EA,B24010G_057MA,B24010G_058EA,B24010G_058MA,B24010G_059EA,B24010G_059MA,B24010G_060MA,B24010G_060EA,B24010G_061EA,B24010G_061MA,B24010G_062MA,B24010G_062EA,B24010G_063EA,B24010G_063MA,B24010G_064EA,B24010G_064MA,B24010G_065EA,B24010G_065MA,B24010G_066EA,B24010G_066MA,B24010G_067EA,B24010G_067MA,B24010G_068MA,B24010G_068EA,B24010G_069MA,B24010G_069EA,B24010G_070MA,B24010G_070EA,B24010G_071MA,B24010G_071EA,B24010G_072EA,B24010G_072MA,B24010G_073MA,B24010G_073EA,state
0400000US08,92501,5273,46346,3585,16693,1902,6197,1091,4570,1028,1627,751,6112,1599,3616,1040,1645,896,851,806,3077,782,574,340,207,166,1848,642,448,297,1307,537,811,467,496,311,7823,1631,372,442,1862,976,1201,773,661,500,3419,907,2048,981,122,129,7190,1515,4636,1349,2554,873,7075,1825,35,73,4138,1429,2902,992,7565,1476,1984,663,3484,988,2097,786,46155,3449,18472,2235,6981,1536,4077,1100,2904,1107,2477,781,1453,529,486,391,538,416,5981,1174,773,573,562,423,3334,863,1312,516,3033,1093,1520,682,1513,770,10149,1994,1424,598,530,371,340,309,190,189,4080,1247,1982,919,2133,826,14085,1883,4884,1111,9201,1599,876,565,245,327,491,417,140,146,2573,912,728,380,645,469,1200,697,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,60920,4862,29117,2920,8395,1776,2707,712,1834,549,873,475,2495,1153,1565,1013,702,461,228,349,2061,860,192,258,259,246,1280,727,330,293,1132,711,809,627,323,284,4186,1163,248,303,1081,633,612,570,469,296,1960,779,743,363,154,197,4227,1369,3103,1200,1124,473,3631,1376,8,14,2416,1136,1207,593,8678,1797,4264,1202,1604,688,2810,997,31803,3407,11428,2097,4687,1276,2125,736,2562,946,189,122,38,62,84,77,67,103,3750,1243,702,480,228,231,2259,934,561,391,2802,925,1524,774,1278,655,8395,1678,2519,810,163,185,0,198,163,185,3196,1042,555,489,1962,840,9623,1683,4463,1197,5160,1162,0,198,0,198,0,198,0,198,2357,807,1307,655,271,205,779,468,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,28759,3365,13175,2273,2863,851,1330,637,827,479,503,378,693,425,559,385,134,138,0,197,749,408,0,197,161,189,507,366,81,155,91,165,91,165,0,197,3331,1157,111,134,353,236,165,128,188,210,1083,803,1115,638,669,558,2159,880,1035,683,1124,554,1387,796,50,65,753,729,584,384,3435,1156,1803,1097,494,422,1138,504,15584,2444,6123,1420,1269,550,916,460,353,300,592,520,315,399,277,332,0,197,1963,688,435,362,86,141,1248,599,194,151,2299,928,1002,498,1297,869,4891,1576,1105,755,59,108,0,197,59,108,2805,1048,372,331,550,481,2953,1095,1776,944,1177,543,0,197,0,197,0,197,0,197,1617,547,946,472,58,96,613,356,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,30025,3025,15183,2154,4795,1236,2026,865,1440,666,586,484,834,382,375,283,400,321,59,106,1372,581,113,143,141,141,170,166,948,521,563,488,307,400,256,320,2215,810,0,217,624,484,198,198,426,422,745,391,789,584,57,100,3238,870,2326,826,912,544,2329,748,0,217,1930,696,399,367,2606,1006,776,398,1312,802,518,395,14842,1921,5371,1092,1550,756,573,330,977,575,370,266,172,184,82,139,116,125,2134,649,236,265,282,258,1092,533,524,336,1317,489,978,525,339,266,4161,1126,774,415,177,193,140,160,37,71,1520,557,604,418,1086,623,4640,1237,2329,869,2311,825,310,248,226,217,0,217,84,122,360,247,135,147,110,100,115,180,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,124943,6676,62502,4305,19681,2235,6954,1452,4529,1197,2425,764,5021,1214,3018,1079,1173,547,830,329,6073,1325,679,344,744,421,3249,1159,1401,474,1633,537,1188,428,445,315,10055,1472,269,241,2484,739,1765,631,719,457,4588,1055,1703,646,1011,687,11981,2359,6838,1852,5143,1309,5612,1289,147,166,3200,1005,2265,779,15173,2292,6350,1647,4018,1088,4805,1135,62441,4030,24984,2426,7979,1467,4453,1039,3526,1034,2245,744,1012,448,503,425,730,359,10361,1753,1846,743,778,416,5470,1184,2267,843,4399,1087,2999,957,1400,608,14538,1759,3150,995,946,530,658,519,288,218,5445,1280,1481,562,3516,1035,18194,2153,8777,1496,9417,1564,312,221,49,66,132,135,131,170,4413,1077,2009,801,841,433,1563,705,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,21026,2512,9991,1815,3201,1229,1517,862,1215,839,302,251,702,481,515,429,128,187,59,99,677,428,0,163,184,233,472,329,21,43,305,262,74,117,231,242,1801,623,114,126,190,152,146,128,44,92,1042,477,61,85,394,302,1234,567,474,346,760,428,1276,575,0,163,938,506,338,239,2479,1030,921,433,904,583,654,503,11035,1651,3969,1099,2051,836,940,607,1111,653,90,132,0,163,0,163,90,132,966,506,139,180,0,163,805,477,22,43,862,567,328,266,534,471,3898,898,755,409,214,176,139,123,75,101,2343,919,93,155,493,312,2515,771,1360,580,1155,561,8,18,8,18,0,163,0,163,645,392,481,375,10,20,154,131,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,28517,2922,14755,1973,3452,1135,1259,641,1020,526,239,235,305,290,223,274,82,122,0,201,1219,767,61,143,76,147,663,577,419,385,669,470,638,468,31,42,2772,763,0,201,452,414,126,121,326,395,1333,539,891,441,96,151,2166,644,1574,533,592,363,3499,1076,681,336,2270,997,548,433,2866,978,890,484,640,442,1336,748,13762,1681,4398,1241,1711,726,971,559,740,455,0,201,0,201,0,201,0,201,1673,795,162,250,424,611,1016,560,71,85,1014,545,705,415,309,342,3066,857,1164,638,0,201,0,201,0,201,1103,536,522,384,277,306,4721,973,1953,772,2768,689,151,195,100,172,0,201,51,84,1426,798,538,398,62,72,826,664,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,64522,4443,31664,3353,9035,1464,3542,976,1791,582,1751,823,2202,661,1091,584,573,288,538,317,2862,984,863,531,83,99,883,465,1033,679,429,298,324,271,105,85,6579,1274,882,447,791,416,267,234,524,362,2778,929,1533,654,595,294,6821,1527,4098,1121,2723,1046,2443,800,268,205,1189,530,986,475,6786,1312,3153,993,1965,704,1668,589,32858,3101,13251,2017,4380,1153,2342,747,2038,695,1290,544,704,408,300,226,286,249,4034,914,1034,480,224,207,2163,603,613,340,3547,1252,2513,1086,1034,524,9100,1508,2110,745,298,262,298,262,0,147,4507,1183,1141,586,1044,375,7201,1097,2817,760,4384,794,145,125,0,147,33,38,112,122,3161,961,2065,829,328,193,768,428,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
