GEO_ID,B27001B_001E,B27001B_001M,B27001B_002E,B27001B_002M,B27001B_003E,B27001B_003M,B27001B_004E,B27001B_004M,B27001B_005E,B27001B_005M,B27001B_006E,B27001B_006M,B27001B_007E,B27001B_007M,B27001B_008E,B27001B_008M,B27001B_009E,B27001B_009M,B27001B_010E,B27001B_010M,B27001B_011E,B27001B_011M,B27001B_012E,B27001B_012M,B27001B_013E,B27001B_013M,B27001B_014E,B27001B_014M,B27001B_015E,B27001B_015M,B27001B_016E,B27001B_016M,B27001B_017E,B27001B_017M,B27001B_018E,B27001B_018M,B27001B_019E,B27001B_019M,B27001B_020E,B27001B_020M,B27001B_021E,B27001B_021M,B27001B_022E,B27001B_022M,B27001B_023E,B27001B_023M,B27001B_024E,B27001B_024M,B27001B_025E,B27001B_025M,B27001B_026E,B27001B_026M,B27001B_027E,B27001B_027M,B27001B_028E,B27001B_028M,NAME,B27001B_001EA,B27001B_001MA,B27001B_002EA,B27001B_002MA,B27001B_003EA,B27001B_003MA,B27001B_004EA,B27001B_004MA,B27001B_005EA,B27001B_005MA,B27001B_006EA,B27001B_006MA,B27001B_007EA,B27001B_007MA,B27001B_008EA,B27001B_008MA,B27001B_009EA,B27001B_009MA,B27001B_010EA,B27001B_010MA,B27001B_011EA,B27001B_011MA,B27001B_012EA,B27001B_012MA,B27001B_013EA,B27001B_013MA,B27001B_014EA,B27001B_014MA,B27001B_015EA,B27001B_015MA,B27001B_016EA,B27001B_016MA,B27001B_017EA,B27001B_017MA,B27001B_018EA,B27001B_018MA,B27001B_019EA,B27001B_019MA,B27001B_020EA,B27001B_020MA,B27001B_021EA,B27001B_021MA,B27001B_022MA,B27001B_022EA,B27001B_023MA,B27001B_023EA,B27001B_024MA,B27001B_024EA,B27001B_025MA,B27001B_025EA,B27001B_026EA,B27001B_026MA,B27001B_027MA,B27001B_027EA,B27001B_028MA,B27001B_028EA,state
0400000US08,226930,6570,19030,2147,18931,2147,99,120,40782,3777,38153,3816,2629,1407,25818,2793,21514,2654,4304,1599,35010,2479,30716,2613,4294,1601,30432,2194,27228,2349,3204,1230,29512,2018,28125,2126,1387,842,26151,1253,23133,1430,3018,1077,13326,1053,12697,1220,629,612,6869,848,6792,832,77,123,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,615798,7293,58528,3260,56229,3128,2299,963,129724,4698,121531,4933,8193,2689,66432,3890,55041,3381,11391,2761,81556,3021,64562,3706,16994,2918,79940,3251,70713,3407,9227,1955,69105,2683,59153,3117,9952,1835,67892,1965,62262,2191,5630,1719,39535,1678,39159,1729,376,371,23086,1356,23021,1340,65,107,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,341813,6632,27926,2836,27231,2866,695,569,62957,3540,61372,3603,1585,892,40955,3151,36343,3455,4612,1242,43690,3453,37760,3591,5930,2028,41748,2643,38360,2676,3388,1368,42355,2419,40267,2379,2088,795,43238,1985,41208,2035,2030,720,24503,1868,24396,1862,107,167,14441,1503,14357,1477,84,117,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1459323,9224,125484,4739,123913,4804,1571,811,298846,5883,290090,5984,8756,2200,152883,5093,130216,6143,22667,4107,185400,5849,158107,5377,27293,3567,178222,4580,154186,5040,24036,3373,169132,4490,152829,4423,16303,2630,174140,2380,159456,3161,14684,2169,114914,2970,113402,2832,1512,732,60302,2586,59954,2608,348,332,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1735509,10515,138495,3739,135665,3961,2830,1500,319299,6132,305203,6787,14096,3059,191612,6076,161494,6377,30118,3064,219306,4622,186345,5186,32961,3902,212400,3417,190577,4197,21823,2740,216882,3211,193292,4517,23590,3141,217588,2613,200937,3182,16651,2392,132634,2357,131543,2419,1091,376,87293,1750,86860,1917,433,568,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,111192,4911,13605,2068,12936,2104,669,677,27938,2804,26941,2627,997,686,14430,1785,11777,1732,2653,1062,18799,2051,14406,2045,4393,1520,14135,1793,11192,1862,2943,1035,8642,1437,7490,1152,1152,645,8321,1192,7721,1176,600,397,3755,961,3755,961,0,163,1567,539,1567,539,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,21756,2524,1473,609,1473,609,0,192,4757,895,4542,884,215,348,3828,932,3290,899,538,511,3074,1156,2674,1167,400,356,2437,1029,2244,1005,193,304,3101,936,2745,933,356,306,1974,492,1774,553,200,264,843,418,563,347,280,294,269,312,269,312,0,192,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,444115,6014,42081,2486,41345,2509,736,662,90294,3869,87590,3988,2704,1108,48461,3329,40361,3154,8100,2116,56424,3578,45657,3239,10767,2256,53468,2759,47858,2507,5610,1343,51540,2494,47110,2485,4430,1290,52082,1741,48545,2103,3537,1091,33987,1563,33447,1546,540,490,15778,1424,15778,1424,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,211235,3492,18013,1704,17751,1713,262,382,40274,2423,38888,2431,1386,936,22709,2065,21493,2012,1216,600,24114,1590,21945,1601,2169,931,26233,1086,24603,1340,1630,904,28139,949,27182,1078,957,574,26016,822,24035,1155,1981,850,16181,318,16181,318,0,200,9556,435,9420,489,136,218,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,358497,5845,43056,2582,42436,2552,620,335,88637,3360,86023,3479,2614,956,38651,2622,34852,3002,3799,1450,54071,3229,48733,3460,5338,1517,53222,2254,48002,2737,5220,1758,35439,1635,31978,1948,3461,1098,27104,1445,25636,1648,1468,659,12153,1171,11677,1153,476,574,6164,859,6009,825,155,245,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
