GEO_ID,B10051B_001E,B10051B_001M,B10051B_002E,B10051B_002M,B10051B_003E,B10051B_003M,B10051B_004E,B10051B_004M,B10051B_005E,B10051B_005M,B10051B_006E,B10051B_006M,B10051B_007E,B10051B_007M,NAME,B10051B_001MA,B10051B_001EA,B10051B_002EA,B10051B_002MA,B10051B_003EA,B10051B_003MA,B10051B_004EA,B10051B_004MA,B10051B_005MA,B10051B_005EA,B10051B_006MA,B10051B_006EA,B10051B_007MA,B10051B_007EA,state
0400000US08,5811,1580,1917,1120,1340,984,577,466,3894,1089,1745,740,2149,853,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,13175,2328,5936,1525,3464,1186,2472,815,7239,1684,3060,1082,4179,1072,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,8535,1586,4300,1238,2476,933,1824,623,4235,1202,2849,1120,1386,526,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,43068,5151,20679,2864,10996,1884,9683,1969,22389,3711,10255,2521,12134,2471,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,48963,4005,19172,2524,10334,1912,8838,1779,29791,3267,13502,2106,16289,2314,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1614,692,442,382,230,197,212,319,1172,604,623,376,549,453,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,10485,2141,4710,1247,3001,1071,1709,685,5775,1532,3521,1165,2254,826,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,6496,1895,3355,1217,1921,988,1434,693,3141,1253,1240,643,1901,876,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4818,1042,1656,617,1042,564,614,344,3162,951,853,584,2309,800,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,67566,6926,29785,4264,18108,3348,11677,2035,37781,4394,16329,2727,21452,3244,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,98247,7307,36186,3644,20349,2752,15837,2645,62061,6454,27205,3959,34856,4735,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,40206,4129,22038,2797,13598,2333,8440,1526,18168,2618,9312,2126,8856,1897,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,7453,1561,3814,1281,1871,739,1943,1087,3639,1057,1717,686,1922,752,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,6397,1370,3259,896,1393,429,1866,670,3138,1040,1918,948,1220,418,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,7937,1535,4745,1136,2770,935,1975,641,3192,910,2080,798,1112,586,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,11334,2157,5468,1651,3046,1206,2422,909,5866,1373,2694,687,3172,1047,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,44384,4282,19216,2593,9872,1858,9344,1661,25168,3153,12516,2354,12652,2099,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,53054,5633,21913,3562,11913,2390,10000,2167,31141,4374,14861,3282,16280,2511,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,61098,4710,20092,2051,10761,1601,9331,1546,41006,4049,18118,3270,22888,2489,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,36970,4079,21484,3276,12226,2450,9258,1853,15486,2345,7772,1578,7714,1763,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,11301,2134,3579,992,1978,657,1601,788,7722,1951,2284,1074,5438,1417,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,104585,7345,44711,4642,26272,3981,18439,2607,59874,5300,30444,4605,29430,3985,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,52103,5272,18192,3222,8975,2063,9217,2229,33911,3345,13168,2287,20743,2412,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,109196,8113,39466,4477,19907,3047,19559,3076,69730,6808,26890,3512,42840,4823,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,13479,2187,2300,717,881,482,1419,570,11179,2157,3681,1485,7498,1789,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,7198,1693,2053,823,1426,723,627,361,5145,1500,1212,678,3933,1373,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,92646,5334,28618,3491,14034,2451,14584,3098,64028,4225,21130,2164,42898,3608,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,32532,3661,10647,2017,4192,1324,6455,1627,21885,2613,7908,1760,13977,2230,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,30500,3110,14538,2270,9102,2077,5436,1338,15962,2599,7511,1650,8451,1914,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,13187,2323,5032,1502,2589,982,2443,951,8155,1865,4397,1441,3758,1281,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,38387,3713,15236,2480,9540,1916,5696,1232,23151,3248,13061,2571,10090,1777,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,32620,3111,11741,2100,7060,1871,4681,1113,20879,2148,9476,1721,11403,1660,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,4447,1278,1432,831,554,384,878,801,3015,951,1103,526,1912,760,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
