GEO_ID,B20017E_001E,B20017E_001M,B20017E_002E,B20017E_002M,B20017E_003E,B20017E_003M,B20017E_004E,B20017E_004M,B20017E_005E,B20017E_005M,B20017E_006E,B20017E_006M,B20017E_007E,B20017E_007M,NAME,B20017E_001MA,B20017E_001EA,B20017E_002EA,B20017E_002MA,B20017E_003EA,B20017E_003MA,B20017E_004EA,B20017E_004MA,B20017E_005MA,B20017E_005EA,B20017E_006MA,B20017E_006EA,B20017E_007EA,B20017E_007MA,state
0400000US08,31039,7165,55906,21724,60367,7424,11738,4225,27650,3544,29090,22618,14411,27262,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,19786,8343,20122,6913,24076,7621,4537,3179,14817,57974,45622,30404,13323,9538,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,26089,8041,16869,27846,40166,35725,-666666666,-222222222,26810,7476,27403,11281,6116,2124,Kentucky,null,null,null,null,null,null,-,**,null,null,null,null,null,null,21
0400000US22,27350,44789,41229,22958,40813,31084,-666666666,-222222222,26367,59955,-666666666,-222222222,2499,-333333333,Louisiana,null,null,null,null,null,null,-,**,null,null,**,-,"2,500-",***,22
0400000US17,31149,8195,30054,17417,30880,9551,7335,15345,34140,5643,36526,10370,11170,14198,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,18961,2730,21906,7559,25650,3936,9100,4397,15794,3342,20227,3128,10153,7367,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,31118,16910,33080,10061,34152,3560,21094,22685,22659,26140,32000,45774,22319,11777,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,28036,7696,31090,15310,36504,21878,5633,4028,26565,7933,32061,20390,10118,7556,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,27874,3170,28711,5640,28921,7906,7542,7008,25126,13098,27726,17208,5500,7455,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,32982,6023,41211,10663,42625,7913,31053,27560,22467,15030,35148,4946,7313,15608,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,12157,74176,83401,35087,83401,35087,-666666666,-222222222,11593,14416,-666666666,-222222222,-666666666,-222222222,Alabama,null,null,null,null,null,null,-,**,null,null,**,-,-,**,01
0400000US50,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Vermont,**,-,-,**,-,**,-,**,**,-,**,-,-,**,50
0400000US32,31073,7440,31115,9316,41317,6510,20776,10620,31002,8603,40129,7750,11582,11479,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,West Virginia,**,-,-,**,-,**,-,**,**,-,**,-,-,**,54
0400000US40,30914,4438,25077,4769,30259,7531,21040,12557,35731,6554,37101,23448,13750,24376,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,31262,19771,43333,56879,56547,7420,10604,5031,30767,6979,32153,8217,2756,2412,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Puerto Rico,**,-,-,**,-,**,-,**,**,-,**,-,-,**,72
0400000US51,31664,12753,41901,13304,48327,10841,11341,10125,9973,10282,13542,27341,7833,14355,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,47579,39931,55568,15566,56320,18248,-666666666,-222222222,10720,11340,11559,8482,4472,24861,South Carolina,null,null,null,null,null,null,-,**,null,null,null,null,null,null,45
0400000US41,30492,5007,25256,12229,40625,13255,10157,6338,33057,5621,35701,3135,7043,15006,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,67135,68590,100720,44206,100720,44206,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Wyoming,null,null,null,null,null,null,-,**,**,-,**,-,-,**,56
0400000US06,33111,3482,38839,4579,48046,4389,15090,5360,31092,1080,40495,3560,13003,2659,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,34859,9649,41565,9555,50676,8472,18706,14585,21717,13886,36272,6094,14100,2369,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,27422,22932,41077,6960,41040,7223,-666666666,-222222222,24019,1316,24584,1751,2499,-333333333,Maryland,null,null,null,null,null,null,-,**,null,null,null,null,"2,500-",***,24
0400000US12,23018,4035,21581,13508,36825,5956,7481,2302,23371,3468,31370,10886,15971,18087,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,46014,27034,69507,11653,69978,11366,41595,72194,17772,29802,46437,3143,6923,12159,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,51136,28670,21997,124681,-666666666,-222222222,-666666666,-222222222,51875,8369,51875,8369,-666666666,-222222222,District of Columbia,null,null,null,null,-,**,-,**,null,null,null,null,-,**,11
0400000US49,29105,2126,36016,8678,46190,8033,4641,4922,25565,7245,32868,7956,10631,2677,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,28613,11572,32083,24458,37689,33410,6343,12527,26578,12005,45915,7183,16000,7381,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
