GEO_ID,B19037I_001E,B19037I_001M,B19037I_002E,B19037I_002M,B19037I_003E,B19037I_003M,B19037I_004E,B19037I_004M,B19037I_005E,B19037I_005M,B19037I_006E,B19037I_006M,B19037I_007E,B19037I_007M,B19037I_008E,B19037I_008M,B19037I_009E,B19037I_009M,B19037I_010E,B19037I_010M,B19037I_011E,B19037I_011M,B19037I_012E,B19037I_012M,B19037I_013E,B19037I_013M,B19037I_014E,B19037I_014M,B19037I_015E,B19037I_015M,B19037I_016E,B19037I_016M,B19037I_017E,B19037I_017M,B19037I_018E,B19037I_018M,B19037I_019E,B19037I_019M,B19037I_020E,B19037I_020M,B19037I_021E,B19037I_021M,B19037I_022E,B19037I_022M,B19037I_023E,B19037I_023M,B19037I_024E,B19037I_024M,B19037I_025E,B19037I_025M,B19037I_026E,B19037I_026M,B19037I_027E,B19037I_027M,B19037I_028E,B19037I_028M,B19037I_029E,B19037I_029M,B19037I_030E,B19037I_030M,B19037I_031E,B19037I_031M,B19037I_032E,B19037I_032M,B19037I_033E,B19037I_033M,B19037I_034E,B19037I_034M,B19037I_035E,B19037I_035M,B19037I_036E,B19037I_036M,B19037I_037E,B19037I_037M,B19037I_038E,B19037I_038M,B19037I_039E,B19037I_039M,B19037I_040E,B19037I_040M,B19037I_041E,B19037I_041M,B19037I_042E,B19037I_042M,B19037I_043E,B19037I_043M,B19037I_044E,B19037I_044M,B19037I_045E,B19037I_045M,B19037I_046E,B19037I_046M,B19037I_047E,B19037I_047M,B19037I_048E,B19037I_048M,B19037I_049E,B19037I_049M,B19037I_050E,B19037I_050M,B19037I_051E,B19037I_051M,B19037I_052E,B19037I_052M,B19037I_053E,B19037I_053M,B19037I_054E,B19037I_054M,B19037I_055E,B19037I_055M,B19037I_056E,B19037I_056M,B19037I_057E,B19037I_057M,B19037I_058E,B19037I_058M,B19037I_059E,B19037I_059M,B19037I_060E,B19037I_060M,B19037I_061E,B19037I_061M,B19037I_062E,B19037I_062M,B19037I_063E,B19037I_063M,B19037I_064E,B19037I_064M,B19037I_065E,B19037I_065M,B19037I_066E,B19037I_066M,B19037I_067E,B19037I_067M,B19037I_068E,B19037I_068M,B19037I_069E,B19037I_069M,NAME,B19037I_001EA,B19037I_001MA,B19037I_002MA,B19037I_002EA,B19037I_003EA,B19037I_003MA,B19037I_004EA,B19037I_004MA,B19037I_005EA,B19037I_005MA,B19037I_006MA,B19037I_006EA,B19037I_007MA,B19037I_007EA,B19037I_008MA,B19037I_008EA,B19037I_009EA,B19037I_009MA,B19037I_010EA,B19037I_010MA,B19037I_011MA,B19037I_011EA,B19037I_012MA,B19037I_012EA,B19037I_013MA,B19037I_013EA,B19037I_014EA,B19037I_014MA,B19037I_015EA,B19037I_015MA,B19037I_016MA,B19037I_016EA,B19037I_017MA,B19037I_017EA,B19037I_018MA,B19037I_018EA,B19037I_019EA,B19037I_019MA,B19037I_020EA,B19037I_020MA,B19037I_021MA,B19037I_021EA,B19037I_022MA,B19037I_022EA,B19037I_023MA,B19037I_023EA,B19037I_024MA,B19037I_024EA,B19037I_025EA,B19037I_025MA,B19037I_026MA,B19037I_026EA,B19037I_027MA,B19037I_027EA,B19037I_028MA,B19037I_028EA,B19037I_029MA,B19037I_029EA,B19037I_030MA,B19037I_030EA,B19037I_031EA,B19037I_031MA,B19037I_032EA,B19037I_032MA,B19037I_033EA,B19037I_033MA,B19037I_034MA,B19037I_034EA,B19037I_035MA,B19037I_035EA,B19037I_036EA,B19037I_036MA,B19037I_037EA,B19037I_037MA,B19037I_038EA,B19037I_038MA,B19037I_039MA,B19037I_039EA,B19037I_040MA,B19037I_040EA,B19037I_041EA,B19037I_041MA,B19037I_042EA,B19037I_042MA,B19037I_043EA,B19037I_043MA,B19037I_044MA,B19037I_044EA,B19037I_045MA,B19037I_045EA,B19037I_046MA,B19037I_046EA,B19037I_047EA,B19037I_047MA,B19037I_048EA,B19037I_048MA,B19037I_049MA,B19037I_049EA,B19037I_050MA,B19037I_050EA,B19037I_051EA,B19037I_051MA,B19037I_052EA,B19037I_052MA,B19037I_053EA,B19037I_053MA,B19037I_054EA,B19037I_054MA,B19037I_055EA,B19037I_055MA,B19037I_056MA,B19037I_056EA,B19037I_057MA,B19037I_057EA,B19037I_058MA,B19037I_058EA,B19037I_059EA,B19037I_059MA,B19037I_060EA,B19037I_060MA,B19037I_061MA,B19037I_061EA,B19037I_062MA,B19037I_062EA,B19037I_063MA,B19037I_063EA,B19037I_064EA,B19037I_064MA,B19037I_065EA,B19037I_065MA,B19037I_066MA,B19037I_066EA,B19037I_067MA,B19037I_067EA,B19037I_068MA,B19037I_068EA,B19037I_069EA,B19037I_069MA,state
0400000US08,352054,5975,21463,2726,1532,683,1011,502,1006,550,1982,854,1171,574,2005,936,2364,1057,739,458,875,505,2542,905,2844,1041,1621,869,460,336,691,480,620,526,0,204,164839,5320,9351,1900,4071,1201,4536,1125,6476,1435,9210,2246,9204,1832,9368,2087,10015,1707,9528,1691,14024,1910,21589,3143,25427,3003,11993,1691,7668,1458,7633,1730,4746,1379,119586,4444,8659,1816,5390,1451,3275,1132,5141,1384,4789,1264,4381,1358,4746,1160,4328,951,5601,1225,8371,1584,13123,1806,18886,2496,11032,1793,6535,1546,8699,1387,6630,1569,46166,1965,4361,880,4867,922,4407,1033,3531,797,2045,719,2863,724,2674,773,2105,779,2101,570,3024,751,3172,873,4961,1214,2451,722,1443,616,590,438,1571,946,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,129623,3568,9206,1689,1820,758,773,431,371,316,421,269,585,482,757,473,310,412,582,376,374,408,800,502,1384,798,493,425,300,288,82,132,0,198,154,192,67576,3248,4022,1461,2150,759,2836,1096,6664,1633,4674,1178,5021,1592,4847,1162,2954,889,3007,1029,8098,1371,7653,1429,7221,1457,3228,957,2141,815,2245,921,815,440,42004,2837,2433,755,885,572,843,441,2814,982,2391,868,2465,975,1498,615,2495,1109,890,412,3388,964,5207,1209,6333,1407,4250,1127,1624,711,2633,1021,1855,858,10837,1413,1249,547,883,462,1070,610,571,366,1101,487,270,199,784,388,505,311,333,255,678,382,1210,575,1007,502,450,290,205,187,300,282,221,206,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,43976,2420,4141,1090,624,455,309,314,30,51,315,300,538,415,606,558,519,429,400,372,0,197,213,198,412,377,73,90,102,107,0,197,0,197,0,197,22539,1994,901,406,493,359,1411,651,1704,544,1384,597,2066,932,1850,677,1597,719,928,462,1848,788,2857,859,2270,906,1108,516,828,491,768,524,526,493,13402,1752,1451,763,439,352,1118,638,449,392,617,517,743,546,1175,658,688,542,1535,796,818,508,775,413,993,369,1127,478,783,521,313,292,378,258,3894,933,366,296,608,574,160,171,251,219,14,25,339,372,104,123,381,325,35,66,458,307,295,285,297,256,136,214,365,317,73,98,12,18,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74298,3262,2768,1027,161,163,203,225,183,195,527,436,99,124,470,554,311,305,119,153,54,65,143,176,407,388,91,128,0,217,0,217,0,217,0,217,35497,2915,3924,1255,1555,811,2386,1148,3368,1099,2228,1017,2366,1163,2023,855,1600,748,954,433,2757,988,2419,836,4218,1148,1729,977,1879,861,1197,654,894,432,25399,2190,1707,886,1647,688,996,517,1429,761,1636,871,1254,727,1467,744,1016,673,1479,755,1547,643,2725,807,3122,1009,2366,992,1337,607,739,471,932,460,10634,1592,622,350,637,337,1663,755,143,139,1067,755,578,352,331,250,502,474,172,183,590,543,1502,819,1093,604,698,386,266,227,376,372,394,318,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,596754,6323,25697,2661,3480,1118,934,465,2328,1168,1673,611,1261,543,2173,805,1703,759,671,395,1367,701,1852,632,3290,1034,2513,912,1248,592,705,507,364,245,135,120,278103,5675,10938,1792,6461,1362,10534,1709,17762,2552,15094,1986,19802,2906,16904,2498,16439,2366,14455,2389,23968,2831,33142,2692,37135,3356,23753,2512,14482,2056,10215,1424,7019,1308,222580,5205,9557,1695,6413,1552,7377,1466,9369,1589,8999,1717,8834,1550,9438,1776,10348,1790,8875,1667,18680,2266,27554,2673,31254,2538,24145,2724,14588,2241,16112,2076,11037,1581,70374,3106,6390,1132,5589,1352,5667,1211,8901,1376,5117,1198,5701,1249,3271,1059,3395,1294,2693,781,4622,1065,4451,1003,6712,1270,3377,886,1257,483,1800,600,1431,542,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,52009,2485,6142,1160,713,441,605,390,230,212,585,394,358,361,570,430,477,374,233,203,211,183,447,360,548,384,492,419,419,387,68,113,0,163,186,270,25874,1815,1345,553,1267,608,972,486,1294,633,889,517,1755,656,1565,567,1813,619,1952,656,1928,662,3200,921,3635,1093,1968,775,545,313,1378,618,368,232,16343,1662,1202,653,523,423,1165,633,1229,619,735,538,1019,426,671,398,789,480,418,238,726,382,2016,751,2981,906,1320,434,820,412,379,257,350,225,3650,942,370,314,152,170,329,247,386,247,138,155,194,159,117,119,171,146,302,283,622,426,192,269,268,292,239,225,83,127,87,153,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,61579,2651,5593,1073,1002,587,210,220,443,348,293,250,331,326,804,573,804,561,199,199,276,287,635,466,175,163,248,230,173,196,0,201,0,201,0,201,33115,2352,1362,784,917,506,2385,908,1681,722,2466,1026,1346,634,2549,890,2100,910,2418,1020,4123,1213,4262,1240,3378,1079,2530,998,676,421,358,260,564,510,19508,2315,871,463,501,559,1035,491,902,474,1969,904,1665,885,1147,536,534,352,1369,706,2317,1065,2120,932,2217,907,1008,537,898,591,767,382,188,182,3363,861,415,304,289,271,677,442,64,94,59,85,151,167,27,45,498,341,135,163,80,99,254,187,412,408,49,84,141,161,0,201,112,143,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,79933,3083,7525,1154,678,468,742,364,235,198,569,328,1275,574,502,323,417,377,390,375,275,325,380,371,797,489,814,513,0,147,431,495,0,147,20,31,41398,2847,1958,639,1544,684,1319,633,2079,731,2902,1098,3985,1051,1995,754,2979,759,3028,1015,3308,981,4814,1092,5000,1297,3147,881,1043,464,1562,590,735,371,26218,1812,972,460,1189,609,916,625,1357,713,1035,484,823,395,1160,573,1275,501,1280,603,2206,773,2752,911,4192,1011,2473,703,1673,609,1412,522,1503,480,4792,841,557,278,528,292,418,278,312,285,177,177,294,211,370,253,137,140,131,123,219,226,476,280,261,162,244,235,36,44,250,245,382,320,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
