GEO_ID,B27001F_001E,B27001F_001M,B27001F_002E,B27001F_002M,B27001F_003E,B27001F_003M,B27001F_004E,B27001F_004M,B27001F_005E,B27001F_005M,B27001F_006E,B27001F_006M,B27001F_007E,B27001F_007M,B27001F_008E,B27001F_008M,B27001F_009E,B27001F_009M,B27001F_010E,B27001F_010M,B27001F_011E,B27001F_011M,B27001F_012E,B27001F_012M,B27001F_013E,B27001F_013M,B27001F_014E,B27001F_014M,B27001F_015E,B27001F_015M,B27001F_016E,B27001F_016M,B27001F_017E,B27001F_017M,B27001F_018E,B27001F_018M,B27001F_019E,B27001F_019M,B27001F_020E,B27001F_020M,B27001F_021E,B27001F_021M,B27001F_022E,B27001F_022M,B27001F_023E,B27001F_023M,B27001F_024E,B27001F_024M,B27001F_025E,B27001F_025M,B27001F_026E,B27001F_026M,B27001F_027E,B27001F_027M,B27001F_028E,B27001F_028M,NAME,B27001F_001MA,B27001F_001EA,B27001F_002EA,B27001F_002MA,B27001F_003MA,B27001F_003EA,B27001F_004MA,B27001F_004EA,B27001F_005EA,B27001F_005MA,B27001F_006EA,B27001F_006MA,B27001F_007EA,B27001F_007MA,B27001F_008EA,B27001F_008MA,B27001F_009EA,B27001F_009MA,B27001F_010MA,B27001F_010EA,B27001F_011MA,B27001F_011EA,B27001F_012MA,B27001F_012EA,B27001F_013EA,B27001F_013MA,B27001F_014EA,B27001F_014MA,B27001F_015MA,B27001F_015EA,B27001F_016MA,B27001F_016EA,B27001F_017MA,B27001F_017EA,B27001F_018EA,B27001F_018MA,B27001F_019EA,B27001F_019MA,B27001F_020MA,B27001F_020EA,B27001F_021MA,B27001F_021EA,B27001F_022MA,B27001F_022EA,B27001F_023MA,B27001F_023EA,B27001F_024EA,B27001F_024MA,B27001F_025MA,B27001F_025EA,B27001F_026MA,B27001F_026EA,B27001F_027MA,B27001F_027EA,B27001F_028EA,B27001F_028MA,state
0400000US08,193307,13387,15164,2865,14132,2764,1032,751,36641,4443,34455,4415,2186,885,26801,3927,21707,3260,5094,1892,27136,3400,20018,2811,7118,2099,30969,3236,22379,2685,8590,2114,23689,2671,19194,2663,4495,1693,19359,2630,15477,2022,3882,1266,9901,1526,9020,1535,881,725,3647,931,3647,931,0,204,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,161535,10633,15192,2470,13900,2544,1292,716,41376,4334,37755,4177,3621,1644,21852,2704,16218,2361,5634,1324,20211,2369,12589,1953,7622,1921,27069,3211,18022,2378,9047,2371,18426,2164,12794,1810,5632,1625,10834,1843,10005,1853,829,539,4379,952,4119,936,260,272,2196,808,2196,808,0,198,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,50912,6125,6978,1734,6568,1704,410,331,14782,2637,12920,2530,1862,999,5777,1793,3740,1474,2037,806,7877,1684,2867,856,5010,1324,9080,1759,4952,1406,4128,1187,3363,939,2182,708,1181,655,1622,727,1429,697,193,180,557,345,386,315,171,170,876,574,775,596,101,127,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,61774,7550,8457,2392,7006,2042,1451,1012,14159,2851,10774,2480,3385,1316,5499,1712,1907,783,3592,1382,11962,2454,3518,1120,8444,2151,9069,1769,5468,1314,3601,1270,5646,1408,3365,1141,2281,989,4027,1205,3508,1116,519,514,1948,905,1948,905,0,217,1007,590,1007,590,0,217,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,711223,25560,59151,4623,56182,4387,2969,1424,165578,9755,158465,9639,7113,2003,80962,6149,61026,5237,19936,2798,98003,5808,66355,5141,31648,4406,117694,6815,80255,5514,37439,5021,88674,5608,67590,5264,21084,3461,62064,4292,50091,3915,11973,1948,25849,2381,23095,2439,2754,1594,13248,2066,12781,2066,467,353,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,30710,5287,2488,1173,2284,1085,204,356,6588,1753,6061,1767,527,446,5156,1248,3610,1021,1546,677,4308,1254,2537,888,1771,894,4744,1286,2269,823,2475,811,3956,1213,2755,882,1201,715,2690,806,2421,767,269,263,666,307,666,307,0,163,114,115,114,115,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,8985,2724,1009,743,964,736,45,79,1673,948,1673,948,0,192,1049,428,845,387,204,189,1247,597,689,462,558,410,1593,940,1375,856,218,246,1133,731,887,508,246,296,505,292,505,292,0,192,393,288,393,288,0,192,383,297,324,293,59,67,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,83577,6772,6697,1429,6197,1378,500,452,23335,2998,20565,2631,2770,1386,13155,2326,9431,2042,3724,1448,11512,2207,7038,1726,4474,1199,12368,2109,7792,1554,4576,1463,9035,1752,6817,1513,2218,868,5708,1216,4707,1147,1001,616,1220,635,1005,620,215,237,547,400,417,355,130,211,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,19531,4171,1498,714,1360,696,138,152,5497,1791,5275,1773,222,180,1663,802,1539,804,124,148,1894,743,925,457,969,611,3480,1000,2035,944,1445,623,2841,970,2098,814,743,414,1786,816,1688,815,98,161,829,463,750,462,79,126,43,51,43,51,0,200,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,102134,7881,10207,1848,9466,1768,741,545,26499,3447,23200,3358,3299,1080,11842,1921,8415,1582,3427,1190,15415,1915,10775,1720,4640,1195,17319,2211,10002,1790,7317,1745,11949,1703,8525,1400,3424,1235,6072,1199,4629,972,1443,976,1931,709,1880,701,51,79,900,488,900,488,0,147,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
