GEO_ID,B10051I_001E,B10051I_001M,B10051I_002E,B10051I_002M,B10051I_003E,B10051I_003M,B10051I_004E,B10051I_004M,B10051I_005E,B10051I_005M,B10051I_006E,B10051I_006M,B10051I_007E,B10051I_007M,NAME,B10051I_001MA,B10051I_001EA,B10051I_002MA,B10051I_002EA,B10051I_003MA,B10051I_003EA,B10051I_004MA,B10051I_004EA,B10051I_005MA,B10051I_005EA,B10051I_006MA,B10051I_006EA,B10051I_007MA,B10051I_007EA,state
0400000US08,30811,3857,11248,2601,6446,1979,4802,1264,19563,2850,9965,1894,9598,2036,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,12070,2397,5014,1638,3482,1362,1532,810,7056,1810,4932,1544,2124,815,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1860,803,202,178,79,96,123,146,1658,808,858,585,800,560,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,5506,1565,1399,659,1069,576,330,258,4107,1433,1682,1021,2425,1214,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,66090,5484,16100,3190,12061,3018,4039,1291,49990,4856,28210,3788,21780,2896,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,4960,1248,1219,656,745,525,474,395,3741,1297,2247,1018,1494,700,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,6472,1594,2325,1111,1623,1059,702,364,4147,1381,2747,1219,1400,791,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,2373,1039,625,506,413,438,212,223,1748,868,777,495,971,619,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,6212,1468,1500,612,951,364,549,408,4712,1228,2268,728,2444,907,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,21159,3561,5800,1568,4104,1179,1696,991,15359,3023,9461,2391,5898,1831,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,25553,3941,8408,2083,6426,1883,1982,1072,17145,3712,9902,3104,7243,1692,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,5019,1588,2499,1272,1625,1061,874,699,2520,994,1268,746,1252,751,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,29204,3094,10694,2742,6912,2406,3782,1111,18510,2389,9733,1908,8777,1763,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,9265,1552,3052,951,2451,874,601,458,6213,1343,2735,928,3478,888,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,6632,1452,2024,857,1448,804,576,323,4608,1142,3082,1038,1526,574,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,73339,6190,26364,3673,13663,2549,12701,2429,46975,4955,18476,2972,28499,3647,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,22329,2748,4480,1495,2828,1211,1652,832,17849,2405,8580,2158,9269,1926,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,6386,1968,1875,1005,899,729,976,632,4511,1692,2611,1357,1900,978,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,11689,2545,4761,1896,3089,1463,1672,958,6928,1892,3197,1197,3731,1338,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,594716,17047,113402,7585,69304,5595,44098,3784,481314,14465,225880,11451,255434,9722,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1591,753,999,615,511,503,488,319,592,378,380,320,212,221,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
