GEO_ID,B19037D_001E,B19037D_001M,B19037D_002E,B19037D_002M,B19037D_003E,B19037D_003M,B19037D_004E,B19037D_004M,B19037D_005E,B19037D_005M,B19037D_006E,B19037D_006M,B19037D_007E,B19037D_007M,B19037D_008E,B19037D_008M,B19037D_009E,B19037D_009M,B19037D_010E,B19037D_010M,B19037D_011E,B19037D_011M,B19037D_012E,B19037D_012M,B19037D_013E,B19037D_013M,B19037D_014E,B19037D_014M,B19037D_015E,B19037D_015M,B19037D_016E,B19037D_016M,B19037D_017E,B19037D_017M,B19037D_018E,B19037D_018M,B19037D_019E,B19037D_019M,B19037D_020E,B19037D_020M,B19037D_021E,B19037D_021M,B19037D_022E,B19037D_022M,B19037D_023E,B19037D_023M,B19037D_024E,B19037D_024M,B19037D_025E,B19037D_025M,B19037D_026E,B19037D_026M,B19037D_027E,B19037D_027M,B19037D_028E,B19037D_028M,B19037D_029E,B19037D_029M,B19037D_030E,B19037D_030M,B19037D_031E,B19037D_031M,B19037D_032E,B19037D_032M,B19037D_033E,B19037D_033M,B19037D_034E,B19037D_034M,B19037D_035E,B19037D_035M,B19037D_036E,B19037D_036M,B19037D_037E,B19037D_037M,B19037D_038E,B19037D_038M,B19037D_039E,B19037D_039M,B19037D_040E,B19037D_040M,B19037D_041E,B19037D_041M,B19037D_042E,B19037D_042M,B19037D_043E,B19037D_043M,B19037D_044E,B19037D_044M,B19037D_045E,B19037D_045M,B19037D_046E,B19037D_046M,B19037D_047E,B19037D_047M,B19037D_048E,B19037D_048M,B19037D_049E,B19037D_049M,B19037D_050E,B19037D_050M,B19037D_051E,B19037D_051M,B19037D_052E,B19037D_052M,B19037D_053E,B19037D_053M,B19037D_054E,B19037D_054M,B19037D_055E,B19037D_055M,B19037D_056E,B19037D_056M,B19037D_057E,B19037D_057M,B19037D_058E,B19037D_058M,B19037D_059E,B19037D_059M,B19037D_060E,B19037D_060M,B19037D_061E,B19037D_061M,B19037D_062E,B19037D_062M,B19037D_063E,B19037D_063M,B19037D_064E,B19037D_064M,B19037D_065E,B19037D_065M,B19037D_066E,B19037D_066M,B19037D_067E,B19037D_067M,B19037D_068E,B19037D_068M,B19037D_069E,B19037D_069M,NAME,B19037D_001EA,B19037D_001MA,B19037D_002EA,B19037D_002MA,B19037D_003EA,B19037D_003MA,B19037D_004EA,B19037D_004MA,B19037D_005EA,B19037D_005MA,B19037D_006EA,B19037D_006MA,B19037D_007EA,B19037D_007MA,B19037D_008EA,B19037D_008MA,B19037D_009EA,B19037D_009MA,B19037D_010MA,B19037D_010EA,B19037D_011MA,B19037D_011EA,B19037D_012MA,B19037D_012EA,B19037D_013MA,B19037D_013EA,B19037D_014EA,B19037D_014MA,B19037D_015EA,B19037D_015MA,B19037D_016MA,B19037D_016EA,B19037D_017MA,B19037D_017EA,B19037D_018MA,B19037D_018EA,B19037D_019EA,B19037D_019MA,B19037D_020EA,B19037D_020MA,B19037D_021MA,B19037D_021EA,B19037D_022MA,B19037D_022EA,B19037D_023MA,B19037D_023EA,B19037D_024MA,B19037D_024EA,B19037D_025MA,B19037D_025EA,B19037D_026EA,B19037D_026MA,B19037D_027EA,B19037D_027MA,B19037D_028EA,B19037D_028MA,B19037D_029MA,B19037D_029EA,B19037D_030MA,B19037D_030EA,B19037D_031EA,B19037D_031MA,B19037D_032MA,B19037D_032EA,B19037D_033EA,B19037D_033MA,B19037D_034MA,B19037D_034EA,B19037D_035MA,B19037D_035EA,B19037D_036EA,B19037D_036MA,B19037D_037EA,B19037D_037MA,B19037D_038EA,B19037D_038MA,B19037D_039MA,B19037D_039EA,B19037D_040MA,B19037D_040EA,B19037D_041EA,B19037D_041MA,B19037D_042EA,B19037D_042MA,B19037D_043MA,B19037D_043EA,B19037D_044MA,B19037D_044EA,B19037D_045MA,B19037D_045EA,B19037D_046EA,B19037D_046MA,B19037D_047EA,B19037D_047MA,B19037D_048EA,B19037D_048MA,B19037D_049EA,B19037D_049MA,B19037D_050EA,B19037D_050MA,B19037D_051MA,B19037D_051EA,B19037D_052MA,B19037D_052EA,B19037D_053MA,B19037D_053EA,B19037D_054MA,B19037D_054EA,B19037D_055EA,B19037D_055MA,B19037D_056MA,B19037D_056EA,B19037D_057MA,B19037D_057EA,B19037D_058MA,B19037D_058EA,B19037D_059EA,B19037D_059MA,B19037D_060EA,B19037D_060MA,B19037D_061MA,B19037D_061EA,B19037D_062MA,B19037D_062EA,B19037D_063MA,B19037D_063EA,B19037D_064EA,B19037D_064MA,B19037D_065MA,B19037D_065EA,B19037D_066MA,B19037D_066EA,B19037D_067MA,B19037D_067EA,B19037D_068MA,B19037D_068EA,B19037D_069EA,B19037D_069MA,state
0400000US08,60599,3029,3733,1139,536,404,460,348,1031,794,235,252,81,137,0,204,120,201,0,204,128,215,355,285,149,184,435,367,0,204,57,97,41,102,105,184,28832,2126,1133,653,604,427,704,436,846,564,289,254,620,378,642,375,865,404,785,492,1801,828,3486,1039,4809,1220,4241,936,2450,605,2910,822,2647,674,20183,1645,774,411,327,255,556,405,430,266,765,455,498,362,429,308,883,526,496,313,1247,573,1958,626,2381,657,2418,637,1959,627,1549,494,3513,773,7851,1228,1213,491,235,206,48,73,425,323,425,336,504,486,361,248,672,301,297,261,705,394,650,348,576,299,233,210,228,160,306,211,973,637,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,48965,2502,3680,921,1462,704,317,289,138,177,231,270,214,208,60,101,242,276,55,95,237,245,169,200,304,356,119,196,0,198,132,162,0,198,0,198,25777,2142,1557,594,248,184,1624,671,1727,801,1445,805,386,323,432,375,1682,738,973,484,1464,623,2895,1041,4411,1106,1888,895,1852,738,2148,912,1045,543,14784,1707,350,300,181,148,375,409,256,202,650,555,652,558,697,481,367,338,784,610,1308,633,1500,820,1982,705,1214,562,1331,587,1080,523,2057,641,4724,871,279,277,535,408,342,253,661,607,66,110,235,270,294,258,150,188,89,103,273,247,287,247,344,234,420,298,269,234,240,203,240,201,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,20095,1774,1205,676,310,269,0,197,23,43,141,153,105,181,348,351,0,197,48,84,0,197,230,335,0,197,0,197,0,197,0,197,0,197,0,197,10832,1280,401,299,134,104,556,411,488,379,1184,767,1027,618,617,599,355,287,225,206,580,334,1047,522,1688,687,1172,516,344,306,627,350,387,285,6239,1131,144,126,127,161,0,197,562,553,534,441,350,358,235,199,192,163,118,161,239,221,85,83,805,399,329,285,633,285,590,371,1296,586,1819,663,104,117,0,197,131,148,44,46,16,28,172,219,216,188,27,50,20,34,145,157,31,51,253,224,65,86,0,197,176,279,419,356,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23434,1568,891,457,319,249,86,145,38,69,49,77,16,35,0,217,119,118,0,217,0,217,6,13,0,217,0,217,0,217,0,217,0,217,258,351,11002,1396,496,302,395,374,662,532,90,95,299,290,921,466,833,468,258,229,239,246,1232,602,715,417,1479,589,1352,594,817,469,621,441,593,370,8289,1206,344,214,66,121,364,368,376,295,127,117,258,225,570,353,139,141,486,490,1127,601,884,495,1566,546,521,285,368,293,394,268,699,373,3252,693,135,100,498,438,409,425,203,169,0,217,58,86,251,231,333,341,121,211,258,259,181,206,393,251,321,214,37,62,54,111,0,217,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,245152,4623,12817,1926,5691,1128,1027,676,408,306,808,527,172,160,365,283,534,425,412,304,307,336,683,474,772,585,649,391,382,307,79,131,20,36,508,550,112741,3854,6620,1361,1316,548,1865,705,3417,1100,2176,788,2211,677,2552,878,2846,873,3090,1104,5566,1270,10341,2011,16900,1963,14880,1897,8372,1605,13128,1938,17461,2287,80391,2907,2207,613,1701,812,1793,677,2460,963,2350,817,2332,813,2076,698,2915,909,2808,941,3293,840,8340,1331,8135,1246,8191,1371,6453,1225,9412,1522,15925,1725,39203,2166,5515,1291,2917,842,2474,909,1582,645,928,502,1409,485,1732,907,1484,640,1203,685,2793,878,2953,914,3766,791,2772,754,1540,546,2317,763,3818,785,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,76066,2921,4652,959,1173,488,95,79,160,149,186,150,234,151,376,316,223,238,163,159,222,253,349,286,582,329,248,200,169,162,415,282,57,67,0,147,42294,2605,1211,591,325,230,734,382,1175,619,1086,499,1709,701,1477,461,1545,539,1971,609,2757,769,4724,988,6334,1397,4718,1024,4148,877,4995,1078,3385,886,23379,1750,853,404,988,504,270,235,1010,566,535,446,1232,558,805,412,710,455,351,256,803,382,1538,480,2667,798,2754,617,1971,792,2760,809,4132,962,5741,1057,684,395,787,381,283,224,71,102,276,204,395,280,177,185,210,162,192,179,167,180,598,309,563,284,406,255,173,134,479,263,280,222,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
