GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001MA,B17010B_001EA,B17010B_002EA,B17010B_002MA,B17010B_003EA,B17010B_003MA,B17010B_004MA,B17010B_004EA,B17010B_005MA,B17010B_005EA,B17010B_006MA,B17010B_006EA,B17010B_007MA,B17010B_007EA,B17010B_008MA,B17010B_008EA,B17010B_009MA,B17010B_009EA,B17010B_010MA,B17010B_010EA,B17010B_011MA,B17010B_011EA,B17010B_012EA,B17010B_012MA,B17010B_013EA,B17010B_013MA,B17010B_014EA,B17010B_014MA,B17010B_015MA,B17010B_015EA,B17010B_016EA,B17010B_016MA,B17010B_017MA,B17010B_017EA,B17010B_018MA,B17010B_018EA,B17010B_019MA,B17010B_019EA,B17010B_020MA,B17010B_020EA,B17010B_021MA,B17010B_021EA,B17010B_022MA,B17010B_022EA,B17010B_023MA,B17010B_023EA,B17010B_024MA,B17010B_024EA,B17010B_025EA,B17010B_025MA,B17010B_026MA,B17010B_026EA,B17010B_027MA,B17010B_027EA,B17010B_028MA,B17010B_028EA,B17010B_029MA,B17010B_029EA,B17010B_030MA,B17010B_030EA,B17010B_031MA,B17010B_031EA,B17010B_032MA,B17010B_032EA,B17010B_033MA,B17010B_033EA,B17010B_034MA,B17010B_034EA,B17010B_035EA,B17010B_035MA,B17010B_036EA,B17010B_036MA,B17010B_037MA,B17010B_037EA,B17010B_038MA,B17010B_038EA,B17010B_039MA,B17010B_039EA,B17010B_040MA,B17010B_040EA,B17010B_041MA,B17010B_041EA,state
0400000US08,51101,3278,7318,1544,1804,746,1463,718,51,88,422,338,990,624,341,292,5514,1431,650,452,519,417,0,204,0,204,519,417,131,158,4864,1344,4632,1323,495,368,1742,942,2395,932,232,246,43783,3313,26872,2635,15261,2120,3570,1326,3890,1313,7801,1392,11611,1747,16911,2616,5776,1684,3212,1355,824,828,1207,840,1181,553,2564,875,11135,1948,6695,1699,747,503,1100,664,4848,1436,4440,1173,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,134545,4724,31808,3275,4347,1347,2704,1015,607,490,651,442,1446,737,1643,735,27461,3037,3657,979,2706,915,511,456,534,431,1661,682,951,499,23804,2790,22044,2680,4871,1381,5396,1320,11777,2138,1760,616,102737,4506,50503,4091,20979,2455,3612,1187,5473,1352,11894,1792,29524,3030,52234,4349,12379,2213,5152,1443,1052,634,727,570,3373,1177,7227,1929,39855,3763,24436,3435,5468,1528,5086,1384,13882,2608,15419,2197,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,79152,3795,20514,2615,2550,900,1489,757,98,139,134,213,1257,761,1061,492,17964,2686,2422,1145,1804,1058,356,341,574,745,874,636,618,443,15542,2431,13637,2407,3256,1110,3556,1299,6825,1475,1905,641,58638,3326,31170,2866,14707,1784,4073,1339,2486,858,8148,1740,16463,2034,27468,2468,6484,1565,3498,1213,1023,773,607,636,1868,799,2986,892,20984,2232,12137,2162,1838,681,1535,816,8764,2017,8847,1432,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,314953,6855,79094,4658,11612,1918,6152,1492,829,493,1629,741,3694,1191,5460,1214,67482,4496,10556,1852,7005,1571,1230,748,1431,890,4344,1300,3551,1251,56926,4399,48496,4485,9201,1827,14346,2285,24949,2917,8430,1481,235859,6580,126171,5356,48082,4044,8060,1939,8677,2320,31345,3210,78089,4796,109688,5927,22727,3020,9719,1981,1381,744,1999,855,6339,1641,13008,2252,86961,4611,50336,4151,7098,1545,6223,1651,37015,3607,36625,3165,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,380960,7362,78004,5359,8963,1616,5424,1490,1130,763,1728,810,2566,853,3539,805,69041,5313,7138,1353,4385,1152,1007,537,1591,632,1787,727,2753,887,61903,5138,50689,4922,8891,1987,15100,2339,26698,3647,11214,1750,302956,7114,137594,5242,53642,3502,8218,1616,10481,2021,34943,2992,83952,4192,165362,5964,31365,3464,15078,2388,3252,946,2109,933,9717,2071,16287,2688,133997,5550,72065,4958,11348,2058,11184,2225,49533,4232,61932,3717,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,21277,1903,6812,1347,1421,875,1223,851,141,221,1011,808,71,114,198,192,5391,1262,904,558,801,558,451,476,70,122,280,256,103,111,4487,1083,4116,1041,452,325,1126,625,2538,889,371,311,14465,1709,6175,1117,3624,883,1176,481,1020,579,1428,589,2551,767,8290,1715,2399,1057,1514,981,960,740,126,172,428,381,885,598,5891,1294,4944,1187,519,433,1060,545,3365,1132,947,404,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,103944,4444,27548,2923,3603,993,1452,594,126,199,957,483,369,293,2151,793,23945,2977,2334,1148,1598,967,748,814,0,201,850,539,736,635,21611,2746,17850,2776,3186,1119,6734,1682,7930,1881,3761,1191,76396,3686,40618,2994,15121,2290,1320,567,4176,1154,9625,1602,25497,2658,35778,3300,7347,1503,3073,1233,602,436,1060,918,1411,725,4274,1131,28431,2885,16502,2358,3887,1287,3043,1061,9572,1780,11929,1923,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,46296,2588,7995,1498,1991,964,1401,899,126,208,58,99,1217,855,590,447,6004,1290,458,344,313,258,153,207,92,153,68,127,145,245,5546,1261,5284,1190,614,430,1928,980,2742,863,262,280,38301,2891,20765,1893,8318,1523,949,497,1576,726,5793,1087,12447,1524,17536,2188,4196,1124,2487,908,533,410,820,646,1134,534,1709,646,13340,2083,8112,1739,902,614,618,531,6592,1607,5228,1350,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,72691,3292,16662,2345,3366,1039,3304,1037,369,320,1969,881,966,582,62,76,13296,2115,1526,706,977,612,129,175,81,132,767,543,549,470,11770,1959,10630,1856,2348,913,3183,962,5099,1336,1140,664,56029,3196,30839,2823,21294,2386,3592,1086,7850,1596,9852,1635,9545,1514,25190,2620,6689,1469,4140,1213,1846,918,645,510,1649,659,2549,839,18501,2189,14412,2053,2587,993,2402,892,9423,1617,4089,1008,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
