GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001MA,B23002G_001EA,B23002G_002EA,B23002G_002MA,B23002G_003EA,B23002G_003MA,B23002G_004EA,B23002G_004MA,B23002G_005EA,B23002G_005MA,B23002G_006EA,B23002G_006MA,B23002G_007EA,B23002G_007MA,B23002G_008EA,B23002G_008MA,B23002G_009MA,B23002G_009EA,B23002G_010MA,B23002G_010EA,B23002G_011MA,B23002G_011EA,B23002G_012EA,B23002G_012MA,B23002G_013EA,B23002G_013MA,B23002G_014MA,B23002G_014EA,B23002G_015EA,B23002G_015MA,B23002G_016EA,B23002G_016MA,B23002G_017EA,B23002G_017MA,B23002G_018MA,B23002G_018EA,B23002G_019EA,B23002G_019MA,B23002G_020EA,B23002G_020MA,B23002G_021EA,B23002G_021MA,B23002G_022MA,B23002G_022EA,B23002G_023MA,B23002G_023EA,B23002G_024EA,B23002G_024MA,B23002G_025EA,B23002G_025MA,B23002G_026EA,B23002G_026MA,B23002G_027EA,B23002G_027MA,B23002G_028EA,B23002G_028MA,B23002G_029EA,B23002G_029MA,B23002G_030EA,B23002G_030MA,B23002G_031EA,B23002G_031MA,B23002G_032MA,B23002G_032EA,B23002G_033MA,B23002G_033EA,B23002G_034EA,B23002G_034MA,B23002G_035EA,B23002G_035MA,B23002G_036EA,B23002G_036MA,B23002G_037EA,B23002G_037MA,B23002G_038EA,B23002G_038MA,B23002G_039EA,B23002G_039MA,B23002G_040EA,B23002G_040MA,B23002G_041EA,B23002G_041MA,B23002G_042EA,B23002G_042MA,B23002G_043EA,B23002G_043MA,B23002G_044MA,B23002G_044EA,B23002G_045MA,B23002G_045EA,B23002G_046MA,B23002G_046EA,B23002G_047EA,B23002G_047MA,B23002G_048EA,B23002G_048MA,B23002G_049EA,B23002G_049MA,B23002G_050EA,B23002G_050MA,B23002G_051MA,B23002G_051EA,B23002G_052EA,B23002G_052MA,B23002G_053EA,B23002G_053MA,B23002G_054MA,B23002G_054EA,B23002G_055MA,B23002G_055EA,B23002G_056MA,B23002G_056EA,B23002G_057EA,B23002G_057MA,B23002G_058EA,B23002G_058MA,B23002G_059EA,B23002G_059MA,B23002G_060EA,B23002G_060MA,B23002G_061EA,B23002G_061MA,B23002G_062EA,B23002G_062MA,B23002G_063EA,B23002G_063MA,B23002G_064MA,B23002G_064EA,B23002G_065MA,B23002G_065EA,B23002G_066MA,B23002G_066EA,B23002G_067MA,B23002G_067EA,B23002G_068MA,B23002G_068EA,B23002G_069EA,B23002G_069MA,B23002G_070EA,B23002G_070MA,B23002G_071EA,B23002G_071MA,B23002G_072EA,B23002G_072MA,B23002G_073MA,B23002G_073EA,B23002G_074EA,B23002G_074MA,B23002G_075EA,B23002G_075MA,B23002G_076EA,B23002G_076MA,B23002G_077MA,B23002G_077EA,B23002G_078MA,B23002G_078EA,B23002G_079EA,B23002G_079MA,state
0400000US08,135971,7490,67459,5141,10232,1921,4241,1086,125,147,4116,1097,3026,905,1090,726,5991,1345,9311,1632,7378,1556,156,183,7222,1561,6668,1481,554,470,1933,674,37918,3686,32802,3191,1050,611,31752,3096,31288,3066,464,338,5116,1652,6105,1207,4467,1104,0,204,4467,1104,4467,1104,0,204,1638,675,1715,585,845,497,606,407,239,261,870,447,2178,639,326,201,291,191,35,72,1852,630,68512,4405,8116,1584,4650,1165,0,204,4650,1165,3624,979,1026,528,3466,1065,9397,1688,7626,1549,7,15,7619,1549,7114,1529,505,378,1771,628,39431,2654,31138,2381,53,89,31085,2372,30460,2335,625,390,8293,1593,6350,1644,4263,1537,0,204,4263,1537,4048,1481,215,205,2087,622,1894,601,611,343,611,343,0,204,1283,483,3324,994,373,279,298,264,75,101,2951,957,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,98158,6310,47164,4103,9419,2211,2268,901,0,198,2268,901,1831,745,437,274,7151,1996,9127,1703,6791,1536,0,198,6791,1536,6132,1423,659,643,2336,884,21867,3001,19121,2822,0,198,19121,2822,18042,2895,1079,623,2746,707,4738,1454,2653,978,0,198,2653,978,2653,978,0,198,2085,847,860,416,410,344,410,344,0,198,450,220,1153,498,49,61,49,61,0,198,1104,498,50994,4200,9717,1873,4922,1326,0,198,4922,1326,4578,1303,344,306,4795,1354,7381,1597,6390,1494,0,198,6390,1494,5677,1347,713,573,991,463,25171,2916,19676,2676,134,207,19542,2683,18767,2691,775,485,5495,1224,4926,1168,2561,677,0,198,2561,677,2288,653,273,232,2365,858,1617,627,482,358,334,279,148,256,1135,587,2182,779,216,185,159,188,57,95,1966,769,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,56524,4685,26523,3311,5829,1392,2097,962,137,160,1960,925,1525,802,435,470,3732,1178,3964,1070,2849,811,250,211,2599,813,2522,833,77,151,1115,775,11923,2399,8890,2013,262,303,8628,2017,7844,1984,784,570,3033,1015,2331,781,1157,547,0,197,1157,547,1066,553,91,104,1174,555,1064,574,321,324,115,114,206,298,743,492,1412,831,103,144,103,144,0,197,1309,815,30001,3470,5279,1461,2274,947,0,197,2274,947,1583,682,691,599,3005,1094,4740,1220,4028,1232,0,197,4028,1232,3579,1175,449,411,712,478,13904,2230,9588,1806,0,197,9588,1806,9146,1795,442,289,4316,1302,3778,1125,1234,645,0,197,1234,645,1172,638,62,104,2544,889,350,251,87,143,0,197,87,143,263,207,1950,753,104,153,104,153,0,197,1846,769,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,55070,4715,27063,3122,4076,1390,1073,690,5,23,1068,692,560,466,508,499,3003,1002,4390,1321,3027,1103,5,21,3022,1103,1981,731,1041,729,1363,680,13013,1884,11310,1792,4,10,11306,1791,10258,1750,1048,651,1703,696,3205,1046,1978,757,0,217,1978,757,1967,757,11,20,1227,603,1086,696,403,356,372,354,31,75,683,555,1293,497,88,103,45,71,43,75,1205,492,28007,3282,3526,907,1245,528,0,217,1245,528,909,454,336,307,2281,769,4573,1545,2520,967,0,217,2520,967,2431,963,89,100,2053,1231,14164,1875,10420,1517,11,19,10409,1516,9861,1458,548,370,3744,952,2376,779,1331,563,0,217,1331,563,1235,524,96,164,1045,449,1485,713,255,178,186,143,69,117,1230,683,1883,733,220,217,220,217,0,217,1663,675,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,191594,8740,93878,5245,14820,1721,6229,1183,237,324,5992,1185,4841,1192,1151,522,8591,1424,12749,1927,9961,1840,140,268,9821,1839,8194,1633,1627,708,2788,726,51499,4385,45975,4235,459,413,45516,4265,42724,3902,2792,856,5524,1250,7918,1566,5343,1266,0,190,5343,1266,4914,1182,429,427,2575,853,2362,704,919,397,896,396,23,38,1443,547,4530,909,942,486,933,486,9,15,3588,828,97716,5247,14054,2367,7372,1669,0,190,7372,1669,6115,1429,1257,820,6682,1430,13354,1921,10768,1705,0,190,10768,1705,9807,1695,961,480,2586,965,54091,3558,43894,3027,104,177,43790,3040,40967,3024,2823,979,10197,1815,7797,1226,4724,928,0,190,4724,928,4363,910,361,245,3073,808,3537,1032,825,461,788,455,37,60,2712,955,4883,953,401,309,401,309,0,190,4482,871,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,33940,3357,16566,2461,4050,1194,1262,528,0,163,1262,528,1109,437,153,256,2788,1125,3405,866,2516,727,0,163,2516,727,2147,680,369,320,889,487,7354,1443,6451,1432,25,47,6426,1426,5969,1366,457,295,903,439,1084,508,735,414,0,163,735,414,709,404,26,52,349,267,83,107,57,96,57,96,0,163,26,31,590,315,0,163,0,163,0,163,590,315,17374,2004,2967,829,1799,614,0,163,1799,614,1600,609,199,157,1168,583,3583,1010,2882,908,0,163,2882,908,2735,853,147,262,701,480,8266,1314,5957,1234,0,163,5957,1234,5795,1225,162,138,2309,732,1242,552,750,456,0,163,750,456,730,457,20,27,492,288,664,394,17,34,17,34,0,163,647,391,652,385,158,202,158,202,0,163,494,345,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,49690,3906,25387,2703,4285,1178,1839,932,0,201,1839,932,1203,579,636,586,2446,885,3422,969,2769,934,0,201,2769,934,2563,895,206,255,653,403,12338,1821,10063,1679,13,31,10050,1674,8741,1522,1309,675,2275,743,3080,879,1632,651,0,201,1632,651,1599,661,33,61,1448,567,1297,555,429,367,429,367,0,201,868,375,965,423,220,180,220,180,0,201,745,383,24303,2226,3129,1019,1162,525,0,201,1162,525,1022,517,140,123,1967,883,3477,1167,2211,1064,0,201,2211,1064,2143,1058,68,96,1266,499,11464,1541,8897,1382,0,201,8897,1382,8024,1300,873,421,2567,688,3238,930,1752,654,0,201,1752,654,1663,626,89,122,1486,589,984,426,246,213,246,213,0,201,738,369,2011,627,664,501,664,501,0,201,1347,427,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,92728,5772,46224,3981,8723,1442,4540,1082,13,21,4527,1086,3677,997,850,480,4183,1037,7163,1408,5734,1193,0,147,5734,1193,5061,1088,673,362,1429,624,24931,2772,21346,2796,200,218,21146,2832,20266,2727,880,397,3585,732,3212,880,2315,772,0,147,2315,772,2223,766,92,121,897,477,1027,419,325,200,325,200,0,147,702,349,1168,449,112,102,112,102,0,147,1056,462,46504,3625,7646,1353,4476,1039,0,147,4476,1039,3804,1019,672,457,3170,881,8229,1578,7096,1266,0,147,7096,1266,6767,1234,329,199,1133,665,23891,2431,19453,2324,0,147,19453,2324,18766,2216,687,404,4438,1095,3575,1017,2800,947,0,147,2800,947,2745,955,55,72,775,300,1076,391,402,214,402,214,0,147,674,335,2087,574,374,266,374,266,0,147,1713,499,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
