GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001MA,C21001B_001EA,C21001B_002MA,C21001B_002EA,C21001B_003MA,C21001B_003EA,C21001B_004MA,C21001B_004EA,C21001B_005MA,C21001B_005EA,C21001B_006MA,C21001B_006EA,C21001B_007MA,C21001B_007EA,C21001B_008EA,C21001B_008MA,C21001B_009EA,C21001B_009MA,C21001B_010EA,C21001B_010MA,C21001B_011MA,C21001B_011EA,C21001B_012MA,C21001B_012EA,C21001B_013EA,C21001B_013MA,C21001B_014MA,C21001B_014EA,C21001B_015MA,C21001B_015EA,state
0400000US08,176839,4272,92959,2910,83866,2986,13532,2301,70334,3437,9093,511,4612,678,4481,790,83880,3318,71841,3265,2443,796,69398,3178,12039,738,384,254,11655,784,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,457625,4794,214136,2779,187186,2867,17017,2649,170169,3589,26950,1445,10764,1498,16186,1648,243489,3640,204365,3456,3005,1195,201360,3573,39124,1275,774,608,38350,1344,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,267268,4692,130400,3114,114234,3114,15029,1857,99205,3415,16166,1312,7180,1027,8986,1350,136868,3186,112708,3144,2327,879,110381,3197,24160,1365,919,504,23241,1409,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1106999,6095,510123,3492,436002,3631,32564,3629,403438,5202,74121,1899,22777,2460,51344,2926,596876,4054,489431,4045,7962,2012,481469,4459,107445,1343,1201,550,106244,1453,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1360007,6458,622171,4059,532439,4040,37232,2927,495207,4793,89732,926,28993,1893,60739,1922,737836,4441,597159,4106,7019,1383,590140,4339,140677,1367,1175,511,139502,1411,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,76359,2729,39709,1908,37169,1913,846,484,36323,1908,2540,626,852,444,1688,500,36650,2173,33471,2205,0,163,33471,2205,3179,495,0,163,3179,495,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,17688,2067,10204,1664,9374,1657,557,385,8817,1705,830,357,71,113,759,338,7484,1328,7202,1320,371,307,6831,1293,282,234,0,192,282,234,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,334811,3717,153945,2819,132517,2871,14162,1559,118355,3158,21428,1147,6801,1012,14627,1334,180866,2287,150662,2372,2244,831,148418,2326,30204,1020,574,396,29630,1004,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,161555,2185,73584,1693,62531,1652,6884,1253,55647,1927,11053,202,4839,889,6214,881,87971,1349,72558,1307,2081,1055,70477,1486,15413,355,187,174,15226,386,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,241091,3285,120264,2457,111687,2345,6069,1135,105618,2518,8577,794,2251,757,6326,921,120827,2429,109848,2354,877,444,108971,2402,10979,958,67,110,10912,948,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
