GEO_ID,B20005I_001E,B20005I_001M,B20005I_002E,B20005I_002M,B20005I_003E,B20005I_003M,B20005I_004E,B20005I_004M,B20005I_005E,B20005I_005M,B20005I_006E,B20005I_006M,B20005I_007E,B20005I_007M,B20005I_008E,B20005I_008M,B20005I_009E,B20005I_009M,B20005I_010E,B20005I_010M,B20005I_011E,B20005I_011M,B20005I_012E,B20005I_012M,B20005I_013E,B20005I_013M,B20005I_014E,B20005I_014M,B20005I_015E,B20005I_015M,B20005I_016E,B20005I_016M,B20005I_017E,B20005I_017M,B20005I_018E,B20005I_018M,B20005I_019E,B20005I_019M,B20005I_020E,B20005I_020M,B20005I_021E,B20005I_021M,B20005I_022E,B20005I_022M,B20005I_023E,B20005I_023M,B20005I_024E,B20005I_024M,B20005I_025E,B20005I_025M,B20005I_026E,B20005I_026M,B20005I_027E,B20005I_027M,B20005I_028E,B20005I_028M,B20005I_029E,B20005I_029M,B20005I_030E,B20005I_030M,B20005I_031E,B20005I_031M,B20005I_032E,B20005I_032M,B20005I_033E,B20005I_033M,B20005I_034E,B20005I_034M,B20005I_035E,B20005I_035M,B20005I_036E,B20005I_036M,B20005I_037E,B20005I_037M,B20005I_038E,B20005I_038M,B20005I_039E,B20005I_039M,B20005I_040E,B20005I_040M,B20005I_041E,B20005I_041M,B20005I_042E,B20005I_042M,B20005I_043E,B20005I_043M,B20005I_044E,B20005I_044M,B20005I_045E,B20005I_045M,B20005I_046E,B20005I_046M,B20005I_047E,B20005I_047M,B20005I_048E,B20005I_048M,B20005I_049E,B20005I_049M,B20005I_050E,B20005I_050M,B20005I_051E,B20005I_051M,B20005I_052E,B20005I_052M,B20005I_053E,B20005I_053M,B20005I_054E,B20005I_054M,B20005I_055E,B20005I_055M,B20005I_056E,B20005I_056M,B20005I_057E,B20005I_057M,B20005I_058E,B20005I_058M,B20005I_059E,B20005I_059M,B20005I_060E,B20005I_060M,B20005I_061E,B20005I_061M,B20005I_062E,B20005I_062M,B20005I_063E,B20005I_063M,B20005I_064E,B20005I_064M,B20005I_065E,B20005I_065M,B20005I_066E,B20005I_066M,B20005I_067E,B20005I_067M,B20005I_068E,B20005I_068M,B20005I_069E,B20005I_069M,B20005I_070E,B20005I_070M,B20005I_071E,B20005I_071M,B20005I_072E,B20005I_072M,B20005I_073E,B20005I_073M,B20005I_074E,B20005I_074M,B20005I_075E,B20005I_075M,B20005I_076E,B20005I_076M,B20005I_077E,B20005I_077M,B20005I_078E,B20005I_078M,B20005I_079E,B20005I_079M,B20005I_080E,B20005I_080M,B20005I_081E,B20005I_081M,B20005I_082E,B20005I_082M,B20005I_083E,B20005I_083M,B20005I_084E,B20005I_084M,B20005I_085E,B20005I_085M,B20005I_086E,B20005I_086M,B20005I_087E,B20005I_087M,B20005I_088E,B20005I_088M,B20005I_089E,B20005I_089M,B20005I_090E,B20005I_090M,B20005I_091E,B20005I_091M,B20005I_092E,B20005I_092M,B20005I_093E,B20005I_093M,B20005I_094E,B20005I_094M,B20005I_095E,B20005I_095M,NAME,B20005I_001MA,B20005I_001EA,B20005I_002EA,B20005I_002MA,B20005I_003EA,B20005I_003MA,B20005I_004EA,B20005I_004MA,B20005I_005EA,B20005I_005MA,B20005I_006MA,B20005I_006EA,B20005I_007EA,B20005I_007MA,B20005I_008EA,B20005I_008MA,B20005I_009EA,B20005I_009MA,B20005I_010MA,B20005I_010EA,B20005I_011MA,B20005I_011EA,B20005I_012EA,B20005I_012MA,B20005I_013EA,B20005I_013MA,B20005I_014EA,B20005I_014MA,B20005I_015MA,B20005I_015EA,B20005I_016EA,B20005I_016MA,B20005I_017EA,B20005I_017MA,B20005I_018EA,B20005I_018MA,B20005I_019EA,B20005I_019MA,B20005I_020MA,B20005I_020EA,B20005I_021MA,B20005I_021EA,B20005I_022EA,B20005I_022MA,B20005I_023EA,B20005I_023MA,B20005I_024EA,B20005I_024MA,B20005I_025EA,B20005I_025MA,B20005I_026EA,B20005I_026MA,B20005I_027EA,B20005I_027MA,B20005I_028MA,B20005I_028EA,B20005I_029MA,B20005I_029EA,B20005I_030EA,B20005I_030MA,B20005I_031EA,B20005I_031MA,B20005I_032MA,B20005I_032EA,B20005I_033MA,B20005I_033EA,B20005I_034MA,B20005I_034EA,B20005I_035EA,B20005I_035MA,B20005I_036EA,B20005I_036MA,B20005I_037MA,B20005I_037EA,B20005I_038EA,B20005I_038MA,B20005I_039MA,B20005I_039EA,B20005I_040EA,B20005I_040MA,B20005I_041EA,B20005I_041MA,B20005I_042MA,B20005I_042EA,B20005I_043MA,B20005I_043EA,B20005I_044MA,B20005I_044EA,B20005I_045EA,B20005I_045MA,B20005I_046EA,B20005I_046MA,B20005I_047MA,B20005I_047EA,B20005I_048MA,B20005I_048EA,B20005I_049EA,B20005I_049MA,B20005I_050MA,B20005I_050EA,B20005I_051MA,B20005I_051EA,B20005I_052EA,B20005I_052MA,B20005I_053EA,B20005I_053MA,B20005I_054EA,B20005I_054MA,B20005I_055MA,B20005I_055EA,B20005I_056MA,B20005I_056EA,B20005I_057EA,B20005I_057MA,B20005I_058EA,B20005I_058MA,B20005I_059EA,B20005I_059MA,B20005I_060EA,B20005I_060MA,B20005I_061MA,B20005I_061EA,B20005I_062EA,B20005I_062MA,B20005I_063EA,B20005I_063MA,B20005I_064EA,B20005I_064MA,B20005I_065MA,B20005I_065EA,B20005I_066MA,B20005I_066EA,B20005I_067EA,B20005I_067MA,B20005I_068EA,B20005I_068MA,B20005I_069EA,B20005I_069MA,B20005I_070MA,B20005I_070EA,B20005I_071EA,B20005I_071MA,B20005I_072EA,B20005I_072MA,B20005I_073EA,B20005I_073MA,B20005I_074EA,B20005I_074MA,B20005I_075EA,B20005I_075MA,B20005I_076EA,B20005I_076MA,B20005I_077MA,B20005I_077EA,B20005I_078MA,B20005I_078EA,B20005I_079MA,B20005I_079EA,B20005I_080EA,B20005I_080MA,B20005I_081EA,B20005I_081MA,B20005I_082EA,B20005I_082MA,B20005I_083MA,B20005I_083EA,B20005I_084MA,B20005I_084EA,B20005I_085EA,B20005I_085MA,B20005I_086EA,B20005I_086MA,B20005I_087MA,B20005I_087EA,B20005I_088MA,B20005I_088EA,B20005I_089MA,B20005I_089EA,B20005I_090EA,B20005I_090MA,B20005I_091EA,B20005I_091MA,B20005I_092MA,B20005I_092EA,B20005I_093EA,B20005I_093MA,B20005I_094MA,B20005I_094EA,B20005I_095EA,B20005I_095MA,state
0400000US08,882599,2716,450748,3002,255362,5964,0,204,255362,5964,332,321,310,222,1071,551,1505,873,3468,967,2626,979,6745,1659,4314,1433,11541,1953,10917,2601,23118,3058,27185,3123,26794,3689,23459,3157,17337,2545,22125,3406,21197,2730,15862,2601,16983,2374,18473,1963,195386,5996,93662,4342,101724,5860,12929,2100,7927,1427,11196,2082,7120,1502,10009,1912,3623,1106,5573,1459,4263,1151,6561,1629,3418,1292,7786,1880,5153,1630,3252,1229,3656,1181,1454,548,1625,705,1173,475,1346,1005,2044,928,1616,1084,431851,2311,161234,5071,0,204,161234,5071,149,178,834,584,584,357,1186,511,1713,864,1045,588,6117,1541,5174,1374,15257,2476,9915,1887,18202,2537,20446,2606,16089,2225,11891,2081,11003,2214,8286,1529,8991,1926,6180,1401,11670,1809,6502,1405,270617,5559,148008,6103,122609,5863,20158,2563,13824,2400,13862,2321,8856,1682,12561,2086,5772,1424,8210,1827,3986,1285,9009,1718,3861,1315,6040,1382,4514,1369,2562,1025,2869,1145,1740,580,1207,450,1080,527,809,467,850,494,839,430,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,314331,2390,162088,2260,98000,3558,0,198,98000,3558,521,553,414,316,723,534,1502,960,2210,801,1224,524,1759,665,1755,683,7842,1762,2836,1254,11742,2125,13098,2051,7200,1642,8963,1633,5110,1127,7116,1353,8521,2017,3878,1071,6152,1311,5434,1263,64088,3824,27796,2742,36292,3754,5327,1254,3610,855,3017,922,1857,898,4920,1165,942,454,2851,1022,616,382,2907,963,952,653,969,543,2247,1163,2129,885,1280,635,604,393,1038,472,462,294,270,264,77,94,217,219,152243,2291,55698,3285,0,198,55698,3285,53,92,71,83,839,585,922,489,2819,946,1510,823,2432,759,2299,866,6732,1517,2551,841,6333,1443,6878,1522,4708,1056,4803,1297,3123,933,2016,839,2423,953,1071,553,2564,787,1551,648,96545,3762,54484,4001,42061,2932,8245,1688,4985,1063,4997,1054,3159,982,4842,1271,2184,808,2723,951,1740,639,2387,918,564,433,2069,956,795,439,639,498,762,514,438,317,358,344,259,270,447,411,228,225,240,245,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,106116,2249,57800,2043,33355,2391,0,197,33355,2391,88,124,259,220,573,392,252,242,355,238,903,659,1620,780,2428,814,1815,828,2012,728,4224,1233,4466,1426,3285,1001,1696,882,1792,634,1347,548,1298,670,1709,677,892,480,2341,781,24445,2286,9313,1698,15132,2027,2515,809,2607,978,1347,667,667,432,1310,630,848,419,1263,542,722,462,572,487,271,189,802,501,881,628,457,403,58,79,250,260,138,140,284,284,28,49,37,67,75,122,48316,1761,14521,1866,0,197,14521,1866,60,106,0,197,359,290,50,78,284,233,345,321,821,460,1054,649,1657,663,764,420,2519,985,1528,633,1080,495,860,607,500,370,377,262,432,277,773,579,475,285,583,398,33795,2283,18324,2173,15471,2185,3037,923,2416,1027,2167,792,1017,536,1362,758,1444,740,653,329,318,211,841,509,421,351,270,202,474,383,172,183,115,136,198,229,64,111,152,176,36,64,310,310,4,7,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,170129,2908,91300,2842,50820,3043,0,217,50820,3043,183,252,52,89,412,361,398,548,3409,1266,522,458,2045,714,2193,1052,3020,1122,2016,905,5352,1646,4323,1316,2213,963,4152,1317,2343,876,4600,1431,2742,922,1513,710,4953,1143,4379,1163,40480,3544,19573,2163,20907,2953,1653,583,1465,829,2090,980,895,523,1716,778,1962,1207,1748,774,1138,656,1307,607,923,617,1927,1222,854,535,417,429,470,391,110,125,568,554,705,564,38,40,525,404,396,346,78829,2087,23044,2473,119,205,22925,2487,0,217,0,217,217,222,239,229,360,342,722,713,1974,991,1620,711,1320,640,1460,606,2184,789,1871,762,1657,744,1301,468,1537,693,1603,697,1442,639,1352,735,1269,667,797,429,55785,3051,34400,2903,21385,2464,3640,971,3505,1216,3093,903,1767,842,3186,1030,1267,552,1387,653,331,271,839,396,304,393,991,584,153,158,122,112,364,285,104,195,20,34,216,279,0,217,0,217,96,123,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1578172,3001,809618,2744,461042,5742,0,190,461042,5742,0,190,1111,586,3118,842,1910,883,7080,1605,7258,1718,14080,2437,10372,1805,32134,3232,15863,2323,44620,3840,56586,4228,43236,3817,40899,2602,25466,2296,29711,2929,35561,3715,23120,2565,37972,3209,30945,2956,348576,6202,167005,6061,181571,7387,25726,3185,13962,1903,13196,1969,9268,1386,17746,2393,7669,1695,11931,2149,8513,1905,16400,2291,4336,1354,11259,1773,10665,2006,5865,1235,5189,1202,2985,1024,3766,956,4189,1299,2634,991,3040,956,3232,830,768554,2273,287222,7162,0,190,287222,7162,387,281,460,371,2690,954,2110,756,6136,1584,3786,1253,10851,1987,11887,2254,29722,3005,12064,1998,35968,3188,36988,3362,26404,3274,22522,2628,12910,1889,15341,2492,18949,2271,12464,1547,16100,1722,9483,1591,481332,7039,275679,6423,205653,6946,31696,2927,22440,2500,23651,2610,15781,2453,24725,3158,11155,2026,16889,2221,8607,1629,13513,2191,3665,985,8615,1567,7507,1637,3478,1132,2871,798,1627,658,1791,714,2712,1182,2104,583,1903,664,923,413,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,124328,2082,62379,1889,36171,2361,0,163,36171,2361,68,117,140,153,326,339,420,340,534,376,276,195,473,336,441,388,1416,592,1049,551,2913,934,4469,1157,5377,1246,3025,867,2364,761,2796,937,3055,846,1103,527,3536,1093,2390,917,26208,2243,9473,1629,16735,1814,3162,979,1790,529,1354,582,907,457,2791,1002,295,233,655,394,869,468,1373,574,397,265,910,422,833,476,161,168,180,191,443,308,100,118,306,188,63,95,71,92,75,99,61949,1714,25496,2100,0,163,25496,2100,0,163,0,163,633,481,29,57,1150,718,644,503,1741,884,878,490,2410,678,1689,660,3239,1064,3608,886,3248,1029,1740,707,518,356,815,485,1186,532,567,307,758,356,643,333,36453,2240,18286,1785,18167,1633,2833,898,2429,665,2684,785,1377,602,2436,840,898,516,790,363,719,360,982,443,716,468,817,445,524,319,496,386,41,77,303,250,0,163,109,151,13,23,0,163,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,152154,2535,79014,2082,50279,2358,0,201,50279,2358,50,91,79,134,553,481,155,160,696,503,226,199,1989,976,1388,596,4574,1349,4315,1497,6439,1662,6487,1314,5608,1167,2851,926,4695,1116,1694,796,2258,957,1899,919,1364,735,2959,1060,28735,2722,14897,2041,13838,2304,1666,771,1354,646,2383,1256,1139,511,967,497,769,497,950,538,454,400,1141,577,172,156,792,533,333,245,1006,809,0,201,0,201,386,317,140,162,124,183,39,72,23,39,73140,1685,27077,2249,0,201,27077,2249,43,75,0,201,106,178,300,343,1022,698,225,242,2550,825,1396,605,3747,1208,2782,1036,5226,1076,3509,943,1822,653,686,371,1314,627,138,146,1359,755,506,422,145,159,201,190,46063,2720,25718,3021,20345,2453,3098,1098,1903,679,2349,835,2637,1184,3060,1204,1407,817,1129,570,415,355,1848,845,156,192,732,545,36,63,395,358,0,201,281,323,465,710,391,390,0,201,43,107,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,62711,680,32486,727,19127,1766,0,200,19127,1766,73,81,88,148,278,332,837,529,361,319,171,235,0,200,224,218,224,245,594,466,2467,1157,1881,841,1026,590,1441,766,1139,722,1779,712,2972,1175,859,444,1006,420,1707,705,13359,1985,5223,1387,8136,1556,1269,587,491,300,1339,608,299,232,726,498,111,149,658,463,45,101,798,561,131,179,531,409,165,184,839,593,168,188,110,188,157,229,163,219,65,113,71,100,0,200,30225,731,9648,1274,0,200,9648,1274,0,200,339,359,37,68,57,101,120,142,0,200,610,612,356,281,829,545,640,557,1561,614,756,488,845,568,643,428,720,629,230,226,1184,642,88,150,414,306,219,245,20577,1489,10731,1294,9846,1313,2721,903,907,465,690,374,454,381,1130,590,555,461,1024,706,139,163,632,359,0,200,229,177,554,498,117,198,245,263,0,200,0,200,327,369,122,187,0,200,0,200,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,203548,1700,106395,1721,60624,2877,0,147,60624,2877,85,77,265,194,271,210,17,22,1442,765,809,530,1525,565,1087,446,2910,823,1370,711,7760,1948,8178,1471,7022,1498,5778,1362,3719,976,3970,950,5155,1255,2781,728,3615,782,2865,811,45771,2998,18161,2150,27610,2346,4569,1093,3189,872,2878,742,1947,688,1860,701,1305,576,1326,512,783,459,2284,650,368,268,2774,1116,821,456,248,207,383,304,585,430,561,312,830,488,178,176,663,349,58,76,97153,1456,35977,2613,0,147,35977,2613,61,107,108,159,428,284,148,159,1102,500,687,448,1573,777,1026,526,2358,833,991,489,4823,995,6332,1265,3874,980,3188,980,2604,860,1220,461,1277,535,1422,499,1499,543,1256,471,61176,2657,25272,2063,35904,2209,5001,1099,5426,1308,2757,783,3200,924,3717,1020,2845,968,2778,865,744,432,2908,868,622,349,1563,563,1136,481,847,466,369,304,700,389,132,141,77,98,139,121,298,235,645,511,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
