GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,NAME,B17001B_001MA,B17001B_001EA,B17001B_002MA,B17001B_002EA,B17001B_003EA,B17001B_003MA,B17001B_004EA,B17001B_004MA,B17001B_005EA,B17001B_005MA,B17001B_006MA,B17001B_006EA,B17001B_007EA,B17001B_007MA,B17001B_008EA,B17001B_008MA,B17001B_009EA,B17001B_009MA,B17001B_010MA,B17001B_010EA,B17001B_011MA,B17001B_011EA,B17001B_012MA,B17001B_012EA,B17001B_013EA,B17001B_013MA,B17001B_014EA,B17001B_014MA,B17001B_015EA,B17001B_015MA,B17001B_016EA,B17001B_016MA,B17001B_017MA,B17001B_017EA,B17001B_018EA,B17001B_018MA,B17001B_019EA,B17001B_019MA,B17001B_020MA,B17001B_020EA,B17001B_021MA,B17001B_021EA,B17001B_022MA,B17001B_022EA,B17001B_023EA,B17001B_023MA,B17001B_024EA,B17001B_024MA,B17001B_025EA,B17001B_025MA,B17001B_026EA,B17001B_026MA,B17001B_027EA,B17001B_027MA,B17001B_028EA,B17001B_028MA,B17001B_029EA,B17001B_029MA,B17001B_030MA,B17001B_030EA,B17001B_031MA,B17001B_031EA,B17001B_032MA,B17001B_032EA,B17001B_033EA,B17001B_033MA,B17001B_034EA,B17001B_034MA,B17001B_035MA,B17001B_035EA,B17001B_036EA,B17001B_036MA,B17001B_037EA,B17001B_037MA,B17001B_038EA,B17001B_038MA,B17001B_039EA,B17001B_039MA,B17001B_040MA,B17001B_040EA,B17001B_041MA,B17001B_041EA,B17001B_042MA,B17001B_042EA,B17001B_043MA,B17001B_043EA,B17001B_044MA,B17001B_044EA,B17001B_045EA,B17001B_045MA,B17001B_046EA,B17001B_046MA,B17001B_047EA,B17001B_047MA,B17001B_048EA,B17001B_048MA,B17001B_049EA,B17001B_049MA,B17001B_050EA,B17001B_050MA,B17001B_051EA,B17001B_051MA,B17001B_052EA,B17001B_052MA,B17001B_053MA,B17001B_053EA,B17001B_054MA,B17001B_054EA,B17001B_055EA,B17001B_055MA,B17001B_056EA,B17001B_056MA,B17001B_057EA,B17001B_057MA,B17001B_058EA,B17001B_058MA,B17001B_059EA,B17001B_059MA,state
0400000US08,227729,6550,40998,6180,18224,3209,1925,983,832,466,1932,1006,1428,836,410,366,435,362,2088,833,1569,876,2196,886,1854,870,2838,850,479,474,238,259,22774,4175,2148,790,820,753,2778,1238,587,387,580,456,759,590,3055,1317,3469,916,2121,923,2956,1208,1392,536,1402,614,707,417,186731,7763,98447,3681,5291,1061,746,400,8011,1787,2529,940,1360,629,2125,684,9325,1240,22310,1906,14586,1645,13328,1213,10724,1130,5786,674,2326,598,88284,5709,5524,1382,1578,817,5502,1256,3738,1353,1893,957,2868,935,8172,1882,14732,2077,12449,1230,11374,1613,11197,1125,5659,860,3598,664,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,607488,7216,162583,10471,67234,5556,6412,1260,1426,637,11194,2397,6080,1704,2057,720,3745,961,7638,2126,6166,1486,7719,1722,5448,1017,5137,1033,2754,954,1458,587,95349,6806,12230,2028,1595,804,9688,1963,7172,1671,1268,619,3142,1036,12648,2018,14200,2505,11653,1848,8669,1747,7395,1410,3101,750,2588,771,444905,11743,215571,6492,17413,2005,2787,1041,17967,2502,10508,2150,2055,843,6758,1364,22572,2106,35875,2265,28488,2821,25254,1783,24964,1565,14378,1166,6552,966,229334,7711,12473,2134,3348,1223,17747,2468,9408,1825,2725,803,5650,1114,18325,2863,35766,3445,32013,2312,29693,2465,30396,1805,19302,1188,12488,1162,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,333084,6066,93664,8908,41785,4518,4781,1353,820,530,5439,1591,1636,818,1541,673,1959,724,7211,1678,4046,1666,4126,1031,3659,932,4450,1100,1221,485,896,475,51879,5829,4432,1084,909,482,5573,1478,3172,1256,830,453,2612,890,5855,1752,7542,1683,7145,1636,5341,1351,4505,980,2386,733,1577,527,239420,10343,117720,5823,5689,1580,1292,738,8285,1962,4499,1447,1681,861,2788,722,10947,2014,19609,2306,16562,1754,16547,1703,16280,1819,9237,1040,4304,813,121700,6094,6186,1503,1774,708,6150,1544,5264,1377,1542,717,1731,677,12481,1451,18278,2240,14160,1663,16808,1778,18003,1580,11659,1125,7664,947,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1448658,9620,434337,17492,194108,10538,28919,3725,4971,1588,28389,3616,17215,2701,5454,1545,9036,1964,21151,3412,16123,2287,15365,2776,15059,2489,19305,2004,9111,1448,4010,852,240229,9839,22827,2764,6185,2169,26263,2953,11576,2019,3115,1103,6536,1617,26291,2861,32025,3335,29697,3235,21991,2565,26803,2322,14966,1815,11954,1654,1014321,18975,475858,10437,23720,3341,3178,1265,38270,3775,21909,3131,8140,1695,12659,2334,50661,3675,77957,4150,63049,3406,61426,3407,57722,2199,40472,2081,16695,1389,538463,12713,29442,3425,4391,1356,38114,3695,21846,3509,6938,1607,15356,2268,50170,3971,81947,3627,70790,3879,71151,3652,70310,2666,50365,2336,27643,1938,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1719422,10318,426837,18375,183472,9039,25128,3230,3876,1064,25632,3474,11912,2694,2189,733,9112,1794,21717,3165,18240,2775,15314,1788,14959,2115,23711,2353,8755,1421,2927,770,243365,12110,23788,2834,3152,1114,24048,3346,11948,2190,2925,1128,6869,1401,25345,3338,39929,4079,27597,3388,22595,2692,29996,2611,15976,1894,9197,1535,1292585,18450,603368,9201,32678,3069,5823,1380,46858,3524,25018,3516,9094,1402,16859,1636,65365,3388,97573,3450,78211,2778,80667,2878,71976,2569,45020,1498,28226,1070,689217,11584,35499,2895,6210,1572,45138,3622,25236,3251,8298,1627,17831,1728,63535,3418,95525,4560,91581,3281,98633,3043,91905,2844,62883,2674,46943,1792,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,107690,4977,33020,4720,16369,2979,1801,836,1026,679,3024,1110,1473,937,326,345,1222,602,2311,914,1338,669,1752,733,627,438,1089,581,220,265,160,241,16651,2438,1431,676,296,241,2325,939,1827,745,369,269,312,224,2965,1094,3007,868,2222,833,877,432,606,338,219,191,195,217,74670,4535,37937,2722,3156,854,659,533,3323,975,1720,711,960,415,855,291,4031,1020,8457,1574,5986,1056,3781,1073,3042,722,1820,557,147,107,36733,3063,4312,1337,608,371,3666,1064,2057,906,156,172,957,461,3466,760,7834,1476,4175,966,3357,913,3584,662,1496,589,1065,437,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,20043,2421,5510,2136,2424,1062,440,381,159,214,198,211,353,272,0,192,49,80,107,154,608,587,0,192,216,280,0,192,294,215,0,192,3086,1266,232,260,53,86,393,353,49,80,108,175,36,61,808,489,308,277,364,355,346,309,301,220,88,124,0,192,14533,2644,8249,1714,159,195,0,192,521,326,380,288,0,192,390,331,951,678,1555,914,1433,865,1544,558,780,459,389,283,147,234,6284,1559,391,326,39,54,539,340,411,328,261,298,371,291,665,431,946,536,579,401,995,609,893,522,72,115,122,195,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,436368,6302,132623,8833,57783,4584,11143,1798,1231,680,9253,1769,3514,1130,744,438,2655,900,7652,1823,4095,1197,4827,1354,3773,1330,4481,1016,3180,932,1235,418,74840,5829,7098,1631,611,408,9778,1895,3738,1414,1898,726,1830,759,8958,1929,11588,1973,6634,1686,8878,1815,7771,1416,4315,1076,1743,575,303745,9155,143974,5689,8466,1531,1888,826,11178,1820,4882,1358,1746,725,4302,1222,15314,1768,24258,2036,18378,2067,18186,2019,18927,1445,11495,1178,4954,1011,159771,5800,8564,1784,2533,1106,10480,1403,5740,1492,1516,750,4405,1309,14980,1916,23284,1953,23820,1969,20703,2256,20903,1316,14997,1340,7846,973,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,207086,3819,41929,5734,19693,2958,2800,1169,694,547,1829,866,2091,1169,868,563,971,514,1309,603,1874,752,1817,887,1222,611,3007,747,606,344,605,344,22236,3775,2379,1233,379,449,3347,1286,1199,694,278,259,459,419,1741,819,4575,1417,1792,772,2684,773,2011,796,970,499,422,288,165157,5970,76291,3058,4385,1204,1109,658,6198,1125,3652,840,724,538,1876,581,9314,926,10005,1075,10093,1069,11007,865,8293,953,6328,380,3307,395,88866,4117,4513,1497,961,786,6479,1350,2358,868,800,440,3163,636,6548,1252,11562,1493,12954,959,13324,921,12705,838,8277,545,5222,397,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,353979,6110,96264,8953,45447,4869,6809,1597,1567,732,8054,1680,2521,891,1268,702,1507,773,4995,1549,5059,1335,5363,1631,3532,832,3635,859,640,377,497,282,50817,5420,6064,1419,1421,713,8036,1747,2049,787,999,521,1080,627,5207,1270,8226,1646,6167,1457,3418,1030,4603,1246,1775,703,1772,729,257715,9503,129118,5418,11724,1508,2172,740,15116,2142,5965,1097,1954,650,4791,1183,12456,1775,24289,2289,20693,1952,14037,1178,9372,1099,4707,788,1842,494,128597,5883,10849,1531,1781,758,14493,2063,7438,1544,1976,720,4339,761,12671,1604,23037,2278,21081,1857,14354,1312,9494,1172,5031,901,2053,657,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
