GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,B24010B_064E,B24010B_064M,B24010B_065E,B24010B_065M,B24010B_066E,B24010B_066M,B24010B_067E,B24010B_067M,B24010B_068E,B24010B_068M,B24010B_069E,B24010B_069M,B24010B_070E,B24010B_070M,B24010B_071E,B24010B_071M,B24010B_072E,B24010B_072M,B24010B_073E,B24010B_073M,NAME,B24010B_001EA,B24010B_001MA,B24010B_002EA,B24010B_002MA,B24010B_003EA,B24010B_003MA,B24010B_004EA,B24010B_004MA,B24010B_005MA,B24010B_005EA,B24010B_006MA,B24010B_006EA,B24010B_007MA,B24010B_007EA,B24010B_008EA,B24010B_008MA,B24010B_009MA,B24010B_009EA,B24010B_010EA,B24010B_010MA,B24010B_011EA,B24010B_011MA,B24010B_012EA,B24010B_012MA,B24010B_013EA,B24010B_013MA,B24010B_014EA,B24010B_014MA,B24010B_015EA,B24010B_015MA,B24010B_016EA,B24010B_016MA,B24010B_017EA,B24010B_017MA,B24010B_018MA,B24010B_018EA,B24010B_019EA,B24010B_019MA,B24010B_020EA,B24010B_020MA,B24010B_021EA,B24010B_021MA,B24010B_022EA,B24010B_022MA,B24010B_023EA,B24010B_023MA,B24010B_024EA,B24010B_024MA,B24010B_025EA,B24010B_025MA,B24010B_026EA,B24010B_026MA,B24010B_027EA,B24010B_027MA,B24010B_028MA,B24010B_028EA,B24010B_029MA,B24010B_029EA,B24010B_030EA,B24010B_030MA,B24010B_031EA,B24010B_031MA,B24010B_032EA,B24010B_032MA,B24010B_033EA,B24010B_033MA,B24010B_034EA,B24010B_034MA,B24010B_035EA,B24010B_035MA,B24010B_036EA,B24010B_036MA,B24010B_037EA,B24010B_037MA,B24010B_038EA,B24010B_038MA,B24010B_039EA,B24010B_039MA,B24010B_040MA,B24010B_040EA,B24010B_041EA,B24010B_041MA,B24010B_042MA,B24010B_042EA,B24010B_043EA,B24010B_043MA,B24010B_044EA,B24010B_044MA,B24010B_045EA,B24010B_045MA,B24010B_046EA,B24010B_046MA,B24010B_047EA,B24010B_047MA,B24010B_048EA,B24010B_048MA,B24010B_049EA,B24010B_049MA,B24010B_050MA,B24010B_050EA,B24010B_051MA,B24010B_051EA,B24010B_052EA,B24010B_052MA,B24010B_053EA,B24010B_053MA,B24010B_054EA,B24010B_054MA,B24010B_055EA,B24010B_055MA,B24010B_056EA,B24010B_056MA,B24010B_057EA,B24010B_057MA,B24010B_058EA,B24010B_058MA,B24010B_059EA,B24010B_059MA,B24010B_060EA,B24010B_060MA,B24010B_061EA,B24010B_061MA,B24010B_062EA,B24010B_062MA,B24010B_063EA,B24010B_063MA,B24010B_064MA,B24010B_064EA,B24010B_065EA,B24010B_065MA,B24010B_066EA,B24010B_066MA,B24010B_067EA,B24010B_067MA,B24010B_068EA,B24010B_068MA,B24010B_069EA,B24010B_069MA,B24010B_070EA,B24010B_070MA,B24010B_071EA,B24010B_071MA,B24010B_072EA,B24010B_072MA,B24010B_073MA,B24010B_073EA,state
0400000US08,115895,4931,63642,3480,17369,2414,7914,1484,3968,1193,3946,1181,5270,1535,4306,1468,676,505,288,254,3525,1317,1164,642,47,82,1926,1004,388,315,660,440,401,362,259,226,11363,2513,1657,1145,3329,1517,2486,1395,843,518,3500,1233,2535,1228,342,324,12113,1651,5755,1356,6358,1218,6927,1666,311,348,3653,1264,2963,1006,15870,2240,3769,1223,8714,1549,3387,1050,52253,3766,18972,2201,7875,1490,5059,1369,2816,993,1297,732,836,599,332,311,129,216,6785,1749,1671,708,424,502,3580,1246,1110,845,3015,981,1655,748,1360,613,12202,1992,5676,1445,897,679,610,568,287,373,3050,1020,1796,841,783,495,16308,2472,3401,1030,12907,2289,441,349,0,204,137,205,304,293,4330,1249,2190,904,1299,818,841,421,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,267161,7526,121035,4386,18658,2476,7875,1654,4618,1246,3257,1208,3659,1087,1211,638,2153,884,295,267,5088,1390,1028,546,202,277,2300,815,1558,782,2036,796,958,547,1078,604,25591,3483,1834,751,4428,1383,2292,1019,2136,953,10042,2292,6196,1513,3091,1241,18296,2374,10013,1880,8283,1838,11551,2429,127,170,5473,1729,5951,1749,46939,3415,19563,2405,10126,1818,17250,2705,146126,5763,44531,3899,16448,2515,7786,1664,8662,1755,3615,971,2142,846,787,580,686,439,12189,1911,3116,976,810,400,6771,1522,1492,1018,12279,2184,5277,1313,7002,1670,37872,3836,13053,2186,2183,841,1363,696,820,533,11440,2225,6471,1321,4725,1134,46437,3908,16657,2872,29780,3361,888,513,369,422,96,154,423,303,16398,2380,9084,2096,2203,1096,5111,1582,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,158203,6028,78818,4109,14895,2406,6892,1628,4309,1356,2583,1020,2352,960,1803,857,549,432,0,197,3922,1015,854,478,217,291,2001,867,850,463,1729,938,318,220,1411,900,16528,2276,851,528,2744,1070,2144,992,600,462,4565,1260,6471,1558,1897,726,11367,2186,5290,1288,6077,1551,7820,1839,208,235,3491,1134,4121,1455,28208,2649,12698,2049,7887,1884,7623,1540,79385,4307,24346,2938,7764,1502,4407,1259,3357,927,415,253,242,226,73,114,100,118,9180,1501,3042,987,206,171,4947,1169,985,474,6987,1967,3273,1470,3714,1337,18579,2395,6563,1518,1614,997,1462,892,152,203,6509,1349,2603,790,1290,565,22381,2980,8505,1574,13876,2583,165,165,60,107,59,102,46,65,13914,1920,8378,1671,1393,572,4143,1297,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,583813,10374,257127,6884,44817,4011,16462,2845,12188,2263,4274,1413,9504,1986,4198,1254,3553,1052,1753,819,15285,2621,4231,1315,573,413,5985,1420,4496,1647,3566,1103,1209,600,2357,874,64612,4622,3223,1199,10299,1933,3897,1154,6402,1687,25620,3655,20599,2717,4871,1394,29879,3480,16863,2744,13016,2502,45333,3660,1254,576,28212,3144,15867,2389,72486,5205,20255,2737,24753,3337,27478,3290,326686,7838,98748,4976,24257,2747,15085,2332,9172,1671,5435,1804,2219,809,405,273,2811,1525,38436,3521,10142,2063,1776,853,24959,2690,1559,658,30620,2787,14849,1943,15771,2062,110187,6619,39699,3592,9530,2020,5820,1536,3710,1181,31351,3608,16694,2901,12913,2297,94193,6246,47518,3899,46675,4650,922,508,70,90,338,262,514,396,22636,2809,8408,1748,6817,1593,7411,1929,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,750978,9677,335793,8218,80188,5021,35029,3593,21404,2646,13625,2399,14562,1648,8628,1500,5300,1566,634,387,22102,3050,7578,1682,1509,579,9166,1991,3849,967,8495,1878,3234,1046,5261,1477,79302,5444,6136,1519,22485,2816,15454,2254,7031,1664,24272,3411,18352,2766,8057,1511,50088,4354,24217,2883,25871,3199,20502,2712,564,450,11138,1986,8800,1742,105713,5723,29973,3402,40164,3111,35576,3447,415185,6468,143188,5999,48919,4165,28621,3114,20298,2273,8156,1253,5572,1157,712,390,1872,717,49243,3737,17135,2861,2201,939,26797,2652,3110,1017,36870,3285,18114,2468,18756,2844,117803,5707,54986,4057,11793,2056,8726,1655,3067,1056,20549,2602,11193,1993,19282,2639,115226,6161,41634,3650,73592,5372,1420,711,157,232,747,474,516,469,37548,3534,14360,2285,12725,2006,10463,2008,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,49505,3128,27073,2133,3726,1145,1412,852,244,187,1168,794,428,330,143,189,45,74,240,258,1584,643,833,481,58,100,416,200,277,312,302,296,75,110,227,268,5773,1697,639,477,624,539,164,259,460,483,2854,1359,1571,734,85,124,3883,1125,2098,980,1785,748,2734,927,208,222,2196,941,330,322,10957,1871,6171,1658,1533,782,3253,1022,22432,2289,6543,1368,1936,664,1705,662,231,189,1292,759,666,418,233,281,393,531,2541,911,1281,670,0,163,1108,578,152,145,774,474,479,425,295,243,6201,1371,3549,1063,363,312,78,102,285,292,656,417,1282,659,351,239,4387,1035,1791,653,2596,959,164,197,48,83,0,163,116,186,5137,1594,3117,1314,273,228,1747,774,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,180080,5405,81497,3982,12822,2301,6461,1928,4615,1522,1846,1009,1232,506,1024,525,114,145,94,119,3211,861,1084,552,268,237,1269,516,590,347,1918,910,1051,691,867,618,16115,2657,2046,933,2662,1035,1382,776,1280,728,6408,2062,4394,1224,605,447,11893,2197,7142,1773,4751,1347,7245,1706,1086,542,3243,1276,2916,1046,33422,3159,14320,2242,8450,1697,10652,1930,98583,4041,32837,3272,9361,1948,4515,1321,4846,1625,1034,707,547,506,230,333,257,270,12165,2066,2745,970,329,256,8845,2042,246,296,10277,1812,5408,1502,4869,1152,30632,3010,10816,1967,2110,927,1010,527,1100,731,9748,2025,3704,1458,4254,1366,22604,2991,10233,2107,12371,2124,797,538,304,281,377,384,116,119,11713,2069,6374,1785,1548,684,3791,926,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,96549,3929,43017,2512,10948,2008,4340,1443,2972,1235,1368,648,1871,689,805,465,633,417,433,357,3581,1110,919,551,108,138,1965,851,589,477,1156,1027,529,541,627,552,9688,1814,611,531,2608,945,2060,859,548,354,2231,973,2597,1055,1641,856,5323,1406,2212,999,3111,983,3689,1112,0,200,2264,940,1425,630,13369,2441,4121,1148,4757,1632,4491,1337,53532,2905,22539,2332,6214,1830,2335,721,3879,1762,2564,949,376,415,55,100,2133,940,7686,1686,2581,827,85,144,4674,1319,346,323,6075,1570,3068,962,3007,1132,12546,2201,5745,1689,195,159,88,125,107,114,2768,908,1778,862,2060,819,14595,2150,5725,1507,8870,1638,564,421,112,182,341,346,111,136,3288,1008,1598,716,693,580,997,522,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,167345,4909,81576,3656,20215,2548,8013,1529,4471,1185,3542,1190,4035,1043,2366,775,1628,783,41,68,5998,1340,2146,865,52,83,2774,990,1026,576,2169,741,1465,729,704,382,17619,2460,5938,1540,1740,747,1552,754,188,177,4774,1489,3171,892,1996,950,14037,2321,7200,1698,6837,1522,3550,1138,509,454,1969,874,1072,532,26155,2653,10662,2055,9308,1485,6185,1451,85769,3351,24045,2760,7305,1475,4711,1215,2594,992,1569,533,826,389,431,314,312,290,8651,1641,2426,812,181,206,5257,1233,787,448,6520,1455,3841,1249,2679,921,28385,2943,15238,2152,338,255,277,250,61,105,3817,1014,5754,1551,3238,1243,21933,3163,9598,1849,12335,2472,175,209,0,147,175,209,0,147,11231,2315,6136,1612,623,330,4472,1551,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
