GEO_ID,B10051G_001E,B10051G_001M,B10051G_002E,B10051G_002M,B10051G_003E,B10051G_003M,B10051G_004E,B10051G_004M,B10051G_005E,B10051G_005M,B10051G_006E,B10051G_006M,B10051G_007E,B10051G_007M,NAME,B10051G_001MA,B10051G_001EA,B10051G_002EA,B10051G_002MA,B10051G_003MA,B10051G_003EA,B10051G_004EA,B10051G_004MA,B10051G_005MA,B10051G_005EA,B10051G_006MA,B10051G_006EA,B10051G_007MA,B10051G_007EA,state
0400000US08,2212,809,1318,737,611,480,707,511,894,391,385,259,509,353,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2691,1112,1782,996,1184,727,598,406,909,552,494,399,415,431,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1427,702,804,538,461,425,343,340,623,388,308,290,315,250,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4321,1529,1425,695,1009,579,416,363,2896,1118,1856,837,1040,528,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1265,626,610,395,374,320,236,173,655,503,163,146,492,505,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1039,399,408,255,381,255,27,31,631,289,518,264,113,108,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2549,872,1175,678,891,678,284,219,1374,570,472,402,902,432,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3931,1609,1541,844,918,555,623,563,2390,1323,612,548,1778,1115,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1596,776,1172,750,475,435,697,593,424,328,319,299,105,191,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2225,1070,995,630,767,582,228,164,1230,648,349,262,881,599,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,4128,917,2257,653,1505,563,752,281,1871,589,963,400,908,381,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1451,665,710,518,378,263,332,450,741,441,210,172,531,383,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2456,789,689,411,42,71,647,415,1767,726,339,328,1428,688,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,4717,1169,1302,711,845,593,457,296,3415,1058,1618,825,1797,841,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1732,889,714,530,485,443,229,262,1018,687,249,267,769,611,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1925,779,897,492,660,456,237,203,1028,617,372,254,656,549,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,29013,3115,8228,1591,4737,1205,3491,822,20785,3014,9755,2012,11030,1993,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,8851,1573,3595,1067,2061,784,1534,794,5256,1058,3168,836,2088,677,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3187,1146,959,800,257,185,702,783,2228,834,241,210,1987,893,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,7421,1655,2025,931,1009,511,1016,679,5396,1390,1218,677,4178,1159,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,3323,1214,632,415,284,222,348,277,2691,1092,1861,986,830,556,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,10691,2185,3008,1069,1464,745,1544,647,7683,1761,2884,1068,4799,1367,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,3686,1036,578,330,491,301,87,104,3108,998,1272,644,1836,819,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,4323,1117,1396,441,960,360,436,270,2927,1083,606,392,2321,984,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1369,644,710,374,509,334,201,175,659,505,288,451,371,286,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3980,1004,1516,531,1121,432,395,300,2464,781,1526,534,938,586,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2695,821,1157,683,917,618,240,175,1538,502,507,275,1031,380,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,838,421,265,205,123,103,142,177,573,357,278,234,295,266,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,9359,1736,3157,1283,1917,952,1240,588,6202,1331,2360,701,3842,1147,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,4744,1348,1547,736,769,431,778,542,3197,1029,1839,790,1358,631,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5047,1360,1668,674,1250,632,418,290,3379,1176,1649,982,1730,726,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1365,615,603,449,578,452,25,56,762,436,583,413,179,181,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,1113,597,559,300,473,294,86,99,554,488,129,106,425,465,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
