GEO_ID,B24010D_001E,B24010D_001M,B24010D_002E,B24010D_002M,B24010D_003E,B24010D_003M,B24010D_004E,B24010D_004M,B24010D_005E,B24010D_005M,B24010D_006E,B24010D_006M,B24010D_007E,B24010D_007M,B24010D_008E,B24010D_008M,B24010D_009E,B24010D_009M,B24010D_010E,B24010D_010M,B24010D_011E,B24010D_011M,B24010D_012E,B24010D_012M,B24010D_013E,B24010D_013M,B24010D_014E,B24010D_014M,B24010D_015E,B24010D_015M,B24010D_016E,B24010D_016M,B24010D_017E,B24010D_017M,B24010D_018E,B24010D_018M,B24010D_019E,B24010D_019M,B24010D_020E,B24010D_020M,B24010D_021E,B24010D_021M,B24010D_022E,B24010D_022M,B24010D_023E,B24010D_023M,B24010D_024E,B24010D_024M,B24010D_025E,B24010D_025M,B24010D_026E,B24010D_026M,B24010D_027E,B24010D_027M,B24010D_028E,B24010D_028M,B24010D_029E,B24010D_029M,B24010D_030E,B24010D_030M,B24010D_031E,B24010D_031M,B24010D_032E,B24010D_032M,B24010D_033E,B24010D_033M,B24010D_034E,B24010D_034M,B24010D_035E,B24010D_035M,B24010D_036E,B24010D_036M,B24010D_037E,B24010D_037M,B24010D_038E,B24010D_038M,B24010D_039E,B24010D_039M,B24010D_040E,B24010D_040M,B24010D_041E,B24010D_041M,B24010D_042E,B24010D_042M,B24010D_043E,B24010D_043M,B24010D_044E,B24010D_044M,B24010D_045E,B24010D_045M,B24010D_046E,B24010D_046M,B24010D_047E,B24010D_047M,B24010D_048E,B24010D_048M,B24010D_049E,B24010D_049M,B24010D_050E,B24010D_050M,B24010D_051E,B24010D_051M,B24010D_052E,B24010D_052M,B24010D_053E,B24010D_053M,B24010D_054E,B24010D_054M,B24010D_055E,B24010D_055M,B24010D_056E,B24010D_056M,B24010D_057E,B24010D_057M,B24010D_058E,B24010D_058M,B24010D_059E,B24010D_059M,B24010D_060E,B24010D_060M,B24010D_061E,B24010D_061M,B24010D_062E,B24010D_062M,B24010D_063E,B24010D_063M,B24010D_064E,B24010D_064M,B24010D_065E,B24010D_065M,B24010D_066E,B24010D_066M,B24010D_067E,B24010D_067M,B24010D_068E,B24010D_068M,B24010D_069E,B24010D_069M,B24010D_070E,B24010D_070M,B24010D_071E,B24010D_071M,B24010D_072E,B24010D_072M,B24010D_073E,B24010D_073M,NAME,B24010D_001EA,B24010D_001MA,B24010D_002EA,B24010D_002MA,B24010D_003EA,B24010D_003MA,B24010D_004MA,B24010D_004EA,B24010D_005EA,B24010D_005MA,B24010D_006MA,B24010D_006EA,B24010D_007EA,B24010D_007MA,B24010D_008EA,B24010D_008MA,B24010D_009EA,B24010D_009MA,B24010D_010EA,B24010D_010MA,B24010D_011EA,B24010D_011MA,B24010D_012EA,B24010D_012MA,B24010D_013EA,B24010D_013MA,B24010D_014EA,B24010D_014MA,B24010D_015EA,B24010D_015MA,B24010D_016EA,B24010D_016MA,B24010D_017MA,B24010D_017EA,B24010D_018MA,B24010D_018EA,B24010D_019EA,B24010D_019MA,B24010D_020EA,B24010D_020MA,B24010D_021EA,B24010D_021MA,B24010D_022EA,B24010D_022MA,B24010D_023EA,B24010D_023MA,B24010D_024EA,B24010D_024MA,B24010D_025EA,B24010D_025MA,B24010D_026EA,B24010D_026MA,B24010D_027EA,B24010D_027MA,B24010D_028MA,B24010D_028EA,B24010D_029EA,B24010D_029MA,B24010D_030EA,B24010D_030MA,B24010D_031EA,B24010D_031MA,B24010D_032EA,B24010D_032MA,B24010D_033EA,B24010D_033MA,B24010D_034EA,B24010D_034MA,B24010D_035EA,B24010D_035MA,B24010D_036EA,B24010D_036MA,B24010D_037MA,B24010D_037EA,B24010D_038EA,B24010D_038MA,B24010D_039EA,B24010D_039MA,B24010D_040EA,B24010D_040MA,B24010D_041EA,B24010D_041MA,B24010D_042EA,B24010D_042MA,B24010D_043EA,B24010D_043MA,B24010D_044EA,B24010D_044MA,B24010D_045EA,B24010D_045MA,B24010D_046EA,B24010D_046MA,B24010D_047MA,B24010D_047EA,B24010D_048MA,B24010D_048EA,B24010D_049EA,B24010D_049MA,B24010D_050EA,B24010D_050MA,B24010D_051EA,B24010D_051MA,B24010D_052EA,B24010D_052MA,B24010D_053EA,B24010D_053MA,B24010D_054EA,B24010D_054MA,B24010D_055EA,B24010D_055MA,B24010D_056EA,B24010D_056MA,B24010D_057MA,B24010D_057EA,B24010D_058MA,B24010D_058EA,B24010D_059EA,B24010D_059MA,B24010D_060EA,B24010D_060MA,B24010D_061EA,B24010D_061MA,B24010D_062EA,B24010D_062MA,B24010D_063EA,B24010D_063MA,B24010D_064EA,B24010D_064MA,B24010D_065EA,B24010D_065MA,B24010D_066EA,B24010D_066MA,B24010D_067EA,B24010D_067MA,B24010D_068EA,B24010D_068MA,B24010D_069MA,B24010D_069EA,B24010D_070MA,B24010D_070EA,B24010D_071EA,B24010D_071MA,B24010D_072EA,B24010D_072MA,B24010D_073EA,B24010D_073MA,state
0400000US08,99165,3830,49644,2269,29957,2197,10557,1651,7165,1232,3392,1032,13615,1623,8383,1370,3798,1115,1434,567,3402,924,413,306,121,138,1723,589,1145,559,2383,675,1841,640,542,395,5531,1139,359,311,450,282,222,207,228,220,3113,896,801,374,808,504,5935,1300,3527,1125,2408,745,2391,961,27,45,779,448,1585,849,5830,1120,2323,709,955,475,2552,930,49521,2635,23650,2174,8925,1491,4852,1002,4073,1055,4336,1073,2318,829,912,421,1106,479,5227,1203,524,360,301,337,3930,1061,472,279,5162,1107,4036,1002,1126,509,9243,1444,1640,625,202,209,93,107,109,179,3523,837,456,298,3422,1142,11091,1907,3840,1146,7251,1579,349,255,143,161,122,187,84,103,5188,1350,3568,1277,223,211,1397,703,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,76799,3924,40853,2853,24582,2706,5321,1144,4482,1040,839,472,11826,1969,5549,1465,4742,1359,1535,831,5020,1361,618,399,0,198,3951,1251,451,318,2415,851,2214,836,201,238,4815,1474,46,68,196,222,121,180,75,125,3195,1210,484,334,894,495,3446,872,1746,528,1700,647,1039,627,0,198,765,565,274,209,6971,1605,3870,968,712,396,2389,1092,35946,2831,18535,2215,4056,1158,2232,924,1824,777,3769,1195,1523,615,1333,819,913,615,6531,1597,354,269,77,125,5135,1451,965,535,4179,896,3042,862,1137,534,6583,1294,1160,585,230,198,115,137,115,147,2733,805,388,279,2072,808,5590,1291,2828,914,2762,915,0,198,0,198,0,198,0,198,5238,1301,3491,1082,0,198,1747,791,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,34270,2503,17298,1633,8506,1349,2668,833,2278,791,390,280,3622,991,2458,823,887,533,277,216,1162,471,218,244,0,197,564,328,380,255,1054,506,706,376,348,325,2951,916,98,168,323,388,28,51,295,387,1058,487,782,432,690,369,2331,792,1781,675,550,373,212,175,0,197,101,101,111,143,3298,976,1910,772,222,194,1166,557,16972,1648,6449,1178,1710,689,1091,582,619,365,1610,632,500,380,342,244,768,448,1128,462,173,180,95,135,813,381,47,91,2001,599,1527,506,474,296,4061,1080,407,285,32,58,32,58,0,197,1674,743,644,537,1304,605,4311,999,1508,624,2803,941,115,204,0,197,115,204,0,197,2036,773,1095,521,0,197,941,618,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,39114,2334,19532,1544,8993,1423,2766,1054,2251,981,515,346,2052,588,758,333,1085,533,209,217,2736,938,260,307,395,408,1963,827,118,185,1439,545,1172,501,267,244,3236,882,244,146,140,161,51,105,89,118,1367,629,460,350,1025,480,1784,606,1076,464,708,385,2471,811,359,263,1150,510,962,534,3048,884,989,487,918,565,1141,538,19582,1572,8051,1204,2348,639,1312,565,1036,398,1669,679,722,463,497,272,450,335,2043,689,378,264,213,177,1380,589,72,59,1991,634,1287,472,704,382,6112,1131,313,354,0,217,0,217,0,217,2086,724,873,472,2840,896,3356,940,1495,692,1861,706,361,314,361,314,0,217,0,217,1702,607,1063,582,0,217,639,456,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,383154,6592,204314,4308,117368,4874,38662,3034,23441,2299,15221,2036,45799,3727,29266,3133,10862,1504,5671,1580,15694,2001,1929,613,1129,423,9735,1649,2901,838,17213,2249,14015,1886,3198,998,21818,2719,4352,1335,1136,515,851,404,285,226,9676,1703,1900,662,4754,1203,35492,3606,22790,3086,12702,1842,4913,1162,82,136,1384,585,3447,1091,24723,2567,9754,1810,8958,1720,6011,1481,178840,4863,99987,4288,30704,2880,14745,1798,15959,2096,18070,2383,11964,1923,2293,761,3813,978,18560,2195,2480,796,1516,634,12485,1708,2079,623,32653,3106,26302,2581,6351,1459,29185,2772,9743,2251,330,195,258,178,72,83,7401,1338,2341,821,9370,1577,38487,2975,18192,2375,20295,1797,52,85,52,85,0,190,0,190,11129,2087,7901,1707,455,323,2773,1127,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,42938,2644,22909,1995,10669,1469,2729,941,2400,953,329,314,4077,1054,2117,745,993,525,967,572,2716,1041,360,355,0,163,1796,698,560,544,1147,539,1112,532,35,79,2492,836,312,332,155,195,105,184,50,75,1140,543,885,537,0,163,2936,900,1933,789,1003,446,814,477,161,234,478,339,175,234,5998,1264,4481,1127,316,278,1201,586,20029,1928,8077,1569,1700,882,1249,725,451,417,1960,826,1092,593,216,218,652,554,1925,687,465,285,190,327,937,409,333,406,2492,899,1838,755,654,517,5765,1341,852,473,257,288,99,115,158,261,2602,849,531,480,1523,723,3355,851,946,502,2409,781,152,154,113,143,39,69,0,163,2680,650,2332,636,43,74,305,206,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,19156,1819,9131,1104,5242,1136,1022,454,647,361,375,326,2818,916,2330,808,367,291,121,170,448,316,120,166,0,192,208,195,120,198,954,572,668,442,286,332,1162,625,185,236,0,192,0,192,0,192,895,617,34,61,48,64,660,391,566,350,94,152,660,414,0,192,353,328,307,259,1407,576,418,282,467,290,522,355,10025,1325,4800,987,983,521,225,191,758,509,1617,670,1400,639,217,221,0,192,522,356,126,167,0,192,224,252,172,197,1678,675,1320,635,358,313,2494,853,673,413,0,192,0,192,0,192,1012,670,608,490,201,195,1443,505,491,299,952,395,131,220,0,192,131,220,0,192,1157,562,997,534,101,161,59,97,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,26663,2173,14859,1841,6417,1197,1451,621,992,506,459,403,3320,1046,2109,803,617,430,594,432,741,482,0,201,0,201,421,373,320,310,905,442,825,419,80,143,2692,1369,158,184,141,194,0,201,141,194,1440,821,542,585,411,320,1013,537,953,531,60,101,1144,673,327,467,173,212,644,410,3593,1187,2180,907,462,470,951,658,11804,1303,4427,1060,1860,819,1034,686,826,428,999,531,290,281,159,271,550,374,901,540,60,115,271,340,418,368,152,245,667,328,517,347,150,261,1928,704,463,399,0,201,0,201,0,201,160,157,443,288,862,486,2126,627,1501,563,625,464,144,262,144,262,0,201,0,201,3179,1029,2338,854,0,201,841,675,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,144505,4358,73934,2884,34251,2397,8613,1293,5393,1139,3220,872,17568,1811,11051,1701,4626,1045,1891,648,5232,1428,783,373,237,197,2790,1176,1422,706,2838,695,2234,655,604,292,8077,1509,2093,816,606,395,409,385,197,165,2751,851,1689,661,938,427,10570,1351,4980,1054,5590,1159,4390,796,305,194,1203,534,2882,631,16646,1723,12243,1580,1607,660,2796,827,70571,2914,31426,2078,9208,1355,2716,809,6492,1172,6001,1162,3913,975,790,454,1298,480,8829,1383,1500,569,903,519,4971,923,1455,567,7388,1411,4820,1168,2568,772,13182,1654,4504,939,53,63,53,63,0,147,3637,997,1336,566,3652,1007,16236,1808,5597,1046,10639,1453,131,146,0,147,0,147,131,146,9596,1376,8156,1276,112,133,1328,589,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
