GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001EA,B19037B_001MA,B19037B_002EA,B19037B_002MA,B19037B_003EA,B19037B_003MA,B19037B_004EA,B19037B_004MA,B19037B_005EA,B19037B_005MA,B19037B_006EA,B19037B_006MA,B19037B_007EA,B19037B_007MA,B19037B_008EA,B19037B_008MA,B19037B_009EA,B19037B_009MA,B19037B_010EA,B19037B_010MA,B19037B_011EA,B19037B_011MA,B19037B_012EA,B19037B_012MA,B19037B_013EA,B19037B_013MA,B19037B_014EA,B19037B_014MA,B19037B_015EA,B19037B_015MA,B19037B_016MA,B19037B_016EA,B19037B_017EA,B19037B_017MA,B19037B_018EA,B19037B_018MA,B19037B_019EA,B19037B_019MA,B19037B_020EA,B19037B_020MA,B19037B_021EA,B19037B_021MA,B19037B_022EA,B19037B_022MA,B19037B_023EA,B19037B_023MA,B19037B_024EA,B19037B_024MA,B19037B_025EA,B19037B_025MA,B19037B_026EA,B19037B_026MA,B19037B_027EA,B19037B_027MA,B19037B_028EA,B19037B_028MA,B19037B_029EA,B19037B_029MA,B19037B_030EA,B19037B_030MA,B19037B_031EA,B19037B_031MA,B19037B_032EA,B19037B_032MA,B19037B_033EA,B19037B_033MA,B19037B_034MA,B19037B_034EA,B19037B_035EA,B19037B_035MA,B19037B_036EA,B19037B_036MA,B19037B_037EA,B19037B_037MA,B19037B_038MA,B19037B_038EA,B19037B_039EA,B19037B_039MA,B19037B_040EA,B19037B_040MA,B19037B_041EA,B19037B_041MA,B19037B_042EA,B19037B_042MA,B19037B_043EA,B19037B_043MA,B19037B_044EA,B19037B_044MA,B19037B_045EA,B19037B_045MA,B19037B_046EA,B19037B_046MA,B19037B_047EA,B19037B_047MA,B19037B_048EA,B19037B_048MA,B19037B_049EA,B19037B_049MA,B19037B_050EA,B19037B_050MA,B19037B_051EA,B19037B_051MA,B19037B_052EA,B19037B_052MA,B19037B_053EA,B19037B_053MA,B19037B_054EA,B19037B_054MA,B19037B_055EA,B19037B_055MA,B19037B_056EA,B19037B_056MA,B19037B_057EA,B19037B_057MA,B19037B_058EA,B19037B_058MA,B19037B_059EA,B19037B_059MA,B19037B_060EA,B19037B_060MA,B19037B_061EA,B19037B_061MA,B19037B_062EA,B19037B_062MA,B19037B_063EA,B19037B_063MA,B19037B_064EA,B19037B_064MA,B19037B_065EA,B19037B_065MA,B19037B_066EA,B19037B_066MA,B19037B_067EA,B19037B_067MA,B19037B_068EA,B19037B_068MA,B19037B_069EA,B19037B_069MA,state
0400000US08,87423,4147,3901,1325,324,448,75,134,359,375,615,719,0,204,313,279,316,247,0,204,308,423,866,772,288,284,423,343,0,204,0,204,14,34,0,204,34952,3012,1941,891,1113,670,1749,885,1934,834,1633,672,3334,1331,1660,863,1755,974,1756,823,3282,1170,4133,1541,4096,1074,3678,1398,947,720,1325,761,616,471,34220,2783,4238,1066,1994,823,2065,871,968,541,1863,799,978,777,1439,648,1806,816,1231,775,3012,1004,3354,1031,4432,1098,2170,814,1046,534,1978,839,1646,672,14350,1043,1517,827,1780,712,765,422,995,519,665,388,573,271,772,439,316,309,1093,721,1086,549,1243,600,1758,644,944,449,344,254,203,207,296,240,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,240478,5675,16852,3175,4506,1203,2045,1043,2216,936,1679,1080,2222,1124,650,371,331,294,861,666,312,378,604,526,752,685,516,459,84,103,0,198,0,198,74,119,97733,4448,14798,2732,6248,1622,6411,1660,5915,1451,6686,1259,7555,1738,6738,1571,5691,1740,5419,1719,6802,1499,9076,1605,8436,1781,3959,1349,2778,1044,679,441,542,458,80807,3118,11014,1690,5598,1173,4979,1005,4874,979,4462,998,5608,1332,4658,1250,5428,1164,2532,885,5629,1261,7052,1462,8859,1389,4457,1127,2665,954,1533,643,1459,608,45086,1939,4517,962,4882,1178,4990,831,3165,933,3665,1170,3661,953,2734,856,2737,904,1808,704,2831,831,3588,868,3613,967,1146,551,764,374,436,275,549,338,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,143544,3789,8812,1482,2565,973,389,342,965,662,539,412,890,604,348,342,1240,930,488,530,401,412,278,247,519,386,126,144,0,197,64,115,0,197,0,197,54162,3139,6826,1512,4993,1453,2356,991,3536,1185,4245,1344,3833,1222,2667,1068,3089,1129,4158,1586,5426,1548,4171,1543,4096,1117,2236,804,800,606,751,554,979,809,54053,3238,6651,1216,4064,1126,3405,1107,2499,813,3778,1239,3942,1093,3599,1007,2659,898,2251,954,4363,1270,4614,1192,5951,1344,2432,909,2472,1015,1004,476,369,290,26517,1869,3675,964,3282,911,2563,825,2095,652,1562,649,1450,610,1712,681,1243,570,1468,595,1897,661,1104,519,2399,613,600,338,483,298,435,260,549,402,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,532586,7372,22257,2983,5678,1247,2051,993,2487,992,3071,1024,977,529,2853,1373,658,531,1542,885,1006,691,696,723,454,416,454,423,330,403,0,217,0,217,0,217,192184,5786,22638,2725,12023,1985,18680,2870,20970,3159,15485,2517,14882,2592,9378,2169,9513,2108,6039,1548,12529,2601,15102,2518,16507,2501,7945,1829,5821,1310,3165,1028,1507,791,204012,5119,37927,3381,17218,2134,13837,1833,12037,2306,13738,1804,11507,2068,11402,1986,6846,1445,6102,1038,13998,2370,19385,2713,16739,2128,8772,1671,5410,1200,5985,1424,3109,1150,114133,3289,19231,2163,16601,2124,11821,1777,10311,1700,7897,1348,6065,1229,6596,1202,5021,1239,3952,924,6702,1460,5961,1179,5697,1130,4099,1121,1737,705,1317,593,1125,507,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,672761,9671,26694,3224,7131,1905,2684,1012,2170,909,3482,1427,2401,1201,2609,1331,599,382,1828,961,455,338,827,662,1315,669,497,444,617,507,33,57,0,190,46,64,219035,6432,28117,3455,13368,2311,10650,2108,18966,2970,14145,2563,12184,2361,12572,2113,12554,2360,8911,1665,17090,2473,21785,3078,18881,2483,12675,2412,6461,1913,6854,1403,3822,1037,269277,6455,39550,3554,15595,2467,13182,1995,13321,2515,11215,1896,11338,1754,11927,2201,12880,2012,9717,1777,20454,2525,25225,2650,29182,2685,22109,2732,12275,1899,12858,2040,8449,1392,157755,3506,19549,2477,18366,2012,14898,2010,13388,1706,9028,1383,9397,1460,6021,1092,6437,1207,6709,1281,10553,1585,14549,1793,11848,1619,7642,1300,3883,1028,2704,587,2783,695,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,36410,2387,3324,1002,1247,688,330,297,0,163,181,320,0,163,191,220,80,141,662,757,70,129,0,163,347,347,0,163,216,180,0,163,0,163,0,163,19290,1968,1296,674,967,583,2010,880,2142,862,2306,924,2416,850,779,481,1135,722,644,395,1453,662,1319,639,1454,753,987,460,25,49,318,321,39,69,10287,1477,1678,709,1052,500,778,422,300,226,620,377,550,354,535,327,148,201,588,409,1371,748,756,457,605,360,412,323,495,515,191,218,208,241,3509,717,325,286,320,262,534,359,0,163,581,392,294,233,308,251,225,197,186,142,141,144,232,207,133,147,0,163,230,201,0,163,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,170391,4882,8961,1883,2290,1057,1635,988,761,379,587,395,995,634,1211,714,265,243,113,179,771,671,0,201,287,345,46,85,0,201,0,201,0,201,0,201,63520,3433,6939,1506,4175,1487,5766,1493,6559,1802,5747,1670,4135,1263,5964,1465,2978,1045,2870,1109,5440,1455,4477,1148,3363,1138,1900,860,2167,1022,454,497,586,491,65541,2963,12307,2156,4790,1142,5275,1283,4870,1149,2569,836,3445,1261,3161,1154,3626,1099,2405,733,5065,1505,3955,807,6603,1501,4116,1300,1479,699,1057,491,818,478,32369,1746,4417,1134,6416,1169,2592,740,2538,857,2066,679,2011,645,2336,567,1094,500,1659,607,2468,818,1205,525,1745,646,936,549,285,274,406,263,195,174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,79735,2903,1991,704,288,218,74,125,350,364,110,173,259,322,246,245,0,200,0,200,0,200,172,265,235,266,0,200,55,100,202,269,0,200,0,200,28076,2435,3052,1043,1557,823,719,544,3966,1305,2619,960,2092,1050,553,377,1343,628,610,442,1744,811,2598,882,2260,773,1997,921,1213,615,1129,755,624,457,33101,2057,4104,1260,2089,871,1351,685,1046,681,1510,725,1537,711,1019,574,2131,908,1215,530,1852,809,4263,1201,4405,1012,2279,838,1476,560,1447,559,1377,656,16567,1172,1398,561,672,335,1152,477,1204,523,1086,465,487,353,1422,633,691,359,719,419,1013,410,1741,659,1791,738,1713,598,321,243,475,381,682,485,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,116958,3480,7971,1498,1757,634,484,399,914,624,306,292,523,485,1123,720,985,686,299,354,308,356,469,366,337,368,466,297,0,147,0,147,0,147,0,147,58167,3557,6189,1710,3691,1204,2630,1013,4352,1384,3158,1129,4784,1195,3247,1103,3506,1158,3086,1145,4752,1322,5376,1266,4906,1318,2991,1070,1810,786,3377,1164,312,249,38194,2536,5964,1353,2751,927,1676,779,2110,843,2459,1047,2214,876,2283,779,1490,631,1626,787,2746,891,2434,706,3799,895,2206,739,1424,713,1568,821,1444,599,12626,1306,2476,817,2188,813,1348,536,459,445,512,364,986,490,549,368,145,147,316,208,312,300,841,360,1050,505,386,256,135,152,427,339,496,367,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
