GEO_ID,C01001E_001E,C01001E_001M,C01001E_002E,C01001E_002M,C01001E_003E,C01001E_003M,C01001E_004E,C01001E_004M,C01001E_005E,C01001E_005M,C01001E_006E,C01001E_006M,C01001E_007E,C01001E_007M,C01001E_008E,C01001E_008M,C01001E_009E,C01001E_009M,NAME,C01001E_001MA,C01001E_001EA,C01001E_002MA,C01001E_002EA,C01001E_003MA,C01001E_003EA,C01001E_004EA,C01001E_004MA,C01001E_005EA,C01001E_005MA,C01001E_006EA,C01001E_006MA,C01001E_007EA,C01001E_007MA,C01001E_008EA,C01001E_008MA,C01001E_009EA,C01001E_009MA,state
0400000US08,7585,1614,3645,1045,272,371,2646,638,727,606,3940,926,438,208,2951,791,551,315,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3470,1344,2154,1019,384,385,1529,827,241,235,1316,663,266,262,778,450,272,306,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4943,2544,2041,1001,605,494,1436,672,0,197,2902,1730,921,855,1962,1080,19,38,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,5317,1835,2708,1390,751,780,1848,724,109,120,2609,715,303,255,2115,611,191,191,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3463,1362,2187,876,417,290,1709,766,61,70,1276,665,602,425,670,347,4,17,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,9398,1053,4400,823,1564,435,2732,550,104,130,4998,547,2106,457,2871,346,21,41,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2396,1082,1210,706,495,453,704,367,11,29,1186,533,202,192,857,402,127,200,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10218,3234,5450,1998,2202,1307,2714,966,534,372,4768,1483,901,764,3441,1071,426,335,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,14049,5305,7763,2977,2312,1471,5381,2065,70,120,6286,2695,2342,1760,3592,1372,352,289,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,7958,1583,4563,972,1372,487,3004,708,187,230,3395,968,1196,665,2084,539,115,123,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,19612,1707,9815,883,1913,586,7074,711,828,206,9797,1115,2569,806,6354,520,874,478,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3859,1187,1775,648,341,224,1267,575,167,166,2084,747,298,160,1655,749,131,127,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1961,533,1122,392,384,209,610,285,128,150,839,336,305,289,328,175,206,150,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5659,1226,3613,866,584,352,2826,802,203,172,2046,766,299,240,1565,695,182,170,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4004,1941,2262,1300,690,712,1540,952,32,59,1742,903,468,446,1059,649,215,254,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,18758,1929,10768,1763,3357,1117,7244,1125,167,169,7990,1197,2125,849,5211,1180,654,353,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,155739,5748,78004,3817,17888,2155,51656,2815,8460,1406,77735,3185,15344,1660,53250,2285,9141,1065,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,21463,3103,13007,2138,3085,1142,8759,1839,1163,607,8456,1712,992,540,6584,1632,880,480,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,7311,4478,3217,1836,1247,1132,1904,975,66,79,4094,3002,2270,2302,1521,948,303,278,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,12841,2297,5390,1667,762,523,4054,1348,574,419,7451,1600,974,566,4959,1332,1518,752,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,29362,2108,15405,1398,4207,1064,10408,823,790,227,13957,1475,3889,743,9052,1123,1016,457,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,9424,2807,4380,1448,917,442,2950,1203,513,487,5044,1781,659,396,3800,1467,585,602,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2909,1258,1164,522,351,247,813,414,0,210,1745,870,281,286,1310,676,154,176,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,4228,1490,2853,1401,343,269,2485,1389,25,43,1375,395,406,202,747,277,222,181,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,7385,1417,3524,952,1365,603,1886,613,273,197,3861,820,592,162,2928,779,341,292,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,5008,1684,2549,1247,567,442,1789,988,193,197,2459,864,63,101,2050,804,346,237,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,3907,870,1764,603,283,212,1253,504,228,160,2143,645,333,183,1772,628,38,66,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2465,1113,1135,699,519,601,488,276,128,131,1330,675,376,298,621,406,333,381,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,144971,5304,72696,2864,19174,1514,45688,1843,7834,844,72275,3256,18032,1333,44583,2252,9660,762,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,53924,2794,26359,1922,6776,1246,17923,1469,1660,568,27565,2210,7033,1535,19182,1686,1350,589,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,15661,1992,8254,1312,2234,677,5298,919,722,346,7407,1277,1304,680,5708,945,395,297,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5494,2158,2541,1211,996,683,1545,778,0,211,2953,1327,988,735,1771,875,194,181,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2929,2017,1687,1313,386,405,1074,757,227,248,1242,805,168,150,921,587,153,225,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
