GEO_ID,B23002D_001E,B23002D_001M,B23002D_002E,B23002D_002M,B23002D_003E,B23002D_003M,B23002D_004E,B23002D_004M,B23002D_005E,B23002D_005M,B23002D_006E,B23002D_006M,B23002D_007E,B23002D_007M,B23002D_008E,B23002D_008M,B23002D_009E,B23002D_009M,B23002D_010E,B23002D_010M,B23002D_011E,B23002D_011M,B23002D_012E,B23002D_012M,B23002D_013E,B23002D_013M,B23002D_014E,B23002D_014M,B23002D_015E,B23002D_015M,B23002D_016E,B23002D_016M,B23002D_017E,B23002D_017M,B23002D_018E,B23002D_018M,B23002D_019E,B23002D_019M,B23002D_020E,B23002D_020M,B23002D_021E,B23002D_021M,B23002D_022E,B23002D_022M,B23002D_023E,B23002D_023M,B23002D_024E,B23002D_024M,B23002D_025E,B23002D_025M,B23002D_026E,B23002D_026M,B23002D_027E,B23002D_027M,B23002D_028E,B23002D_028M,B23002D_029E,B23002D_029M,B23002D_030E,B23002D_030M,B23002D_031E,B23002D_031M,B23002D_032E,B23002D_032M,B23002D_033E,B23002D_033M,B23002D_034E,B23002D_034M,B23002D_035E,B23002D_035M,B23002D_036E,B23002D_036M,B23002D_037E,B23002D_037M,B23002D_038E,B23002D_038M,B23002D_039E,B23002D_039M,B23002D_040E,B23002D_040M,B23002D_041E,B23002D_041M,B23002D_042E,B23002D_042M,B23002D_043E,B23002D_043M,B23002D_044E,B23002D_044M,B23002D_045E,B23002D_045M,B23002D_046E,B23002D_046M,B23002D_047E,B23002D_047M,B23002D_048E,B23002D_048M,B23002D_049E,B23002D_049M,B23002D_050E,B23002D_050M,B23002D_051E,B23002D_051M,B23002D_052E,B23002D_052M,B23002D_053E,B23002D_053M,B23002D_054E,B23002D_054M,B23002D_055E,B23002D_055M,B23002D_056E,B23002D_056M,B23002D_057E,B23002D_057M,B23002D_058E,B23002D_058M,B23002D_059E,B23002D_059M,B23002D_060E,B23002D_060M,B23002D_061E,B23002D_061M,B23002D_062E,B23002D_062M,B23002D_063E,B23002D_063M,B23002D_064E,B23002D_064M,B23002D_065E,B23002D_065M,B23002D_066E,B23002D_066M,B23002D_067E,B23002D_067M,B23002D_068E,B23002D_068M,B23002D_069E,B23002D_069M,B23002D_070E,B23002D_070M,B23002D_071E,B23002D_071M,B23002D_072E,B23002D_072M,B23002D_073E,B23002D_073M,B23002D_074E,B23002D_074M,B23002D_075E,B23002D_075M,B23002D_076E,B23002D_076M,B23002D_077E,B23002D_077M,B23002D_078E,B23002D_078M,B23002D_079E,B23002D_079M,NAME,B23002D_001MA,B23002D_001EA,B23002D_002MA,B23002D_002EA,B23002D_003MA,B23002D_003EA,B23002D_004MA,B23002D_004EA,B23002D_005MA,B23002D_005EA,B23002D_006EA,B23002D_006MA,B23002D_007EA,B23002D_007MA,B23002D_008EA,B23002D_008MA,B23002D_009MA,B23002D_009EA,B23002D_010MA,B23002D_010EA,B23002D_011EA,B23002D_011MA,B23002D_012EA,B23002D_012MA,B23002D_013MA,B23002D_013EA,B23002D_014MA,B23002D_014EA,B23002D_015MA,B23002D_015EA,B23002D_016EA,B23002D_016MA,B23002D_017EA,B23002D_017MA,B23002D_018EA,B23002D_018MA,B23002D_019MA,B23002D_019EA,B23002D_020MA,B23002D_020EA,B23002D_021EA,B23002D_021MA,B23002D_022EA,B23002D_022MA,B23002D_023EA,B23002D_023MA,B23002D_024MA,B23002D_024EA,B23002D_025MA,B23002D_025EA,B23002D_026EA,B23002D_026MA,B23002D_027EA,B23002D_027MA,B23002D_028EA,B23002D_028MA,B23002D_029EA,B23002D_029MA,B23002D_030EA,B23002D_030MA,B23002D_031MA,B23002D_031EA,B23002D_032MA,B23002D_032EA,B23002D_033MA,B23002D_033EA,B23002D_034EA,B23002D_034MA,B23002D_035MA,B23002D_035EA,B23002D_036MA,B23002D_036EA,B23002D_037MA,B23002D_037EA,B23002D_038MA,B23002D_038EA,B23002D_039EA,B23002D_039MA,B23002D_040EA,B23002D_040MA,B23002D_041MA,B23002D_041EA,B23002D_042MA,B23002D_042EA,B23002D_043MA,B23002D_043EA,B23002D_044EA,B23002D_044MA,B23002D_045EA,B23002D_045MA,B23002D_046MA,B23002D_046EA,B23002D_047MA,B23002D_047EA,B23002D_048MA,B23002D_048EA,B23002D_049EA,B23002D_049MA,B23002D_050EA,B23002D_050MA,B23002D_051MA,B23002D_051EA,B23002D_052MA,B23002D_052EA,B23002D_053MA,B23002D_053EA,B23002D_054MA,B23002D_054EA,B23002D_055MA,B23002D_055EA,B23002D_056EA,B23002D_056MA,B23002D_057MA,B23002D_057EA,B23002D_058EA,B23002D_058MA,B23002D_059MA,B23002D_059EA,B23002D_060MA,B23002D_060EA,B23002D_061EA,B23002D_061MA,B23002D_062EA,B23002D_062MA,B23002D_063EA,B23002D_063MA,B23002D_064MA,B23002D_064EA,B23002D_065MA,B23002D_065EA,B23002D_066EA,B23002D_066MA,B23002D_067EA,B23002D_067MA,B23002D_068MA,B23002D_068EA,B23002D_069MA,B23002D_069EA,B23002D_070MA,B23002D_070EA,B23002D_071EA,B23002D_071MA,B23002D_072EA,B23002D_072MA,B23002D_073EA,B23002D_073MA,B23002D_074MA,B23002D_074EA,B23002D_075MA,B23002D_075EA,B23002D_076EA,B23002D_076MA,B23002D_077EA,B23002D_077MA,B23002D_078EA,B23002D_078MA,B23002D_079MA,B23002D_079EA,state
0400000US08,147816,3641,65022,2201,4089,968,1253,470,0,204,1253,470,1174,468,79,104,2836,852,6244,1046,5089,1011,207,241,4882,1024,4772,1024,110,147,1155,494,40504,1665,38042,1740,484,437,37558,1679,37009,1728,549,369,2462,826,6631,667,5157,645,0,204,5157,645,5068,634,89,76,1474,555,3021,804,1424,638,1424,638,0,204,1597,609,4533,821,197,133,197,133,0,204,4336,814,82794,2383,4165,856,1159,487,103,152,1056,503,719,397,337,266,3006,739,7527,1362,5590,1258,0,204,5590,1258,5499,1232,91,147,1937,708,49021,1603,36495,2130,107,174,36388,2130,35069,2078,1319,659,12526,1498,10665,717,6325,854,0,204,6325,854,6325,854,0,204,4340,724,4928,748,1268,420,1268,420,0,204,3660,701,6488,799,641,512,641,512,0,204,5847,778,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,124256,3977,60741,2641,6401,1697,1671,639,0,198,1671,639,1131,547,540,311,4730,1564,10430,1491,5108,1134,0,198,5108,1134,4918,1128,190,237,5322,1031,34732,2205,30373,2388,0,198,30373,2388,29375,2376,998,615,4359,1275,4996,1101,3921,949,0,198,3921,949,3849,947,72,125,1075,538,1689,575,964,374,782,383,182,204,725,450,2493,595,798,418,798,418,0,198,1695,532,63515,2695,5394,1260,1654,615,0,198,1654,615,1439,637,215,184,3740,1207,6897,1202,3309,1086,0,198,3309,1086,3309,1086,0,198,3588,855,38131,2020,26908,2206,0,198,26908,2206,26435,2225,473,417,11223,1668,5689,939,3743,776,0,198,3743,776,3471,653,272,399,1946,656,2523,858,864,447,864,447,0,198,1659,749,4881,934,428,276,428,276,0,198,4453,968,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,51171,2593,23286,1456,1604,562,736,364,0,197,736,364,603,308,133,158,868,446,2754,673,1681,694,25,36,1656,690,1656,690,0,197,1073,437,14879,1086,13279,1232,18,36,13261,1230,12584,1290,677,633,1600,826,2137,454,1790,494,0,197,1790,494,1790,494,0,197,347,291,994,467,534,366,534,366,0,197,460,278,918,486,131,117,131,117,0,197,787,476,27885,1944,1567,667,737,474,0,197,737,474,528,341,209,390,830,442,3157,846,2395,802,46,71,2349,793,2323,791,26,39,762,549,17508,1879,12637,1522,42,69,12595,1519,11909,1474,686,533,4871,1284,2624,776,1624,625,0,197,1624,625,1624,625,0,197,1000,417,1412,612,456,436,456,436,0,197,956,416,1617,504,132,138,132,138,0,197,1485,517,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,63564,2508,30791,1789,2807,903,1123,577,0,217,1123,577,807,436,316,337,1684,698,3295,838,1380,596,5,24,1375,596,974,460,401,431,1915,657,17398,1614,15802,1487,328,308,15474,1432,14639,1342,835,675,1596,669,3974,759,2557,533,0,217,2557,533,2557,533,0,217,1417,724,1456,488,419,272,419,272,0,217,1037,525,1861,540,136,144,136,144,0,217,1725,551,32773,1583,2312,876,728,556,0,217,728,556,728,556,0,217,1584,703,2356,724,1308,584,4,24,1304,582,1304,582,0,217,1048,490,19349,1472,14896,1389,109,249,14787,1383,14558,1391,229,213,4453,931,4239,765,2428,712,0,217,2428,712,2401,708,27,48,1811,521,2289,843,373,291,246,206,127,212,1916,758,2228,748,345,300,345,300,0,217,1883,631,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,594083,4882,282002,3092,17450,1662,5276,1004,0,190,5276,1004,5084,1003,192,163,12174,1537,26083,1994,15950,1941,0,190,15950,1941,14795,1940,1155,567,10133,1890,164524,2438,150894,3484,360,375,150534,3545,145746,3567,4788,1143,13630,2381,34235,1466,29129,1331,100,104,29029,1338,28330,1355,699,314,5106,1070,13473,1372,6797,1116,6639,1106,158,147,6676,1143,26237,1425,3832,881,3720,866,112,131,22405,1527,312081,3242,17730,1657,5029,995,0,190,5029,995,4337,973,692,430,12701,1407,25423,1591,14431,1775,321,475,14110,1802,13212,1663,898,526,10992,1743,177667,2245,134197,3909,0,190,134197,3909,128990,3943,5207,1277,43470,3513,40545,1125,25346,1891,0,190,25346,1891,24647,1825,699,465,15199,1779,19099,1538,5797,1006,5657,997,140,225,13302,1482,31617,1631,1997,794,1997,794,0,190,29620,1614,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,208274,3252,100850,2442,8552,950,3154,668,0,147,3154,668,2790,666,364,229,5398,912,12089,1158,8098,1021,0,147,8098,1021,7555,954,543,312,3991,877,64248,1729,57848,2052,0,147,57848,2052,56351,2130,1497,737,6400,1137,8773,775,5737,836,0,147,5737,836,5662,834,75,131,3036,858,2977,588,1067,444,1067,444,0,147,1910,506,4211,671,509,317,509,317,0,147,3702,712,107424,2058,8485,783,4211,685,0,147,4211,685,3569,672,642,335,4274,857,10558,1031,7514,1034,0,147,7514,1034,6762,1081,752,425,3044,833,68670,1630,55650,2318,0,147,55650,2318,54018,2394,1632,638,13020,1722,9738,894,5540,954,0,147,5540,954,5390,931,150,171,4198,725,4197,793,723,404,723,404,0,147,3474,665,5776,819,109,116,109,116,0,147,5667,801,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
