GEO_ID,B21001F_001E,B21001F_001M,B21001F_002E,B21001F_002M,B21001F_003E,B21001F_003M,B21001F_004E,B21001F_004M,B21001F_005E,B21001F_005M,B21001F_006E,B21001F_006M,B21001F_007E,B21001F_007M,B21001F_008E,B21001F_008M,B21001F_009E,B21001F_009M,B21001F_010E,B21001F_010M,B21001F_011E,B21001F_011M,B21001F_012E,B21001F_012M,B21001F_013E,B21001F_013M,B21001F_014E,B21001F_014M,B21001F_015E,B21001F_015M,B21001F_016E,B21001F_016M,B21001F_017E,B21001F_017M,B21001F_018E,B21001F_018M,B21001F_019E,B21001F_019M,B21001F_020E,B21001F_020M,B21001F_021E,B21001F_021M,B21001F_022E,B21001F_022M,B21001F_023E,B21001F_023M,B21001F_024E,B21001F_024M,B21001F_025E,B21001F_025M,B21001F_026E,B21001F_026M,B21001F_027E,B21001F_027M,B21001F_028E,B21001F_028M,B21001F_029E,B21001F_029M,B21001F_030E,B21001F_030M,B21001F_031E,B21001F_031M,B21001F_032E,B21001F_032M,B21001F_033E,B21001F_033M,NAME,B21001F_001MA,B21001F_001EA,B21001F_002EA,B21001F_002MA,B21001F_003EA,B21001F_003MA,B21001F_004EA,B21001F_004MA,B21001F_005MA,B21001F_005EA,B21001F_006MA,B21001F_006EA,B21001F_007MA,B21001F_007EA,B21001F_008MA,B21001F_008EA,B21001F_009EA,B21001F_009MA,B21001F_010MA,B21001F_010EA,B21001F_011MA,B21001F_011EA,B21001F_012MA,B21001F_012EA,B21001F_013MA,B21001F_013EA,B21001F_014MA,B21001F_014EA,B21001F_015MA,B21001F_015EA,B21001F_016MA,B21001F_016EA,B21001F_017MA,B21001F_017EA,B21001F_018MA,B21001F_018EA,B21001F_019MA,B21001F_019EA,B21001F_020MA,B21001F_020EA,B21001F_021MA,B21001F_021EA,B21001F_022MA,B21001F_022EA,B21001F_023MA,B21001F_023EA,B21001F_024MA,B21001F_024EA,B21001F_025MA,B21001F_025EA,B21001F_026MA,B21001F_026EA,B21001F_027EA,B21001F_027MA,B21001F_028MA,B21001F_028EA,B21001F_029MA,B21001F_029EA,B21001F_030MA,B21001F_030EA,B21001F_031EA,B21001F_031MA,B21001F_032MA,B21001F_032EA,B21001F_033MA,B21001F_033EA,state
0400000US08,146428,10044,75989,5952,30867,3817,1477,1172,29390,3875,29420,2975,1369,647,28051,2955,9334,1578,1774,772,7560,1307,4618,902,1544,634,3074,751,1750,653,509,321,1241,572,70439,5729,27038,3547,432,400,26606,3507,25830,2614,383,340,25447,2656,10047,1533,147,197,9900,1528,5360,1048,132,165,5228,1017,2164,713,0,204,2164,713,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,109125,7205,57353,4585,24390,2493,410,381,23980,2632,24024,2666,1159,713,22865,2607,5184,1173,988,606,4196,1172,2651,639,323,271,2328,627,1104,664,397,439,707,551,51772,3392,21596,2306,0,198,21596,2306,21650,2081,147,170,21503,2070,5650,1049,77,143,5573,1026,1742,562,139,217,1603,535,1134,508,0,198,1134,508,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,30411,3558,19121,2333,8759,1492,388,384,8371,1424,8301,1517,400,381,7901,1470,1315,619,0,197,1315,619,274,227,0,197,274,227,472,460,0,197,472,460,11290,1852,5975,1209,0,197,5975,1209,4321,1083,49,82,4272,1081,307,257,0,197,307,257,283,218,0,197,283,218,404,506,0,197,404,506,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,500428,16921,256465,9705,96977,5453,896,475,96081,5503,109596,5534,1787,775,107809,5557,31796,2610,706,465,31090,2625,12897,1720,869,438,12028,1667,5199,897,645,387,4554,843,243963,9362,94991,5360,94,113,94897,5348,97098,5345,135,165,96963,5354,30464,2559,47,75,30417,2562,13116,1316,15,27,13101,1318,8294,1642,0,190,8294,1642,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,68363,4946,37197,3350,16618,2100,0,147,16618,2100,15788,1860,178,177,15610,1852,3500,935,19,35,3481,942,761,390,120,179,641,345,530,362,91,128,439,353,31166,2743,13192,1578,0,147,13192,1578,13827,1765,0,147,13827,1765,2607,672,0,147,2607,672,1170,610,0,147,1170,610,370,224,0,147,370,224,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
