B02017_003M,B02017_004E,B02017_004M,B02017_005E,B02017_005M,B02017_006E,B02017_006M,B02017_007E,B02017_007M,B02017_008E,B02017_008M,B02017_009E,B02017_009M,B02017_010E,B02017_010M,B02017_011E,B02017_011M,B02017_012E,B02017_012M,B02017_013E,B02017_013M,B02017_014E,B02017_014M,B02017_015E,B02017_015M,B02017_016E,B02017_016M,B02017_017E,B02017_017M,B02017_018E,B02017_018M,B02017_019E,B02017_019M,B02017_020E,B02017_020M,B02017_021E,B02017_021M,B02017_022E,B02017_022M,B02017_023E,B02017_023M,B02017_024E,B02017_024M,B02017_025E,B02017_025M,B02017_026E,B02017_026M,B02017_027E,B02017_027M,B02017_028E,B02017_028M,B02017_029E,B02017_029M,B02017_030E,B02017_030M,B02017_031E,B02017_031M,B02017_032E,B02017_032M,B02017_033E,B02017_033M,B02017_034E,B02017_034M,B02017_035E,B02017_035M,B02017_036E,B02017_036M,B02017_037E,B02017_037M,B02017_038E,B02017_038M,B02017_039E,B02017_039M,B02017_040E,B02017_040M,B02017_041E,B02017_041M,B02017_042E,B02017_042M,B02017_043E,B02017_043M,B02017_044E,B02017_044M,B02017_045E,B02017_045M,B02017_046E,B02017_046M,B02017_047E,B02017_047M,B02017_048E,B02017_048M,B02017_049E,B02017_049M,B02017_050E,B02017_050M,B02017_051E,B02017_051M,B02017_052E,B02017_052M,B02017_053E,B02017_053M,B02017_054E,B02017_054M,GEO_ID,B02017_001E,B02017_001M,B02017_002E,B02017_002M,B02017_003E,B02017_003MA,B02017_004MA,B02017_004EA,B02017_005MA,B02017_005EA,B02017_006MA,B02017_006EA,B02017_007EA,B02017_007MA,B02017_008EA,B02017_008MA,B02017_009EA,B02017_009MA,B02017_010MA,B02017_010EA,B02017_011MA,B02017_011EA,B02017_012EA,B02017_012MA,B02017_013MA,B02017_013EA,B02017_014MA,B02017_014EA,B02017_015MA,B02017_015EA,B02017_016MA,B02017_016EA,B02017_017EA,B02017_017MA,B02017_018EA,B02017_018MA,B02017_019EA,B02017_019MA,B02017_020EA,B02017_020MA,B02017_021EA,B02017_021MA,B02017_022MA,B02017_022EA,B02017_023MA,B02017_023EA,B02017_024MA,B02017_024EA,B02017_025MA,B02017_025EA,B02017_026MA,B02017_026EA,B02017_027MA,B02017_027EA,B02017_028MA,B02017_028EA,B02017_029MA,B02017_029EA,B02017_030EA,B02017_030MA,B02017_031EA,B02017_031MA,B02017_032MA,B02017_032EA,B02017_033MA,B02017_033EA,B02017_034MA,B02017_034EA,B02017_035MA,B02017_035EA,B02017_036MA,B02017_036EA,B02017_037MA,B02017_037EA,B02017_038MA,B02017_038EA,B02017_039MA,B02017_039EA,B02017_040EA,B02017_040MA,B02017_041EA,B02017_041MA,B02017_042MA,B02017_042EA,B02017_043MA,B02017_043EA,B02017_044MA,B02017_044EA,B02017_045MA,B02017_045EA,B02017_046MA,B02017_046EA,B02017_047MA,B02017_047EA,B02017_048MA,B02017_048EA,B02017_049EA,B02017_049MA,B02017_050MA,B02017_050EA,B02017_051MA,B02017_051EA,B02017_052EA,B02017_052MA,B02017_053EA,B02017_053MA,B02017_054EA,B02017_054MA,NAME,B02017_001MA,B02017_001EA,B02017_002MA,B02017_002EA,B02017_003EA,state
2770,267,218,2484,996,59,103,354,465,23628,3314,727,470,1546,879,1595,564,2960,980,0,204,1223,966,275,296,1047,740,151,188,254,201,70,128,824,1069,1882,856,38,62,0,204,97,135,5930,4567,12827,2988,932,669,36,63,774,782,385,417,505,393,2917,1250,80,164,674,476,191,161,7465,1854,387,366,2088,1811,287,293,6036,1850,0,204,305,462,273,433,6042,1840,5248,1796,2310,1143,692,586,498,564,672,530,230,241,0,204,218,341,91,165,28687,5419,0400000US08,134352,9885,98016,8321,10401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,05
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,27
