GEO_ID,B20005B_001E,B20005B_001M,B20005B_002E,B20005B_002M,B20005B_003E,B20005B_003M,B20005B_004E,B20005B_004M,B20005B_005E,B20005B_005M,B20005B_006E,B20005B_006M,B20005B_007E,B20005B_007M,B20005B_008E,B20005B_008M,B20005B_009E,B20005B_009M,B20005B_010E,B20005B_010M,B20005B_011E,B20005B_011M,B20005B_012E,B20005B_012M,B20005B_013E,B20005B_013M,B20005B_014E,B20005B_014M,B20005B_015E,B20005B_015M,B20005B_016E,B20005B_016M,B20005B_017E,B20005B_017M,B20005B_018E,B20005B_018M,B20005B_019E,B20005B_019M,B20005B_020E,B20005B_020M,B20005B_021E,B20005B_021M,B20005B_022E,B20005B_022M,B20005B_023E,B20005B_023M,B20005B_024E,B20005B_024M,B20005B_025E,B20005B_025M,B20005B_026E,B20005B_026M,B20005B_027E,B20005B_027M,B20005B_028E,B20005B_028M,B20005B_029E,B20005B_029M,B20005B_030E,B20005B_030M,B20005B_031E,B20005B_031M,B20005B_032E,B20005B_032M,B20005B_033E,B20005B_033M,B20005B_034E,B20005B_034M,B20005B_035E,B20005B_035M,B20005B_036E,B20005B_036M,B20005B_037E,B20005B_037M,B20005B_038E,B20005B_038M,B20005B_039E,B20005B_039M,B20005B_040E,B20005B_040M,B20005B_041E,B20005B_041M,B20005B_042E,B20005B_042M,B20005B_043E,B20005B_043M,B20005B_044E,B20005B_044M,B20005B_045E,B20005B_045M,B20005B_046E,B20005B_046M,B20005B_047E,B20005B_047M,B20005B_048E,B20005B_048M,B20005B_049E,B20005B_049M,B20005B_050E,B20005B_050M,B20005B_051E,B20005B_051M,B20005B_052E,B20005B_052M,B20005B_053E,B20005B_053M,B20005B_054E,B20005B_054M,B20005B_055E,B20005B_055M,B20005B_056E,B20005B_056M,B20005B_057E,B20005B_057M,B20005B_058E,B20005B_058M,B20005B_059E,B20005B_059M,B20005B_060E,B20005B_060M,B20005B_061E,B20005B_061M,B20005B_062E,B20005B_062M,B20005B_063E,B20005B_063M,B20005B_064E,B20005B_064M,B20005B_065E,B20005B_065M,B20005B_066E,B20005B_066M,B20005B_067E,B20005B_067M,B20005B_068E,B20005B_068M,B20005B_069E,B20005B_069M,B20005B_070E,B20005B_070M,B20005B_071E,B20005B_071M,B20005B_072E,B20005B_072M,B20005B_073E,B20005B_073M,B20005B_074E,B20005B_074M,B20005B_075E,B20005B_075M,B20005B_076E,B20005B_076M,B20005B_077E,B20005B_077M,B20005B_078E,B20005B_078M,B20005B_079E,B20005B_079M,B20005B_080E,B20005B_080M,B20005B_081E,B20005B_081M,B20005B_082E,B20005B_082M,B20005B_083E,B20005B_083M,B20005B_084E,B20005B_084M,B20005B_085E,B20005B_085M,B20005B_086E,B20005B_086M,B20005B_087E,B20005B_087M,B20005B_088E,B20005B_088M,B20005B_089E,B20005B_089M,B20005B_090E,B20005B_090M,B20005B_091E,B20005B_091M,B20005B_092E,B20005B_092M,B20005B_093E,B20005B_093M,B20005B_094E,B20005B_094M,B20005B_095E,B20005B_095M,NAME,B20005B_001MA,B20005B_001EA,B20005B_002EA,B20005B_002MA,B20005B_003EA,B20005B_003MA,B20005B_004EA,B20005B_004MA,B20005B_005EA,B20005B_005MA,B20005B_006EA,B20005B_006MA,B20005B_007EA,B20005B_007MA,B20005B_008EA,B20005B_008MA,B20005B_009EA,B20005B_009MA,B20005B_010EA,B20005B_010MA,B20005B_011MA,B20005B_011EA,B20005B_012EA,B20005B_012MA,B20005B_013EA,B20005B_013MA,B20005B_014EA,B20005B_014MA,B20005B_015EA,B20005B_015MA,B20005B_016EA,B20005B_016MA,B20005B_017MA,B20005B_017EA,B20005B_018MA,B20005B_018EA,B20005B_019MA,B20005B_019EA,B20005B_020MA,B20005B_020EA,B20005B_021EA,B20005B_021MA,B20005B_022MA,B20005B_022EA,B20005B_023MA,B20005B_023EA,B20005B_024MA,B20005B_024EA,B20005B_025EA,B20005B_025MA,B20005B_026EA,B20005B_026MA,B20005B_027MA,B20005B_027EA,B20005B_028MA,B20005B_028EA,B20005B_029MA,B20005B_029EA,B20005B_030MA,B20005B_030EA,B20005B_031MA,B20005B_031EA,B20005B_032MA,B20005B_032EA,B20005B_033MA,B20005B_033EA,B20005B_034MA,B20005B_034EA,B20005B_035EA,B20005B_035MA,B20005B_036EA,B20005B_036MA,B20005B_037MA,B20005B_037EA,B20005B_038MA,B20005B_038EA,B20005B_039MA,B20005B_039EA,B20005B_040MA,B20005B_040EA,B20005B_041MA,B20005B_041EA,B20005B_042MA,B20005B_042EA,B20005B_043EA,B20005B_043MA,B20005B_044MA,B20005B_044EA,B20005B_045MA,B20005B_045EA,B20005B_046MA,B20005B_046EA,B20005B_047EA,B20005B_047MA,B20005B_048EA,B20005B_048MA,B20005B_049EA,B20005B_049MA,B20005B_050MA,B20005B_050EA,B20005B_051MA,B20005B_051EA,B20005B_052MA,B20005B_052EA,B20005B_053MA,B20005B_053EA,B20005B_054EA,B20005B_054MA,B20005B_055MA,B20005B_055EA,B20005B_056MA,B20005B_056EA,B20005B_057EA,B20005B_057MA,B20005B_058EA,B20005B_058MA,B20005B_059EA,B20005B_059MA,B20005B_060MA,B20005B_060EA,B20005B_061MA,B20005B_061EA,B20005B_062MA,B20005B_062EA,B20005B_063MA,B20005B_063EA,B20005B_064MA,B20005B_064EA,B20005B_065EA,B20005B_065MA,B20005B_066MA,B20005B_066EA,B20005B_067MA,B20005B_067EA,B20005B_068MA,B20005B_068EA,B20005B_069MA,B20005B_069EA,B20005B_070EA,B20005B_070MA,B20005B_071EA,B20005B_071MA,B20005B_072MA,B20005B_072EA,B20005B_073MA,B20005B_073EA,B20005B_074MA,B20005B_074EA,B20005B_075MA,B20005B_075EA,B20005B_076EA,B20005B_076MA,B20005B_077MA,B20005B_077EA,B20005B_078MA,B20005B_078EA,B20005B_079MA,B20005B_079EA,B20005B_080EA,B20005B_080MA,B20005B_081EA,B20005B_081MA,B20005B_082MA,B20005B_082EA,B20005B_083MA,B20005B_083EA,B20005B_084MA,B20005B_084EA,B20005B_085MA,B20005B_085EA,B20005B_086MA,B20005B_086EA,B20005B_087MA,B20005B_087EA,B20005B_088MA,B20005B_088EA,B20005B_089MA,B20005B_089EA,B20005B_090MA,B20005B_090EA,B20005B_091MA,B20005B_091EA,B20005B_092EA,B20005B_092MA,B20005B_093EA,B20005B_093MA,B20005B_094EA,B20005B_094MA,B20005B_095MA,B20005B_095EA,state
0400000US08,187360,4180,98898,2906,50027,3526,0,204,50027,3526,0,204,0,204,0,204,604,410,678,522,802,501,2172,1045,1802,903,1530,891,2268,778,4183,1222,4616,1266,4577,1633,3209,1202,3685,1487,3327,1140,4277,1654,3000,1123,5054,1212,4243,1205,48871,3488,24864,2832,24007,2469,2892,1044,1346,534,2024,977,1889,774,2727,1029,1099,535,2014,885,1166,730,1032,580,563,428,1430,641,1419,773,877,580,1894,833,539,416,338,330,188,263,153,193,226,218,191,174,88462,3606,37401,3535,0,204,37401,3535,0,204,13,26,435,360,367,419,500,527,824,450,1485,832,269,293,2859,1068,1298,691,4235,1483,4592,1572,3699,1484,3024,962,2804,1154,1603,712,2678,791,1583,799,3113,972,2020,1037,51061,4483,29450,3621,21611,2696,4995,1470,1785,868,1368,543,1709,770,949,625,1384,722,1106,533,681,404,588,463,1116,735,1330,657,891,536,1863,987,385,387,67,125,0,204,568,385,203,263,312,274,311,394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,477968,5038,225451,2851,86834,4574,0,198,86834,4574,80,83,41,67,532,462,99,99,1710,877,1342,855,3772,1543,3068,1313,5480,1682,3512,1362,8083,1824,9184,1831,6969,1578,8755,2082,7333,2111,6417,1854,6933,1609,2716,855,6039,1425,4769,1426,138617,4714,82940,4289,55677,4090,11647,2202,4317,1308,5840,1809,3513,1172,6681,1811,2268,806,5448,1437,2428,1248,3632,1282,1193,690,1684,802,1542,764,1067,665,678,387,937,350,441,364,732,396,372,508,895,668,362,263,252517,3873,94870,5098,0,198,94870,5098,194,236,195,320,1266,570,797,663,2140,1045,973,504,2625,1025,4481,1329,6131,1515,4847,1373,11126,2212,11432,2165,9863,2240,10461,2295,5061,1503,4688,1381,6520,1824,4494,1539,4447,1379,3129,986,157647,5198,87286,4438,70361,4161,12412,2160,8132,1489,6753,1597,6758,1679,7431,1680,2725,1043,4454,1237,4034,1430,3262,945,2263,1189,3077,929,2499,1025,983,513,1323,700,826,532,252,196,1794,922,622,612,350,329,411,322,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,278946,4864,137307,3184,56242,4171,0,197,56242,4171,49,67,92,91,780,481,620,454,1496,792,760,687,1450,581,984,510,2476,1097,2032,1032,6175,1358,7583,1786,5567,1290,4316,1502,3600,1134,4165,1420,4216,1017,2289,845,4600,1388,2992,1023,81065,3955,43700,2502,37365,3249,7717,1681,5328,1485,5055,1542,2612,1021,3023,861,1558,717,2431,1011,1114,700,1696,795,1040,729,1776,767,1324,720,771,627,373,424,463,517,123,147,483,436,290,370,50,89,138,121,141639,3309,52777,3365,0,197,52777,3365,191,232,7,14,407,358,536,365,1613,693,1318,738,2388,791,1489,863,4387,1282,2249,974,6297,1389,5989,1326,5877,1391,4085,1343,4054,1199,2710,897,2881,1360,2004,734,2428,913,1867,1020,88862,4247,51447,3830,37415,3342,6834,1575,5017,1247,4408,1282,2776,876,4980,1312,2260,838,2234,962,1728,729,1300,695,313,254,1438,865,1314,837,472,451,192,201,189,186,686,487,346,421,449,440,397,297,82,123,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1154603,7079,534450,4400,198201,6893,0,217,198201,6893,389,490,1180,507,2194,1077,4866,1567,7979,1689,4326,1728,7680,1861,10540,2222,15527,3130,7115,2113,19150,3177,15547,2523,7934,1814,13823,2301,7949,2152,12471,2265,20707,3067,11283,1876,16347,2674,11194,2159,336249,7968,240328,7537,95921,6441,14491,2032,11205,1951,10599,2137,7432,2092,11446,2361,2889,1353,7064,1711,3245,1081,7221,2103,2069,878,3088,934,3035,1316,854,508,3010,1005,616,287,2557,995,1789,845,478,359,914,490,1919,896,620153,5102,231491,6678,66,117,231425,6669,0,217,371,296,4421,1592,4616,1658,11248,2111,11426,1910,14497,2069,14160,2517,25380,3493,13521,2036,27005,3382,22782,2443,15838,2680,14991,2438,9762,2031,8871,1759,13309,2313,6770,1189,7595,1778,4862,1239,388662,6950,260339,6834,128323,5647,19754,2755,13144,1983,14471,2517,14829,2754,14742,2469,6675,1675,11361,2388,4134,1187,6759,1511,3067,1118,6782,1896,4947,1385,1371,641,2274,1165,624,379,1091,536,618,315,225,192,403,360,1052,655,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1413387,6977,650617,4614,238539,7126,0,190,238539,7126,110,113,65,88,2417,818,1058,425,4726,1118,2331,935,3794,1111,4634,1475,15605,2208,5758,1450,21610,3230,19553,2735,17541,2461,19369,2628,13265,2099,18895,2612,21209,2686,18413,2402,25743,2570,22443,2508,412078,7320,267795,6713,144283,6771,25839,2742,18284,3262,15316,2189,8256,1618,12670,2228,6203,1360,9194,1888,5082,1591,8347,1692,2596,1028,8618,1989,5769,1433,4080,1272,2131,744,2099,947,2046,745,3282,1136,843,447,1549,535,2079,811,762770,4705,277419,6981,0,190,277419,6981,362,235,819,813,3115,751,2927,1039,7337,1376,4832,1299,5601,1426,9337,2025,14855,2410,12997,2157,27041,3290,28067,3361,21258,3079,24972,3057,13896,2202,19104,2724,21587,2686,20671,3022,21698,2601,16943,2189,485351,8474,293515,7690,191836,6536,30904,2854,20445,2802,21455,2364,12983,1891,20691,2369,12282,2186,13094,1936,7405,1189,10128,1968,4423,1262,10204,1761,5708,1126,3365,1294,3378,1179,2460,872,2110,703,3322,1165,1621,727,3587,864,2271,769,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,79918,3013,41999,1931,17620,1868,0,163,17620,1868,0,163,0,163,292,275,0,163,255,236,57,79,1224,725,1183,804,1059,592,406,276,1951,826,3065,1180,533,391,939,555,698,487,2811,1019,1194,786,588,416,776,391,589,422,24379,1999,10558,1478,13821,1910,3129,958,1570,630,1524,764,771,484,1095,691,531,396,347,331,549,513,990,735,345,299,1150,837,641,519,154,149,0,163,402,405,0,163,442,613,101,248,0,163,80,138,37919,2268,14472,2079,0,163,14472,2079,7,16,0,163,609,519,95,137,556,447,34,63,998,555,627,433,918,540,599,299,2727,982,2077,978,1430,626,795,493,788,486,781,470,828,510,23,41,489,405,91,104,23447,2457,11168,1656,12279,1771,2318,905,1364,587,617,363,686,380,1592,723,1215,537,746,446,492,456,1196,657,306,400,917,594,300,257,107,148,129,157,0,163,0,163,294,204,0,163,0,163,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,348430,3898,161278,3069,63064,3936,0,201,63064,3936,100,129,72,133,258,257,771,704,2145,1097,1128,752,3197,1116,2447,916,6536,1735,2609,1041,6486,1712,9130,2119,4911,1232,5069,1146,3062,1087,4038,1375,2286,896,2459,878,4637,1376,1723,762,98214,3874,70157,3591,28057,2753,4269,1117,3692,1252,4078,1162,1737,600,3020,954,1875,761,2288,1056,2010,1351,1330,669,579,449,1109,565,885,619,199,198,55,78,15,22,37,36,78,113,384,331,214,260,203,330,187152,2739,68751,4172,0,201,68751,4172,0,201,41,72,978,612,639,403,808,472,1757,914,4138,1311,3430,1055,5740,1271,3187,971,8974,1646,7606,2068,9235,1857,5913,2013,2930,1022,3105,1032,4179,1269,1045,473,3239,1164,1807,655,118401,3787,78084,3785,40317,3278,7903,1709,3320,1109,4767,1464,3561,1065,4715,1256,2232,864,3102,1013,2001,887,2099,844,1914,686,1295,560,1360,583,969,740,284,177,388,355,63,106,263,257,0,201,81,140,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,169302,2303,77620,1747,30820,2353,0,200,30820,2353,0,200,0,200,202,188,73,123,187,302,258,335,200,299,1312,798,1918,915,297,259,4398,1229,3928,1329,885,446,3115,1054,2317,911,1959,770,1423,663,3048,1293,2829,1127,2471,893,46800,2984,28387,2601,18413,2623,3452,1079,1621,774,2136,940,1713,677,1896,778,193,321,290,203,1062,839,718,529,577,383,1107,583,151,147,454,349,664,394,451,274,0,200,403,507,305,408,773,584,447,462,91682,1513,37870,2818,0,200,37870,2818,0,200,214,310,0,200,367,422,2149,965,87,130,1247,1015,1884,869,1687,815,2022,766,2718,989,4804,1606,2460,953,2473,867,1970,1000,1282,665,2846,914,2753,1038,3989,1220,2918,858,53812,2878,30572,2636,23240,2817,4180,1196,3524,1226,2219,915,935,525,3554,1225,709,370,1279,865,1501,875,1401,820,276,399,382,342,989,597,110,139,486,332,197,207,658,406,0,200,284,458,402,389,154,180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,253517,3709,127178,2997,58932,3257,0,147,58932,3257,110,98,73,96,591,687,0,147,542,458,691,461,1944,862,823,572,2701,944,3229,1175,4260,1429,8334,1787,7118,1710,5220,1199,4287,1178,4377,1338,3553,1226,2207,907,4516,1187,4356,1276,68246,4123,32204,3230,36042,3021,7533,1282,3547,874,3951,1036,3199,948,2187,753,941,383,2279,743,918,539,1890,629,1612,856,2693,931,1866,764,1047,443,437,325,149,157,197,194,644,412,435,428,416,327,101,125,126339,2535,45878,3299,0,147,45878,3299,44,81,50,83,425,248,350,300,409,370,1317,881,1399,611,936,394,3214,1229,3782,1314,6461,1628,5516,1296,4470,1031,3459,963,2352,983,2242,719,2569,926,2350,829,2100,814,2433,824,80461,3508,32618,2703,47843,3425,7150,1453,6841,1810,2725,941,2641,844,3782,1147,3629,1219,4168,1423,2685,924,2904,1011,1500,847,4058,1442,1368,656,1152,531,502,382,472,336,97,119,984,630,589,630,496,320,100,117,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
