GEO_ID,B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,NAME,B17010G_001MA,B17010G_001EA,B17010G_002MA,B17010G_002EA,B17010G_003MA,B17010G_003EA,B17010G_004MA,B17010G_004EA,B17010G_005EA,B17010G_005MA,B17010G_006EA,B17010G_006MA,B17010G_007MA,B17010G_007EA,B17010G_008MA,B17010G_008EA,B17010G_009MA,B17010G_009EA,B17010G_010MA,B17010G_010EA,B17010G_011MA,B17010G_011EA,B17010G_012MA,B17010G_012EA,B17010G_013MA,B17010G_013EA,B17010G_014MA,B17010G_014EA,B17010G_015MA,B17010G_015EA,B17010G_016MA,B17010G_016EA,B17010G_017EA,B17010G_017MA,B17010G_018EA,B17010G_018MA,B17010G_019MA,B17010G_019EA,B17010G_020MA,B17010G_020EA,B17010G_021MA,B17010G_021EA,B17010G_022MA,B17010G_022EA,B17010G_023MA,B17010G_023EA,B17010G_024MA,B17010G_024EA,B17010G_025MA,B17010G_025EA,B17010G_026MA,B17010G_026EA,B17010G_027EA,B17010G_027MA,B17010G_028EA,B17010G_028MA,B17010G_029EA,B17010G_029MA,B17010G_030MA,B17010G_030EA,B17010G_031MA,B17010G_031EA,B17010G_032MA,B17010G_032EA,B17010G_033MA,B17010G_033EA,B17010G_034MA,B17010G_034EA,B17010G_035MA,B17010G_035EA,B17010G_036MA,B17010G_036EA,B17010G_037MA,B17010G_037EA,B17010G_038MA,B17010G_038EA,B17010G_039MA,B17010G_039EA,B17010G_040EA,B17010G_040MA,B17010G_041MA,B17010G_041EA,state
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,54851,2612,8364,1190,2809,817,1773,709,480,358,535,384,758,409,1036,313,5555,926,673,289,609,285,325,221,135,115,149,124,64,56,4882,872,4324,860,1685,607,860,374,1779,569,558,287,46487,2479,32713,2022,16801,1542,3692,755,3906,653,9203,1247,15912,1306,13774,1588,4107,951,2384,712,872,476,249,164,1263,460,1723,563,9667,1410,6563,1335,1626,607,492,242,4445,1022,3104,677,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,19093,2194,3014,1130,1184,740,943,677,49,77,336,444,558,525,241,249,1830,745,272,234,229,223,119,198,51,90,59,69,43,78,1558,678,1450,675,308,218,79,102,1063,638,108,99,16079,1778,10730,1469,5968,1082,1644,601,994,612,3330,815,4762,1057,5349,1144,1624,710,1316,616,225,229,599,509,492,281,308,266,3725,857,2524,690,774,423,622,352,1128,413,1201,485,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,38445,3226,15023,1959,5818,1270,2522,820,558,463,563,425,1401,602,3296,1000,9205,1433,1833,670,1434,562,166,200,343,292,925,437,399,303,7372,1275,5056,1202,223,196,773,452,4060,1166,2316,836,23422,2313,14901,2197,5194,1347,796,513,413,294,3985,1134,9707,1703,8521,1392,1993,701,707,469,96,155,0,228,611,470,1286,546,6528,1213,2504,833,219,275,274,251,2011,793,4024,1004,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,51892,3949,4044,1126,1071,455,442,277,0,206,126,148,316,235,629,399,2973,1029,621,548,621,548,370,499,166,210,85,117,0,206,2352,816,1987,790,408,351,561,412,1018,571,365,272,47848,3769,31677,2720,17909,2093,4137,1101,4204,1166,9568,1643,13768,1690,16171,2516,4547,1310,3116,1144,799,723,402,401,1915,702,1431,642,11624,2141,7021,1677,894,639,1286,792,4841,1222,4603,1259,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,30733,2658,3829,1120,1811,971,764,504,0,207,365,358,399,378,1047,795,2018,858,436,349,274,270,0,207,0,207,274,270,162,240,1582,837,846,617,204,256,46,63,596,548,736,567,26904,2550,19873,2275,10141,1783,2311,740,1690,707,6140,1405,9732,1477,7031,1531,1934,673,1242,580,371,305,45,60,826,534,692,375,5097,1364,3083,1083,862,543,428,490,1793,915,2014,859,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,304345,9421,30145,2873,10904,1502,7771,1487,917,523,2746,903,4108,1000,3133,772,19241,2428,4505,1175,3380,914,882,534,566,446,1932,683,1125,691,14736,1947,11989,1779,1543,564,2747,940,7699,1496,2747,798,274200,9355,191881,8156,100379,6166,20447,2191,22653,2388,57279,4797,91502,4951,82319,4668,29347,2944,15612,2152,2538,869,3227,1039,9847,1584,13735,2041,52972,3972,30648,2859,3995,1190,4121,1153,22532,2309,22324,2638,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,17169,2180,2811,938,650,424,650,424,257,367,155,114,238,268,0,207,2161,801,202,231,74,121,0,207,0,207,74,121,128,203,1959,804,1878,801,51,84,444,322,1383,714,81,95,14358,1947,8240,1422,4607,979,923,401,900,493,2784,852,3633,987,6118,1395,2331,898,1288,684,350,358,468,451,470,366,1043,541,3787,903,2924,848,323,262,683,539,1918,822,863,349,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,120698,5392,11477,2009,5153,1186,3174,859,987,539,1140,515,1047,426,1979,837,6324,1558,908,510,642,410,49,69,239,292,354,290,266,292,5416,1500,4730,1448,858,610,1063,485,2809,1195,686,407,109221,5196,81872,4616,42229,3281,8730,1571,8728,1375,24771,2370,39643,3080,27349,2969,8995,1812,5716,1438,1177,666,838,525,3701,1174,3279,997,18354,2715,11444,2230,2194,926,1861,780,7389,1765,6910,1425,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
