GEO_ID,B19202E_001E,B19202E_001M,NAME,B19202E_001EA,B19202E_001MA,state
0400000US08,48718,16102,Colorado,null,null,08
0400000US18,null,null,Indiana,null,null,18
0400000US21,33696,4379,Kentucky,null,null,21
0400000US22,-666666666,-222222222,Louisiana,-,**,22
0400000US17,33571,15156,Illinois,null,null,17
0400000US19,-666666666,-222222222,Iowa,-,**,19
0400000US33,-666666666,-222222222,New Hampshire,-,**,33
0400000US05,-666666666,-222222222,Arkansas,-,**,05
0400000US10,61010,19614,Delaware,null,null,10
0400000US27,43058,14168,Minnesota,null,null,27
0400000US30,40243,21019,Montana,null,null,30
0400000US23,-666666666,-222222222,Maine,-,**,23
0400000US37,38054,14491,North Carolina,null,null,37
0400000US13,null,null,Georgia,null,null,13
0400000US02,250001,-333333333,Alaska,"250,000+",***,02
0400000US01,null,null,Alabama,null,null,01
0400000US50,-666666666,-222222222,Vermont,-,**,50
0400000US32,50638,18436,Nevada,null,null,32
0400000US54,-666666666,-222222222,West Virginia,-,**,54
0400000US40,null,null,Oklahoma,null,null,40
0400000US55,24911,20487,Wisconsin,null,null,55
0400000US72,-666666666,-222222222,Puerto Rico,-,**,72
0400000US51,60307,25415,Virginia,null,null,51
0400000US38,-666666666,-222222222,North Dakota,-,**,38
0400000US45,-666666666,-222222222,South Carolina,-,**,45
0400000US41,59806,13209,Oregon,null,null,41
0400000US56,-666666666,-222222222,Wyoming,-,**,56
0400000US06,32660,17224,California,null,null,06
0400000US28,2499,-333333333,Mississippi,"2,500-",***,28
0400000US09,-666666666,-222222222,Connecticut,-,**,09
0400000US48,50128,43964,Texas,null,null,48
0400000US24,41615,4480,Maryland,null,null,24
0400000US12,19059,4935,Florida,null,null,12
0400000US25,null,null,Massachusetts,null,null,25
0400000US11,-666666666,-222222222,District of Columbia,-,**,11
0400000US49,33404,7549,Utah,null,null,49
0400000US36,null,null,New York,null,null,36
0400000US34,-666666666,-222222222,New Jersey,-,**,34
0400000US39,null,null,Ohio,null,null,39
0400000US29,null,null,Missouri,null,null,29
0400000US42,null,null,Pennsylvania,null,null,42
0400000US26,null,null,Michigan,null,null,26
0400000US31,26028,3611,Nebraska,null,null,31
0400000US16,-666666666,-222222222,Idaho,-,**,16
0400000US35,null,null,New Mexico,null,null,35
0400000US15,23760,6956,Hawaii,null,null,15
0400000US46,-666666666,-222222222,South Dakota,-,**,46
0400000US53,41476,6478,Washington,null,null,53
0400000US44,-666666666,-222222222,Rhode Island,-,**,44
0400000US04,28784,12791,Arizona,null,null,04
0400000US47,null,null,Tennessee,null,null,47
0400000US20,70750,70844,Kansas,null,null,20
