GEO_ID,B17001C_001E,B17001C_001M,B17001C_002E,B17001C_002M,B17001C_003E,B17001C_003M,B17001C_004E,B17001C_004M,B17001C_005E,B17001C_005M,B17001C_006E,B17001C_006M,B17001C_007E,B17001C_007M,B17001C_008E,B17001C_008M,B17001C_009E,B17001C_009M,B17001C_010E,B17001C_010M,B17001C_011E,B17001C_011M,B17001C_012E,B17001C_012M,B17001C_013E,B17001C_013M,B17001C_014E,B17001C_014M,B17001C_015E,B17001C_015M,B17001C_016E,B17001C_016M,B17001C_017E,B17001C_017M,B17001C_018E,B17001C_018M,B17001C_019E,B17001C_019M,B17001C_020E,B17001C_020M,B17001C_021E,B17001C_021M,B17001C_022E,B17001C_022M,B17001C_023E,B17001C_023M,B17001C_024E,B17001C_024M,B17001C_025E,B17001C_025M,B17001C_026E,B17001C_026M,B17001C_027E,B17001C_027M,B17001C_028E,B17001C_028M,B17001C_029E,B17001C_029M,B17001C_030E,B17001C_030M,B17001C_031E,B17001C_031M,B17001C_032E,B17001C_032M,B17001C_033E,B17001C_033M,B17001C_034E,B17001C_034M,B17001C_035E,B17001C_035M,B17001C_036E,B17001C_036M,B17001C_037E,B17001C_037M,B17001C_038E,B17001C_038M,B17001C_039E,B17001C_039M,B17001C_040E,B17001C_040M,B17001C_041E,B17001C_041M,B17001C_042E,B17001C_042M,B17001C_043E,B17001C_043M,B17001C_044E,B17001C_044M,B17001C_045E,B17001C_045M,B17001C_046E,B17001C_046M,B17001C_047E,B17001C_047M,B17001C_048E,B17001C_048M,B17001C_049E,B17001C_049M,B17001C_050E,B17001C_050M,B17001C_051E,B17001C_051M,B17001C_052E,B17001C_052M,B17001C_053E,B17001C_053M,B17001C_054E,B17001C_054M,B17001C_055E,B17001C_055M,B17001C_056E,B17001C_056M,B17001C_057E,B17001C_057M,B17001C_058E,B17001C_058M,B17001C_059E,B17001C_059M,NAME,B17001C_001EA,B17001C_001MA,B17001C_002EA,B17001C_002MA,B17001C_003EA,B17001C_003MA,B17001C_004MA,B17001C_004EA,B17001C_005MA,B17001C_005EA,B17001C_006EA,B17001C_006MA,B17001C_007EA,B17001C_007MA,B17001C_008EA,B17001C_008MA,B17001C_009EA,B17001C_009MA,B17001C_010EA,B17001C_010MA,B17001C_011EA,B17001C_011MA,B17001C_012EA,B17001C_012MA,B17001C_013MA,B17001C_013EA,B17001C_014EA,B17001C_014MA,B17001C_015EA,B17001C_015MA,B17001C_016MA,B17001C_016EA,B17001C_017MA,B17001C_017EA,B17001C_018MA,B17001C_018EA,B17001C_019EA,B17001C_019MA,B17001C_020EA,B17001C_020MA,B17001C_021EA,B17001C_021MA,B17001C_022EA,B17001C_022MA,B17001C_023EA,B17001C_023MA,B17001C_024EA,B17001C_024MA,B17001C_025EA,B17001C_025MA,B17001C_026MA,B17001C_026EA,B17001C_027MA,B17001C_027EA,B17001C_028MA,B17001C_028EA,B17001C_029EA,B17001C_029MA,B17001C_030EA,B17001C_030MA,B17001C_031MA,B17001C_031EA,B17001C_032EA,B17001C_032MA,B17001C_033EA,B17001C_033MA,B17001C_034EA,B17001C_034MA,B17001C_035MA,B17001C_035EA,B17001C_036EA,B17001C_036MA,B17001C_037EA,B17001C_037MA,B17001C_038EA,B17001C_038MA,B17001C_039MA,B17001C_039EA,B17001C_040MA,B17001C_040EA,B17001C_041EA,B17001C_041MA,B17001C_042EA,B17001C_042MA,B17001C_043EA,B17001C_043MA,B17001C_044EA,B17001C_044MA,B17001C_045EA,B17001C_045MA,B17001C_046EA,B17001C_046MA,B17001C_047EA,B17001C_047MA,B17001C_048EA,B17001C_048MA,B17001C_049MA,B17001C_049EA,B17001C_050MA,B17001C_050EA,B17001C_051EA,B17001C_051MA,B17001C_052EA,B17001C_052MA,B17001C_053EA,B17001C_053MA,B17001C_054EA,B17001C_054MA,B17001C_055EA,B17001C_055MA,B17001C_056EA,B17001C_056MA,B17001C_057EA,B17001C_057MA,B17001C_058EA,B17001C_058MA,B17001C_059EA,B17001C_059MA,state
0400000US08,52026,4305,9754,2299,4369,1362,84,108,0,204,830,454,358,394,0,204,66,111,870,631,773,619,210,195,190,178,800,573,149,149,39,67,5385,1483,74,96,0,204,673,442,386,360,0,204,238,229,390,425,666,387,701,394,1403,669,403,262,338,210,113,155,42272,4205,19290,2409,913,582,438,309,1549,635,609,391,166,207,191,186,2249,1084,3219,962,2130,684,3099,816,2657,779,1616,754,454,273,22982,2885,1227,758,214,194,2029,636,746,381,89,151,375,250,2167,884,4751,1555,2198,562,2669,818,3521,866,1880,491,1116,550,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,25144,3339,4668,2086,2137,1065,40,72,40,71,19,39,304,304,0,217,97,172,364,453,289,268,318,312,111,131,142,160,158,259,255,277,2531,1314,205,225,0,217,32,44,32,44,116,107,135,251,623,451,0,217,193,182,538,544,137,165,415,380,105,172,20476,3420,10062,2012,388,244,378,382,554,392,428,416,60,76,212,229,796,545,1847,918,1708,1002,1643,835,803,377,904,442,341,258,10414,2185,982,554,115,124,1005,633,289,252,286,265,458,366,523,430,2064,892,888,432,1023,565,1439,602,733,536,609,476,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,34709,4548,3606,1418,1530,822,117,200,32,40,167,208,0,190,0,190,225,211,0,190,508,468,97,142,27,46,348,264,9,21,0,190,2076,926,0,190,52,106,376,429,76,82,0,190,32,40,133,137,138,146,332,255,190,204,636,429,0,190,111,174,31103,4702,16797,2862,855,855,42,70,438,360,791,505,1078,589,602,497,2133,845,2546,854,2872,1008,2256,833,1912,566,936,446,336,201,14306,2434,724,615,0,190,616,367,979,415,380,289,196,161,1360,761,2054,759,2387,771,2238,758,1565,535,714,311,1093,580,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,57648,3676,19461,2855,8958,1845,949,525,217,191,984,374,998,510,83,88,782,506,865,484,1374,603,1244,581,552,261,731,383,149,145,30,34,10503,1640,849,355,260,162,1488,485,382,177,86,65,189,167,958,350,2222,757,1137,437,969,403,1319,439,474,202,170,176,38187,3473,19072,2179,1049,436,505,275,2394,543,754,416,272,175,568,263,2053,588,2738,694,2298,632,2298,567,2268,468,1515,470,360,166,19115,1854,1472,510,130,92,2129,628,1137,370,101,74,653,225,2362,730,1988,500,2602,720,2309,509,2596,473,1305,368,331,179,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
