GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001MA,B17001F_001EA,B17001F_002EA,B17001F_002MA,B17001F_003EA,B17001F_003MA,B17001F_004MA,B17001F_004EA,B17001F_005MA,B17001F_005EA,B17001F_006MA,B17001F_006EA,B17001F_007MA,B17001F_007EA,B17001F_008MA,B17001F_008EA,B17001F_009EA,B17001F_009MA,B17001F_010EA,B17001F_010MA,B17001F_011EA,B17001F_011MA,B17001F_012MA,B17001F_012EA,B17001F_013EA,B17001F_013MA,B17001F_014EA,B17001F_014MA,B17001F_015EA,B17001F_015MA,B17001F_016EA,B17001F_016MA,B17001F_017MA,B17001F_017EA,B17001F_018MA,B17001F_018EA,B17001F_019EA,B17001F_019MA,B17001F_020EA,B17001F_020MA,B17001F_021EA,B17001F_021MA,B17001F_022EA,B17001F_022MA,B17001F_023MA,B17001F_023EA,B17001F_024EA,B17001F_024MA,B17001F_025EA,B17001F_025MA,B17001F_026EA,B17001F_026MA,B17001F_027MA,B17001F_027EA,B17001F_028MA,B17001F_028EA,B17001F_029EA,B17001F_029MA,B17001F_030EA,B17001F_030MA,B17001F_031EA,B17001F_031MA,B17001F_032EA,B17001F_032MA,B17001F_033EA,B17001F_033MA,B17001F_034EA,B17001F_034MA,B17001F_035EA,B17001F_035MA,B17001F_036EA,B17001F_036MA,B17001F_037MA,B17001F_037EA,B17001F_038MA,B17001F_038EA,B17001F_039EA,B17001F_039MA,B17001F_040EA,B17001F_040MA,B17001F_041EA,B17001F_041MA,B17001F_042EA,B17001F_042MA,B17001F_043EA,B17001F_043MA,B17001F_044EA,B17001F_044MA,B17001F_045EA,B17001F_045MA,B17001F_046EA,B17001F_046MA,B17001F_047MA,B17001F_047EA,B17001F_048MA,B17001F_048EA,B17001F_049EA,B17001F_049MA,B17001F_050EA,B17001F_050MA,B17001F_051EA,B17001F_051MA,B17001F_052MA,B17001F_052EA,B17001F_053EA,B17001F_053MA,B17001F_054EA,B17001F_054MA,B17001F_055EA,B17001F_055MA,B17001F_056EA,B17001F_056MA,B17001F_057EA,B17001F_057MA,B17001F_058EA,B17001F_058MA,B17001F_059MA,B17001F_059EA,state
0400000US08,193436,13308,31733,5286,15086,3551,1718,725,254,407,2423,1150,1203,451,203,220,860,560,2037,1102,2253,1075,1226,648,952,550,1295,655,613,378,49,77,16647,2931,1105,709,343,335,2367,1143,314,227,122,133,800,395,1540,631,3136,1168,1972,647,1273,710,1921,820,902,536,852,514,161703,12808,85330,7653,4545,1423,1402,1001,5623,1539,2912,979,1561,843,2692,970,10340,2031,15881,2300,15371,2528,11480,1605,8017,1421,3935,793,1571,642,76373,6965,4898,1712,698,487,5203,1576,3239,1063,1208,680,2560,895,11914,2296,10376,2392,12541,1583,9984,1756,8126,1360,4451,991,1175,525,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,160282,10404,35203,6425,16541,3353,2878,1091,439,537,2583,1123,1666,884,112,181,602,437,2141,985,1549,667,2237,1034,1194,478,633,429,420,304,87,135,18662,3809,1990,827,371,270,2249,893,1340,810,342,276,826,432,2494,972,3956,1358,3210,1131,885,519,730,527,269,182,0,198,125079,10478,66732,6436,3756,1139,1021,672,5552,1422,4753,1472,1872,835,1474,576,9779,1978,10359,1346,12551,2307,7872,1432,4551,1255,2217,612,975,673,58347,4872,3317,1040,1004,397,7170,1431,2867,993,1591,808,2431,1068,7151,1247,7743,1254,9071,1593,8475,1480,4920,1018,1473,555,1134,508,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,49995,6024,15964,4183,8451,2397,1037,397,379,275,1903,961,949,669,160,240,245,285,199,177,1125,591,1880,953,241,269,240,239,93,137,0,197,7513,2318,1153,663,142,206,1774,791,462,354,17,34,114,165,970,652,2072,717,484,303,325,399,0,197,0,197,0,197,34031,5074,20021,3032,1899,1005,249,237,1672,842,666,430,344,274,516,386,3424,1280,3522,1116,4183,966,1818,720,1075,551,181,177,472,460,14010,2759,1450,733,239,206,3498,1384,931,405,246,285,240,227,1200,666,1700,660,2533,862,979,446,307,257,283,218,404,506,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,61038,7411,12565,3212,5482,1761,1390,895,0,217,1040,543,408,284,0,217,32,54,373,406,1173,636,610,427,79,87,224,218,153,176,0,217,7083,1987,779,491,39,84,1292,711,324,399,37,49,162,185,193,201,2727,1164,895,463,379,242,150,186,31,57,75,144,48473,6620,26823,3707,2033,1205,872,610,3514,1411,1342,783,352,365,417,409,2516,1000,5276,1415,4345,1204,3240,1004,2137,788,693,436,86,109,21650,3711,2229,855,824,840,2261,1057,880,563,718,535,331,274,1605,731,4202,1607,3219,1090,1948,766,1516,670,1071,615,846,598,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,708479,25458,108274,11895,47472,6877,6265,1717,1554,899,9606,2439,3402,1223,1104,644,2657,1013,3113,971,5571,1658,4790,1309,4253,1453,2589,895,1729,679,839,453,60802,6228,6715,1376,1028,551,7359,1801,4149,1305,1111,626,1814,716,8083,2057,9191,1935,8566,1661,4978,1436,4325,1158,1849,678,1634,751,600205,23389,314348,13033,18359,2631,3720,1457,27568,3417,17618,3127,4995,1336,9453,1702,34156,3268,53746,3805,58090,3890,42137,3415,29170,2594,11087,1608,4249,916,285857,12979,17139,2549,3558,1308,28754,3540,16403,2715,5609,1590,9905,1700,33558,4230,43687,3636,46248,3739,37306,2860,25980,2401,11184,1345,6526,1511,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,30185,5292,7627,2891,3445,1399,605,682,83,79,223,203,239,349,33,47,80,116,824,526,228,191,293,248,691,591,52,91,94,150,0,163,4182,1723,627,517,28,56,265,229,251,284,46,78,401,271,493,372,673,649,684,371,647,379,50,73,17,40,0,163,22558,4081,12570,2317,440,314,398,404,932,548,350,230,198,208,351,361,2284,662,1898,783,2470,866,1382,714,1444,531,378,241,45,62,9988,2168,243,376,64,85,1473,769,412,254,81,131,203,254,1768,682,2004,820,1294,586,1056,504,1144,497,177,159,69,91,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,82557,6545,20757,4071,8802,2287,767,419,49,88,1394,796,779,555,125,177,207,240,1965,1338,1205,600,819,607,927,607,14,39,551,390,0,201,11955,2599,1049,560,256,272,2695,1267,1183,727,203,302,602,443,1860,948,1652,629,905,551,1157,724,157,198,236,263,0,201,61800,6112,31599,3740,1374,583,214,163,3833,1059,1661,720,457,383,1691,842,4425,1022,4950,1056,5794,1288,3760,1034,2903,651,240,233,297,252,30201,3283,2276,693,532,376,3639,1222,1589,641,398,442,1406,625,4150,1066,5095,1507,4848,1136,3191,843,2634,894,193,229,250,238,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,101410,7885,15649,3421,6216,1538,716,377,185,224,910,483,495,422,0,147,104,83,741,551,1032,423,624,459,829,481,530,569,0,147,50,86,9433,2264,1463,802,21,26,846,620,554,515,99,165,99,111,1913,779,1510,602,1676,646,602,497,563,446,87,118,0,147,85761,7707,46006,4713,2430,927,512,348,5170,1310,2468,690,1105,702,1901,892,5203,1042,9053,1446,7684,1501,6304,1173,2935,847,761,390,480,358,39755,4209,4063,1003,732,432,6138,1482,1756,617,1373,516,1012,460,4185,1124,5450,1017,7335,1254,4214,869,2044,580,1083,599,370,224,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
