GEO_ID,B19101C_001E,B19101C_001M,B19101C_002E,B19101C_002M,B19101C_003E,B19101C_003M,B19101C_004E,B19101C_004M,B19101C_005E,B19101C_005M,B19101C_006E,B19101C_006M,B19101C_007E,B19101C_007M,B19101C_008E,B19101C_008M,B19101C_009E,B19101C_009M,B19101C_010E,B19101C_010M,B19101C_011E,B19101C_011M,B19101C_012E,B19101C_012M,B19101C_013E,B19101C_013M,B19101C_014E,B19101C_014M,B19101C_015E,B19101C_015M,B19101C_016E,B19101C_016M,B19101C_017E,B19101C_017M,NAME,B19101C_001EA,B19101C_001MA,B19101C_002MA,B19101C_002EA,B19101C_003MA,B19101C_003EA,B19101C_004EA,B19101C_004MA,B19101C_005EA,B19101C_005MA,B19101C_006MA,B19101C_006EA,B19101C_007MA,B19101C_007EA,B19101C_008MA,B19101C_008EA,B19101C_009EA,B19101C_009MA,B19101C_010EA,B19101C_010MA,B19101C_011EA,B19101C_011MA,B19101C_012MA,B19101C_012EA,B19101C_013MA,B19101C_013EA,B19101C_014EA,B19101C_014MA,B19101C_015EA,B19101C_015MA,B19101C_016EA,B19101C_016MA,B19101C_017MA,B19101C_017EA,state
0400000US08,12096,1647,430,288,646,370,487,333,455,332,727,555,579,296,388,268,706,451,477,371,1039,580,1999,656,1364,632,1205,487,611,378,509,366,474,396,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,6127,1211,92,106,278,325,585,448,252,209,344,267,272,293,549,499,73,95,839,730,481,342,834,612,742,450,309,350,345,277,70,86,62,84,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8353,1484,149,148,210,230,124,153,440,392,381,355,555,460,662,467,563,374,742,485,71,87,1580,796,738,342,578,471,268,227,1006,561,286,258,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3641,908,349,313,184,252,83,103,320,245,335,320,0,201,125,99,104,95,193,207,125,174,339,237,267,226,571,348,105,106,451,346,90,107,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,10997,1226,1484,564,727,393,455,209,632,263,836,420,510,201,816,342,487,195,399,215,849,372,924,384,949,285,651,312,595,394,410,244,273,148,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,12411,1271,1620,584,1016,494,504,262,668,319,932,414,992,562,735,406,618,338,440,345,1238,450,1078,552,1534,614,543,298,258,187,141,133,94,98,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,28794,2103,2626,717,1194,602,1265,431,2134,748,1532,509,2164,618,1599,598,1881,639,1206,516,3309,842,3099,770,3500,865,1623,630,749,419,575,307,338,206,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,6834,1689,283,315,303,325,583,397,524,406,1270,931,172,163,890,592,194,171,106,166,304,432,242,272,900,555,488,344,235,187,102,161,238,201,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,20871,1276,1774,416,979,330,913,322,856,204,932,329,1044,210,1046,414,643,184,1401,425,1707,566,2469,698,2922,647,1475,537,872,276,911,379,927,381,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,6065,1250,19,33,417,374,510,464,608,626,308,238,99,81,203,184,311,286,398,426,381,316,606,437,958,759,612,316,148,120,318,326,169,272,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,9925,1086,925,452,1079,604,367,247,461,189,349,282,434,308,477,284,319,254,554,419,1185,594,1360,676,1238,440,623,367,154,110,353,226,47,52,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,72335,2950,4429,784,3082,712,3339,775,4072,607,4258,996,4594,779,3109,675,3758,831,2467,605,5754,847,9345,1181,10115,1095,6445,964,3434,608,2285,553,1849,388,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,12457,1120,677,336,508,270,578,298,1314,587,249,149,1098,463,507,285,462,251,475,317,1268,353,1624,571,1349,404,716,305,528,233,702,347,402,251,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5348,1001,352,307,106,148,111,169,66,80,200,178,199,183,331,394,275,215,109,115,460,299,507,423,1111,478,318,218,303,209,634,360,266,203,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,8643,1056,918,383,474,233,195,125,577,401,516,276,259,208,1157,521,412,269,502,354,542,253,657,295,738,341,714,335,498,286,412,252,72,65,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4756,1135,647,586,57,82,71,99,53,70,485,357,126,112,154,243,201,172,533,438,536,517,419,308,674,373,316,248,57,107,304,258,123,167,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,10455,1413,650,369,549,452,185,123,284,232,190,173,94,111,560,350,697,496,587,448,1235,515,1902,780,1519,570,756,457,698,416,363,248,186,277,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,2964,439,217,123,59,66,59,45,87,90,214,171,291,177,234,191,94,81,61,56,347,223,426,250,480,261,231,169,65,59,99,127,0,203,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,70560,3625,2796,766,2831,942,1452,559,3512,993,2933,944,3310,984,2796,707,2663,690,3154,1004,4315,878,9385,1436,9630,1519,8321,1502,4123,850,5528,1122,3811,837,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,34629,3417,2242,827,1093,502,1187,646,2000,855,1356,593,1172,555,1187,562,1101,552,1895,836,3419,1255,3521,1127,5409,1452,2511,729,2667,822,1877,758,1992,911,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,13643,2066,953,650,636,485,572,512,437,347,331,249,828,601,273,244,950,821,483,337,950,576,1659,637,1407,576,923,505,1589,842,975,523,677,432,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,6800,1122,615,392,842,456,206,180,96,75,411,332,213,129,276,271,292,317,264,277,672,428,1157,498,648,357,263,309,302,267,176,211,367,351,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,18229,2298,1336,486,1093,505,654,553,1409,1182,1009,658,597,342,928,441,859,552,803,512,1268,684,2060,809,2506,877,963,360,882,449,1001,508,861,584,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,5324,1171,241,205,435,339,339,472,679,468,909,599,389,337,0,195,429,426,92,107,287,193,391,299,660,400,248,236,0,195,134,158,91,118,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,6378,1320,299,303,104,89,524,420,115,141,476,410,516,419,143,133,232,187,150,206,906,410,456,230,1078,545,314,250,435,316,155,161,475,323,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,4482,905,380,348,0,177,168,212,339,284,300,307,120,169,237,220,393,246,97,143,571,308,460,454,482,312,465,308,143,121,137,182,190,187,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,12954,1451,1015,381,376,255,528,251,1422,621,544,277,647,374,743,464,436,247,502,371,1043,463,1695,477,2047,579,679,321,505,280,277,187,495,316,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,3892,876,301,207,155,176,235,209,380,258,137,91,176,206,300,238,123,88,401,268,543,457,469,271,408,379,170,137,56,85,0,161,38,79,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,4089,902,120,126,567,496,383,210,237,232,164,127,130,132,140,139,613,480,252,270,313,211,341,221,380,304,150,218,73,77,91,109,135,227,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,41141,1877,4869,792,3013,948,3087,807,3460,892,2350,720,2937,837,2434,635,1856,571,1816,504,3426,809,3796,1097,4255,862,1897,513,708,244,884,490,353,213,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
