GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001MA,B01001F_001EA,B01001F_002MA,B01001F_002EA,B01001F_003MA,B01001F_003EA,B01001F_004MA,B01001F_004EA,B01001F_005MA,B01001F_005EA,B01001F_006MA,B01001F_006EA,B01001F_007MA,B01001F_007EA,B01001F_008MA,B01001F_008EA,B01001F_009MA,B01001F_009EA,B01001F_010MA,B01001F_010EA,B01001F_011EA,B01001F_011MA,B01001F_012EA,B01001F_012MA,B01001F_013EA,B01001F_013MA,B01001F_014MA,B01001F_014EA,B01001F_015MA,B01001F_015EA,B01001F_016EA,B01001F_016MA,B01001F_017MA,B01001F_017EA,B01001F_018MA,B01001F_018EA,B01001F_019MA,B01001F_019EA,B01001F_020MA,B01001F_020EA,B01001F_021EA,B01001F_021MA,B01001F_022EA,B01001F_022MA,B01001F_023EA,B01001F_023MA,B01001F_024MA,B01001F_024EA,B01001F_025MA,B01001F_025EA,B01001F_026MA,B01001F_026EA,B01001F_027EA,B01001F_027MA,B01001F_028MA,B01001F_028EA,B01001F_029MA,B01001F_029EA,B01001F_030MA,B01001F_030EA,B01001F_031MA,B01001F_031EA,state
0400000US08,196831,13409,103190,8220,6311,1570,6916,2110,7275,1390,5822,1516,3778,1129,9429,2034,9371,1739,9025,1583,17036,2600,12525,1596,9334,1578,4618,902,1416,638,334,236,93641,7101,6003,1747,6358,1668,6083,1518,4690,1193,3364,1139,10177,2145,6828,1695,6737,1782,14573,1662,11257,1814,10047,1533,5360,1048,1209,451,955,472,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,162303,10635,84366,6506,6771,1419,6446,1559,9648,2079,4148,1091,3693,1213,8516,1689,6916,1125,5265,994,14897,2232,9127,1410,5184,1173,2651,639,707,561,397,445,77937,5142,5563,1291,7547,1565,7768,1626,5287,1294,2475,664,7420,1364,5437,1084,6264,1259,12290,1637,9360,1488,5650,1049,1742,562,428,340,706,483,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,51887,6124,30005,3775,3262,1107,3431,1175,2625,969,1457,665,833,364,3083,1088,2549,946,2403,718,6154,1291,2147,776,1315,619,274,227,371,480,101,127,21882,3452,2707,960,4333,1100,2859,837,617,451,447,354,1749,804,1799,671,2056,797,3017,953,1304,644,307,257,283,218,163,194,241,448,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,65366,7711,36292,4644,3467,1478,3764,1302,3854,1542,861,466,624,526,3558,1256,3248,1201,3980,1259,5749,1231,3816,1102,2439,826,846,431,27,44,59,97,29074,3954,3052,955,3586,1204,2237,827,1248,683,692,476,1106,532,4809,1515,2120,829,4156,1181,2327,813,1718,698,1102,624,846,598,75,144,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,712778,25545,364258,14933,24921,2861,30163,3454,34251,4081,18209,2129,10715,1657,27010,2715,27600,2997,31901,2808,63008,4193,46588,3484,31796,2610,12897,1720,2992,721,2207,663,348520,13554,24184,2518,28822,3535,33112,3429,18439,2686,11569,2014,30544,3277,27126,2914,25752,2399,54814,3946,42284,3336,30464,2559,13116,1316,6181,1346,2113,983,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,30713,5286,16434,2821,1045,730,1197,588,1038,555,662,428,1041,447,2290,679,1186,530,940,589,2769,926,2253,905,1496,546,472,287,0,163,45,62,14279,2876,870,632,1029,513,1464,715,731,380,724,436,1646,723,1310,633,1367,777,1978,707,1703,620,1194,493,194,164,69,91,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,9013,2733,4984,1713,451,468,169,289,424,379,336,298,94,120,142,140,451,362,208,251,1196,675,899,719,294,218,208,216,112,122,0,192,4029,1402,271,267,429,420,346,385,230,256,94,118,569,356,101,107,667,429,397,374,258,211,211,182,185,191,169,137,102,160,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,84917,6739,42344,4500,2257,706,3804,899,4597,1063,2480,962,1539,630,5531,1907,3665,950,2727,901,6890,1316,4762,1231,3004,654,791,407,87,156,210,200,42573,3482,3325,834,4885,1368,5186,1102,2622,878,1522,655,4713,1124,3630,1097,3117,1012,5755,1157,4348,978,2791,904,429,354,184,226,66,111,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,19652,4198,9577,2374,908,498,766,442,876,480,605,381,92,123,611,383,423,249,1062,527,1910,614,1024,600,1006,536,294,302,0,200,0,200,10075,2231,590,465,809,485,1771,617,559,640,103,149,1007,625,220,208,271,198,1570,523,1817,715,780,446,535,283,37,48,6,13,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,102814,7851,53410,4850,3146,1045,5235,1226,4718,1151,3114,1126,1934,699,4311,1052,5040,1074,5333,1293,8571,1462,7217,1184,3500,935,761,390,462,331,68,93,49404,4171,5569,1153,5708,1230,4378,1142,2583,704,1697,694,4535,950,3849,838,3111,774,9011,1372,4816,1024,2607,672,1170,610,342,217,28,51,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
