GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001EA,B19001D_001MA,B19001D_002EA,B19001D_002MA,B19001D_003EA,B19001D_003MA,B19001D_004EA,B19001D_004MA,B19001D_005EA,B19001D_005MA,B19001D_006EA,B19001D_006MA,B19001D_007EA,B19001D_007MA,B19001D_008EA,B19001D_008MA,B19001D_009MA,B19001D_009EA,B19001D_010EA,B19001D_010MA,B19001D_011EA,B19001D_011MA,B19001D_012EA,B19001D_012MA,B19001D_013EA,B19001D_013MA,B19001D_014EA,B19001D_014MA,B19001D_015EA,B19001D_015MA,B19001D_016EA,B19001D_016MA,B19001D_017EA,B19001D_017MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,99942,3623,5944,1248,2756,993,3012,953,4052,1295,2799,915,4500,1273,3965,1059,3581,1057,2315,700,6465,1815,7835,1269,13471,1807,9410,1510,7588,1361,8970,1429,13279,1818,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,134715,4105,8334,1788,3123,958,2927,871,4210,1175,4263,1326,3405,1187,5353,1385,3691,1096,4945,1150,7376,1540,13257,1948,18968,2667,16361,2277,7428,1657,12350,1666,18724,2708,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,12755,1255,781,515,549,415,190,208,468,398,360,393,243,224,679,735,463,311,406,252,1384,771,1982,804,1347,478,1996,804,906,504,694,312,307,267,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,21536,1871,1914,869,861,439,1046,623,1335,610,476,440,1594,883,728,464,678,425,560,444,1815,702,1840,797,2449,789,1417,546,778,475,2104,747,1941,809,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,84513,2936,4657,1260,2232,742,2314,841,2767,866,2418,857,4274,992,3618,857,4062,1092,3605,899,6984,1568,10606,1585,12317,1481,7990,1546,5677,1250,5480,1190,5512,954,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,27156,1583,1811,622,891,467,1597,667,1574,710,1521,586,966,454,1600,617,1015,586,1467,856,2116,599,2301,682,3518,1072,2522,766,1078,413,1743,555,1436,435,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,50967,2516,3371,1083,2110,761,1714,611,2156,759,1076,460,1783,692,1978,638,3051,937,2408,814,3231,879,5278,1162,7905,1244,4448,926,3118,827,2735,705,4605,1040,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,172201,4777,7053,1167,2676,797,3049,1069,4630,1252,2645,843,4097,1061,4767,1158,5685,1171,3627,964,7472,1528,12156,1696,19610,1914,19872,2321,15923,1899,24751,2607,34188,2736,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,23610,1521,1662,677,453,357,243,203,1591,868,309,262,872,424,850,605,578,407,1472,600,2007,773,3135,915,3147,925,2616,733,1400,561,1401,544,1874,541,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,63522,2800,3542,1093,2771,966,2023,792,1543,757,957,473,2147,745,1910,809,1998,753,2023,830,4882,1094,5484,1271,7955,1551,7587,1493,4728,1150,6443,1388,7529,1466,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1851359,12661,99065,5353,67475,4555,53501,3767,56293,4133,47897,3461,53231,3262,48348,3243,48474,3384,43482,3412,92598,5370,132675,4841,200053,7197,193927,6753,145601,5307,219324,6775,349415,8671,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,8288,1268,1171,505,40,73,175,191,131,116,94,125,748,675,103,130,259,237,360,422,510,323,911,436,1316,613,786,456,599,331,593,378,492,350,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,56828,2127,2963,982,1317,476,1128,597,2341,752,1164,659,1321,573,1725,602,1482,614,440,279,3375,1086,4448,1156,8042,1345,6751,1225,2794,883,5640,940,11897,1081,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,446134,6322,27452,2764,11288,2048,11273,1889,13216,2053,13016,2396,13038,2204,12838,1883,12830,1818,13266,2373,29392,3433,39563,3832,51229,3819,49969,3878,32306,2877,50123,3649,65335,4127,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,124411,3409,6457,1317,2404,921,2216,728,2054,673,3585,982,2539,753,3441,883,2473,700,3041,732,6558,1404,9194,1510,16988,1920,14209,1665,11726,1614,13980,1954,23546,1993,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,179411,5071,15300,1958,4887,1245,5508,1201,7320,1395,4660,1128,6372,1371,8576,1425,8759,1884,7541,1610,12904,1935,15230,2165,24967,2355,18446,2387,8941,1438,12235,1817,17765,2406,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,152548,3584,11637,1486,3680,987,3184,919,4900,1316,3942,1028,3991,1107,2767,987,3884,1078,3634,1048,8219,1703,9833,1452,17557,2105,15135,1936,11493,1699,17577,1850,31115,2677,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,11638,1114,999,491,358,364,123,133,250,222,219,193,0,213,68,89,304,360,232,272,384,307,630,348,1308,486,1568,577,1031,560,1182,535,2982,868,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,24605,1849,1859,810,802,549,497,330,718,441,705,405,838,558,818,629,1819,746,406,301,2057,860,2840,827,3332,785,2262,720,2262,851,1615,446,1775,650,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,545669,8846,38637,3075,21168,2854,18454,2266,22903,2453,17875,2483,21571,2286,17220,2155,17663,1932,15432,1907,29381,3005,46760,3313,58281,3612,55686,3836,38245,2944,49323,3241,77070,3913,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,280009,4186,13184,1973,4989,1325,5843,1423,5693,1229,5391,1159,4434,1052,5564,1112,6905,1581,4906,1143,9419,1457,18095,2218,31207,2911,32348,2856,24709,2206,39867,3187,67455,3524,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,89312,3082,5953,1266,1582,609,2232,820,3510,993,3408,829,2604,906,3207,1219,1807,687,3554,969,7105,1650,9223,1888,12217,1568,8677,1475,6383,1416,7878,1184,9972,1338,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,44112,2146,3937,1281,830,465,1313,652,1417,828,1107,473,1551,497,974,500,1274,683,1816,688,4008,1302,4455,1385,5210,1346,4271,1138,2671,880,4309,1044,4969,1030,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,146977,4022,13777,1896,3842,1066,4241,1052,4845,1181,5830,1548,5077,1354,5044,1221,3927,963,3909,921,9616,1608,11814,1807,18944,1959,12978,1723,9603,1443,14806,1702,18724,2005,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,105862,3498,7792,1394,2266,673,2473,756,3524,881,3021,925,2975,945,2973,1067,2980,880,2112,699,6227,1254,9318,1577,14721,1814,12168,1424,9720,1694,9371,1445,14221,1652,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,13252,1056,1090,500,48,66,437,304,661,330,792,503,212,154,371,285,664,431,444,303,1330,542,1413,514,1982,613,1380,622,667,329,664,378,1097,481,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,8911,1520,429,378,122,145,829,568,482,506,607,611,624,829,684,503,634,631,463,264,767,488,697,393,468,287,740,429,318,363,625,527,422,315,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,12431,1651,820,441,347,331,669,401,835,522,401,320,598,422,1027,750,403,269,122,128,260,209,1306,632,1638,738,1511,727,694,349,1327,641,473,278,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,177743,3829,7628,1548,2589,757,4977,1083,5279,1190,6200,1214,5846,1193,5241,975,7331,1476,5872,1098,9507,1298,16442,1644,23730,2217,22913,2111,15901,1724,19326,1851,18961,1928,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,4573,1047,291,236,62,85,446,446,215,284,59,119,171,196,49,60,98,151,522,490,511,410,315,276,1069,635,116,110,39,66,311,186,299,238,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,234203,5609,14462,1793,6307,1517,5319,1159,4891,1142,5018,1358,6404,1467,5509,1456,8391,1886,5908,1360,12763,1902,18857,2202,25244,2894,26649,2680,18775,1951,25855,2553,43851,2573,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,10970,1160,979,449,297,301,515,348,167,176,363,344,317,236,506,356,375,336,266,252,284,263,1877,653,1227,590,1185,542,959,540,679,616,974,528,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,79492,3004,7006,1271,1979,651,1793,616,2358,831,2167,726,1500,577,3213,816,2530,832,2795,1010,5604,1195,6512,1293,10396,1795,8737,1457,4714,1006,7363,1310,10825,1538,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,37442,1971,2621,1018,1029,491,1800,1004,1201,699,1226,556,1914,912,1036,658,1154,609,1939,868,2211,716,2694,764,5879,1406,4035,1027,1503,527,3514,1098,3686,758,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,28223,1991,1324,655,1222,664,1669,739,1315,791,827,466,908,463,1043,565,1291,654,715,455,1928,711,2777,820,4227,1109,3196,776,1668,666,966,433,3147,739,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
