GEO_ID,B17001D_001E,B17001D_001M,B17001D_002E,B17001D_002M,B17001D_003E,B17001D_003M,B17001D_004E,B17001D_004M,B17001D_005E,B17001D_005M,B17001D_006E,B17001D_006M,B17001D_007E,B17001D_007M,B17001D_008E,B17001D_008M,B17001D_009E,B17001D_009M,B17001D_010E,B17001D_010M,B17001D_011E,B17001D_011M,B17001D_012E,B17001D_012M,B17001D_013E,B17001D_013M,B17001D_014E,B17001D_014M,B17001D_015E,B17001D_015M,B17001D_016E,B17001D_016M,B17001D_017E,B17001D_017M,B17001D_018E,B17001D_018M,B17001D_019E,B17001D_019M,B17001D_020E,B17001D_020M,B17001D_021E,B17001D_021M,B17001D_022E,B17001D_022M,B17001D_023E,B17001D_023M,B17001D_024E,B17001D_024M,B17001D_025E,B17001D_025M,B17001D_026E,B17001D_026M,B17001D_027E,B17001D_027M,B17001D_028E,B17001D_028M,B17001D_029E,B17001D_029M,B17001D_030E,B17001D_030M,B17001D_031E,B17001D_031M,B17001D_032E,B17001D_032M,B17001D_033E,B17001D_033M,B17001D_034E,B17001D_034M,B17001D_035E,B17001D_035M,B17001D_036E,B17001D_036M,B17001D_037E,B17001D_037M,B17001D_038E,B17001D_038M,B17001D_039E,B17001D_039M,B17001D_040E,B17001D_040M,B17001D_041E,B17001D_041M,B17001D_042E,B17001D_042M,B17001D_043E,B17001D_043M,B17001D_044E,B17001D_044M,B17001D_045E,B17001D_045M,B17001D_046E,B17001D_046M,B17001D_047E,B17001D_047M,B17001D_048E,B17001D_048M,B17001D_049E,B17001D_049M,B17001D_050E,B17001D_050M,B17001D_051E,B17001D_051M,B17001D_052E,B17001D_052M,B17001D_053E,B17001D_053M,B17001D_054E,B17001D_054M,B17001D_055E,B17001D_055M,B17001D_056E,B17001D_056M,B17001D_057E,B17001D_057M,B17001D_058E,B17001D_058M,B17001D_059E,B17001D_059M,NAME,B17001D_001MA,B17001D_001EA,B17001D_002EA,B17001D_002MA,B17001D_003EA,B17001D_003MA,B17001D_004MA,B17001D_004EA,B17001D_005EA,B17001D_005MA,B17001D_006MA,B17001D_006EA,B17001D_007EA,B17001D_007MA,B17001D_008EA,B17001D_008MA,B17001D_009EA,B17001D_009MA,B17001D_010EA,B17001D_010MA,B17001D_011MA,B17001D_011EA,B17001D_012EA,B17001D_012MA,B17001D_013EA,B17001D_013MA,B17001D_014EA,B17001D_014MA,B17001D_015MA,B17001D_015EA,B17001D_016MA,B17001D_016EA,B17001D_017MA,B17001D_017EA,B17001D_018EA,B17001D_018MA,B17001D_019EA,B17001D_019MA,B17001D_020EA,B17001D_020MA,B17001D_021MA,B17001D_021EA,B17001D_022MA,B17001D_022EA,B17001D_023EA,B17001D_023MA,B17001D_024EA,B17001D_024MA,B17001D_025EA,B17001D_025MA,B17001D_026MA,B17001D_026EA,B17001D_027MA,B17001D_027EA,B17001D_028EA,B17001D_028MA,B17001D_029EA,B17001D_029MA,B17001D_030EA,B17001D_030MA,B17001D_031EA,B17001D_031MA,B17001D_032MA,B17001D_032EA,B17001D_033MA,B17001D_033EA,B17001D_034EA,B17001D_034MA,B17001D_035EA,B17001D_035MA,B17001D_036EA,B17001D_036MA,B17001D_037EA,B17001D_037MA,B17001D_038MA,B17001D_038EA,B17001D_039EA,B17001D_039MA,B17001D_040EA,B17001D_040MA,B17001D_041EA,B17001D_041MA,B17001D_042MA,B17001D_042EA,B17001D_043MA,B17001D_043EA,B17001D_044EA,B17001D_044MA,B17001D_045EA,B17001D_045MA,B17001D_046MA,B17001D_046EA,B17001D_047EA,B17001D_047MA,B17001D_048MA,B17001D_048EA,B17001D_049MA,B17001D_049EA,B17001D_050EA,B17001D_050MA,B17001D_051MA,B17001D_051EA,B17001D_052EA,B17001D_052MA,B17001D_053EA,B17001D_053MA,B17001D_054MA,B17001D_054EA,B17001D_055EA,B17001D_055MA,B17001D_056MA,B17001D_056EA,B17001D_057EA,B17001D_057MA,B17001D_058EA,B17001D_058MA,B17001D_059MA,B17001D_059EA,state
0400000US01,56790,2973,8571,2476,3237,1207,0,192,0,192,321,243,76,127,0,192,415,554,536,431,562,407,427,361,564,432,87,146,249,261,0,192,5334,1679,188,225,0,192,915,609,148,148,0,192,244,241,775,415,676,416,696,480,340,296,162,176,1014,631,176,226,48219,2816,21996,1469,1665,616,93,141,1874,733,940,573,60,94,519,326,1606,888,4725,985,3596,908,3646,734,1996,568,575,314,701,456,26223,2138,1665,704,413,276,2156,735,1435,495,817,620,530,332,1898,713,3479,766,4637,876,4383,853,1954,637,2000,615,856,481,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41546,2543,2893,1495,1295,715,19,29,0,147,73,104,156,226,0,147,36,67,385,318,108,179,107,121,301,222,7,13,0,147,103,156,1598,1032,187,299,231,353,71,113,71,112,0,147,14,21,354,350,29,31,252,307,113,89,47,80,0,147,229,293,38653,2962,18788,1686,1290,437,135,160,2380,1070,814,611,182,199,759,446,2168,652,3082,742,1990,515,2603,727,1880,333,1134,497,371,317,19865,1793,834,370,145,130,1406,572,771,339,513,307,782,431,1470,666,3254,741,3237,554,3120,492,2690,330,991,414,652,513,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,187592,5279,28527,3834,14281,2158,1147,793,95,109,950,396,282,219,216,268,0,203,4188,897,3201,1183,1633,721,605,341,930,496,856,594,178,172,14246,2596,1136,537,694,549,743,449,183,146,72,115,264,324,2884,914,2782,836,1936,771,961,458,1255,508,541,392,795,411,159065,5795,73342,3305,5192,850,1362,512,5163,894,2550,720,731,571,2189,764,4641,1036,13004,1153,15260,1169,10038,815,6889,629,3664,804,2659,440,85723,3510,4423,894,1109,504,4644,880,2468,767,1186,422,1968,540,4186,943,14397,1190,17239,1190,13660,844,10164,625,6461,676,3818,518,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38394,2421,6198,1798,2960,1085,550,489,126,220,181,240,0,192,35,59,298,279,750,354,485,340,229,210,6,21,158,145,25,47,117,210,3238,1035,202,221,0,192,0,192,148,190,0,192,179,200,756,292,902,583,277,230,215,181,340,304,149,187,70,122,32196,2612,14114,1640,885,379,0,192,1660,730,506,290,45,81,162,175,1182,598,4011,844,2139,536,1725,584,1056,414,537,300,206,196,18082,2036,1561,646,530,273,1947,687,531,418,195,265,547,432,839,453,3636,920,3707,931,2032,707,1922,710,545,271,90,119,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5132708,17623,614157,17594,276542,10700,15432,1898,2623,904,20137,2702,10354,1776,4893,932,9079,1286,61754,5020,36555,3295,29993,2879,27188,2533,25500,2149,17683,2226,15351,1780,337615,10558,16243,2160,2249,663,19347,2621,8967,1374,3040,777,7954,1406,59075,4153,48143,3601,42540,3295,36220,2552,36641,3012,26169,2722,31027,2691,4518551,23306,2141522,12716,120339,3231,27735,2495,147740,5170,75738,3929,25197,2043,50664,2518,158850,5213,350698,4058,346630,3472,318306,4107,267061,2714,153497,2498,99067,2248,2377029,14958,111975,3293,23537,1969,148352,5113,70413,3780,23646,2093,49222,2797,156892,4832,373732,5722,398015,3873,370831,3482,323429,3696,187997,2955,138988,3308,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,147830,3651,16411,3044,6492,1329,484,303,0,195,426,351,341,328,24,45,183,173,833,386,1922,697,733,511,623,345,185,196,332,236,406,315,9919,2043,663,413,58,91,675,416,278,247,148,225,132,150,2625,681,1800,686,917,409,729,374,1093,526,451,326,350,269,131419,4338,60771,2394,3617,689,1108,796,5989,1023,2706,668,649,311,1351,379,5044,889,9812,1145,12078,1002,8381,1057,5704,874,2745,639,1587,556,70648,2929,3163,762,598,310,5961,923,3324,795,1277,525,1889,505,4257,898,11553,1295,13229,1042,10030,821,7833,756,3792,875,3742,733,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,142667,3526,15865,3211,8592,2195,401,292,41,68,361,377,398,324,140,139,167,225,2238,729,2595,1013,661,322,847,532,426,407,219,182,98,166,7273,1587,294,259,84,140,522,405,36,60,186,205,315,293,1013,428,1635,565,669,394,913,517,1010,587,470,314,126,149,126802,4335,59825,2606,3772,766,510,299,5671,880,2922,750,769,393,1453,408,2952,843,10799,1065,12368,723,8802,1043,6023,714,2454,505,1330,532,66977,2371,4233,638,847,436,6560,998,2418,643,982,341,1621,394,3364,737,12289,809,14385,769,9200,914,5815,723,3608,717,1655,591,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,503334,6866,66496,6807,31382,3415,1864,842,508,322,2483,1030,1430,685,630,333,484,334,6009,1400,4656,1202,3613,1226,3860,847,2783,798,2083,530,979,503,35114,4362,1853,784,40,77,1827,866,1089,486,867,466,938,613,6168,1715,6545,1539,6195,1652,4559,1269,1936,727,2200,837,897,493,436838,8861,200675,4962,11681,1362,3665,1084,14883,1845,8487,1447,4249,1033,4340,867,16837,2182,28434,1930,35425,2245,30076,1761,22660,1443,13236,1326,6702,1221,236163,6029,10327,1579,2349,710,18725,1704,6348,1153,2743,781,4392,1248,14686,2023,34980,2053,43533,2377,36743,2107,32674,1616,17995,1522,10668,1483,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
