GEO_ID,B01002E_001E,B01002E_001M,B01002E_002E,B01002E_002M,B01002E_003E,B01002E_003M,NAME,B01002E_001EA,B01002E_001MA,B01002E_002EA,B01002E_002MA,B01002E_003MA,B01002E_003EA,state
0400000US01,30.0,8.1,22.4,28.7,34.6,8.7,Alabama,null,null,null,null,null,null,01
0400000US02,22.9,5.0,25.3,4.9,22.4,4.7,Alaska,null,null,null,null,null,null,02
0400000US04,26.7,3.6,26.0,4.4,27.0,8.4,Arizona,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,05
0400000US06,33.2,1.4,32.1,1.4,35.1,1.4,California,null,null,null,null,null,null,06
0400000US08,28.1,4.7,23.6,12.0,32.1,4.0,Colorado,null,null,null,null,null,null,08
0400000US09,27.0,29.1,-666666666.0,-222222222.0,60.4,30.9,Connecticut,null,null,-,**,null,null,09
0400000US10,37.5,15.4,48.2,19.0,37.1,18.7,Delaware,null,null,null,null,null,null,10
0400000US11,-666666666.0,-222222222.0,-666666666.0,-222222222.0,-666666666.0,-222222222.0,District of Columbia,-,**,-,**,**,-,11
0400000US12,29.9,6.5,26.7,9.1,30.9,7.5,Florida,null,null,null,null,null,null,12
0400000US13,33.0,13.9,46.2,30.6,28.6,14.3,Georgia,null,null,null,null,null,null,13
0400000US15,30.7,1.1,30.4,1.1,31.0,1.3,Hawaii,null,null,null,null,null,null,15
0400000US16,22.5,4.8,21.7,11.0,24.0,6.0,Idaho,null,null,null,null,null,null,16
0400000US17,40.0,8.3,40.1,10.3,37.9,12.4,Illinois,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,18
0400000US19,18.7,16.9,14.8,21.5,25.3,10.6,Iowa,null,null,null,null,null,null,19
0400000US20,37.2,10.7,37.4,13.6,34.7,17.0,Kansas,null,null,null,null,null,null,20
0400000US21,29.7,14.0,40.1,35.4,29.5,12.3,Kentucky,null,null,null,null,null,null,21
0400000US22,37.0,29.6,49.4,2.0,19.7,38.3,Louisiana,null,null,null,null,null,null,22
0400000US23,39.7,4.7,-666666666.0,-222222222.0,39.6,1.7,Maine,null,null,-,**,null,null,23
0400000US24,30.0,9.6,30.0,9.7,30.0,13.1,Maryland,null,null,null,null,null,null,24
0400000US25,32.6,14.4,45.3,13.4,24.3,3.4,Massachusetts,null,null,null,null,null,null,25
0400000US26,29.7,10.0,29.8,17.1,24.0,19.1,Michigan,null,null,null,null,null,null,26
0400000US27,28.4,7.3,14.7,5.4,30.0,15.3,Minnesota,null,null,null,null,null,null,27
0400000US28,27.7,20.1,-666666666.0,-222222222.0,27.4,21.6,Mississippi,null,null,-,**,null,null,28
0400000US29,28.9,7.7,31.1,15.7,28.8,6.5,Missouri,null,null,null,null,null,null,29
0400000US30,44.3,13.8,44.1,19.1,56.5,3.5,Montana,null,null,null,null,null,null,30
0400000US31,25.6,7.3,36.5,5.8,23.7,8.9,Nebraska,null,null,null,null,null,null,31
0400000US32,32.1,4.2,32.1,3.8,32.1,8.0,Nevada,null,null,null,null,null,null,32
0400000US33,-666666666.0,-222222222.0,-666666666.0,-222222222.0,-666666666.0,-222222222.0,New Hampshire,-,**,-,**,**,-,33
0400000US34,27.8,11.2,33.3,6.8,19.7,16.8,New Jersey,null,null,null,null,null,null,34
0400000US35,30.4,5.7,29.2,15.4,52.1,25.5,New Mexico,null,null,null,null,null,null,35
0400000US36,34.1,9.8,29.6,5.3,45.2,11.9,New York,null,null,null,null,null,null,36
0400000US37,29.6,4.9,27.2,3.7,33.9,14.7,North Carolina,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,38
0400000US39,42.0,5.3,41.1,9.5,45.0,6.6,Ohio,null,null,null,null,null,null,39
0400000US40,25.1,5.4,17.4,10.6,33.3,0.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,30.2,3.2,26.8,7.9,31.3,5.7,Oregon,null,null,null,null,null,null,41
0400000US42,34.4,5.5,23.8,5.7,49.0,22.6,Pennsylvania,null,null,null,null,null,null,42
0400000US44,31.5,19.7,23.6,9.6,-666666666.0,-222222222.0,Rhode Island,null,null,null,null,**,-,44
0400000US45,29.3,14.6,10.6,10.2,33.9,14.2,South Carolina,null,null,null,null,null,null,45
0400000US46,31.6,30.6,-666666666.0,-222222222.0,55.9,32.3,South Dakota,null,null,-,**,null,null,46
0400000US47,35.1,11.2,33.0,16.1,37.3,22.4,Tennessee,null,null,null,null,null,null,47
0400000US48,27.3,5.3,23.7,2.8,31.9,2.3,Texas,null,null,null,null,null,null,48
0400000US49,24.5,1.7,22.9,3.3,25.1,1.5,Utah,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,50
0400000US51,29.0,9.1,32.1,7.9,28.2,12.5,Virginia,null,null,null,null,null,null,51
0400000US53,29.2,2.1,31.5,5.0,28.0,2.4,Washington,null,null,null,null,null,null,53
0400000US54,32.6,26.0,32.3,29.7,43.3,30.5,West Virginia,null,null,null,null,null,null,54
0400000US55,27.5,6.0,27.1,7.2,40.9,7.2,Wisconsin,null,null,null,null,null,null,55
0400000US56,60.3,36.7,-666666666.0,-222222222.0,18.7,0.9,Wyoming,null,null,-,**,null,null,56
0400000US72,-666666666.0,-222222222.0,-666666666.0,-222222222.0,-666666666.0,-222222222.0,Puerto Rico,-,**,-,**,**,-,72
