GEO_ID,B23002D_001E,B23002D_001M,B23002D_002E,B23002D_002M,B23002D_003E,B23002D_003M,B23002D_004E,B23002D_004M,B23002D_005E,B23002D_005M,B23002D_006E,B23002D_006M,B23002D_007E,B23002D_007M,B23002D_008E,B23002D_008M,B23002D_009E,B23002D_009M,B23002D_010E,B23002D_010M,B23002D_011E,B23002D_011M,B23002D_012E,B23002D_012M,B23002D_013E,B23002D_013M,B23002D_014E,B23002D_014M,B23002D_015E,B23002D_015M,B23002D_016E,B23002D_016M,B23002D_017E,B23002D_017M,B23002D_018E,B23002D_018M,B23002D_019E,B23002D_019M,B23002D_020E,B23002D_020M,B23002D_021E,B23002D_021M,B23002D_022E,B23002D_022M,B23002D_023E,B23002D_023M,B23002D_024E,B23002D_024M,B23002D_025E,B23002D_025M,B23002D_026E,B23002D_026M,B23002D_027E,B23002D_027M,B23002D_028E,B23002D_028M,B23002D_029E,B23002D_029M,B23002D_030E,B23002D_030M,B23002D_031E,B23002D_031M,B23002D_032E,B23002D_032M,B23002D_033E,B23002D_033M,B23002D_034E,B23002D_034M,B23002D_035E,B23002D_035M,B23002D_036E,B23002D_036M,B23002D_037E,B23002D_037M,B23002D_038E,B23002D_038M,B23002D_039E,B23002D_039M,B23002D_040E,B23002D_040M,B23002D_041E,B23002D_041M,B23002D_042E,B23002D_042M,B23002D_043E,B23002D_043M,B23002D_044E,B23002D_044M,B23002D_045E,B23002D_045M,B23002D_046E,B23002D_046M,B23002D_047E,B23002D_047M,B23002D_048E,B23002D_048M,B23002D_049E,B23002D_049M,B23002D_050E,B23002D_050M,B23002D_051E,B23002D_051M,B23002D_052E,B23002D_052M,B23002D_053E,B23002D_053M,B23002D_054E,B23002D_054M,B23002D_055E,B23002D_055M,B23002D_056E,B23002D_056M,B23002D_057E,B23002D_057M,B23002D_058E,B23002D_058M,B23002D_059E,B23002D_059M,B23002D_060E,B23002D_060M,B23002D_061E,B23002D_061M,B23002D_062E,B23002D_062M,B23002D_063E,B23002D_063M,B23002D_064E,B23002D_064M,B23002D_065E,B23002D_065M,B23002D_066E,B23002D_066M,B23002D_067E,B23002D_067M,B23002D_068E,B23002D_068M,B23002D_069E,B23002D_069M,B23002D_070E,B23002D_070M,B23002D_071E,B23002D_071M,B23002D_072E,B23002D_072M,B23002D_073E,B23002D_073M,B23002D_074E,B23002D_074M,B23002D_075E,B23002D_075M,B23002D_076E,B23002D_076M,B23002D_077E,B23002D_077M,B23002D_078E,B23002D_078M,B23002D_079E,B23002D_079M,NAME,B23002D_001EA,B23002D_001MA,B23002D_002MA,B23002D_002EA,B23002D_003MA,B23002D_003EA,B23002D_004EA,B23002D_004MA,B23002D_005MA,B23002D_005EA,B23002D_006EA,B23002D_006MA,B23002D_007MA,B23002D_007EA,B23002D_008MA,B23002D_008EA,B23002D_009MA,B23002D_009EA,B23002D_010EA,B23002D_010MA,B23002D_011MA,B23002D_011EA,B23002D_012EA,B23002D_012MA,B23002D_013MA,B23002D_013EA,B23002D_014EA,B23002D_014MA,B23002D_015EA,B23002D_015MA,B23002D_016MA,B23002D_016EA,B23002D_017EA,B23002D_017MA,B23002D_018MA,B23002D_018EA,B23002D_019EA,B23002D_019MA,B23002D_020EA,B23002D_020MA,B23002D_021MA,B23002D_021EA,B23002D_022EA,B23002D_022MA,B23002D_023EA,B23002D_023MA,B23002D_024MA,B23002D_024EA,B23002D_025EA,B23002D_025MA,B23002D_026EA,B23002D_026MA,B23002D_027EA,B23002D_027MA,B23002D_028EA,B23002D_028MA,B23002D_029MA,B23002D_029EA,B23002D_030EA,B23002D_030MA,B23002D_031EA,B23002D_031MA,B23002D_032MA,B23002D_032EA,B23002D_033EA,B23002D_033MA,B23002D_034EA,B23002D_034MA,B23002D_035MA,B23002D_035EA,B23002D_036EA,B23002D_036MA,B23002D_037MA,B23002D_037EA,B23002D_038EA,B23002D_038MA,B23002D_039EA,B23002D_039MA,B23002D_040MA,B23002D_040EA,B23002D_041EA,B23002D_041MA,B23002D_042EA,B23002D_042MA,B23002D_043MA,B23002D_043EA,B23002D_044EA,B23002D_044MA,B23002D_045EA,B23002D_045MA,B23002D_046MA,B23002D_046EA,B23002D_047MA,B23002D_047EA,B23002D_048EA,B23002D_048MA,B23002D_049EA,B23002D_049MA,B23002D_050EA,B23002D_050MA,B23002D_051MA,B23002D_051EA,B23002D_052MA,B23002D_052EA,B23002D_053EA,B23002D_053MA,B23002D_054EA,B23002D_054MA,B23002D_055EA,B23002D_055MA,B23002D_056EA,B23002D_056MA,B23002D_057MA,B23002D_057EA,B23002D_058MA,B23002D_058EA,B23002D_059EA,B23002D_059MA,B23002D_060MA,B23002D_060EA,B23002D_061EA,B23002D_061MA,B23002D_062MA,B23002D_062EA,B23002D_063MA,B23002D_063EA,B23002D_064MA,B23002D_064EA,B23002D_065EA,B23002D_065MA,B23002D_066MA,B23002D_066EA,B23002D_067EA,B23002D_067MA,B23002D_068MA,B23002D_068EA,B23002D_069EA,B23002D_069MA,B23002D_070EA,B23002D_070MA,B23002D_071MA,B23002D_071EA,B23002D_072EA,B23002D_072MA,B23002D_073MA,B23002D_073EA,B23002D_074EA,B23002D_074MA,B23002D_075EA,B23002D_075MA,B23002D_076MA,B23002D_076EA,B23002D_077EA,B23002D_077MA,B23002D_078EA,B23002D_078MA,B23002D_079EA,B23002D_079MA,state
0400000US01,45858,2188,20841,1377,2048,944,360,444,0,192,360,444,189,327,171,210,1688,816,1665,722,755,470,0,192,755,470,755,470,0,192,910,502,13520,1122,12456,988,14,39,12442,991,12205,922,237,272,1064,610,2083,569,1605,520,0,192,1605,520,1551,510,54,99,478,301,509,337,244,223,244,223,0,192,265,237,1016,501,70,114,70,114,0,192,946,469,25017,1450,2225,757,346,265,0,192,346,265,176,228,170,184,1879,711,2307,744,1141,534,0,192,1141,534,947,465,194,245,1166,629,14323,1390,8282,1174,14,25,8268,1176,7594,1225,674,482,6041,1051,2116,648,818,417,0,192,818,417,644,393,174,189,1298,471,1709,671,315,223,315,223,0,192,1394,655,2337,762,309,282,309,282,0,192,2028,786,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,32497,1753,15258,1163,1310,628,413,185,0,147,413,185,347,173,66,82,897,505,2140,636,2064,635,0,147,2064,635,1933,623,131,140,76,85,8313,703,7855,687,235,228,7620,739,7312,736,308,278,458,289,1887,335,1619,397,0,147,1619,397,1619,397,0,147,268,270,624,322,345,260,345,260,0,147,279,209,984,504,363,345,363,345,0,147,621,367,17239,1275,1182,491,308,279,0,147,308,279,243,270,65,111,874,454,1438,617,1082,583,0,147,1082,583,1082,583,0,147,356,417,10005,874,7433,918,110,140,7323,924,7305,922,18,28,2572,710,2737,316,2106,415,0,147,2106,415,2047,401,59,92,631,344,789,384,448,321,448,321,0,147,341,230,1088,439,270,192,270,192,0,147,818,484,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,156782,3704,72288,2233,4647,875,1032,426,124,153,908,388,849,403,59,71,3615,836,8020,876,4560,951,471,405,4089,862,3876,863,213,197,3460,842,44445,1710,39663,1753,106,174,39557,1721,38001,1806,1556,668,4782,1054,7819,472,5181,723,0,203,5181,723,4798,784,383,299,2638,707,2622,687,819,432,638,349,181,229,1803,589,4735,774,220,279,220,279,0,203,4515,763,84494,2359,4793,789,1766,749,0,203,1766,749,1447,754,319,249,3027,744,5658,959,3693,891,0,203,3693,891,3584,877,109,121,1965,664,51009,1361,36329,1960,0,203,36329,1960,34717,1884,1612,636,14680,1638,11419,537,6596,797,0,203,6596,797,6366,772,230,226,4823,761,3625,721,1209,419,1118,416,91,151,2416,608,7990,915,558,429,558,429,0,203,7432,923,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4324921,12833,2005508,8091,123319,3158,19631,1913,345,269,19286,1944,12875,1638,6411,1109,103688,3128,183060,3479,101619,4279,2405,857,99214,4442,82193,4333,17021,1950,81441,3903,1115937,5128,1000274,7438,5000,1141,995274,7555,934798,8396,60476,4408,115663,6275,293066,2139,216279,3927,0,203,216279,3927,201144,3807,15135,1582,76787,3588,97761,3337,34962,2413,32827,2414,2135,532,62799,3050,192365,3894,19480,1936,17878,1848,1602,526,172885,3994,2319413,7905,120692,3047,26932,2476,51,88,26881,2468,18742,1957,8139,1344,93760,3238,176716,2850,104815,3919,414,251,104401,3919,90421,3926,13980,1991,71901,3646,1271106,6026,955413,9463,303,233,955110,9504,891551,9676,63559,4292,315693,9130,360416,2001,216748,5085,0,203,216748,5085,201996,4813,14752,1754,143668,4795,120435,3489,32169,2298,30455,2300,1714,449,88266,3640,270048,3920,13947,1654,13537,1624,410,245,256101,4322,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,119363,2888,53577,1900,4153,743,1117,562,0,195,1117,562,712,432,405,260,3036,673,4209,775,3002,744,112,128,2890,749,2620,731,270,239,1207,444,34151,1530,31293,1542,407,287,30886,1530,30112,1542,774,401,2858,789,5973,827,4465,796,0,195,4465,796,4376,819,89,143,1508,550,2004,559,612,316,546,291,66,79,1392,549,3087,637,147,158,147,158,0,195,2940,627,65786,2004,4697,952,1281,456,110,141,1171,430,760,408,411,223,3416,805,5470,837,3073,776,0,195,3073,776,2871,790,202,168,2397,697,38300,1731,28321,1667,88,139,28233,1693,27653,1696,580,306,9979,1464,8926,595,5227,781,0,195,5227,781,4899,800,328,293,3699,700,2674,833,677,363,563,340,114,176,1997,770,5719,751,246,209,115,148,131,170,5473,779,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,116165,2772,55622,1674,3949,1000,826,468,0,201,826,468,449,315,377,340,3123,776,4634,701,2645,594,0,201,2645,594,1954,519,691,521,1989,708,36163,1239,32285,1347,30,50,32255,1341,30291,1655,1964,919,3878,1160,6449,564,5852,602,0,201,5852,602,5648,672,204,243,597,279,1828,502,970,412,970,412,0,201,858,402,2599,544,330,349,330,349,0,201,2269,563,60543,1453,4164,682,1569,438,0,201,1569,438,1199,407,370,220,2595,617,4579,696,3313,644,0,201,3313,644,3099,716,214,232,1266,417,39111,1037,27450,1820,0,201,27450,1820,25667,1796,1783,529,11661,1623,6825,613,3991,740,0,201,3991,740,3641,765,350,232,2834,633,2343,640,776,400,715,397,61,105,1567,610,3521,761,570,320,570,320,0,201,2951,716,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,412463,4523,185328,3148,13171,1940,3342,1211,298,245,3044,1186,1907,943,1137,605,9829,1522,16714,1535,8938,1688,180,162,8758,1677,6904,1468,1854,1013,7776,1355,106875,2721,96065,3331,708,443,95357,3386,90643,3525,4714,1159,10810,1983,25495,1512,18641,1492,0,218,18641,1492,17593,1485,1048,432,6854,1252,8666,1353,3068,669,3068,669,0,218,5598,1243,14407,1746,2070,770,1692,779,378,308,12337,1780,227135,4161,12881,1955,3059,896,0,218,3059,896,2352,897,707,414,9822,1654,14838,1663,9535,1523,87,172,9448,1536,8274,1463,1174,624,5303,1331,132790,2968,92141,4518,0,218,92141,4518,87324,4662,4817,1171,40649,3811,34676,1542,18669,1613,0,218,18669,1613,17630,1584,1039,496,16007,1689,12628,1436,2662,603,2418,566,244,197,9966,1416,19322,1463,1751,684,1695,669,56,95,17571,1509,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
