GEO_ID,B19037G_001E,B19037G_001M,B19037G_002E,B19037G_002M,B19037G_003E,B19037G_003M,B19037G_004E,B19037G_004M,B19037G_005E,B19037G_005M,B19037G_006E,B19037G_006M,B19037G_007E,B19037G_007M,B19037G_008E,B19037G_008M,B19037G_009E,B19037G_009M,B19037G_010E,B19037G_010M,B19037G_011E,B19037G_011M,B19037G_012E,B19037G_012M,B19037G_013E,B19037G_013M,B19037G_014E,B19037G_014M,B19037G_015E,B19037G_015M,B19037G_016E,B19037G_016M,B19037G_017E,B19037G_017M,B19037G_018E,B19037G_018M,B19037G_019E,B19037G_019M,B19037G_020E,B19037G_020M,B19037G_021E,B19037G_021M,B19037G_022E,B19037G_022M,B19037G_023E,B19037G_023M,B19037G_024E,B19037G_024M,B19037G_025E,B19037G_025M,B19037G_026E,B19037G_026M,B19037G_027E,B19037G_027M,B19037G_028E,B19037G_028M,B19037G_029E,B19037G_029M,B19037G_030E,B19037G_030M,B19037G_031E,B19037G_031M,B19037G_032E,B19037G_032M,B19037G_033E,B19037G_033M,B19037G_034E,B19037G_034M,B19037G_035E,B19037G_035M,B19037G_036E,B19037G_036M,B19037G_037E,B19037G_037M,B19037G_038E,B19037G_038M,B19037G_039E,B19037G_039M,B19037G_040E,B19037G_040M,B19037G_041E,B19037G_041M,B19037G_042E,B19037G_042M,B19037G_043E,B19037G_043M,B19037G_044E,B19037G_044M,B19037G_045E,B19037G_045M,B19037G_046E,B19037G_046M,B19037G_047E,B19037G_047M,B19037G_048E,B19037G_048M,B19037G_049E,B19037G_049M,B19037G_050E,B19037G_050M,B19037G_051E,B19037G_051M,B19037G_052E,B19037G_052M,B19037G_053E,B19037G_053M,B19037G_054E,B19037G_054M,B19037G_055E,B19037G_055M,B19037G_056E,B19037G_056M,B19037G_057E,B19037G_057M,B19037G_058E,B19037G_058M,B19037G_059E,B19037G_059M,B19037G_060E,B19037G_060M,B19037G_061E,B19037G_061M,B19037G_062E,B19037G_062M,B19037G_063E,B19037G_063M,B19037G_064E,B19037G_064M,B19037G_065E,B19037G_065M,B19037G_066E,B19037G_066M,B19037G_067E,B19037G_067M,B19037G_068E,B19037G_068M,B19037G_069E,B19037G_069M,NAME,B19037G_001MA,B19037G_001EA,B19037G_002EA,B19037G_002MA,B19037G_003EA,B19037G_003MA,B19037G_004EA,B19037G_004MA,B19037G_005EA,B19037G_005MA,B19037G_006MA,B19037G_006EA,B19037G_007MA,B19037G_007EA,B19037G_008EA,B19037G_008MA,B19037G_009MA,B19037G_009EA,B19037G_010MA,B19037G_010EA,B19037G_011MA,B19037G_011EA,B19037G_012MA,B19037G_012EA,B19037G_013EA,B19037G_013MA,B19037G_014EA,B19037G_014MA,B19037G_015MA,B19037G_015EA,B19037G_016MA,B19037G_016EA,B19037G_017MA,B19037G_017EA,B19037G_018MA,B19037G_018EA,B19037G_019EA,B19037G_019MA,B19037G_020EA,B19037G_020MA,B19037G_021EA,B19037G_021MA,B19037G_022MA,B19037G_022EA,B19037G_023EA,B19037G_023MA,B19037G_024EA,B19037G_024MA,B19037G_025EA,B19037G_025MA,B19037G_026MA,B19037G_026EA,B19037G_027EA,B19037G_027MA,B19037G_028EA,B19037G_028MA,B19037G_029MA,B19037G_029EA,B19037G_030EA,B19037G_030MA,B19037G_031EA,B19037G_031MA,B19037G_032MA,B19037G_032EA,B19037G_033MA,B19037G_033EA,B19037G_034MA,B19037G_034EA,B19037G_035EA,B19037G_035MA,B19037G_036EA,B19037G_036MA,B19037G_037EA,B19037G_037MA,B19037G_038MA,B19037G_038EA,B19037G_039EA,B19037G_039MA,B19037G_040MA,B19037G_040EA,B19037G_041EA,B19037G_041MA,B19037G_042EA,B19037G_042MA,B19037G_043EA,B19037G_043MA,B19037G_044MA,B19037G_044EA,B19037G_045MA,B19037G_045EA,B19037G_046EA,B19037G_046MA,B19037G_047EA,B19037G_047MA,B19037G_048EA,B19037G_048MA,B19037G_049MA,B19037G_049EA,B19037G_050MA,B19037G_050EA,B19037G_051EA,B19037G_051MA,B19037G_052MA,B19037G_052EA,B19037G_053EA,B19037G_053MA,B19037G_054MA,B19037G_054EA,B19037G_055MA,B19037G_055EA,B19037G_056MA,B19037G_056EA,B19037G_057EA,B19037G_057MA,B19037G_058EA,B19037G_058MA,B19037G_059MA,B19037G_059EA,B19037G_060EA,B19037G_060MA,B19037G_061MA,B19037G_061EA,B19037G_062EA,B19037G_062MA,B19037G_063EA,B19037G_063MA,B19037G_064MA,B19037G_064EA,B19037G_065EA,B19037G_065MA,B19037G_066MA,B19037G_066EA,B19037G_067MA,B19037G_067EA,B19037G_068EA,B19037G_068MA,B19037G_069EA,B19037G_069MA,state
0400000US01,19336,2118,939,430,505,284,42,55,0,192,16,27,107,126,53,118,0,192,34,59,30,59,36,56,116,207,0,192,0,192,0,192,0,192,0,192,6968,1341,1170,530,308,240,416,350,454,480,85,77,434,276,286,187,239,174,302,265,132,125,1089,546,1236,503,561,687,59,76,154,166,43,47,7936,1300,785,447,685,354,345,248,447,297,293,312,779,413,199,171,639,378,204,142,504,356,1128,458,796,450,492,306,174,166,329,373,137,153,3493,834,370,293,222,205,275,211,387,287,590,392,27,40,218,179,133,122,25,44,350,210,227,154,262,182,211,230,7,15,158,236,31,51,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,45794,3828,4080,1069,1126,485,530,478,359,298,481,327,314,332,167,145,21,35,208,190,225,188,288,216,161,166,105,179,56,100,39,64,0,203,0,203,20404,2317,1323,554,1073,671,824,429,823,376,734,353,777,374,1175,569,1040,571,1296,629,2253,743,1683,627,3325,940,1801,623,778,442,772,538,727,641,14626,2133,1804,583,381,243,615,393,584,330,379,228,535,297,559,365,811,414,628,352,1050,579,1693,744,2492,1240,869,384,1208,537,821,359,197,161,6684,1050,711,355,736,362,601,295,799,343,321,195,363,230,204,227,378,253,433,301,735,380,678,328,292,187,308,304,71,91,0,203,54,89,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,378503,9584,22050,2290,5283,1179,2599,819,921,492,1874,723,1195,518,1727,678,1340,603,670,338,1005,477,1404,604,1719,723,1249,596,599,491,183,177,126,106,156,143,174084,6811,10585,1782,7376,1390,6635,1396,6428,1341,7244,1684,8388,1404,7515,1648,6897,1333,7011,1440,13409,1890,17462,2141,24830,2422,18453,2140,9848,1574,9678,1674,12325,1717,135370,5032,8611,1332,8311,1391,5571,1121,5961,1215,4653,853,3829,826,4758,1031,5057,1190,4633,1203,11049,1543,15322,2104,15830,1727,13994,1994,9097,1268,9208,1689,9486,1239,46999,2948,4121,959,5118,1161,5032,1209,3681,888,2168,651,2840,806,1939,596,1997,575,2147,714,3126,788,3032,785,3842,836,3297,785,1469,491,1919,557,1271,455,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,49603,3260,5770,1480,907,511,446,265,317,330,398,319,1581,961,528,312,148,179,54,66,349,376,470,483,111,191,239,383,117,135,105,99,0,195,0,195,24191,2751,1740,757,1030,603,1441,667,1184,538,1449,768,1506,829,1005,457,758,408,1069,519,2901,961,1861,723,3962,1034,1909,732,1258,503,858,444,260,277,15411,1450,1250,490,592,289,748,372,713,345,964,426,1278,591,734,389,730,381,560,342,1139,428,1410,618,1880,677,1672,652,709,342,477,271,555,306,4231,983,551,332,593,375,446,412,272,282,375,269,162,164,178,167,185,174,221,271,113,130,464,376,63,107,199,171,158,171,124,148,127,127,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20117,1952,851,477,206,225,27,47,104,125,76,129,201,307,44,75,0,201,0,201,0,201,113,146,80,100,0,201,0,201,0,201,0,201,0,201,9442,1480,1185,630,816,579,249,243,328,288,535,351,0,201,703,402,322,295,165,153,1140,643,710,477,1163,434,1017,451,643,461,234,185,232,198,6681,1018,643,373,527,394,122,146,301,242,192,159,448,476,102,120,254,234,206,188,366,241,700,397,1003,476,508,268,450,283,514,298,345,283,3143,729,283,277,371,273,489,266,71,133,176,139,155,184,168,205,180,160,0,201,275,211,237,250,79,78,177,160,65,88,171,202,246,174,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,107543,5789,6117,1518,1362,673,563,342,995,629,539,522,858,412,378,259,396,494,333,272,110,174,81,135,249,251,125,186,44,78,0,218,84,143,0,218,43528,3920,2850,985,1965,673,2777,891,2190,610,2534,930,2781,982,2196,1227,3354,1175,2223,713,3766,1075,3399,1028,5934,1420,3477,1097,1869,679,1285,465,928,620,40910,3015,3468,980,2270,786,2223,738,2587,714,1937,596,3369,1013,1574,601,1905,612,1893,674,4086,1112,3706,900,4235,1152,2351,677,2188,669,1925,718,1193,473,16988,1901,2217,820,1954,605,1892,711,1742,569,1116,442,1334,558,819,356,532,283,918,452,1226,497,1165,514,813,343,454,285,62,102,458,321,286,241,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
