GEO_ID,B24010G_001E,B24010G_001M,B24010G_002E,B24010G_002M,B24010G_003E,B24010G_003M,B24010G_004E,B24010G_004M,B24010G_005E,B24010G_005M,B24010G_006E,B24010G_006M,B24010G_007E,B24010G_007M,B24010G_008E,B24010G_008M,B24010G_009E,B24010G_009M,B24010G_010E,B24010G_010M,B24010G_011E,B24010G_011M,B24010G_012E,B24010G_012M,B24010G_013E,B24010G_013M,B24010G_014E,B24010G_014M,B24010G_015E,B24010G_015M,B24010G_016E,B24010G_016M,B24010G_017E,B24010G_017M,B24010G_018E,B24010G_018M,B24010G_019E,B24010G_019M,B24010G_020E,B24010G_020M,B24010G_021E,B24010G_021M,B24010G_022E,B24010G_022M,B24010G_023E,B24010G_023M,B24010G_024E,B24010G_024M,B24010G_025E,B24010G_025M,B24010G_026E,B24010G_026M,B24010G_027E,B24010G_027M,B24010G_028E,B24010G_028M,B24010G_029E,B24010G_029M,B24010G_030E,B24010G_030M,B24010G_031E,B24010G_031M,B24010G_032E,B24010G_032M,B24010G_033E,B24010G_033M,B24010G_034E,B24010G_034M,B24010G_035E,B24010G_035M,B24010G_036E,B24010G_036M,B24010G_037E,B24010G_037M,B24010G_038E,B24010G_038M,B24010G_039E,B24010G_039M,B24010G_040E,B24010G_040M,B24010G_041E,B24010G_041M,B24010G_042E,B24010G_042M,B24010G_043E,B24010G_043M,B24010G_044E,B24010G_044M,B24010G_045E,B24010G_045M,B24010G_046E,B24010G_046M,B24010G_047E,B24010G_047M,B24010G_048E,B24010G_048M,B24010G_049E,B24010G_049M,B24010G_050E,B24010G_050M,B24010G_051E,B24010G_051M,B24010G_052E,B24010G_052M,B24010G_053E,B24010G_053M,B24010G_054E,B24010G_054M,B24010G_055E,B24010G_055M,B24010G_056E,B24010G_056M,B24010G_057E,B24010G_057M,B24010G_058E,B24010G_058M,B24010G_059E,B24010G_059M,B24010G_060E,B24010G_060M,B24010G_061E,B24010G_061M,B24010G_062E,B24010G_062M,B24010G_063E,B24010G_063M,B24010G_064E,B24010G_064M,B24010G_065E,B24010G_065M,B24010G_066E,B24010G_066M,B24010G_067E,B24010G_067M,B24010G_068E,B24010G_068M,B24010G_069E,B24010G_069M,B24010G_070E,B24010G_070M,B24010G_071E,B24010G_071M,B24010G_072E,B24010G_072M,B24010G_073E,B24010G_073M,NAME,B24010G_001MA,B24010G_001EA,B24010G_002EA,B24010G_002MA,B24010G_003MA,B24010G_003EA,B24010G_004EA,B24010G_004MA,B24010G_005EA,B24010G_005MA,B24010G_006EA,B24010G_006MA,B24010G_007EA,B24010G_007MA,B24010G_008EA,B24010G_008MA,B24010G_009MA,B24010G_009EA,B24010G_010MA,B24010G_010EA,B24010G_011EA,B24010G_011MA,B24010G_012EA,B24010G_012MA,B24010G_013MA,B24010G_013EA,B24010G_014MA,B24010G_014EA,B24010G_015EA,B24010G_015MA,B24010G_016MA,B24010G_016EA,B24010G_017EA,B24010G_017MA,B24010G_018MA,B24010G_018EA,B24010G_019MA,B24010G_019EA,B24010G_020EA,B24010G_020MA,B24010G_021EA,B24010G_021MA,B24010G_022EA,B24010G_022MA,B24010G_023MA,B24010G_023EA,B24010G_024MA,B24010G_024EA,B24010G_025MA,B24010G_025EA,B24010G_026MA,B24010G_026EA,B24010G_027EA,B24010G_027MA,B24010G_028MA,B24010G_028EA,B24010G_029MA,B24010G_029EA,B24010G_030EA,B24010G_030MA,B24010G_031MA,B24010G_031EA,B24010G_032MA,B24010G_032EA,B24010G_033MA,B24010G_033EA,B24010G_034MA,B24010G_034EA,B24010G_035EA,B24010G_035MA,B24010G_036MA,B24010G_036EA,B24010G_037MA,B24010G_037EA,B24010G_038EA,B24010G_038MA,B24010G_039MA,B24010G_039EA,B24010G_040MA,B24010G_040EA,B24010G_041MA,B24010G_041EA,B24010G_042MA,B24010G_042EA,B24010G_043EA,B24010G_043MA,B24010G_044MA,B24010G_044EA,B24010G_045MA,B24010G_045EA,B24010G_046MA,B24010G_046EA,B24010G_047EA,B24010G_047MA,B24010G_048EA,B24010G_048MA,B24010G_049EA,B24010G_049MA,B24010G_050MA,B24010G_050EA,B24010G_051MA,B24010G_051EA,B24010G_052EA,B24010G_052MA,B24010G_053MA,B24010G_053EA,B24010G_054MA,B24010G_054EA,B24010G_055EA,B24010G_055MA,B24010G_056EA,B24010G_056MA,B24010G_057EA,B24010G_057MA,B24010G_058MA,B24010G_058EA,B24010G_059MA,B24010G_059EA,B24010G_060EA,B24010G_060MA,B24010G_061EA,B24010G_061MA,B24010G_062EA,B24010G_062MA,B24010G_063MA,B24010G_063EA,B24010G_064MA,B24010G_064EA,B24010G_065EA,B24010G_065MA,B24010G_066MA,B24010G_066EA,B24010G_067EA,B24010G_067MA,B24010G_068MA,B24010G_068EA,B24010G_069EA,B24010G_069MA,B24010G_070EA,B24010G_070MA,B24010G_071MA,B24010G_071EA,B24010G_072EA,B24010G_072MA,B24010G_073MA,B24010G_073EA,state
0400000US01,20319,2504,11256,1706,3354,1155,1759,1040,1650,1029,109,105,780,425,190,159,488,406,102,111,298,227,0,192,15,30,238,209,45,84,517,332,235,257,282,278,1081,410,0,192,201,208,0,192,201,208,326,255,465,264,89,70,2417,767,1752,704,665,347,2401,908,67,117,1251,845,1083,531,2003,693,1148,480,532,398,323,240,9063,1653,3319,1021,860,437,438,352,422,366,169,171,93,110,76,135,0,192,1352,686,239,209,89,99,1024,655,0,192,938,747,837,738,101,93,1660,449,452,297,118,139,118,139,0,192,559,280,147,133,384,258,3373,1007,815,347,2558,975,31,53,0,192,0,192,31,53,680,396,563,376,117,147,0,192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21092,2658,9832,1717,1785,610,695,415,511,338,184,258,702,396,349,272,340,294,13,22,257,182,34,33,0,147,178,156,45,80,131,214,0,147,131,214,2053,808,35,46,270,273,95,87,175,242,1087,671,215,227,446,341,2224,956,1368,761,856,547,1567,543,116,77,1120,507,331,220,2203,806,811,387,460,341,932,602,11260,1696,3575,813,2097,519,1583,464,514,320,133,155,133,155,0,147,0,147,761,329,242,217,13,22,477,309,29,38,584,410,312,274,272,232,2404,777,226,170,124,122,114,121,10,17,552,277,547,464,955,458,4854,1354,1392,757,3462,1196,48,61,19,30,29,54,0,147,379,266,135,182,210,189,34,40,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,62652,5264,31675,3426,10336,1613,3755,1018,2590,697,1165,760,3012,827,1878,768,957,386,177,226,2945,1054,366,316,0,203,1567,712,1012,563,624,380,576,369,48,79,7109,1531,176,207,1829,763,745,392,1084,680,2361,987,1522,596,1221,486,6896,1459,3695,1052,3201,1045,3413,946,270,269,1669,511,1474,698,3921,1084,1113,497,1393,538,1415,768,30977,3149,12516,1900,3664,1142,2252,830,1412,815,1472,643,852,548,184,158,436,315,4502,1129,554,368,338,330,2746,847,864,564,2878,1112,2278,1024,600,339,7167,1654,817,466,447,344,266,248,181,255,2252,854,772,389,2879,1062,10183,1638,3408,1061,6775,1248,302,252,37,83,47,90,218,219,809,455,340,290,357,252,112,155,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,581133,13379,304890,8607,109168,5252,41684,2935,29887,2660,11797,1393,27563,2647,13848,1743,11144,2105,2571,768,30851,2579,3208,992,3093,1014,12439,1395,12111,1966,9070,1278,5631,1243,3439,937,54477,3927,3591,1218,11510,1552,7943,1336,3567,1078,19704,2936,10085,1575,9587,1740,61452,4229,33262,3189,28190,2892,35246,2556,2737,942,18568,2068,13941,1885,44547,3794,16676,1981,14638,1570,13233,2984,276243,8517,106920,5109,38484,3023,22054,2573,16430,1906,7859,1358,3048,714,1730,513,3081,984,42803,3171,6728,1402,4804,1285,23067,2667,8204,1413,17774,2105,11326,1855,6448,1151,63198,4191,9881,1439,3666,917,3279,889,387,227,21583,2162,5341,1158,22727,2711,91915,4584,34034,3098,57881,3481,3232,1168,1580,700,1306,786,346,241,10978,1636,6574,1242,1817,678,2587,836,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,67329,4462,34239,3046,10077,1434,4525,1007,3067,850,1458,703,3391,801,1937,623,985,431,469,385,1432,518,133,132,168,161,725,343,406,374,729,412,344,265,385,313,5928,1316,333,311,1261,538,882,479,379,237,2237,857,1160,592,937,659,6932,1490,3496,1024,3436,984,5628,1219,38,64,2890,919,2700,941,5674,1507,2176,771,1677,661,1821,849,33090,2890,12739,1715,4430,1313,2649,973,1781,802,1641,717,862,463,446,391,333,286,4310,953,592,370,279,218,2548,742,891,425,2358,753,1579,654,779,402,8603,1407,1774,654,326,241,305,243,21,38,3522,1033,586,415,2395,806,10337,1646,4972,1171,5365,1088,487,341,31,54,97,139,359,327,924,427,534,280,191,183,199,221,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,32408,3637,15972,2637,4792,1061,2147,728,1850,682,297,214,993,487,660,423,306,189,27,47,1149,505,91,151,28,49,861,475,169,167,503,319,249,169,254,258,3047,1041,87,142,896,670,505,568,391,366,869,433,973,519,222,254,3869,1313,2578,996,1291,674,2347,974,45,74,1472,775,830,603,1917,748,746,344,733,510,438,392,16436,1961,4662,1025,1058,477,765,473,293,191,489,303,107,129,124,149,258,236,2386,761,575,386,200,245,1455,600,156,157,729,361,355,243,374,242,5812,1445,1155,711,312,279,186,243,126,145,2232,874,569,312,1544,619,5361,1183,2493,854,2868,706,0,201,0,201,0,201,0,201,601,377,432,317,92,160,77,103,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,156115,8663,77791,5746,20686,2827,9237,1857,6949,1625,2288,880,4043,858,2843,808,771,394,429,320,4447,1357,449,342,652,363,1971,1135,1375,548,2959,1110,1677,686,1282,776,17136,2966,1339,878,3076,1003,1978,928,1098,558,7779,1920,4265,1670,677,354,16591,2501,10022,1936,6569,1714,12777,2553,250,361,6541,1566,5986,1762,10601,2106,3786,1439,5319,1667,1496,575,78324,5401,25606,2714,7199,1375,4456,1001,2743,824,2599,960,1593,702,538,451,468,275,9958,1894,1375,566,793,374,5653,1391,2137,1029,5850,1448,3071,848,2779,1027,19291,2835,5044,1463,450,287,193,206,257,219,7246,1491,1836,721,4715,1325,31222,3726,13337,2163,17885,3119,344,242,133,162,77,132,134,132,1861,677,1068,561,626,379,167,168,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
