GEO_ID,B23002B_001E,B23002B_001M,B23002B_002E,B23002B_002M,B23002B_003E,B23002B_003M,B23002B_004E,B23002B_004M,B23002B_005E,B23002B_005M,B23002B_006E,B23002B_006M,B23002B_007E,B23002B_007M,B23002B_008E,B23002B_008M,B23002B_009E,B23002B_009M,B23002B_010E,B23002B_010M,B23002B_011E,B23002B_011M,B23002B_012E,B23002B_012M,B23002B_013E,B23002B_013M,B23002B_014E,B23002B_014M,B23002B_015E,B23002B_015M,B23002B_016E,B23002B_016M,B23002B_017E,B23002B_017M,B23002B_018E,B23002B_018M,B23002B_019E,B23002B_019M,B23002B_020E,B23002B_020M,B23002B_021E,B23002B_021M,B23002B_022E,B23002B_022M,B23002B_023E,B23002B_023M,B23002B_024E,B23002B_024M,B23002B_025E,B23002B_025M,B23002B_026E,B23002B_026M,B23002B_027E,B23002B_027M,B23002B_028E,B23002B_028M,B23002B_029E,B23002B_029M,B23002B_030E,B23002B_030M,B23002B_031E,B23002B_031M,B23002B_032E,B23002B_032M,B23002B_033E,B23002B_033M,B23002B_034E,B23002B_034M,B23002B_035E,B23002B_035M,B23002B_036E,B23002B_036M,B23002B_037E,B23002B_037M,B23002B_038E,B23002B_038M,B23002B_039E,B23002B_039M,B23002B_040E,B23002B_040M,B23002B_041E,B23002B_041M,B23002B_042E,B23002B_042M,B23002B_043E,B23002B_043M,B23002B_044E,B23002B_044M,B23002B_045E,B23002B_045M,B23002B_046E,B23002B_046M,B23002B_047E,B23002B_047M,B23002B_048E,B23002B_048M,B23002B_049E,B23002B_049M,B23002B_050E,B23002B_050M,B23002B_051E,B23002B_051M,B23002B_052E,B23002B_052M,B23002B_053E,B23002B_053M,B23002B_054E,B23002B_054M,B23002B_055E,B23002B_055M,B23002B_056E,B23002B_056M,B23002B_057E,B23002B_057M,B23002B_058E,B23002B_058M,B23002B_059E,B23002B_059M,B23002B_060E,B23002B_060M,B23002B_061E,B23002B_061M,B23002B_062E,B23002B_062M,B23002B_063E,B23002B_063M,B23002B_064E,B23002B_064M,B23002B_065E,B23002B_065M,B23002B_066E,B23002B_066M,B23002B_067E,B23002B_067M,B23002B_068E,B23002B_068M,B23002B_069E,B23002B_069M,B23002B_070E,B23002B_070M,B23002B_071E,B23002B_071M,B23002B_072E,B23002B_072M,B23002B_073E,B23002B_073M,B23002B_074E,B23002B_074M,B23002B_075E,B23002B_075M,B23002B_076E,B23002B_076M,B23002B_077E,B23002B_077M,B23002B_078E,B23002B_078M,B23002B_079E,B23002B_079M,NAME,B23002B_001MA,B23002B_001EA,B23002B_002MA,B23002B_002EA,B23002B_003EA,B23002B_003MA,B23002B_004EA,B23002B_004MA,B23002B_005EA,B23002B_005MA,B23002B_006MA,B23002B_006EA,B23002B_007MA,B23002B_007EA,B23002B_008EA,B23002B_008MA,B23002B_009EA,B23002B_009MA,B23002B_010EA,B23002B_010MA,B23002B_011MA,B23002B_011EA,B23002B_012MA,B23002B_012EA,B23002B_013EA,B23002B_013MA,B23002B_014MA,B23002B_014EA,B23002B_015EA,B23002B_015MA,B23002B_016EA,B23002B_016MA,B23002B_017MA,B23002B_017EA,B23002B_018EA,B23002B_018MA,B23002B_019EA,B23002B_019MA,B23002B_020EA,B23002B_020MA,B23002B_021EA,B23002B_021MA,B23002B_022MA,B23002B_022EA,B23002B_023MA,B23002B_023EA,B23002B_024EA,B23002B_024MA,B23002B_025MA,B23002B_025EA,B23002B_026EA,B23002B_026MA,B23002B_027MA,B23002B_027EA,B23002B_028MA,B23002B_028EA,B23002B_029EA,B23002B_029MA,B23002B_030EA,B23002B_030MA,B23002B_031EA,B23002B_031MA,B23002B_032MA,B23002B_032EA,B23002B_033MA,B23002B_033EA,B23002B_034MA,B23002B_034EA,B23002B_035EA,B23002B_035MA,B23002B_036EA,B23002B_036MA,B23002B_037MA,B23002B_037EA,B23002B_038MA,B23002B_038EA,B23002B_039MA,B23002B_039EA,B23002B_040EA,B23002B_040MA,B23002B_041EA,B23002B_041MA,B23002B_042EA,B23002B_042MA,B23002B_043MA,B23002B_043EA,B23002B_044MA,B23002B_044EA,B23002B_045MA,B23002B_045EA,B23002B_046MA,B23002B_046EA,B23002B_047MA,B23002B_047EA,B23002B_048EA,B23002B_048MA,B23002B_049MA,B23002B_049EA,B23002B_050MA,B23002B_050EA,B23002B_051EA,B23002B_051MA,B23002B_052EA,B23002B_052MA,B23002B_053EA,B23002B_053MA,B23002B_054EA,B23002B_054MA,B23002B_055MA,B23002B_055EA,B23002B_056EA,B23002B_056MA,B23002B_057MA,B23002B_057EA,B23002B_058MA,B23002B_058EA,B23002B_059EA,B23002B_059MA,B23002B_060MA,B23002B_060EA,B23002B_061MA,B23002B_061EA,B23002B_062MA,B23002B_062EA,B23002B_063MA,B23002B_063EA,B23002B_064EA,B23002B_064MA,B23002B_065EA,B23002B_065MA,B23002B_066MA,B23002B_066EA,B23002B_067MA,B23002B_067EA,B23002B_068EA,B23002B_068MA,B23002B_069EA,B23002B_069MA,B23002B_070EA,B23002B_070MA,B23002B_071EA,B23002B_071MA,B23002B_072MA,B23002B_072EA,B23002B_073EA,B23002B_073MA,B23002B_074EA,B23002B_074MA,B23002B_075EA,B23002B_075MA,B23002B_076EA,B23002B_076MA,B23002B_077MA,B23002B_077EA,B23002B_078EA,B23002B_078MA,B23002B_079EA,B23002B_079MA,state
0400000US01,988411,4081,448054,3350,42051,2629,12550,1948,47,78,12503,1957,8471,1674,4032,1046,29501,2624,56127,2986,37458,3196,264,314,37194,3196,25022,2727,12172,2338,18669,2274,229506,2895,173269,4614,422,265,172847,4595,149776,4986,23071,2368,56237,3893,69893,1324,33538,2230,0,192,33538,2230,30881,2237,2657,721,36355,1745,21668,1561,4706,1028,4581,1024,125,101,16962,1635,28809,1406,3109,740,2630,715,479,362,25700,1643,540357,3356,43186,2602,13616,2074,0,192,13616,2074,8487,1781,5129,1100,29570,2657,58694,2344,44312,2884,191,231,44121,2836,33625,2841,10496,1882,14382,2320,276522,2487,209151,4453,32,57,209119,4457,184759,4434,24360,2128,67371,4064,83465,1098,41861,2551,0,192,41861,2551,38069,2468,3792,991,41604,2482,27537,1696,6786,1161,6570,1126,216,183,20751,1745,50953,1753,3006,600,2679,523,327,236,47947,1755,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,210281,3168,111878,2405,9435,1064,1966,866,31,51,1935,868,1174,550,761,648,7469,1047,14707,1044,10787,1306,443,302,10344,1341,8358,1330,1986,750,3920,1195,64107,1847,48258,2317,678,417,47580,2293,43003,2470,4577,1246,15849,1994,14357,760,7847,1083,0,203,7847,1083,7207,1068,640,442,6510,1065,4373,763,979,406,979,406,0,203,3394,928,4899,656,266,218,266,218,0,203,4633,652,98403,2081,8628,1239,3757,1033,0,203,3757,1033,2758,1010,999,578,4871,1179,10965,1014,8663,1184,0,203,8663,1184,7511,1043,1152,668,2302,792,55097,1347,39709,2062,44,72,39665,2067,36746,2166,2919,760,15388,1931,13164,612,7437,1034,0,203,7437,1034,6343,1103,1094,693,5727,986,3475,641,907,521,879,523,28,45,2568,672,7074,724,546,382,452,290,94,152,6528,778,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,348008,3203,164774,2886,17834,2129,5712,1197,0,192,5712,1197,2933,813,2779,861,12122,1944,18972,2078,13649,1582,0,192,13649,1582,11247,1630,2402,924,5323,1304,86722,2445,59285,3033,59,100,59226,3027,49700,3088,9526,1521,27437,2165,24315,877,11408,1433,0,192,11408,1433,10567,1516,841,459,12907,1456,7445,910,1575,486,1456,479,119,128,5870,1008,9486,1125,1521,555,1199,503,322,274,7965,1054,183234,2245,14117,1700,3926,1021,0,192,3926,1021,2805,859,1121,475,10191,1506,20227,1682,15212,1831,33,53,15179,1824,11190,1678,3989,1077,5015,1256,96436,1911,73925,2876,0,192,73925,2876,64801,2887,9124,1762,22511,2775,27843,982,13175,1304,0,192,13175,1304,12443,1319,732,344,14668,1202,7328,888,1637,462,1637,462,0,192,5691,848,17283,1023,1471,521,1471,521,0,192,15812,1149,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1807712,8567,883471,5770,70153,3048,19164,2351,460,341,18704,2325,8136,1751,10568,1543,50989,2717,102257,3109,66359,4383,4899,2482,61460,3710,42641,3418,18819,2818,35898,3209,478483,4097,355569,6520,8015,1870,347554,6217,286311,7081,61243,3981,122914,5308,127126,2133,69064,2866,0,203,69064,2866,60005,2797,9059,1275,58062,2969,40409,2462,13341,1573,11126,1563,2215,716,27068,2281,65043,2472,8452,1170,7493,1147,959,390,56591,2398,924241,6171,66638,2722,20004,2096,177,157,19827,2102,10290,1430,9537,1585,46634,2575,96486,2808,66416,3636,1232,469,65184,3659,47198,3585,17986,2683,30070,2723,478981,4283,361336,5778,1277,461,360059,5740,307667,6049,52392,3282,117645,4812,140121,2082,76733,2959,0,203,76733,2959,70573,3094,6160,983,63388,2743,47021,2348,11407,1423,10082,1471,1325,562,35614,2420,94994,2554,7334,1015,6936,996,398,212,87660,2555,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,162380,4008,88308,2988,7244,1643,2572,1119,93,118,2479,1094,1657,901,822,627,4672,1440,8664,1574,6345,1069,901,421,5444,1177,4761,1136,683,467,2319,1025,52779,2202,39526,1944,1092,511,38434,2018,34807,2070,3627,967,13253,1813,12329,779,7925,944,0,195,7925,944,7335,965,590,341,4404,982,2529,575,863,313,863,313,0,195,1666,546,4763,483,342,245,313,240,29,47,4421,559,74072,2503,5803,1091,2202,784,84,104,2118,767,1427,641,691,368,3601,949,8310,1099,6752,1102,206,216,6546,1104,5081,994,1465,655,1558,687,39930,1655,30144,1804,475,469,29669,1793,26107,1963,3562,1228,9786,1498,10522,668,6831,1030,0,195,6831,1030,6130,1059,701,372,3691,815,3676,695,713,353,713,353,0,195,2963,705,5831,576,287,209,258,211,29,47,5544,605,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,286951,4785,134784,3389,12157,1085,5525,1096,74,120,5451,1088,2721,932,2730,788,6632,1094,17263,1256,13808,1529,160,155,13648,1507,9275,1311,4373,1232,3455,983,75076,2556,62413,2562,192,223,62221,2585,50802,2880,11419,2014,12663,1588,16968,688,11993,1050,0,201,11993,1050,9645,1171,2348,627,4975,1046,5055,680,1779,536,1725,529,54,97,3276,644,8265,700,2719,719,2693,728,26,43,5546,700,152167,2719,11537,1188,4741,904,0,201,4741,904,2580,824,2161,754,6796,1136,16365,1045,12339,1488,63,141,12276,1481,10222,1503,2054,934,4026,1164,83093,1680,71106,2225,62,141,71044,2214,62584,2741,8460,1655,11987,1581,20413,957,14062,1234,0,201,14062,1234,13094,1235,968,425,6351,1203,6793,872,2199,780,1830,706,369,357,4594,875,13966,863,1177,534,811,383,366,294,12789,976,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,153093,2496,69868,1793,6041,810,1895,720,0,189,1895,720,1273,625,622,502,4146,889,8623,1042,6562,1106,0,189,6562,1106,4144,1100,2418,983,2061,704,37348,914,30259,1360,350,314,29909,1424,27294,1472,2615,806,7089,1152,9732,420,6472,758,0,189,6472,758,6137,770,335,268,3260,690,3468,558,1438,543,1438,543,0,189,2030,525,4656,532,699,320,647,307,52,87,3957,511,83225,1472,6602,933,2245,842,0,189,2245,842,2027,897,218,196,4357,933,7944,671,5892,837,129,193,5763,837,4493,763,1270,534,2052,717,44744,828,37708,1434,258,276,37450,1456,34585,1624,2865,777,7036,1398,12473,369,7424,918,0,189,7424,918,6914,953,510,380,5049,936,4042,596,1392,552,1333,546,59,98,2650,558,7420,602,654,350,535,325,119,137,6766,596,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255806,2649,113231,1424,8867,598,1758,625,58,69,1700,626,650,356,1050,512,7109,701,12557,400,9366,869,155,183,9211,861,5040,841,4171,938,3191,774,57093,1036,43338,2286,82,117,43256,2272,34457,2145,8799,1373,13755,1997,18292,400,11588,989,0,203,11588,989,10311,1102,1277,558,6704,971,5734,674,760,287,695,276,65,110,4974,670,10688,677,1347,480,1271,474,76,96,9341,747,142575,1666,9190,686,2740,786,0,203,2740,786,1389,603,1351,603,6450,1061,14747,483,9294,974,0,203,9294,974,6937,1050,2357,703,5453,890,67888,998,51245,2039,0,203,51245,2039,42578,2366,8667,1457,16643,1810,22968,386,12986,1127,0,203,12986,1127,11514,1069,1472,596,9982,1086,8054,745,1980,567,1882,533,98,95,6074,679,19728,818,1143,405,1102,403,41,69,18585,934,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2389404,11920,1126271,6690,107199,4013,28961,3546,105,173,28856,3536,14121,2076,14735,2785,78238,3835,140875,3187,92431,4187,1518,565,90913,4184,63551,4233,27362,3253,48444,3819,605198,4318,457243,7231,4807,1338,452436,7369,386792,8922,65644,5264,147955,5995,150756,2369,89245,4010,50,88,89195,4009,79543,3910,9652,1646,61511,3708,47997,2487,14588,2124,13760,2058,828,451,33409,2255,74246,2759,7423,1268,5953,1113,1470,733,66823,2619,1263133,7681,99068,3713,28679,3223,175,344,28504,3231,14470,2063,14034,2370,70389,3707,143859,2666,106266,4111,733,559,105533,4068,81938,4312,23595,2843,37593,3536,666773,4603,530739,9008,956,615,529783,8983,461726,9283,68057,4561,136034,7360,179448,2178,105322,3828,0,218,105322,3828,96121,3811,9201,1534,74126,3905,58180,2570,16183,1995,14731,1869,1452,472,41997,3031,115805,2720,8331,1430,7721,1341,610,429,107474,2957,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
