GEO_ID,B10051C_001E,B10051C_001M,B10051C_002E,B10051C_002M,B10051C_003E,B10051C_003M,B10051C_004E,B10051C_004M,B10051C_005E,B10051C_005M,B10051C_006E,B10051C_006M,B10051C_007E,B10051C_007M,NAME,B10051C_001MA,B10051C_001EA,B10051C_002EA,B10051C_002MA,B10051C_003EA,B10051C_003MA,B10051C_004MA,B10051C_004EA,B10051C_005EA,B10051C_005MA,B10051C_006MA,B10051C_006EA,B10051C_007EA,B10051C_007MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5245,766,3009,572,1750,393,1259,346,2236,506,1055,328,1181,369,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,15005,1854,7418,1238,4394,807,3024,783,7587,1303,4324,995,3263,793,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9774,1540,4062,1012,2055,631,2007,776,5712,1114,3006,840,2706,657,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1233,511,903,426,542,256,361,331,330,242,190,214,140,144,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,920,416,442,249,300,171,142,153,478,305,247,233,231,223,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1255,449,719,299,505,195,214,175,536,349,119,100,417,313,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2293,464,1676,437,1003,388,673,207,617,214,332,140,285,160,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1116,565,756,449,502,385,254,185,360,334,360,334,0,184,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2672,487,1787,393,1088,294,699,243,885,308,640,285,245,128,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,710,244,308,136,214,115,94,90,402,220,295,208,107,80,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1653,705,879,519,678,488,201,101,774,507,647,510,127,93,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9853,1421,4884,1197,2564,936,2320,683,4969,823,2379,552,2590,606,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1888,704,704,364,438,312,266,250,1184,564,434,282,750,451,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4014,1040,2142,681,1477,605,665,310,1872,670,896,391,976,446,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2201,670,573,248,405,195,168,100,1628,684,1031,605,597,335,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,8094,1145,4968,758,3629,659,1339,408,3126,740,1519,483,1607,495,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,692,306,378,228,268,209,110,116,314,196,147,124,167,155,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4779,810,3686,698,2523,635,1163,345,1093,393,672,265,421,256,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3322,969,1736,799,1154,718,582,352,1586,637,1140,535,446,381,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
