GEO_ID,B01001B_001E,B01001B_001M,B01001B_002E,B01001B_002M,B01001B_003E,B01001B_003M,B01001B_004E,B01001B_004M,B01001B_005E,B01001B_005M,B01001B_006E,B01001B_006M,B01001B_007E,B01001B_007M,B01001B_008E,B01001B_008M,B01001B_009E,B01001B_009M,B01001B_010E,B01001B_010M,B01001B_011E,B01001B_011M,B01001B_012E,B01001B_012M,B01001B_013E,B01001B_013M,B01001B_014E,B01001B_014M,B01001B_015E,B01001B_015M,B01001B_016E,B01001B_016M,B01001B_017E,B01001B_017M,B01001B_018E,B01001B_018M,B01001B_019E,B01001B_019M,B01001B_020E,B01001B_020M,B01001B_021E,B01001B_021M,B01001B_022E,B01001B_022M,B01001B_023E,B01001B_023M,B01001B_024E,B01001B_024M,B01001B_025E,B01001B_025M,B01001B_026E,B01001B_026M,B01001B_027E,B01001B_027M,B01001B_028E,B01001B_028M,B01001B_029E,B01001B_029M,B01001B_030E,B01001B_030M,B01001B_031E,B01001B_031M,NAME,B01001B_001EA,B01001B_001MA,B01001B_002EA,B01001B_002MA,B01001B_003EA,B01001B_003MA,B01001B_004MA,B01001B_004EA,B01001B_005MA,B01001B_005EA,B01001B_006MA,B01001B_006EA,B01001B_007EA,B01001B_007MA,B01001B_008EA,B01001B_008MA,B01001B_009MA,B01001B_009EA,B01001B_010MA,B01001B_010EA,B01001B_011MA,B01001B_011EA,B01001B_012EA,B01001B_012MA,B01001B_013EA,B01001B_013MA,B01001B_014EA,B01001B_014MA,B01001B_015MA,B01001B_015EA,B01001B_016MA,B01001B_016EA,B01001B_017EA,B01001B_017MA,B01001B_018EA,B01001B_018MA,B01001B_019EA,B01001B_019MA,B01001B_020EA,B01001B_020MA,B01001B_021MA,B01001B_021EA,B01001B_022MA,B01001B_022EA,B01001B_023EA,B01001B_023MA,B01001B_024EA,B01001B_024MA,B01001B_025MA,B01001B_025EA,B01001B_026MA,B01001B_026EA,B01001B_027MA,B01001B_027EA,B01001B_028EA,B01001B_028MA,B01001B_029EA,B01001B_029MA,B01001B_030MA,B01001B_030EA,B01001B_031MA,B01001B_031EA,state
0400000US01,1284102,5822,596857,4665,43468,2232,43747,2811,52523,3629,26890,1291,24226,1916,56127,2986,40254,1953,41352,2599,70558,2480,77342,2221,69893,1324,34418,1490,11807,1166,4252,919,687245,4533,45721,2242,41927,2749,49123,3041,28986,1704,24317,1800,58694,2344,47236,1812,47797,1985,92165,2623,89324,1886,83465,1098,44097,1497,22606,1554,11787,1429,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,25077,1949,14196,1299,426,348,892,529,996,650,336,245,711,707,1917,792,1360,836,842,480,2135,739,1992,696,1941,498,345,251,301,264,2,5,10881,1181,1399,680,750,415,1629,558,618,437,292,409,1103,576,783,555,376,240,1202,418,1848,562,369,274,315,258,184,210,13,32,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,277973,5853,146735,3795,10704,1392,11635,1722,10524,1322,6367,768,5062,783,14707,1044,11412,1180,11081,1191,22768,1391,18846,920,14357,760,6834,708,1762,451,676,327,131238,3525,9792,1065,10424,1611,9831,1746,6403,1206,5013,700,10965,1014,9212,924,10701,842,18608,1023,16576,912,13164,612,6755,623,2388,636,1406,525,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,463928,4170,227656,3625,20365,1684,20198,2344,19333,1840,12450,1266,8370,1111,18972,2078,15896,2206,16527,1586,25369,2178,28930,2159,24315,877,10784,737,4567,772,1580,637,236272,3386,15086,1387,18309,2030,16364,2041,9757,1108,7639,1340,20227,1682,16218,1163,15806,1516,33612,1822,30800,1469,27843,982,13483,930,7046,854,4082,791,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2269021,12513,1117770,7942,69541,2618,70811,4003,76990,3642,48485,1962,38625,2138,102257,3109,86603,2409,76829,2328,146169,2524,168882,2151,127126,2133,65671,1598,29604,1477,10177,1345,1151251,7868,65809,2584,69948,4188,74183,4295,50570,1961,33138,1652,96486,2808,82130,2577,75323,2406,150804,2313,170724,2261,140121,2082,79929,1526,43381,2258,18705,2106,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,209555,5662,112699,3655,7905,1062,8019,1294,7054,1333,4617,708,4040,1458,8664,1574,9440,1172,9128,1118,18226,1299,15985,1283,12329,779,4714,511,1741,519,837,506,96856,3526,5975,1060,6546,1333,7981,1318,5474,803,2611,593,8310,1099,7429,903,7164,867,11782,844,13555,935,10522,668,5588,736,2870,576,1049,362,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,370998,6001,178281,4193,13160,1444,14707,1914,12872,1820,8680,774,6235,532,17263,1256,13914,1205,12404,1030,24581,1530,24177,1326,16968,688,8439,349,4139,449,742,379,192717,3533,11829,1223,12786,1737,13267,1437,8015,742,6190,688,16365,1045,13263,1132,14016,869,26236,1241,29578,1184,20413,957,12389,509,5898,715,2472,681,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,200249,4547,94155,2912,6906,806,7488,1300,7517,1111,5338,592,3079,613,8623,1042,6094,581,6336,682,11921,706,12997,374,9732,420,5322,168,1774,350,1028,350,106094,2614,6952,653,7068,1580,7053,1347,4641,666,3757,591,7944,671,7143,372,7402,566,14453,858,15746,263,12473,369,6836,255,3368,489,1258,479,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,315504,3335,142500,2199,10208,628,9177,1007,8850,1235,5130,401,4771,241,12557,400,9940,642,9697,267,17214,575,20242,317,18292,400,9720,39,4732,448,1970,458,173004,1526,10424,451,10733,975,7109,1082,5550,154,5803,259,14747,483,12799,477,11807,391,20333,493,22949,423,22968,386,13886,354,9466,846,4430,785,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3141552,17438,1511856,9451,121064,3410,113873,4414,127132,4955,75040,2852,55675,2731,140875,3187,116272,3501,106561,3483,189677,4042,192688,3510,150756,2369,79860,1895,32764,1928,9619,1277,1629696,11331,114081,3583,112361,5235,116296,5663,71362,2820,51531,2412,143859,2666,120154,2525,114642,2587,216430,3669,215547,3709,179448,2178,98192,2087,54291,2192,21502,2066,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
