GEO_ID,B24010F_001E,B24010F_001M,B24010F_002E,B24010F_002M,B24010F_003E,B24010F_003M,B24010F_004E,B24010F_004M,B24010F_005E,B24010F_005M,B24010F_006E,B24010F_006M,B24010F_007E,B24010F_007M,B24010F_008E,B24010F_008M,B24010F_009E,B24010F_009M,B24010F_010E,B24010F_010M,B24010F_011E,B24010F_011M,B24010F_012E,B24010F_012M,B24010F_013E,B24010F_013M,B24010F_014E,B24010F_014M,B24010F_015E,B24010F_015M,B24010F_016E,B24010F_016M,B24010F_017E,B24010F_017M,B24010F_018E,B24010F_018M,B24010F_019E,B24010F_019M,B24010F_020E,B24010F_020M,B24010F_021E,B24010F_021M,B24010F_022E,B24010F_022M,B24010F_023E,B24010F_023M,B24010F_024E,B24010F_024M,B24010F_025E,B24010F_025M,B24010F_026E,B24010F_026M,B24010F_027E,B24010F_027M,B24010F_028E,B24010F_028M,B24010F_029E,B24010F_029M,B24010F_030E,B24010F_030M,B24010F_031E,B24010F_031M,B24010F_032E,B24010F_032M,B24010F_033E,B24010F_033M,B24010F_034E,B24010F_034M,B24010F_035E,B24010F_035M,B24010F_036E,B24010F_036M,B24010F_037E,B24010F_037M,B24010F_038E,B24010F_038M,B24010F_039E,B24010F_039M,B24010F_040E,B24010F_040M,B24010F_041E,B24010F_041M,B24010F_042E,B24010F_042M,B24010F_043E,B24010F_043M,B24010F_044E,B24010F_044M,B24010F_045E,B24010F_045M,B24010F_046E,B24010F_046M,B24010F_047E,B24010F_047M,B24010F_048E,B24010F_048M,B24010F_049E,B24010F_049M,B24010F_050E,B24010F_050M,B24010F_051E,B24010F_051M,B24010F_052E,B24010F_052M,B24010F_053E,B24010F_053M,B24010F_054E,B24010F_054M,B24010F_055E,B24010F_055M,B24010F_056E,B24010F_056M,B24010F_057E,B24010F_057M,B24010F_058E,B24010F_058M,B24010F_059E,B24010F_059M,B24010F_060E,B24010F_060M,B24010F_061E,B24010F_061M,B24010F_062E,B24010F_062M,B24010F_063E,B24010F_063M,B24010F_064E,B24010F_064M,B24010F_065E,B24010F_065M,B24010F_066E,B24010F_066M,B24010F_067E,B24010F_067M,B24010F_068E,B24010F_068M,B24010F_069E,B24010F_069M,B24010F_070E,B24010F_070M,B24010F_071E,B24010F_071M,B24010F_072E,B24010F_072M,B24010F_073E,B24010F_073M,NAME,B24010F_001EA,B24010F_001MA,B24010F_002MA,B24010F_002EA,B24010F_003EA,B24010F_003MA,B24010F_004EA,B24010F_004MA,B24010F_005MA,B24010F_005EA,B24010F_006EA,B24010F_006MA,B24010F_007MA,B24010F_007EA,B24010F_008MA,B24010F_008EA,B24010F_009MA,B24010F_009EA,B24010F_010EA,B24010F_010MA,B24010F_011EA,B24010F_011MA,B24010F_012MA,B24010F_012EA,B24010F_013MA,B24010F_013EA,B24010F_014MA,B24010F_014EA,B24010F_015EA,B24010F_015MA,B24010F_016EA,B24010F_016MA,B24010F_017MA,B24010F_017EA,B24010F_018MA,B24010F_018EA,B24010F_019MA,B24010F_019EA,B24010F_020EA,B24010F_020MA,B24010F_021MA,B24010F_021EA,B24010F_022EA,B24010F_022MA,B24010F_023EA,B24010F_023MA,B24010F_024EA,B24010F_024MA,B24010F_025MA,B24010F_025EA,B24010F_026MA,B24010F_026EA,B24010F_027EA,B24010F_027MA,B24010F_028EA,B24010F_028MA,B24010F_029EA,B24010F_029MA,B24010F_030EA,B24010F_030MA,B24010F_031EA,B24010F_031MA,B24010F_032EA,B24010F_032MA,B24010F_033EA,B24010F_033MA,B24010F_034EA,B24010F_034MA,B24010F_035EA,B24010F_035MA,B24010F_036EA,B24010F_036MA,B24010F_037EA,B24010F_037MA,B24010F_038MA,B24010F_038EA,B24010F_039MA,B24010F_039EA,B24010F_040EA,B24010F_040MA,B24010F_041MA,B24010F_041EA,B24010F_042EA,B24010F_042MA,B24010F_043MA,B24010F_043EA,B24010F_044EA,B24010F_044MA,B24010F_045MA,B24010F_045EA,B24010F_046EA,B24010F_046MA,B24010F_047MA,B24010F_047EA,B24010F_048MA,B24010F_048EA,B24010F_049MA,B24010F_049EA,B24010F_050EA,B24010F_050MA,B24010F_051MA,B24010F_051EA,B24010F_052MA,B24010F_052EA,B24010F_053EA,B24010F_053MA,B24010F_054MA,B24010F_054EA,B24010F_055EA,B24010F_055MA,B24010F_056EA,B24010F_056MA,B24010F_057EA,B24010F_057MA,B24010F_058MA,B24010F_058EA,B24010F_059MA,B24010F_059EA,B24010F_060MA,B24010F_060EA,B24010F_061EA,B24010F_061MA,B24010F_062MA,B24010F_062EA,B24010F_063EA,B24010F_063MA,B24010F_064MA,B24010F_064EA,B24010F_065MA,B24010F_065EA,B24010F_066EA,B24010F_066MA,B24010F_067EA,B24010F_067MA,B24010F_068MA,B24010F_068EA,B24010F_069MA,B24010F_069EA,B24010F_070MA,B24010F_070EA,B24010F_071EA,B24010F_071MA,B24010F_072EA,B24010F_072MA,B24010F_073MA,B24010F_073EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,174939,8854,100485,6292,13913,1995,7057,1440,5545,1226,1512,541,2531,887,1095,421,1347,745,89,107,2800,909,629,334,0,203,1392,617,779,488,1525,728,1008,658,517,309,26356,3340,325,236,3109,1063,1210,670,1899,900,9601,2018,11429,1930,1892,923,15174,2439,8719,2023,6455,1548,25250,2976,1768,667,16466,2203,7016,1703,19792,2452,8203,1619,5064,1087,6525,1508,74454,4753,15892,1908,5711,1251,3398,1133,2313,669,675,362,380,282,182,211,113,134,6698,1544,1393,688,491,498,4760,1146,54,64,2808,901,1995,757,813,381,27187,3328,3643,1177,793,469,321,330,472,319,7205,1358,9516,2145,6030,1398,23002,2713,8027,1507,14975,1987,1334,1055,1208,1053,99,102,27,46,7039,1678,5122,1298,740,535,1177,787,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2207883,34423,1295829,23983,154201,7612,73875,5185,56105,4252,17770,2329,26096,2493,10796,1836,12001,1950,3299,1003,42018,3361,6184,1631,2319,995,16737,2271,16778,2394,12212,1969,5239,1267,6973,1523,307416,10668,8119,1492,27165,2726,19517,2282,7648,1490,119892,7208,134313,7130,17927,2211,201106,9842,102513,6847,98593,5541,322669,12122,58072,6086,188830,8459,75767,4673,310437,10649,133008,6551,90382,5391,87047,5872,912054,15544,179106,6545,67350,4512,41799,3768,25551,2825,10042,2055,4065,1095,3169,1188,2808,833,70940,3945,16398,2159,3206,941,42257,3126,9079,2016,30774,3039,14614,1986,16160,2228,309831,9403,42847,3134,7515,1365,4928,1107,2587,767,76423,5353,102920,5298,80126,5839,296756,8805,118857,6680,177899,7171,24244,2010,18264,1898,2956,810,3024,932,102117,5429,69430,4268,7916,1635,24771,2610,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,109035,7121,60257,4612,7332,1201,4463,895,3198,746,1265,508,1761,602,1032,442,530,303,199,218,694,381,78,99,0,195,542,369,74,97,414,268,308,265,106,121,13470,2310,346,259,1518,701,1107,596,411,266,4493,1295,6473,1510,640,561,6518,1674,3312,1288,3206,1017,20759,2900,1004,467,15162,2431,4593,1392,12178,1976,4500,1167,3952,1108,3726,1262,48778,4096,11492,2155,4470,1259,3052,1162,1418,647,1186,588,417,275,248,269,521,458,4081,1263,1011,608,1057,656,1779,675,234,303,1755,661,939,474,816,405,18245,2340,2691,780,203,272,167,266,36,62,4533,1196,7426,1657,3392,1052,15212,2188,4825,1308,10387,1847,550,355,196,227,151,192,203,295,3279,980,2730,946,89,74,460,297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,89176,6652,52760,4983,4836,1398,2085,999,1430,698,655,762,1150,798,308,282,342,531,500,593,1335,655,699,570,34,59,336,256,266,289,266,381,266,381,0,201,17434,3535,569,473,775,407,477,400,298,222,5314,1532,10337,2906,439,348,6387,1387,3807,1158,2580,600,12219,2494,1343,811,10018,2348,858,502,11884,2587,6489,1744,3257,1022,2138,1111,36416,3600,5047,1341,1519,765,940,561,579,552,311,268,90,110,147,152,74,124,1278,450,542,399,98,164,609,342,29,47,1939,932,1252,748,687,553,17360,2815,3756,1202,702,547,702,547,0,201,2922,1180,6276,1977,3704,1278,9183,1910,3672,1047,5511,1626,54,84,0,201,54,84,0,201,4772,1323,3090,1045,544,475,1138,656,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,233312,11921,130991,8182,19141,2940,9329,1954,6510,1623,2819,1006,2598,771,1453,532,1056,563,89,110,4240,1669,492,667,421,455,1308,787,2019,1078,2974,1322,2241,1293,733,504,32617,4511,1114,752,3654,1329,2405,1077,1249,829,11524,2363,12738,2618,3587,1608,21608,2990,12134,2232,9474,2087,37196,5009,5225,1670,21990,4037,9981,2363,20429,3172,6382,2002,8729,1927,5318,1528,102321,7453,24268,2882,9167,1986,5323,1335,3844,1293,1689,769,1022,640,364,237,303,289,8142,1702,1224,776,790,513,4547,1270,1581,935,5270,1156,3423,1044,1847,812,34281,4311,6342,1739,424,350,375,340,49,81,8771,1992,13642,3303,5102,1412,32616,4046,14379,2791,18237,2703,3262,1170,2230,956,606,495,426,407,7894,1791,4733,1426,1702,930,1459,866,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
