GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001EA,B17001F_001MA,B17001F_002MA,B17001F_002EA,B17001F_003MA,B17001F_003EA,B17001F_004MA,B17001F_004EA,B17001F_005EA,B17001F_005MA,B17001F_006EA,B17001F_006MA,B17001F_007MA,B17001F_007EA,B17001F_008EA,B17001F_008MA,B17001F_009EA,B17001F_009MA,B17001F_010MA,B17001F_010EA,B17001F_011EA,B17001F_011MA,B17001F_012EA,B17001F_012MA,B17001F_013MA,B17001F_013EA,B17001F_014MA,B17001F_014EA,B17001F_015EA,B17001F_015MA,B17001F_016EA,B17001F_016MA,B17001F_017EA,B17001F_017MA,B17001F_018MA,B17001F_018EA,B17001F_019MA,B17001F_019EA,B17001F_020MA,B17001F_020EA,B17001F_021EA,B17001F_021MA,B17001F_022EA,B17001F_022MA,B17001F_023EA,B17001F_023MA,B17001F_024EA,B17001F_024MA,B17001F_025EA,B17001F_025MA,B17001F_026EA,B17001F_026MA,B17001F_027EA,B17001F_027MA,B17001F_028EA,B17001F_028MA,B17001F_029EA,B17001F_029MA,B17001F_030MA,B17001F_030EA,B17001F_031EA,B17001F_031MA,B17001F_032EA,B17001F_032MA,B17001F_033EA,B17001F_033MA,B17001F_034EA,B17001F_034MA,B17001F_035MA,B17001F_035EA,B17001F_036EA,B17001F_036MA,B17001F_037EA,B17001F_037MA,B17001F_038EA,B17001F_038MA,B17001F_039MA,B17001F_039EA,B17001F_040MA,B17001F_040EA,B17001F_041EA,B17001F_041MA,B17001F_042EA,B17001F_042MA,B17001F_043MA,B17001F_043EA,B17001F_044MA,B17001F_044EA,B17001F_045MA,B17001F_045EA,B17001F_046MA,B17001F_046EA,B17001F_047EA,B17001F_047MA,B17001F_048MA,B17001F_048EA,B17001F_049MA,B17001F_049EA,B17001F_050MA,B17001F_050EA,B17001F_051MA,B17001F_051EA,B17001F_052MA,B17001F_052EA,B17001F_053EA,B17001F_053MA,B17001F_054MA,B17001F_054EA,B17001F_055MA,B17001F_055EA,B17001F_056EA,B17001F_056MA,B17001F_057MA,B17001F_057EA,B17001F_058EA,B17001F_058MA,B17001F_059EA,B17001F_059MA,state
0400000US01,53340,6507,15294,4428,7877,2371,985,529,69,115,2077,919,349,310,43,50,677,595,1079,624,1359,812,988,612,119,257,132,133,0,192,0,192,7417,2628,785,457,901,702,854,551,690,504,0,192,0,192,1095,709,1855,850,1044,671,193,251,0,192,0,192,0,192,38046,6108,20947,3729,2349,1210,495,522,2428,1083,429,256,408,304,214,211,2888,957,6170,1272,3667,1325,1451,621,354,320,94,122,0,192,17099,3329,1218,726,506,395,1391,900,1288,713,110,125,357,263,2298,1202,4794,1254,1591,748,2398,1066,491,321,559,565,98,139,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,398882,18549,126662,13128,57215,6424,6361,1425,1659,750,10223,2051,4332,1177,1239,604,2665,1002,6977,1543,8752,1637,6180,1537,4259,958,2753,1032,1078,613,737,402,69447,8107,7884,1586,1962,665,8581,1909,4546,1596,1573,756,3314,1051,9916,2110,11203,1988,9026,1562,5413,1193,2938,948,2038,736,1053,629,272220,15643,139494,9274,7798,1571,2578,985,11380,2126,5860,1301,1972,667,5066,1178,22546,3300,24900,2828,21173,2620,18964,2329,8918,1541,6118,1103,2221,670,132726,8241,8625,1541,1549,752,12637,2498,6322,1286,2446,773,3664,1027,16342,2336,21023,2704,20086,2083,18163,2302,12906,1746,5718,1086,3245,778,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65322,6190,24298,5698,11733,3196,1744,713,601,418,2536,1156,604,483,514,395,553,311,529,340,851,548,2388,1008,850,606,453,378,110,134,0,192,12565,2996,1446,605,171,235,2785,1181,410,353,308,274,145,171,2041,718,1991,818,2047,998,509,399,376,389,210,296,126,250,41024,5599,24095,3308,1759,754,540,412,3005,953,886,520,456,383,140,158,3772,959,5769,1954,4378,1231,1836,722,1105,468,345,420,104,135,16929,2981,1570,752,285,281,1462,712,1009,665,453,390,917,505,1812,688,3328,1136,3022,907,1627,547,980,581,183,299,281,337,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4872643,60013,1233334,32470,570760,18567,78248,5511,16557,2335,88665,5440,44847,3194,13189,1564,26643,2889,71604,4943,74189,4975,72013,3968,41652,3669,26656,2638,10253,1620,6244,1025,662574,17933,76274,5256,17453,2405,85326,5159,38140,3192,13737,1830,26809,2311,84983,4616,107448,5251,98435,5149,55006,3848,31416,3168,15293,2272,12254,1730,3639309,60084,1896457,35975,137661,7030,26402,2681,152104,6722,80359,4690,24689,2373,61226,4054,251610,10948,361116,11641,317820,8327,255079,7334,140693,5256,58431,3740,29267,2502,1742852,29156,123831,5623,24975,2723,157978,7203,81586,4835,28809,2889,55549,3909,221563,8100,290213,8557,264888,7581,240221,5934,138933,5502,71565,4066,42741,3283,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,247056,13848,67990,8302,31842,4628,5574,1464,1149,824,5180,1739,2791,1142,1004,590,1412,665,3466,1055,4581,1170,3397,1054,867,387,1963,670,157,110,301,285,36148,4205,3940,1276,1077,650,5025,1238,2475,849,871,466,907,442,5602,1130,6127,1365,5141,1144,1788,659,1682,618,705,302,808,478,179066,11935,93344,6501,6071,1245,1749,946,9052,1638,4366,1123,1519,698,3587,1054,11089,2105,18189,2398,15257,1951,10238,1454,8625,1452,2676,689,926,336,85722,6951,7730,1666,1738,726,8284,1627,3458,992,1430,720,2220,728,9219,1818,14945,1916,12982,1825,10583,1459,8006,1713,3007,756,2120,598,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,176159,11444,48481,6174,19149,3045,2380,912,552,467,2047,868,1080,566,384,301,630,484,2717,1037,2298,992,2950,953,1905,786,1090,611,846,638,270,284,29332,4350,3155,1129,952,523,4275,1359,2140,886,659,544,833,357,2271,936,6031,1339,2820,999,2946,942,1713,773,880,548,657,438,127678,9940,69068,6164,3384,1004,1440,697,5550,1465,1794,764,1065,499,2369,798,9106,1807,17911,2129,11662,2077,8545,1478,4212,1124,1305,687,725,344,58610,5780,4994,1156,992,723,5180,1294,2672,1208,891,534,1312,792,6433,1422,12133,1885,10476,1988,7053,1690,4140,1125,1729,702,605,406,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,477761,22995,121729,12425,55756,6881,7825,2122,1347,623,6525,1752,3852,1138,1450,730,1435,644,7598,2128,8728,2360,7326,1873,3955,1097,2755,878,1686,775,1274,718,65973,7499,6269,1670,1417,697,7550,2198,3073,986,1470,767,2774,1065,8865,2178,11082,2306,8875,1835,6521,1475,3748,1019,3027,1069,1302,514,356032,18818,186223,11697,12145,2739,2823,1345,14951,2607,7666,2011,3426,1194,5029,1303,22465,3454,36364,4555,30953,3594,27833,3224,12888,2017,6439,1467,3241,977,169809,10694,9238,1651,1736,878,12144,2750,7139,1762,1923,944,5184,1527,16189,2546,31520,3973,29094,3189,28768,3344,14278,2308,6943,1443,5653,1455,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
