GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,NAME,B17001B_001MA,B17001B_001EA,B17001B_002EA,B17001B_002MA,B17001B_003EA,B17001B_003MA,B17001B_004EA,B17001B_004MA,B17001B_005MA,B17001B_005EA,B17001B_006MA,B17001B_006EA,B17001B_007MA,B17001B_007EA,B17001B_008EA,B17001B_008MA,B17001B_009EA,B17001B_009MA,B17001B_010MA,B17001B_010EA,B17001B_011MA,B17001B_011EA,B17001B_012MA,B17001B_012EA,B17001B_013MA,B17001B_013EA,B17001B_014MA,B17001B_014EA,B17001B_015MA,B17001B_015EA,B17001B_016EA,B17001B_016MA,B17001B_017EA,B17001B_017MA,B17001B_018MA,B17001B_018EA,B17001B_019MA,B17001B_019EA,B17001B_020EA,B17001B_020MA,B17001B_021EA,B17001B_021MA,B17001B_022EA,B17001B_022MA,B17001B_023MA,B17001B_023EA,B17001B_024MA,B17001B_024EA,B17001B_025MA,B17001B_025EA,B17001B_026EA,B17001B_026MA,B17001B_027EA,B17001B_027MA,B17001B_028EA,B17001B_028MA,B17001B_029MA,B17001B_029EA,B17001B_030EA,B17001B_030MA,B17001B_031MA,B17001B_031EA,B17001B_032MA,B17001B_032EA,B17001B_033EA,B17001B_033MA,B17001B_034MA,B17001B_034EA,B17001B_035MA,B17001B_035EA,B17001B_036EA,B17001B_036MA,B17001B_037EA,B17001B_037MA,B17001B_038EA,B17001B_038MA,B17001B_039EA,B17001B_039MA,B17001B_040MA,B17001B_040EA,B17001B_041MA,B17001B_041EA,B17001B_042EA,B17001B_042MA,B17001B_043MA,B17001B_043EA,B17001B_044EA,B17001B_044MA,B17001B_045MA,B17001B_045EA,B17001B_046EA,B17001B_046MA,B17001B_047MA,B17001B_047EA,B17001B_048MA,B17001B_048EA,B17001B_049EA,B17001B_049MA,B17001B_050EA,B17001B_050MA,B17001B_051EA,B17001B_051MA,B17001B_052EA,B17001B_052MA,B17001B_053EA,B17001B_053MA,B17001B_054EA,B17001B_054MA,B17001B_055MA,B17001B_055EA,B17001B_056EA,B17001B_056MA,B17001B_057MA,B17001B_057EA,B17001B_058MA,B17001B_058EA,B17001B_059EA,B17001B_059MA,state
0400000US01,1238884,6238,385588,13542,160485,7579,23544,2418,4807,1057,24356,2975,11319,1768,3089,756,7034,1316,22546,3450,16796,1852,10019,1742,13270,2070,13858,1719,6962,1269,2885,699,225103,9227,24183,2614,3236,957,21876,2183,11602,2319,4797,1152,7099,1228,30485,3236,34375,2490,27931,3003,20525,2232,19713,1861,9375,1327,9906,1320,853296,14398,404865,8359,19568,2189,3913,1024,30290,3058,20458,2651,5694,1371,10096,1576,48437,3374,58099,3351,55623,2811,59816,2604,54169,2193,26597,1476,12105,1143,448431,9432,21068,2412,4648,1231,29191,2679,19142,2539,5320,1246,11581,1621,45546,3153,60123,3197,63624,3349,68456,2400,63214,2271,33820,1636,22698,1310,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,262283,5894,60189,6919,28293,3980,2528,748,1083,668,4128,1278,1704,645,476,278,747,446,4202,1318,3719,1118,3684,1078,3394,1056,1987,753,540,255,101,106,31896,4216,3974,1048,602,418,3507,1125,1711,879,492,305,728,431,4411,1092,6223,1321,4201,940,2618,852,2191,743,865,467,373,285,202094,8395,105274,4491,7964,1469,933,456,8458,1647,5234,1229,1399,605,3354,704,13428,1344,15093,1492,16423,1413,13445,1182,11376,939,5927,783,2240,359,96820,5150,5674,1100,2004,865,6944,1296,4436,1220,2296,1027,2848,839,10983,1306,13527,1579,14142,1241,13940,1113,10782,925,5879,557,3365,425,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,441858,4372,154697,8073,73375,5033,11206,1773,3494,1401,11385,1675,5407,1324,1014,368,3781,1303,8425,1734,7886,1554,5655,1030,6433,1348,5671,1226,1836,599,1182,511,81322,5131,8464,1536,2577,1038,10118,1516,4292,1380,1345,481,1677,576,10541,1619,11558,1607,9231,1487,7882,1395,7108,1391,3134,791,3395,710,287161,8365,139478,5244,8493,1745,1344,696,9922,1768,7298,1765,1972,638,5591,1125,14861,1642,21428,2704,16806,2008,20515,1995,18055,1356,8500,866,4693,807,147683,5398,6411,1331,778,367,10839,1916,5787,1405,1934,652,4751,919,13646,1840,20205,1578,24115,1972,22197,1402,20440,1628,10135,919,6445,768,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2167453,13626,563920,16925,260207,11127,27795,2889,4416,1245,28331,3047,14544,1780,6540,1400,9772,1564,37565,3733,32545,2832,28270,2953,29869,3105,27432,2623,9911,1653,3217,781,303713,9535,25220,3061,6511,1189,29404,2867,16036,2281,6460,1605,10360,1404,43198,3172,44512,3127,37272,2818,34277,2724,28529,2597,12053,1522,9881,1716,1603533,19853,780898,12377,39701,3137,8850,1698,55795,3913,31996,3265,9950,1574,19761,2095,86564,4223,114590,3749,106114,3598,124762,3902,94524,3159,54057,2011,34234,1543,822635,11235,38421,2756,9001,2024,53022,3380,27063,3050,10520,1566,22544,2206,78535,3789,110653,3830,112331,3555,134998,3411,110472,3174,67026,1922,48049,1960,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,195159,5833,46039,5029,21969,2657,3182,1118,1045,629,3041,1004,879,396,261,201,829,366,3529,1230,2380,909,2910,1120,1496,568,2108,700,225,205,84,170,24070,3273,2354,664,415,471,2675,948,1057,614,1048,682,482,282,2720,964,4335,1205,2516,832,2849,882,2003,633,1214,535,402,203,149120,6476,78596,3763,4125,1002,670,538,5354,988,3358,907,1090,565,2194,663,7637,1744,12752,1619,11635,1379,13219,1139,9806,846,4262,469,2494,404,70524,3980,3621,1089,655,421,5562,1264,4090,1101,1234,510,2710,867,7538,1285,9761,1303,8903,1098,10497,1151,8519,901,4333,778,3101,497,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,355188,6119,71132,7544,32245,4209,3836,1167,1703,881,5040,1643,2224,958,753,455,565,336,4319,1327,3965,1221,2625,912,3212,1000,2723,852,952,468,328,219,38887,4402,4206,1482,824,502,3583,1218,2190,897,662,611,1071,493,2821,842,8100,1476,4454,956,3757,994,3440,842,2057,754,1722,577,284056,8704,135642,5469,9262,1678,1346,594,11843,1744,5379,1266,2005,567,5040,961,15282,1609,19895,1964,20026,1527,20031,1639,14068,1066,7387,605,4078,531,148414,4916,7327,1344,1277,494,11785,2022,6243,1454,2006,621,4209,899,17269,1353,18950,1849,21659,1506,25606,1340,16736,1249,9828,886,5519,625,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190911,4595,33392,5202,13831,2775,1904,774,476,354,2605,1074,616,315,732,416,776,426,1880,761,981,571,734,329,1258,548,1129,590,567,391,173,162,19561,3351,2282,952,531,462,1716,685,1335,626,359,346,568,394,1987,718,3018,1008,2408,955,2091,661,1637,691,975,415,654,319,157519,5279,74403,3169,4910,896,1139,473,6072,1104,3594,981,1631,550,1997,543,7608,1070,10267,974,10593,731,11004,692,8408,726,4679,423,2501,200,83116,3137,4591,1031,1346,875,5727,1260,3277,1206,1427,605,2104,572,7666,925,11464,1255,11981,859,13626,694,10709,797,5817,507,3381,450,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,301052,3579,86279,6828,37255,3550,4399,1086,1071,546,4035,1195,2858,813,463,316,1270,598,4928,1183,2641,799,2922,839,4984,1153,3834,841,2801,679,1049,410,49024,4493,4151,1060,1037,618,4100,1144,1309,513,1039,537,1214,489,6240,1409,7262,1300,5837,1113,5825,1149,5000,888,2470,675,3540,749,214773,6890,97678,3757,5582,1101,895,468,6083,1180,2657,878,545,321,2693,705,9180,1307,15998,935,13263,1001,14722,1197,13975,929,6754,677,5331,418,117095,4341,6221,951,1473,596,7206,1203,2262,660,1096,454,2114,579,9993,1382,17162,1367,14477,1168,16840,1266,17751,813,11078,769,9422,818,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3015790,18343,847887,26805,388232,14592,53002,4039,11510,2103,52710,4425,28138,2722,8293,1788,17766,2511,52101,4334,39310,3845,37326,3252,34745,3694,32374,3081,14040,2083,6917,1243,459655,15494,48101,4063,10054,1911,52501,5317,23078,2720,8362,1848,15765,1960,64251,5178,71728,4708,52490,3362,41572,3171,35659,2716,19911,2248,16183,1915,2167903,28000,1027962,13956,64848,4446,16680,2680,81066,5901,46554,4031,15134,1975,31132,2515,119724,4919,162783,5210,136394,4472,144932,4549,111465,3645,63767,2482,33483,1648,1139941,18302,63011,5174,12295,1946,81374,5581,43598,3906,15463,2056,31206,3093,122196,6217,161622,5408,162592,3972,172960,4927,142083,3041,76601,2657,54940,2692,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
