GEO_ID,B19037F_001E,B19037F_001M,B19037F_002E,B19037F_002M,B19037F_003E,B19037F_003M,B19037F_004E,B19037F_004M,B19037F_005E,B19037F_005M,B19037F_006E,B19037F_006M,B19037F_007E,B19037F_007M,B19037F_008E,B19037F_008M,B19037F_009E,B19037F_009M,B19037F_010E,B19037F_010M,B19037F_011E,B19037F_011M,B19037F_012E,B19037F_012M,B19037F_013E,B19037F_013M,B19037F_014E,B19037F_014M,B19037F_015E,B19037F_015M,B19037F_016E,B19037F_016M,B19037F_017E,B19037F_017M,B19037F_018E,B19037F_018M,B19037F_019E,B19037F_019M,B19037F_020E,B19037F_020M,B19037F_021E,B19037F_021M,B19037F_022E,B19037F_022M,B19037F_023E,B19037F_023M,B19037F_024E,B19037F_024M,B19037F_025E,B19037F_025M,B19037F_026E,B19037F_026M,B19037F_027E,B19037F_027M,B19037F_028E,B19037F_028M,B19037F_029E,B19037F_029M,B19037F_030E,B19037F_030M,B19037F_031E,B19037F_031M,B19037F_032E,B19037F_032M,B19037F_033E,B19037F_033M,B19037F_034E,B19037F_034M,B19037F_035E,B19037F_035M,B19037F_036E,B19037F_036M,B19037F_037E,B19037F_037M,B19037F_038E,B19037F_038M,B19037F_039E,B19037F_039M,B19037F_040E,B19037F_040M,B19037F_041E,B19037F_041M,B19037F_042E,B19037F_042M,B19037F_043E,B19037F_043M,B19037F_044E,B19037F_044M,B19037F_045E,B19037F_045M,B19037F_046E,B19037F_046M,B19037F_047E,B19037F_047M,B19037F_048E,B19037F_048M,B19037F_049E,B19037F_049M,B19037F_050E,B19037F_050M,B19037F_051E,B19037F_051M,B19037F_052E,B19037F_052M,B19037F_053E,B19037F_053M,B19037F_054E,B19037F_054M,B19037F_055E,B19037F_055M,B19037F_056E,B19037F_056M,B19037F_057E,B19037F_057M,B19037F_058E,B19037F_058M,B19037F_059E,B19037F_059M,B19037F_060E,B19037F_060M,B19037F_061E,B19037F_061M,B19037F_062E,B19037F_062M,B19037F_063E,B19037F_063M,B19037F_064E,B19037F_064M,B19037F_065E,B19037F_065M,B19037F_066E,B19037F_066M,B19037F_067E,B19037F_067M,B19037F_068E,B19037F_068M,B19037F_069E,B19037F_069M,NAME,B19037F_001EA,B19037F_001MA,B19037F_002MA,B19037F_002EA,B19037F_003MA,B19037F_003EA,B19037F_004MA,B19037F_004EA,B19037F_005EA,B19037F_005MA,B19037F_006EA,B19037F_006MA,B19037F_007MA,B19037F_007EA,B19037F_008EA,B19037F_008MA,B19037F_009MA,B19037F_009EA,B19037F_010MA,B19037F_010EA,B19037F_011EA,B19037F_011MA,B19037F_012EA,B19037F_012MA,B19037F_013EA,B19037F_013MA,B19037F_014MA,B19037F_014EA,B19037F_015EA,B19037F_015MA,B19037F_016MA,B19037F_016EA,B19037F_017EA,B19037F_017MA,B19037F_018MA,B19037F_018EA,B19037F_019EA,B19037F_019MA,B19037F_020MA,B19037F_020EA,B19037F_021MA,B19037F_021EA,B19037F_022EA,B19037F_022MA,B19037F_023EA,B19037F_023MA,B19037F_024EA,B19037F_024MA,B19037F_025MA,B19037F_025EA,B19037F_026EA,B19037F_026MA,B19037F_027EA,B19037F_027MA,B19037F_028EA,B19037F_028MA,B19037F_029MA,B19037F_029EA,B19037F_030EA,B19037F_030MA,B19037F_031MA,B19037F_031EA,B19037F_032MA,B19037F_032EA,B19037F_033MA,B19037F_033EA,B19037F_034MA,B19037F_034EA,B19037F_035EA,B19037F_035MA,B19037F_036MA,B19037F_036EA,B19037F_037MA,B19037F_037EA,B19037F_038EA,B19037F_038MA,B19037F_039MA,B19037F_039EA,B19037F_040EA,B19037F_040MA,B19037F_041MA,B19037F_041EA,B19037F_042EA,B19037F_042MA,B19037F_043MA,B19037F_043EA,B19037F_044EA,B19037F_044MA,B19037F_045EA,B19037F_045MA,B19037F_046EA,B19037F_046MA,B19037F_047EA,B19037F_047MA,B19037F_048MA,B19037F_048EA,B19037F_049EA,B19037F_049MA,B19037F_050EA,B19037F_050MA,B19037F_051EA,B19037F_051MA,B19037F_052EA,B19037F_052MA,B19037F_053MA,B19037F_053EA,B19037F_054EA,B19037F_054MA,B19037F_055EA,B19037F_055MA,B19037F_056EA,B19037F_056MA,B19037F_057MA,B19037F_057EA,B19037F_058MA,B19037F_058EA,B19037F_059EA,B19037F_059MA,B19037F_060EA,B19037F_060MA,B19037F_061EA,B19037F_061MA,B19037F_062MA,B19037F_062EA,B19037F_063EA,B19037F_063MA,B19037F_064MA,B19037F_064EA,B19037F_065MA,B19037F_065EA,B19037F_066EA,B19037F_066MA,B19037F_067EA,B19037F_067MA,B19037F_068EA,B19037F_068MA,B19037F_069MA,B19037F_069EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,109012,4723,8910,1545,1274,634,717,536,952,519,1619,705,954,498,825,493,642,425,881,430,251,250,500,365,195,198,100,146,0,203,0,203,0,203,0,203,52062,3236,3904,1124,3162,1033,4591,977,4930,1234,4340,1334,3787,999,3113,1047,2524,912,2591,903,4623,1071,5191,1233,4916,1153,2256,646,1371,739,459,323,304,319,37078,2701,4329,1231,2733,993,2633,850,2859,884,2588,808,1948,748,2143,797,1984,819,1941,745,2507,726,3677,1074,3660,966,1941,628,1197,531,611,396,327,350,10962,1676,1910,794,1213,699,924,440,691,340,641,367,726,357,612,352,945,529,736,390,684,442,751,374,630,483,257,235,242,198,0,203,0,203,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1200187,14851,55244,3505,8276,1508,5036,1051,5049,1100,6705,1603,4596,960,4883,1206,3392,964,3336,927,2073,667,4619,1186,2872,958,2958,941,919,442,333,241,35,58,162,161,603196,10469,32124,3033,34518,2873,41243,3122,44781,3656,41119,3213,44237,3563,38122,3328,33065,2842,35038,3256,54486,3964,67557,4585,66354,3664,34422,3075,16046,2037,13135,1903,6949,1469,437647,10874,23045,2668,19632,2109,24163,2468,26000,2543,25536,2726,29918,2901,24852,2502,26012,2459,21623,2178,40057,3045,49594,3471,54999,4283,31242,2843,16184,1818,14713,2361,10077,1779,104100,4806,11757,1448,13298,1657,11737,1919,9048,1688,6775,1088,5745,1390,5243,1172,5083,1033,3310,996,6132,1033,8594,1304,8260,1507,4581,1083,2129,737,1444,589,964,359,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,71142,4005,6170,1375,1086,448,532,395,571,465,888,585,559,378,989,540,294,330,266,287,119,163,326,284,230,277,310,407,0,195,0,195,0,195,0,195,36268,3030,2522,804,2746,882,2049,854,3488,1041,1162,483,3578,1192,3052,1093,1641,818,1883,845,3208,1126,4090,1218,3103,937,2302,904,714,454,446,353,284,273,22214,2157,1849,693,891,452,1695,737,1479,745,1125,585,894,414,1127,415,1394,546,1053,420,2244,705,2606,829,2777,1035,1217,537,849,384,465,250,549,334,6490,891,1017,466,975,412,494,258,563,334,537,369,320,173,133,135,82,82,172,154,285,217,834,542,469,272,180,169,70,118,359,299,0,195,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,54924,4168,3176,1013,643,462,318,254,147,237,498,506,276,323,465,544,131,130,35,61,34,56,92,117,36,68,275,287,226,260,0,201,0,201,0,201,29578,3121,2223,838,2016,996,2681,816,3116,1141,1884,814,2339,850,1793,836,1698,814,2018,765,3073,1169,2309,984,1615,671,1631,736,509,372,373,328,300,248,17980,2375,2354,740,1548,726,1729,1126,769,497,522,345,1666,901,966,541,921,564,174,159,853,509,2210,915,2552,875,805,592,418,338,256,185,237,284,4190,1079,1138,617,1189,519,501,399,177,175,46,76,105,178,539,454,24,43,224,202,33,54,32,55,112,140,70,117,0,201,0,201,0,201,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,133065,7540,7063,1661,1206,827,705,456,496,434,383,225,497,379,843,561,385,333,720,619,194,264,392,329,759,614,149,160,95,122,0,218,104,168,135,199,65439,5283,5227,1494,3923,1473,3975,1227,4572,1065,4647,1321,5382,1337,3819,1194,4034,1129,3336,1001,7335,1903,6444,1538,6449,1528,3737,1105,742,631,1190,588,627,343,46381,3870,3806,1105,1608,533,2871,966,3241,900,2103,767,2876,1049,2903,1140,3055,974,2103,728,5994,1723,4878,1115,4692,1378,2791,799,1601,842,1334,564,525,285,14182,2069,3373,1258,1921,849,1385,514,1687,815,874,559,425,289,708,371,250,216,202,184,1418,809,695,433,638,350,492,358,72,118,0,218,42,71,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
