GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001EA,B17010F_001MA,B17010F_002EA,B17010F_002MA,B17010F_003MA,B17010F_003EA,B17010F_004MA,B17010F_004EA,B17010F_005EA,B17010F_005MA,B17010F_006MA,B17010F_006EA,B17010F_007EA,B17010F_007MA,B17010F_008EA,B17010F_008MA,B17010F_009EA,B17010F_009MA,B17010F_010MA,B17010F_010EA,B17010F_011MA,B17010F_011EA,B17010F_012EA,B17010F_012MA,B17010F_013EA,B17010F_013MA,B17010F_014EA,B17010F_014MA,B17010F_015EA,B17010F_015MA,B17010F_016MA,B17010F_016EA,B17010F_017MA,B17010F_017EA,B17010F_018EA,B17010F_018MA,B17010F_019EA,B17010F_019MA,B17010F_020MA,B17010F_020EA,B17010F_021MA,B17010F_021EA,B17010F_022EA,B17010F_022MA,B17010F_023MA,B17010F_023EA,B17010F_024EA,B17010F_024MA,B17010F_025MA,B17010F_025EA,B17010F_026EA,B17010F_026MA,B17010F_027MA,B17010F_027EA,B17010F_028EA,B17010F_028MA,B17010F_029MA,B17010F_029EA,B17010F_030MA,B17010F_030EA,B17010F_031MA,B17010F_031EA,B17010F_032EA,B17010F_032MA,B17010F_033MA,B17010F_033EA,B17010F_034EA,B17010F_034MA,B17010F_035MA,B17010F_035EA,B17010F_036MA,B17010F_036EA,B17010F_037MA,B17010F_037EA,B17010F_038MA,B17010F_038EA,B17010F_039MA,B17010F_039EA,B17010F_040EA,B17010F_040MA,B17010F_041MA,B17010F_041EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,82134,3950,23347,2403,9471,1570,7508,1351,691,389,3734,1028,3083,860,1963,809,13876,1880,1991,825,1698,731,144,143,973,625,581,304,293,304,11885,1796,10644,1795,757,355,4118,1091,5769,1403,1241,520,58787,3469,38223,3187,23521,2537,2584,736,6472,1315,14465,1902,14702,1913,20564,2632,7675,1462,5017,1223,1284,625,1484,773,2249,820,2658,739,12889,1955,8156,1417,1179,662,1110,433,5867,1311,4733,1150,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12838,1683,4892,1417,2451,1115,2130,1094,0,192,1074,651,1056,722,321,328,2441,1052,502,425,502,425,315,364,82,101,105,178,0,192,1939,911,1902,926,190,284,744,568,968,691,37,56,7946,1291,4975,1022,4030,969,449,325,1086,602,2495,749,945,382,2971,946,1769,768,1247,677,343,379,176,176,728,557,522,393,1202,628,770,492,65,111,154,190,551,426,432,417,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,992274,13625,225948,6358,93646,4691,81242,4449,8373,1514,31804,2984,41065,3315,12404,1599,132302,5485,30580,2825,26464,2718,5035,1234,9125,1639,12304,1836,4116,930,101722,4710,93364,4663,11899,1901,33491,2763,47974,3717,8358,1370,766326,13205,502315,10962,323396,8197,47570,3391,86075,5166,189751,6079,178919,7082,264011,9317,107191,6009,62125,4557,12190,2182,15528,2288,34407,2955,45066,3493,156820,6539,97103,5144,12735,1914,19692,2577,64676,3953,59717,3660,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,53077,3591,13046,1801,5136,1253,4719,1217,444,455,1906,723,2369,851,417,231,7910,1472,1364,688,1294,665,384,387,509,412,401,317,70,112,6546,1343,6361,1329,1432,617,1919,828,3010,784,185,158,40031,3066,27044,2631,17574,2476,3252,871,4652,1362,9670,1849,9470,1608,12987,2176,4753,1456,3006,1194,784,526,811,615,1411,698,1747,744,8234,1544,5697,1371,1758,854,532,424,3407,905,2537,819,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,37738,3254,10083,1696,2512,800,1773,580,161,203,671,389,941,416,739,493,7571,1550,1238,778,764,440,106,170,409,368,249,250,474,662,6333,1368,5942,1356,888,800,2325,869,2729,930,391,304,27655,2685,15437,2174,9014,1724,1787,841,2104,837,5123,1200,6423,1478,12218,2189,5670,1178,3451,839,854,504,666,428,1931,739,2219,903,6548,1759,5235,1510,792,607,1078,707,3365,1222,1313,814,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,97521,6269,21514,2895,9930,1666,7326,1430,1381,871,3091,1045,2854,836,2604,701,11584,2259,2829,1045,2382,944,352,313,456,451,1574,752,447,400,8755,1968,7929,1895,663,391,2403,994,4863,1418,826,386,76007,5049,51976,4318,28085,3630,3390,1029,6133,1854,18562,2682,23891,2879,24031,3299,8293,1775,4574,1202,651,466,575,499,3348,961,3719,1214,15738,2592,10769,2298,2020,917,1495,694,7254,1702,4969,1275,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
