GEO_ID,C17010B_001E,C17010B_001M,C17010B_002E,C17010B_002M,C17010B_003E,C17010B_003M,C17010B_004E,C17010B_004M,C17010B_005E,C17010B_005M,C17010B_006E,C17010B_006M,C17010B_007E,C17010B_007M,C17010B_008E,C17010B_008M,C17010B_009E,C17010B_009M,C17010B_010E,C17010B_010M,C17010B_011E,C17010B_011M,C17010B_012E,C17010B_012M,C17010B_013E,C17010B_013M,C17010B_014E,C17010B_014M,C17010B_015E,C17010B_015M,C17010B_016E,C17010B_016M,C17010B_017E,C17010B_017M,NAME,C17010B_001MA,C17010B_001EA,C17010B_002MA,C17010B_002EA,C17010B_003EA,C17010B_003MA,C17010B_004MA,C17010B_004EA,C17010B_005EA,C17010B_005MA,C17010B_006EA,C17010B_006MA,C17010B_007EA,C17010B_007MA,C17010B_008MA,C17010B_008EA,C17010B_009MA,C17010B_009EA,C17010B_010EA,C17010B_010MA,C17010B_011EA,C17010B_011MA,C17010B_012EA,C17010B_012MA,C17010B_013EA,C17010B_013MA,C17010B_014EA,C17010B_014MA,C17010B_015EA,C17010B_015MA,C17010B_016EA,C17010B_016MA,C17010B_017MA,C17010B_017EA,state
0400000US24,404342,6914,48227,3340,8862,1513,5486,1312,39365,3537,3529,1155,2452,888,35836,3322,30978,3234,356115,6665,189140,6082,89958,4900,166975,6314,30067,2775,14690,2228,136908,6374,83764,5408,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,104022,3602,20621,2511,3080,966,2149,841,17541,2435,2142,761,1746,759,15399,2203,12632,1956,83401,3842,41923,3061,22569,2560,41478,3398,7700,1725,4194,1429,33778,3119,20814,2438,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,303752,5839,92387,3677,10543,1423,6181,1111,81844,3572,10589,1574,7348,1408,71255,3211,60259,3113,211365,5398,103444,3770,41151,2963,107921,4378,20393,2093,9984,1716,87528,3816,49327,3146,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58264,2854,18320,2329,2634,964,2332,925,15686,2164,2105,785,1541,772,13581,2110,12685,2079,39944,2670,20941,2263,13329,1897,19003,2230,5175,1145,2851,827,13828,1819,9867,1538,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,258538,5700,85647,4445,14522,2035,8725,1633,71125,3708,6708,1411,4848,1201,64417,3526,54443,3538,172891,5368,91398,4384,40900,3080,81493,4387,15841,2080,6227,1268,65652,3841,38920,3176,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,154423,4150,38281,2991,4819,1168,3427,1031,33462,2591,3786,1033,3071,889,29676,2458,26537,2307,116142,3820,54297,3081,23732,2595,61845,3390,11403,1862,4972,1347,50442,3058,30865,2712,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17819,1382,5261,1056,513,323,354,259,4748,1046,936,702,909,701,3812,806,3547,755,12558,1459,6504,914,2929,772,6054,1170,1421,763,676,626,4633,908,3777,985,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49847,2467,10985,1430,1894,676,1076,481,9091,1394,1332,681,1058,573,7759,1323,6593,1211,38862,2539,21804,2053,8993,1511,17058,1838,4035,1052,2423,837,13023,1643,8510,1523,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,272727,6216,51429,4008,7531,1493,5021,1136,43898,3748,6504,1379,4437,1171,37394,3367,31900,3276,221298,6112,110414,4011,57120,3698,110884,5027,24858,2358,11400,1927,86026,4396,50071,3539,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9004,1080,1694,699,601,432,374,342,1093,571,276,309,276,309,817,520,817,520,7310,1100,5010,1193,2265,739,2300,699,822,520,350,304,1478,498,1089,519,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,667380,9652,135406,4094,22784,2303,15649,1988,112622,4212,14889,1813,10536,1550,97733,4270,79461,4376,531974,9590,244780,6372,120578,5307,287194,8138,56065,3760,24229,2231,231129,6785,127399,5507,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,490136,6835,115632,5539,19746,2407,10656,1933,95886,4868,11837,1914,7957,1486,84049,4331,71836,3978,374504,6885,204107,6249,84311,4184,170397,5504,32620,2850,17451,2059,137777,5357,80734,4830,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,316874,6355,90736,5184,11983,2017,7779,1644,78753,5029,8994,1690,7437,1502,69759,4414,62486,4055,226138,6942,107203,4741,43665,3560,118935,6044,22487,2674,11483,2120,96448,5619,60196,4445,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62048,2353,16648,1917,3015,839,1983,756,13633,1742,1398,464,1105,421,12235,1726,11556,1676,45400,2280,23894,1978,8971,1306,21506,2058,5181,988,2399,791,16325,1733,10297,1298,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13406,1581,3905,1182,642,412,642,412,3263,1107,1699,819,1501,778,1564,599,1372,636,9501,1326,5114,1068,3451,1013,4387,1101,1410,625,869,573,2977,919,1910,758,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,277992,5743,64758,4070,7106,1548,5606,1442,57652,4142,7280,1456,5128,1228,50372,4066,43376,3889,213234,5417,102032,4826,47420,3925,111202,4710,19764,2367,10601,1888,91438,3734,54069,3447,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13916,1437,3220,956,825,512,493,372,2395,819,40,84,40,84,2355,808,1957,740,10696,1255,4804,1123,2295,763,5892,1084,1282,622,704,441,4610,1043,2986,869,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,303315,5807,80780,3978,15158,2254,8050,1663,65622,4067,6997,1476,4426,1211,58625,3856,49421,3653,222535,6012,121208,5472,50487,4445,101327,4203,19542,2418,8745,1546,81785,3875,43741,3254,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,248387,5591,62582,3823,8712,1537,4415,1075,53870,3730,6376,1310,4770,1233,47494,3548,42599,3447,185805,4838,97865,3390,43037,3126,87940,4492,16635,2255,7560,1601,71305,4314,40719,3657,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,703343,9339,148641,5975,24399,3159,16064,2307,124242,5424,15947,2034,12682,1781,108295,5042,93601,5181,554702,8647,313430,7737,151184,6045,241272,8371,49837,3689,26515,2843,191435,7489,120872,5686,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4753,1008,1814,776,1140,643,1140,643,674,510,52,106,52,106,622,499,622,499,2939,853,1835,692,1212,521,1104,600,408,404,261,361,696,397,403,314,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,363990,7406,62162,4268,10819,1662,7134,1539,51343,4007,5305,1349,3716,1249,46038,3432,39935,3272,301828,6475,171228,6098,77216,4042,130600,5803,27935,2964,13402,2102,102665,4896,58476,4144,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,54181,3112,10511,1916,2540,778,2116,793,7971,1767,1739,795,1595,826,6232,1536,5667,1509,43670,2849,26952,2098,12753,1762,16718,2260,5523,1409,2422,998,11195,1872,6420,1566,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11642,1381,3033,928,409,301,375,291,2624,878,356,290,331,286,2268,838,1968,866,8609,1125,5484,732,2065,620,3125,793,711,384,481,306,2414,744,1205,457,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,78002,2523,27378,2228,2256,562,1195,454,25122,2128,3226,1090,2726,998,21896,2152,20226,2230,50624,2387,24053,1890,10131,1434,26571,2204,4201,842,2419,666,22370,2100,15755,1748,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,74332,3759,31921,2331,10933,1604,4169,949,20988,2070,4360,1178,2926,833,16628,1713,12449,1755,42411,2991,26407,2105,10123,1480,16004,2117,3468,957,998,478,12536,1760,4773,1061,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
