GEO_ID,B17020B_001E,B17020B_001M,B17020B_002E,B17020B_002M,B17020B_003E,B17020B_003M,B17020B_004E,B17020B_004M,B17020B_005E,B17020B_005M,B17020B_006E,B17020B_006M,B17020B_007E,B17020B_007M,B17020B_008E,B17020B_008M,B17020B_009E,B17020B_009M,B17020B_010E,B17020B_010M,B17020B_011E,B17020B_011M,B17020B_012E,B17020B_012M,B17020B_013E,B17020B_013M,B17020B_014E,B17020B_014M,B17020B_015E,B17020B_015M,B17020B_016E,B17020B_016M,B17020B_017E,B17020B_017M,NAME,B17020B_001EA,B17020B_001MA,B17020B_002EA,B17020B_002MA,B17020B_003EA,B17020B_003MA,B17020B_004MA,B17020B_004EA,B17020B_005EA,B17020B_005MA,B17020B_006MA,B17020B_006EA,B17020B_007EA,B17020B_007MA,B17020B_008EA,B17020B_008MA,B17020B_009EA,B17020B_009MA,B17020B_010MA,B17020B_010EA,B17020B_011EA,B17020B_011MA,B17020B_012MA,B17020B_012EA,B17020B_013EA,B17020B_013MA,B17020B_014EA,B17020B_014MA,B17020B_015EA,B17020B_015MA,B17020B_016EA,B17020B_016MA,B17020B_017EA,B17020B_017MA,state
0400000US01,1238884,6238,385588,13542,55770,4131,46232,3459,44940,4659,194426,7600,31429,2993,8487,1346,4304,894,853296,14398,49197,3936,59481,4077,72291,5208,522633,8403,114891,3775,24337,1830,10466,1466,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24096,1953,1532,930,27,48,82,98,122,153,1288,838,13,28,0,147,0,147,22564,2109,1981,800,2314,709,2514,1028,13893,1470,1362,529,485,293,15,32,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,262283,5894,60189,6919,8187,1654,7635,2044,5858,1420,34336,3664,3699,906,348,271,126,127,202094,8395,16575,2191,15402,2256,19567,2244,123663,4686,21282,1603,3649,766,1956,659,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,441858,4372,154697,8073,25741,3079,21503,2363,17516,3287,74869,4335,10491,1419,3159,817,1418,511,287161,8365,17026,2508,20761,2853,27333,3026,175465,4697,35438,2241,7867,1129,3271,917,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2167453,13626,563920,16925,63942,5163,57735,4519,63712,4007,320312,11216,45121,3814,9842,1556,3256,928,1603533,19853,95973,5036,108817,5317,121834,5355,982196,13420,212430,5658,59131,2751,23152,2348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,195159,5833,46039,5029,6996,1703,5716,1404,4556,1136,24875,2806,3410,993,389,264,97,91,149120,6476,9071,1524,10916,1726,14676,2159,91749,4475,17113,1498,4103,604,1492,489,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,355188,6119,71132,7544,10569,2248,8623,2128,7465,1779,37275,4093,5150,1097,1443,546,607,362,284056,8704,19212,2326,23628,2693,24882,2329,176351,5953,30386,1922,7725,959,1872,621,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190911,4595,33392,5202,5193,1683,4321,1459,4386,1246,15967,2408,2698,903,707,385,120,124,157519,5279,11986,2011,11799,1739,14030,1949,94940,2720,18882,1493,4088,653,1794,585,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,301052,3579,86279,6828,10658,2087,8135,1895,8153,1526,45465,4206,9279,1424,3537,883,1052,442,214773,6890,14171,1893,13289,1852,11367,1587,128646,4912,32547,1733,9963,1026,4790,930,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3015790,18343,847887,26805,122667,7317,105211,7807,101402,6216,433624,13933,61883,4637,16899,2045,6201,1156,2167903,28000,156834,8288,162440,8788,183087,8465,1326563,17793,250556,7264,67261,3228,21162,2051,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
