GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001MA,B23002G_001EA,B23002G_002EA,B23002G_002MA,B23002G_003EA,B23002G_003MA,B23002G_004MA,B23002G_004EA,B23002G_005MA,B23002G_005EA,B23002G_006EA,B23002G_006MA,B23002G_007EA,B23002G_007MA,B23002G_008EA,B23002G_008MA,B23002G_009MA,B23002G_009EA,B23002G_010EA,B23002G_010MA,B23002G_011EA,B23002G_011MA,B23002G_012MA,B23002G_012EA,B23002G_013EA,B23002G_013MA,B23002G_014MA,B23002G_014EA,B23002G_015EA,B23002G_015MA,B23002G_016EA,B23002G_016MA,B23002G_017MA,B23002G_017EA,B23002G_018EA,B23002G_018MA,B23002G_019MA,B23002G_019EA,B23002G_020EA,B23002G_020MA,B23002G_021EA,B23002G_021MA,B23002G_022MA,B23002G_022EA,B23002G_023EA,B23002G_023MA,B23002G_024MA,B23002G_024EA,B23002G_025MA,B23002G_025EA,B23002G_026EA,B23002G_026MA,B23002G_027MA,B23002G_027EA,B23002G_028MA,B23002G_028EA,B23002G_029EA,B23002G_029MA,B23002G_030MA,B23002G_030EA,B23002G_031EA,B23002G_031MA,B23002G_032MA,B23002G_032EA,B23002G_033MA,B23002G_033EA,B23002G_034EA,B23002G_034MA,B23002G_035MA,B23002G_035EA,B23002G_036EA,B23002G_036MA,B23002G_037MA,B23002G_037EA,B23002G_038MA,B23002G_038EA,B23002G_039EA,B23002G_039MA,B23002G_040EA,B23002G_040MA,B23002G_041EA,B23002G_041MA,B23002G_042EA,B23002G_042MA,B23002G_043EA,B23002G_043MA,B23002G_044MA,B23002G_044EA,B23002G_045MA,B23002G_045EA,B23002G_046MA,B23002G_046EA,B23002G_047EA,B23002G_047MA,B23002G_048MA,B23002G_048EA,B23002G_049EA,B23002G_049MA,B23002G_050MA,B23002G_050EA,B23002G_051MA,B23002G_051EA,B23002G_052EA,B23002G_052MA,B23002G_053EA,B23002G_053MA,B23002G_054MA,B23002G_054EA,B23002G_055MA,B23002G_055EA,B23002G_056MA,B23002G_056EA,B23002G_057EA,B23002G_057MA,B23002G_058MA,B23002G_058EA,B23002G_059EA,B23002G_059MA,B23002G_060EA,B23002G_060MA,B23002G_061EA,B23002G_061MA,B23002G_062EA,B23002G_062MA,B23002G_063EA,B23002G_063MA,B23002G_064EA,B23002G_064MA,B23002G_065EA,B23002G_065MA,B23002G_066EA,B23002G_066MA,B23002G_067EA,B23002G_067MA,B23002G_068MA,B23002G_068EA,B23002G_069MA,B23002G_069EA,B23002G_070EA,B23002G_070MA,B23002G_071EA,B23002G_071MA,B23002G_072EA,B23002G_072MA,B23002G_073MA,B23002G_073EA,B23002G_074MA,B23002G_074EA,B23002G_075MA,B23002G_075EA,B23002G_076EA,B23002G_076MA,B23002G_077EA,B23002G_077MA,B23002G_078MA,B23002G_078EA,B23002G_079EA,B23002G_079MA,state
0400000US01,44758,3599,20987,1990,2491,885,597,372,0,192,597,372,49,54,548,371,1894,726,2950,1022,2195,967,0,192,2195,967,1967,918,228,172,755,416,11135,1605,8661,1447,206,238,8455,1477,7501,1467,954,607,2474,832,2630,610,1557,479,0,192,1557,479,1392,458,165,184,1073,501,655,384,232,252,232,252,0,192,423,281,1126,441,115,147,115,147,0,192,1011,414,23771,2641,3802,1004,944,454,0,192,944,454,525,303,419,337,2858,859,2276,717,1381,564,0,192,1381,564,1259,559,122,131,895,387,11409,1558,7164,1381,54,95,7110,1377,6438,1371,672,293,4245,1140,3468,867,815,423,0,192,815,423,704,402,111,150,2653,807,740,417,98,112,83,109,15,24,642,384,2076,597,54,56,54,56,0,192,2022,592,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33766,3126,16870,2422,3275,921,1712,744,0,147,1712,744,1182,613,530,334,1563,563,3012,918,2760,904,283,189,2477,857,2249,823,228,162,252,149,8791,1614,7098,1385,328,353,6770,1305,5555,1133,1215,624,1693,846,1085,372,505,245,0,147,505,245,477,247,28,36,580,312,491,303,360,289,360,289,0,147,131,100,216,174,9,14,9,14,0,147,207,173,16896,1759,2419,748,1133,451,0,147,1133,451,818,364,315,298,1286,645,3757,1096,3173,1023,0,147,3173,1023,3122,1016,51,56,584,287,8760,1352,7113,1347,131,199,6982,1324,6418,1265,564,369,1647,498,1280,413,741,318,0,147,741,318,741,318,0,147,539,313,324,250,16,28,16,28,0,147,308,250,356,215,145,188,145,188,0,147,211,177,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,120483,7594,58970,4560,9079,1790,3079,834,0,203,3079,834,1957,580,1122,549,6000,1384,9504,1416,6570,1452,136,158,6434,1472,5074,1278,1360,606,2934,775,31351,3190,25573,3102,348,264,25225,3128,21479,2561,3746,1509,5778,1305,4467,861,2721,638,0,203,2721,638,2320,673,401,250,1746,624,1699,493,513,345,450,333,63,98,1186,477,2870,613,541,367,395,283,146,236,2329,542,61513,4538,9472,1882,4148,1265,0,203,4148,1265,3303,1129,845,365,5324,1732,10277,1717,6098,1268,83,139,6015,1241,5056,1229,959,508,4179,1149,29655,2763,20938,2507,41,68,20897,2494,19118,2487,1779,817,8717,1479,5631,1336,3207,962,0,203,3207,962,2864,960,343,253,2424,756,1706,525,210,190,210,190,0,203,1496,501,4772,839,426,251,426,251,0,203,4346,778,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35932,2811,18221,2022,2883,908,1672,812,0,192,1672,812,615,405,1057,775,1211,471,2238,846,1645,742,0,192,1645,742,1452,710,193,195,593,382,8123,1234,6136,1150,36,64,6100,1147,5615,1068,485,300,1987,720,3169,928,1330,501,0,192,1330,501,1256,502,74,124,1839,732,919,486,310,317,310,317,0,192,609,362,889,400,82,137,82,137,0,192,807,387,17711,2012,2107,901,859,737,0,192,859,737,717,720,142,145,1248,589,2290,831,2081,817,0,192,2081,817,1856,805,225,174,209,200,8273,1240,4502,868,0,192,4502,868,4334,890,168,206,3771,1045,1501,647,858,441,0,192,858,441,858,441,0,192,643,371,1577,749,149,196,149,196,0,192,1428,725,1963,601,66,103,66,103,0,192,1897,603,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1033276,21079,513679,12218,72169,5349,21863,2528,118,117,21745,2512,13059,1976,8686,1577,50306,4025,77712,4551,57290,3251,826,469,56464,3223,45848,2984,10616,1601,20422,2651,276031,7669,235776,7213,2512,895,233264,7346,208958,7097,24306,2690,40255,2925,51652,3530,32918,2740,0,203,32918,2740,30010,2539,2908,930,18734,2158,13405,1596,4439,954,4388,948,51,72,8966,1308,22710,1902,3012,824,2627,788,385,252,19698,1750,519597,12833,66043,4110,20172,2338,65,103,20107,2342,15808,2089,4299,994,45871,3490,75712,4693,54700,3702,273,266,54427,3667,46019,3374,8408,1553,21012,2477,277330,8640,204477,6961,547,270,203930,6963,181923,6621,22007,2624,72853,4003,52614,3619,29905,2611,0,203,29905,2611,26595,2402,3310,979,22709,2530,16072,1719,4486,919,4260,884,226,198,11586,1543,31826,2781,1823,558,1638,501,185,163,30003,2652,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,112554,6721,56901,4203,7578,1577,2883,1128,20,44,2863,1132,1635,784,1228,696,4695,1098,9756,1641,7492,1741,901,750,6591,1556,4625,1221,1966,849,2264,963,32221,2954,28126,2702,775,422,27351,2634,25221,2504,2130,733,4095,1329,4144,915,2396,680,0,195,2396,680,2307,686,89,96,1748,597,1218,527,399,233,358,221,41,70,819,466,1984,614,93,90,93,90,0,195,1891,608,55653,3910,6247,1408,2799,876,0,195,2799,876,2217,724,582,395,3448,932,7673,1448,6200,1258,17,36,6183,1270,4489,1009,1694,806,1473,731,31436,2805,24419,2560,84,115,24335,2577,22487,2535,1848,686,7017,1376,6276,1252,3588,1008,0,195,3588,1008,3176,837,412,541,2688,826,1451,666,313,404,313,404,0,195,1138,508,2570,804,408,362,408,362,0,195,2162,675,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,57831,5217,28394,3475,5123,903,2527,761,115,122,2412,726,1470,594,942,456,2596,628,4901,1155,3849,1154,133,187,3716,1125,2919,1034,797,525,1052,493,14422,2294,11339,2045,80,107,11259,2029,9767,1812,1492,610,3083,1154,1720,645,1288,543,0,201,1288,543,1136,544,152,148,432,379,1039,472,595,324,550,316,45,72,444,338,1189,461,130,102,130,102,0,201,1059,447,29437,3100,4866,1408,2035,825,0,201,2035,825,1523,658,512,383,2831,855,4111,1059,2685,843,0,201,2685,843,2317,842,368,304,1426,559,15042,1934,11833,1745,0,201,11833,1745,10815,1569,1018,509,3209,939,3107,780,1658,629,0,201,1658,629,1585,608,73,122,1449,547,605,418,0,201,0,201,0,201,605,418,1706,504,196,174,196,174,0,201,1510,468,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,278691,12694,137335,8092,19059,2604,6188,1548,49,95,6139,1559,3701,1380,2438,817,12871,2046,18549,3258,13405,2751,491,306,12914,2694,11378,2499,1536,776,5144,1176,72787,5624,60868,5131,445,235,60423,5077,51313,4594,9110,1908,11919,2475,15408,1861,10638,1543,0,218,10638,1543,9636,1502,1002,473,4770,1169,4293,875,1320,608,1230,592,90,106,2973,738,7239,1285,622,338,533,312,89,113,6617,1229,141356,7700,18339,2972,6220,1718,0,218,6220,1718,4723,1459,1497,756,12119,2201,21382,2915,15929,2512,118,109,15811,2514,13657,2572,2154,982,5453,1289,68751,5120,53780,4202,41,68,53739,4214,48503,3850,5236,1199,14971,2315,17500,2348,9632,1599,0,218,9632,1599,9158,1538,474,293,7868,1514,4594,1075,1532,611,1417,611,115,138,3062,870,10790,1489,938,499,866,482,72,120,9852,1404,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
