GEO_ID,B28009E_001E,B28009E_001M,B28009E_002E,B28009E_002M,B28009E_003E,B28009E_003M,B28009E_004E,B28009E_004M,B28009E_005E,B28009E_005M,B28009E_006E,B28009E_006M,NAME,B28009E_001EA,B28009E_001MA,B28009E_002EA,B28009E_002MA,B28009E_003EA,B28009E_003MA,B28009E_004MA,B28009E_004EA,B28009E_005EA,B28009E_005MA,B28009E_006EA,B28009E_006MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,12078,1286,10478,1545,48,81,9084,1422,1346,890,1600,1130,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,138943,4875,124286,5186,882,642,108674,5510,14730,3520,14657,3043,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7940,2226,5438,1572,0,218,5132,1542,306,326,2502,1574,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3626,1010,3275,951,0,214,2455,783,820,540,351,267,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,133858,5671,113290,6350,1967,1208,93026,6367,18297,4641,20568,3865,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3401,1011,2896,932,0,185,2595,880,301,259,505,440,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
