GEO_ID,C21001E_001E,C21001E_001M,C21001E_002E,C21001E_002M,C21001E_003E,C21001E_003M,C21001E_004E,C21001E_004M,C21001E_005E,C21001E_005M,C21001E_006E,C21001E_006M,C21001E_007E,C21001E_007M,C21001E_008E,C21001E_008M,C21001E_009E,C21001E_009M,C21001E_010E,C21001E_010M,C21001E_011E,C21001E_011M,C21001E_012E,C21001E_012M,C21001E_013E,C21001E_013M,C21001E_014E,C21001E_014M,C21001E_015E,C21001E_015M,NAME,C21001E_001EA,C21001E_001MA,C21001E_002MA,C21001E_002EA,C21001E_003EA,C21001E_003MA,C21001E_004MA,C21001E_004EA,C21001E_005EA,C21001E_005MA,C21001E_006EA,C21001E_006MA,C21001E_007MA,C21001E_007EA,C21001E_008EA,C21001E_008MA,C21001E_009MA,C21001E_009EA,C21001E_010MA,C21001E_010EA,C21001E_011EA,C21001E_011MA,C21001E_012MA,C21001E_012EA,C21001E_013MA,C21001E_013EA,C21001E_014EA,C21001E_014MA,C21001E_015MA,C21001E_015EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,9112,1222,5170,870,4984,865,469,246,4515,865,186,110,154,102,32,54,3942,667,3495,620,101,130,3394,603,447,276,0,203,447,276,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,106487,3354,51537,2295,45972,2269,3759,936,42213,2323,5565,886,1664,629,3901,771,54950,2063,47751,2163,769,470,46982,2176,7199,1068,199,198,7000,1132,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6668,1819,2813,1025,2477,1014,361,346,2116,951,336,246,200,199,136,147,3855,1389,3543,1315,314,315,3229,1244,312,309,0,218,312,309,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
