GEO_ID,B17020E_001E,B17020E_001M,B17020E_002E,B17020E_002M,B17020E_003E,B17020E_003M,B17020E_004E,B17020E_004M,B17020E_005E,B17020E_005M,B17020E_006E,B17020E_006M,B17020E_007E,B17020E_007M,B17020E_008E,B17020E_008M,B17020E_009E,B17020E_009M,B17020E_010E,B17020E_010M,B17020E_011E,B17020E_011M,B17020E_012E,B17020E_012M,B17020E_013E,B17020E_013M,B17020E_014E,B17020E_014M,B17020E_015E,B17020E_015M,B17020E_016E,B17020E_016M,B17020E_017E,B17020E_017M,NAME,B17020E_001EA,B17020E_001MA,B17020E_002EA,B17020E_002MA,B17020E_003MA,B17020E_003EA,B17020E_004EA,B17020E_004MA,B17020E_005MA,B17020E_005EA,B17020E_006EA,B17020E_006MA,B17020E_007MA,B17020E_007EA,B17020E_008MA,B17020E_008EA,B17020E_009EA,B17020E_009MA,B17020E_010MA,B17020E_010EA,B17020E_011EA,B17020E_011MA,B17020E_012MA,B17020E_012EA,B17020E_013EA,B17020E_013MA,B17020E_014EA,B17020E_014MA,B17020E_015EA,B17020E_015MA,B17020E_016MA,B17020E_016EA,B17020E_017EA,B17020E_017MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,11626,1268,4857,1261,858,381,721,412,246,145,2890,1083,78,95,64,80,0,203,6769,1483,275,240,498,371,309,269,4817,1059,790,362,48,81,32,54,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,138583,4849,22713,3966,2013,946,2672,1032,2387,949,13937,2316,1429,807,93,110,182,175,115870,5998,7506,1755,9683,2116,9911,1737,72223,3952,12893,1482,3096,944,558,381,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
