GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001EA,B19037B_001MA,B19037B_002MA,B19037B_002EA,B19037B_003EA,B19037B_003MA,B19037B_004EA,B19037B_004MA,B19037B_005EA,B19037B_005MA,B19037B_006MA,B19037B_006EA,B19037B_007MA,B19037B_007EA,B19037B_008EA,B19037B_008MA,B19037B_009EA,B19037B_009MA,B19037B_010EA,B19037B_010MA,B19037B_011MA,B19037B_011EA,B19037B_012MA,B19037B_012EA,B19037B_013MA,B19037B_013EA,B19037B_014MA,B19037B_014EA,B19037B_015EA,B19037B_015MA,B19037B_016EA,B19037B_016MA,B19037B_017EA,B19037B_017MA,B19037B_018EA,B19037B_018MA,B19037B_019MA,B19037B_019EA,B19037B_020MA,B19037B_020EA,B19037B_021MA,B19037B_021EA,B19037B_022MA,B19037B_022EA,B19037B_023EA,B19037B_023MA,B19037B_024MA,B19037B_024EA,B19037B_025MA,B19037B_025EA,B19037B_026MA,B19037B_026EA,B19037B_027MA,B19037B_027EA,B19037B_028EA,B19037B_028MA,B19037B_029MA,B19037B_029EA,B19037B_030EA,B19037B_030MA,B19037B_031MA,B19037B_031EA,B19037B_032MA,B19037B_032EA,B19037B_033MA,B19037B_033EA,B19037B_034MA,B19037B_034EA,B19037B_035MA,B19037B_035EA,B19037B_036MA,B19037B_036EA,B19037B_037MA,B19037B_037EA,B19037B_038MA,B19037B_038EA,B19037B_039EA,B19037B_039MA,B19037B_040EA,B19037B_040MA,B19037B_041MA,B19037B_041EA,B19037B_042MA,B19037B_042EA,B19037B_043MA,B19037B_043EA,B19037B_044MA,B19037B_044EA,B19037B_045MA,B19037B_045EA,B19037B_046EA,B19037B_046MA,B19037B_047MA,B19037B_047EA,B19037B_048MA,B19037B_048EA,B19037B_049EA,B19037B_049MA,B19037B_050MA,B19037B_050EA,B19037B_051EA,B19037B_051MA,B19037B_052MA,B19037B_052EA,B19037B_053EA,B19037B_053MA,B19037B_054MA,B19037B_054EA,B19037B_055EA,B19037B_055MA,B19037B_056EA,B19037B_056MA,B19037B_057MA,B19037B_057EA,B19037B_058MA,B19037B_058EA,B19037B_059EA,B19037B_059MA,B19037B_060EA,B19037B_060MA,B19037B_061MA,B19037B_061EA,B19037B_062EA,B19037B_062MA,B19037B_063MA,B19037B_063EA,B19037B_064EA,B19037B_064MA,B19037B_065EA,B19037B_065MA,B19037B_066MA,B19037B_066EA,B19037B_067MA,B19037B_067EA,B19037B_068MA,B19037B_068EA,B19037B_069MA,B19037B_069EA,state
0400000US01,469996,6224,24174,2944,9194,2185,4331,1168,2856,831,1892,821,1123,694,857,682,697,364,1114,551,473,591,715,549,475,328,395,303,52,66,0,192,0,192,0,192,168043,4788,28206,2858,13926,2070,13976,2415,13218,1864,13309,1798,11445,1884,10586,2080,9905,1824,8352,1855,10903,2073,11730,1871,11752,2043,6326,1468,2307,888,1772,811,330,248,190821,4008,30783,2731,17633,2007,14059,2065,11548,1272,10186,1682,11294,1760,11169,1435,9617,1497,7192,1245,14656,1882,17411,2215,14266,1652,10601,1775,5094,1167,3807,853,1505,573,86958,2377,16920,2000,12742,1397,8878,1281,7978,1161,6178,1062,4830,981,4380,859,4415,1019,2854,747,4269,933,5014,1000,4691,701,2294,627,752,351,357,239,406,341,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,95553,3811,6240,1139,1015,496,668,447,314,302,1073,610,625,599,554,481,362,423,678,583,250,217,514,512,38,64,67,112,0,203,0,203,82,103,0,203,43170,2921,4467,1443,3718,1041,3255,1079,4398,1304,1830,749,2351,807,3731,1318,3928,1230,1086,536,2639,889,3097,1006,5232,1275,1687,712,587,283,606,385,558,351,34892,1945,4157,1030,1538,599,2446,951,2626,814,2269,679,1835,670,2166,802,1566,532,581,300,3286,959,3035,969,2582,738,3534,1021,1364,460,1473,783,434,307,11251,1162,1156,573,924,445,1396,510,1074,578,782,326,808,388,689,359,608,372,313,253,714,331,1131,452,555,293,644,390,233,169,63,103,161,154,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,168951,3210,11855,1888,4025,1134,2300,991,1766,738,629,380,694,628,283,340,632,631,413,402,304,302,198,225,468,685,143,233,0,192,0,192,0,192,0,192,62024,3240,9335,1758,6195,1360,6425,1365,7015,1814,4205,1049,5289,1347,4113,1160,3030,902,3123,1226,3776,1092,4267,1391,2397,881,1588,719,391,296,677,576,198,219,68349,2660,11773,1674,6738,1463,6748,1189,5472,1130,4666,1034,4624,981,3223,889,2955,823,2898,848,4166,912,4692,872,4988,1022,3483,950,814,333,894,610,215,212,26723,1293,5195,929,4942,947,2670,650,1929,537,2349,594,1556,454,1392,480,1250,433,948,412,1348,484,1162,487,1033,360,579,349,181,191,177,182,12,24,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,813719,8503,31850,2820,8688,1768,3860,1086,3398,1307,4312,1285,2458,745,906,615,1225,740,1270,667,1050,529,1285,629,1539,875,874,524,544,464,346,337,95,113,0,203,280160,6650,39501,3979,18736,2278,16848,2492,17000,2031,14780,2300,17888,2476,17336,2694,13724,2129,11489,2284,21401,3170,23237,2886,26794,3100,18066,2159,9584,1968,6867,1395,6909,1491,344571,5832,39800,3175,29433,3196,17773,2015,18568,2238,14544,1761,14096,2131,12215,1512,12514,2078,11606,1896,24096,2766,32070,2735,40433,3467,28348,2526,16277,2239,17654,1785,15144,2054,157138,3712,12844,1555,22738,2038,13840,1744,11922,1298,9027,1387,8071,1192,7582,1200,6840,1068,6171,1189,9924,1290,12875,1778,13830,1972,9525,1253,4833,934,4027,821,3089,784,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,71609,2930,4759,1154,867,494,516,414,588,439,488,393,524,528,723,633,260,405,0,195,235,202,211,167,106,184,0,195,241,362,0,195,0,195,0,195,27614,2091,3884,1238,1681,748,1025,559,924,510,2140,846,1930,854,1856,746,1870,647,2117,840,2040,653,2728,953,2267,685,1434,610,936,591,70,98,712,438,29099,2133,4128,1055,1423,577,1503,731,1299,631,1355,601,1146,594,425,278,1378,639,1614,764,1813,565,3542,934,3153,866,1679,531,1882,615,1939,640,820,369,10137,976,1160,516,713,331,669,401,499,275,468,306,202,140,637,439,699,371,866,494,910,391,916,481,1219,506,752,429,166,155,239,202,22,37,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,126570,3886,3893,1156,1045,582,780,590,381,264,181,181,133,131,506,409,0,201,321,304,0,201,263,298,115,140,168,210,0,201,0,201,0,201,0,201,48378,3067,5968,1243,1788,856,3950,1142,2585,1031,3182,1123,2729,900,2013,771,1891,762,2585,1161,4630,1458,5070,1279,6258,1469,2284,790,1177,737,1424,656,844,462,51695,2598,4878,1055,3568,1132,2348,813,2608,993,1778,640,3951,1084,3495,1259,3861,1046,2041,1088,3259,861,4923,1062,5630,1273,3887,1007,2320,836,1819,625,1329,491,22604,1557,3494,912,2112,737,2278,824,2461,699,967,433,1357,679,686,315,875,396,451,283,1703,530,2253,840,1356,447,807,315,920,497,479,262,405,305,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,66236,2361,2583,934,611,382,54,92,93,111,379,242,0,189,23,37,77,89,253,296,51,83,57,94,179,282,549,571,0,189,257,399,0,189,0,189,23611,1995,2025,818,834,450,830,456,1234,663,1264,558,1846,858,749,457,1334,738,1260,803,2711,1017,2771,990,1940,717,2776,1064,1426,701,328,237,283,282,28133,1305,2024,723,814,409,648,369,1218,685,1889,634,887,565,1294,572,856,417,1277,542,4183,1272,2612,725,3890,983,2443,695,1402,538,2045,873,651,425,11909,1083,1605,618,1325,546,1465,527,223,153,675,341,791,457,550,313,358,216,622,320,1190,507,807,366,989,402,530,303,243,192,217,232,319,226,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,123560,3540,3956,919,1537,551,581,405,257,266,311,310,95,123,0,203,259,247,0,203,140,143,346,365,122,207,107,130,80,130,121,156,0,203,0,203,39687,2258,6529,1254,2069,640,2455,943,2043,800,2091,872,1355,610,2040,923,1976,804,1883,663,2993,848,2620,981,4632,985,2332,811,1640,770,1534,670,1495,775,49859,2179,8726,1365,2622,757,3491,1016,1790,649,1564,560,3739,1082,2149,742,1638,630,1404,512,5539,1113,3961,976,4659,1194,3525,900,1830,559,2076,625,1146,410,30058,1600,5216,1073,3789,816,2079,565,2050,511,1259,391,1861,512,1180,468,1035,433,905,359,2067,556,2430,629,2480,651,1619,478,937,348,516,214,635,283,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,991626,11208,51509,3924,17650,2288,6626,1607,5308,1226,4012,1254,3569,1188,2789,955,1978,867,1696,752,1562,706,2091,729,2263,966,1120,621,291,268,444,490,110,148,0,218,375720,8647,52372,4394,27347,2700,27961,3436,29332,3315,30108,3239,30506,3143,27140,3644,24138,2947,16736,2613,27206,3200,29696,2955,24731,3023,15078,2618,4874,1283,5415,1412,3080,1185,392472,6885,46807,3507,26704,2779,25022,2629,28021,2844,24842,2771,23721,2058,24317,3047,22441,2431,15828,2205,36245,3267,37737,3329,38480,3478,22635,3053,8679,1446,7358,1383,3635,1045,171925,4402,26283,2611,24472,2569,15573,2139,14292,1724,12641,1643,9683,1409,9148,1583,8183,1225,6705,1348,12419,1778,10427,1357,10928,1609,5578,1084,2074,689,2096,706,1423,519,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
