B20005C_001E,B20005C_001M,B20005C_002E,B20005C_002M,B20005C_003E,B20005C_003M,B20005C_004E,B20005C_004M,B20005C_005E,B20005C_005M,B20005C_006E,B20005C_006M,B20005C_007E,B20005C_007M,B20005C_008E,B20005C_008M,B20005C_009E,B20005C_009M,B20005C_010E,B20005C_010M,B20005C_011E,B20005C_011M,B20005C_012E,B20005C_012M,B20005C_013E,B20005C_013M,B20005C_014E,B20005C_014M,B20005C_015E,B20005C_015M,B20005C_016E,B20005C_016M,B20005C_017E,B20005C_017M,B20005C_018E,B20005C_018M,B20005C_019E,B20005C_019M,B20005C_020E,B20005C_020M,B20005C_021E,B20005C_021M,B20005C_022E,B20005C_022M,B20005C_023E,B20005C_023M,B20005C_024E,B20005C_024M,B20005C_025E,B20005C_025M,B20005C_026E,B20005C_026M,B20005C_027E,B20005C_027M,B20005C_028E,B20005C_028M,B20005C_029E,B20005C_029M,B20005C_030E,B20005C_030M,B20005C_031E,B20005C_031M,B20005C_032E,B20005C_032M,B20005C_033E,B20005C_033M,B20005C_034E,B20005C_034M,B20005C_035E,B20005C_035M,B20005C_036E,B20005C_036M,B20005C_037E,B20005C_037M,B20005C_038E,B20005C_038M,B20005C_039E,B20005C_039M,B20005C_040E,B20005C_040M,B20005C_041E,B20005C_041M,B20005C_042E,B20005C_042M,B20005C_043E,B20005C_043M,B20005C_044E,B20005C_044M,B20005C_045E,B20005C_045M,B20005C_046E,B20005C_046M,B20005C_047E,B20005C_047M,B20005C_048E,B20005C_048M,B20005C_049E,B20005C_049M,B20005C_050E,B20005C_050M,B20005C_051E,B20005C_051M,B20005C_052E,B20005C_052M,B20005C_053E,B20005C_053M,B20005C_054E,B20005C_054M,B20005C_055E,B20005C_055M,B20005C_056E,B20005C_056M,B20005C_057E,B20005C_057M,B20005C_058E,B20005C_058M,B20005C_059E,B20005C_059M,B20005C_060E,B20005C_060M,B20005C_061E,B20005C_061M,B20005C_062E,B20005C_062M,B20005C_063E,B20005C_063M,B20005C_064E,B20005C_064M,B20005C_065E,B20005C_065M,B20005C_066E,B20005C_066M,B20005C_067E,B20005C_067M,B20005C_068E,B20005C_068M,B20005C_069E,B20005C_069M,B20005C_070E,B20005C_070M,B20005C_071E,B20005C_071M,B20005C_072E,B20005C_072M,B20005C_073E,B20005C_073M,B20005C_074E,B20005C_074M,B20005C_075E,B20005C_075M,B20005C_076E,B20005C_076M,B20005C_077E,B20005C_077M,B20005C_078E,B20005C_078M,B20005C_079E,B20005C_079M,B20005C_080E,B20005C_080M,B20005C_081E,B20005C_081M,B20005C_082E,B20005C_082M,B20005C_083E,B20005C_083M,B20005C_084E,B20005C_084M,B20005C_085E,B20005C_085M,B20005C_086E,B20005C_086M,B20005C_087E,B20005C_087M,B20005C_088E,B20005C_088M,B20005C_089E,B20005C_089M,B20005C_090E,B20005C_090M,B20005C_091E,B20005C_091M,B20005C_092E,B20005C_092M,B20005C_093E,B20005C_093M,B20005C_094E,B20005C_094M,B20005C_095E,B20005C_095M,B20005C_001M,B20005C_001EA,B20005C_001MA,B20005C_002M,B20005C_002EA,B20005C_002MA,B20005C_003M,B20005C_003EA,B20005C_003MA,B20005C_004M,B20005C_004EA,B20005C_004MA,B20005C_005M,B20005C_005EA,B20005C_005MA,B20005C_006M,B20005C_006EA,B20005C_006MA,B20005C_007M,B20005C_007EA,B20005C_007MA,B20005C_008M,B20005C_008EA,B20005C_008MA,B20005C_009M,B20005C_009EA,B20005C_009MA,B20005C_010M,B20005C_010EA,B20005C_010MA,B20005C_011M,B20005C_011EA,B20005C_011MA,B20005C_012M,B20005C_012EA,B20005C_012MA,B20005C_013M,B20005C_013EA,B20005C_013MA,B20005C_014M,B20005C_014EA,B20005C_014MA,B20005C_015M,B20005C_015EA,B20005C_015MA,B20005C_016M,B20005C_016EA,B20005C_016MA,B20005C_017M,B20005C_017EA,B20005C_017MA,B20005C_018M,B20005C_018EA,B20005C_018MA,B20005C_019M,B20005C_019EA,B20005C_019MA,B20005C_020M,B20005C_020EA,B20005C_020MA,B20005C_021M,B20005C_021EA,B20005C_021MA,B20005C_022M,B20005C_022EA,B20005C_022MA,B20005C_023M,B20005C_023EA,B20005C_023MA,B20005C_024M,B20005C_024EA,B20005C_024MA,B20005C_025M,B20005C_025EA,B20005C_025MA,B20005C_026M,B20005C_026EA,B20005C_026MA,B20005C_027M,B20005C_027EA,B20005C_027MA,B20005C_028M,B20005C_028EA,B20005C_028MA,B20005C_029M,B20005C_029EA,B20005C_029MA,B20005C_030M,B20005C_030EA,B20005C_030MA,B20005C_031M,B20005C_031EA,B20005C_031MA,B20005C_032M,B20005C_032EA,B20005C_032MA,B20005C_033M,B20005C_033EA,B20005C_033MA,B20005C_034M,B20005C_034EA,B20005C_034MA,B20005C_035M,B20005C_035EA,B20005C_035MA,B20005C_036M,B20005C_036EA,B20005C_036MA,B20005C_037M,B20005C_037EA,B20005C_037MA,B20005C_038M,B20005C_038EA,B20005C_038MA,B20005C_039M,B20005C_039EA,B20005C_039MA,B20005C_040M,B20005C_040EA,B20005C_040MA,B20005C_041M,B20005C_041EA,B20005C_041MA,B20005C_042M,B20005C_042EA,B20005C_042MA,B20005C_043M,B20005C_043EA,B20005C_043MA,B20005C_044M,B20005C_044EA,B20005C_044MA,B20005C_045M,B20005C_045EA,B20005C_045MA,B20005C_046M,B20005C_046EA,B20005C_046MA,B20005C_047M,B20005C_047EA,B20005C_047MA,B20005C_048M,B20005C_048EA,B20005C_048MA,B20005C_049M,B20005C_049EA,B20005C_049MA,B20005C_050M,B20005C_050EA,B20005C_050MA,B20005C_051M,B20005C_051EA,B20005C_051MA,B20005C_052M,B20005C_052EA,B20005C_052MA,B20005C_053M,B20005C_053EA,B20005C_053MA,B20005C_054M,B20005C_054EA,B20005C_054MA,B20005C_055M,B20005C_055EA,B20005C_055MA,B20005C_056M,B20005C_056EA,B20005C_056MA,B20005C_057M,B20005C_057EA,B20005C_057MA,B20005C_058M,B20005C_058EA,B20005C_058MA,B20005C_059M,B20005C_059EA,B20005C_059MA,B20005C_060M,B20005C_060EA,B20005C_060MA,B20005C_061M,B20005C_061EA,B20005C_061MA,B20005C_062M,B20005C_062EA,B20005C_062MA,B20005C_063M,B20005C_063EA,B20005C_063MA,B20005C_064M,B20005C_064EA,B20005C_064MA,B20005C_065M,B20005C_065EA,B20005C_065MA,B20005C_066M,B20005C_066EA,B20005C_066MA,B20005C_067M,B20005C_067EA,B20005C_067MA,B20005C_068M,B20005C_068EA,B20005C_068MA,B20005C_069M,B20005C_069EA,B20005C_069MA,B20005C_070M,B20005C_070EA,B20005C_070MA,B20005C_071M,B20005C_071EA,B20005C_071MA,B20005C_072M,B20005C_072EA,B20005C_072MA,B20005C_073M,B20005C_073EA,B20005C_073MA,B20005C_074M,B20005C_074EA,B20005C_074MA,B20005C_075M,B20005C_075EA,B20005C_075MA,B20005C_076M,B20005C_076EA,B20005C_076MA,B20005C_077M,B20005C_077EA,B20005C_077MA,B20005C_078M,B20005C_078EA,B20005C_078MA,B20005C_079M,B20005C_079EA,B20005C_079MA,B20005C_080M,B20005C_080EA,B20005C_080MA,B20005C_081M,B20005C_081EA,B20005C_081MA,B20005C_082M,B20005C_082EA,B20005C_082MA,B20005C_083M,B20005C_083EA,B20005C_083MA,B20005C_084M,B20005C_084EA,B20005C_084MA,B20005C_085M,B20005C_085EA,B20005C_085MA,B20005C_086M,B20005C_086EA,B20005C_086MA,B20005C_087M,B20005C_087EA,B20005C_087MA,B20005C_088M,B20005C_088EA,B20005C_088MA,B20005C_089M,B20005C_089EA,B20005C_089MA,B20005C_090M,B20005C_090EA,B20005C_090MA,B20005C_091M,B20005C_091EA,B20005C_091MA,B20005C_092M,B20005C_092EA,B20005C_092MA,B20005C_093M,B20005C_093EA,B20005C_093MA,B20005C_094M,B20005C_094EA,B20005C_094MA,B20005C_095M,B20005C_095EA,B20005C_095MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
41000,2561,20461,1626,7895,1289,0,168,7895,1289,0,168,0,168,41,59,0,168,82,104,187,166,126,129,189,154,1008,616,170,156,1096,475,752,409,569,285,561,402,1024,507,128,127,370,242,291,195,754,394,547,274,12566,1332,7896,1051,4670,902,1154,457,586,278,520,265,339,221,405,253,380,287,171,144,38,71,211,182,10,19,101,124,225,195,8,14,90,89,23,35,158,143,99,156,10,23,95,92,47,61,20539,1802,6385,1074,0,168,6385,1074,10,21,4,7,14,25,14,29,376,251,192,195,185,270,129,136,401,240,502,314,785,383,667,350,384,350,479,240,715,419,385,283,506,385,144,179,312,230,181,178,14154,1627,9458,1460,4696,751,1209,425,322,153,439,231,753,383,301,190,87,72,288,195,233,159,385,219,51,65,237,301,128,129,109,151,127,130,0,168,0,168,27,54,0,168,0,168,0,168,2561,null,null,1626,null,null,1289,null,null,168,null,null,1289,null,null,168,null,null,168,null,null,59,null,null,168,null,null,104,null,null,166,null,null,129,null,null,154,null,null,616,null,null,156,null,null,475,null,null,409,null,null,285,null,null,402,null,null,507,null,null,127,null,null,242,null,null,195,null,null,394,null,null,274,null,null,1332,null,null,1051,null,null,902,null,null,457,null,null,278,null,null,265,null,null,221,null,null,253,null,null,287,null,null,144,null,null,71,null,null,182,null,null,19,null,null,124,null,null,195,null,null,14,null,null,89,null,null,35,null,null,143,null,null,156,null,null,23,null,null,92,null,null,61,null,null,1802,null,null,1074,null,null,168,null,null,1074,null,null,21,null,null,7,null,null,25,null,null,29,null,null,251,null,null,195,null,null,270,null,null,136,null,null,240,null,null,314,null,null,383,null,null,350,null,null,350,null,null,240,null,null,419,null,null,283,null,null,385,null,null,179,null,null,230,null,null,178,null,null,1627,null,null,1460,null,null,751,null,null,425,null,null,153,null,null,231,null,null,383,null,null,190,null,null,72,null,null,195,null,null,159,null,null,219,null,null,65,null,null,301,null,null,129,null,null,151,null,null,130,null,null,168,null,null,168,null,null,54,null,null,168,null,null,168,null,null,168,null,null,26
44183,1989,20798,1319,7546,1006,0,149,7546,1006,0,149,58,74,209,160,0,149,285,375,67,101,508,414,426,267,532,297,103,90,626,311,673,312,695,393,394,235,634,299,439,299,582,207,152,116,455,250,708,271,13252,1189,7539,937,5713,861,1275,422,775,335,398,196,458,224,779,387,311,237,165,144,30,34,329,190,84,107,230,201,156,109,187,144,209,166,97,113,23,24,0,149,11,21,52,100,144,168,23385,1222,8079,1170,0,149,8079,1170,0,149,0,149,16,26,120,140,240,220,68,68,304,163,175,114,1063,358,571,454,700,272,677,233,609,264,1033,474,289,201,341,157,649,404,327,281,418,188,479,261,15306,1393,9306,1036,6000,979,1078,394,937,416,483,250,541,340,572,277,87,86,188,182,802,580,147,93,94,124,141,127,109,101,416,300,17,24,14,23,15,29,0,149,227,179,47,57,85,96,1989,null,null,1319,null,null,1006,null,null,149,null,null,1006,null,null,149,null,null,74,null,null,160,null,null,149,null,null,375,null,null,101,null,null,414,null,null,267,null,null,297,null,null,90,null,null,311,null,null,312,null,null,393,null,null,235,null,null,299,null,null,299,null,null,207,null,null,116,null,null,250,null,null,271,null,null,1189,null,null,937,null,null,861,null,null,422,null,null,335,null,null,196,null,null,224,null,null,387,null,null,237,null,null,144,null,null,34,null,null,190,null,null,107,null,null,201,null,null,109,null,null,144,null,null,166,null,null,113,null,null,24,null,null,149,null,null,21,null,null,100,null,null,168,null,null,1222,null,null,1170,null,null,149,null,null,1170,null,null,149,null,null,149,null,null,26,null,null,140,null,null,220,null,null,68,null,null,163,null,null,114,null,null,358,null,null,454,null,null,272,null,null,233,null,null,264,null,null,474,null,null,201,null,null,157,null,null,404,null,null,281,null,null,188,null,null,261,null,null,1393,null,null,1036,null,null,979,null,null,394,null,null,416,null,null,250,null,null,340,null,null,277,null,null,86,null,null,182,null,null,580,null,null,93,null,null,124,null,null,127,null,null,101,null,null,300,null,null,24,null,null,23,null,null,29,null,null,149,null,null,179,null,null,57,null,null,96,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
43607,1931,21701,1242,7991,1094,0,168,7991,1094,62,70,60,162,392,314,44,76,222,192,161,150,116,121,27,35,417,297,301,192,670,343,1340,671,901,353,418,273,649,408,281,159,522,258,253,172,679,353,476,276,13710,1130,8726,910,4984,773,931,329,1123,486,452,242,206,146,732,416,192,173,37,66,125,107,15,30,11,20,228,184,233,159,18,35,170,170,94,101,0,168,230,262,17,28,71,114,99,97,21906,1647,6791,983,0,168,6791,983,0,168,0,168,151,151,237,227,647,410,149,131,353,278,357,183,821,292,65,88,770,396,920,396,845,394,248,178,389,212,153,113,171,119,68,65,217,149,230,238,15115,1473,8723,1252,6392,952,1338,501,712,320,761,319,632,340,446,220,162,135,428,260,131,126,617,344,317,287,58,103,256,225,106,106,25,45,70,73,304,308,19,37,0,168,10,16,0,168,1931,null,null,1242,null,null,1094,null,null,168,null,null,1094,null,null,70,null,null,162,null,null,314,null,null,76,null,null,192,null,null,150,null,null,121,null,null,35,null,null,297,null,null,192,null,null,343,null,null,671,null,null,353,null,null,273,null,null,408,null,null,159,null,null,258,null,null,172,null,null,353,null,null,276,null,null,1130,null,null,910,null,null,773,null,null,329,null,null,486,null,null,242,null,null,146,null,null,416,null,null,173,null,null,66,null,null,107,null,null,30,null,null,20,null,null,184,null,null,159,null,null,35,null,null,170,null,null,101,null,null,168,null,null,262,null,null,28,null,null,114,null,null,97,null,null,1647,null,null,983,null,null,168,null,null,983,null,null,168,null,null,168,null,null,151,null,null,227,null,null,410,null,null,131,null,null,278,null,null,183,null,null,292,null,null,88,null,null,396,null,null,396,null,null,394,null,null,178,null,null,212,null,null,113,null,null,119,null,null,65,null,null,149,null,null,238,null,null,1473,null,null,1252,null,null,952,null,null,501,null,null,320,null,null,319,null,null,340,null,null,220,null,null,135,null,null,260,null,null,126,null,null,344,null,null,287,null,null,103,null,null,225,null,null,106,null,null,45,null,null,73,null,null,308,null,null,37,null,null,168,null,null,16,null,null,168,null,null,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
