VARIABLE,TYPE,LABEL,GROUP
B16005A_001E,int,Estimate!!Total,B16005A
B16005A_002E,int,Estimate!!Total!!Native,B16005A
B16005A_003E,int,Estimate!!Total!!Native!!Speak only English,B16005A
B16005A_004E,int,Estimate!!Total!!Native!!Speak Spanish,B16005A
B16005A_005E,int,"Estimate!!Total!!Native!!Speak Spanish!!Speak English ""very well""",B16005A
B16005A_006E,int,"Estimate!!Total!!Native!!Speak Spanish!!Speak English ""well""",B16005A
B16005A_007E,int,"Estimate!!Total!!Native!!Speak Spanish!!Speak English ""not well""",B16005A
B16005A_008E,int,"Estimate!!Total!!Native!!Speak Spanish!!Speak English ""not at all""",B16005A
B16005A_009E,int,Estimate!!Total!!Native!!Speak other Indo-European languages,B16005A
B16005A_010E,int,"Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English ""very well""",B16005A
B16005A_011E,int,"Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English ""well""",B16005A
B16005A_012E,int,"Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English ""not well""",B16005A
B16005A_013E,int,"Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English ""not at all""",B16005A
B16005A_014E,int,Estimate!!Total!!Native!!Speak Asian or Pacific Island languages,B16005A
B16005A_015E,int,"Estimate!!Total!!Native!!Speak Asian or Pacific Island languages!!Speak English ""very well""",B16005A
B16005A_016E,int,"Estimate!!Total!!Native!!Speak Asian or Pacific Island languages!!Speak English ""well""",B16005A
B16005A_017E,int,"Estimate!!Total!!Native!!Speak Asian or Pacific Island languages!!Speak English ""not well""",B16005A
B16005A_018E,int,"Estimate!!Total!!Native!!Speak Asian or Pacific Island languages!!Speak English ""not at all""",B16005A
B16005A_019E,int,Estimate!!Total!!Native!!Speak other languages,B16005A
B16005A_020E,int,"Estimate!!Total!!Native!!Speak other languages!!Speak English ""very well""",B16005A
B16005A_021E,int,"Estimate!!Total!!Native!!Speak other languages!!Speak English ""well""",B16005A
B16005A_022E,int,"Estimate!!Total!!Native!!Speak other languages!!Speak English ""not well""",B16005A
B16005A_023E,int,"Estimate!!Total!!Native!!Speak other languages!!Speak English ""not at all""",B16005A
B16005A_024E,int,Estimate!!Total!!Foreign born,B16005A
B16005A_025E,int,Estimate!!Total!!Foreign born!!Speak only English,B16005A
B16005A_026E,int,Estimate!!Total!!Foreign born!!Speak Spanish,B16005A
B16005A_027E,int,"Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English ""very well""",B16005A
B16005A_028E,int,"Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English ""well""",B16005A
B16005A_029E,int,"Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English ""not well""",B16005A
B16005A_030E,int,"Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English ""not at all""",B16005A
B16005A_031E,int,Estimate!!Total!!Foreign born!!Speak other Indo-European languages,B16005A
B16005A_032E,int,"Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English ""very well""",B16005A
B16005A_033E,int,"Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English ""well""",B16005A
B16005A_034E,int,"Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English ""not well""",B16005A
B16005A_035E,int,"Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English ""not at all""",B16005A
B16005A_036E,int,Estimate!!Total!!Foreign born!!Speak Asian or Pacific Island languages,B16005A
B16005A_037E,int,"Estimate!!Total!!Foreign born!!Speak Asian or Pacific Island languages!!Speak English ""very well""",B16005A
B16005A_038E,int,"Estimate!!Total!!Foreign born!!Speak Asian or Pacific Island languages!!Speak English ""well""",B16005A
B16005A_039E,int,"Estimate!!Total!!Foreign born!!Speak Asian or Pacific Island languages!!Speak English ""not well""",B16005A
B16005A_040E,int,"Estimate!!Total!!Foreign born!!Speak Asian or Pacific Island languages!!Speak English ""not at all""",B16005A
B16005A_041E,int,Estimate!!Total!!Foreign born!!Speak other languages,B16005A
B16005A_042E,int,"Estimate!!Total!!Foreign born!!Speak other languages!!Speak English ""very well""",B16005A
B16005A_043E,int,"Estimate!!Total!!Foreign born!!Speak other languages!!Speak English ""well""",B16005A
B16005A_044E,int,"Estimate!!Total!!Foreign born!!Speak other languages!!Speak English ""not well""",B16005A
B16005A_045E,int,"Estimate!!Total!!Foreign born!!Speak other languages!!Speak English ""not at all""",B16005A
B16005A_001M,int,Margin of Error!!Total,B16005A
B16005A_002M,int,Margin of Error!!Total!!Native,B16005A
B16005A_003M,int,Margin of Error!!Total!!Native!!Speak only English,B16005A
B16005A_004M,int,Margin of Error!!Total!!Native!!Speak Spanish,B16005A
B16005A_005M,int,"Margin of Error!!Total!!Native!!Speak Spanish!!Speak English ""very well""",B16005A
B16005A_006M,int,"Margin of Error!!Total!!Native!!Speak Spanish!!Speak English ""well""",B16005A
B16005A_007M,int,"Margin of Error!!Total!!Native!!Speak Spanish!!Speak English ""not well""",B16005A
B16005A_008M,int,"Margin of Error!!Total!!Native!!Speak Spanish!!Speak English ""not at all""",B16005A
